@T,D1,,,,
,24.11.2002,0.170527922,0.160181603,0.123378879,0.137949767
,25.11.2002,0.167110501,0.158851715,0.123259017,0.137875385
,26.11.2002,0.164339353,0.15737393,0.122757933,0.13780103
,27.11.2002,0.161525114,0.15569277,0.122076209,0.137648027
,28.11.2002,0.160105804,0.154169463,0.121233714,0.137418701
,29.11.2002,0.160665705,0.153355585,0.120472782,0.137111108
,30.11.2002,0.161625389,0.153548489,0.119994347,0.136760388
,01.12.2002,0.16124227,0.153357993,0.119756589,0.136392808
,02.12.2002,0.16318047,0.153654693,0.119543044,0.136054018
,03.12.2002,0.163439359,0.154336135,0.119566983,0.135769922
,04.12.2002,0.161395014,0.15389617,0.119586931,0.135507815
,05.12.2002,0.160671943,0.153249578,0.119339711,0.135289262
,06.12.2002,0.160211233,0.152948547,0.119041037,0.135081739
,07.12.2002,0.159077153,0.152369206,0.118746798,0.13485065
,08.12.2002,0.158362508,0.151793524,0.118397444,0.134617645
,09.12.2002,0.15780621,0.151345879,0.118060583,0.134363339
,10.12.2002,0.157149292,0.150865606,0.117716392,0.13410501
,11.12.2002,0.15740932,0.150524448,0.117388573,0.13382979
,12.12.2002,0.158154064,0.150688989,0.11715587,0.133537739
,13.12.2002,0.157668951,0.150617445,0.117047502,0.133273931
,14.12.2002,0.15799093,0.150524442,0.1169018,0.133025416
,15.12.2002,0.158661562,0.150700913,0.116813241,0.132798571
,16.12.2002,0.159081895,0.15094914,0.1167857,0.132595464
,17.12.2002,0.159329374,0.151044672,0.116797503,0.132386136
,18.12.2002,0.159650865,0.151314755,0.116805372,0.13223673
,19.12.2002,0.157972333,0.1510519,0.116805374,0.132078905
,20.12.2002,0.155932925,0.150245837,0.116612693,0.131948881
,21.12.2002,0.154853997,0.149314027,0.116223966,0.13179126
,22.12.2002,0.154004216,0.148702645,0.115798792,0.131601846
,23.12.2002,0.153412578,0.148142341,0.115411659,0.131382823
,24.12.2002,0.151619544,0.147545762,0.115050645,0.131136426
,25.12.2002,0.149519415,0.146513861,0.114596947,0.130883944
,26.12.2002,0.147802619,0.145409089,0.114027913,0.13059998
,27.12.2002,0.147140914,0.144444063,0.113416091,0.130278317
,28.12.2002,0.148709098,0.144192877,0.112894838,0.1299339
,29.12.2002,0.149981732,0.144490506,0.112607789,0.129560513
,30.12.2002,0.151561195,0.144979608,0.112501951,0.12921512
,31.12.2002,0.152268333,0.145612144,0.112575066,0.128910198
,01.01.2003,0.153069223,0.145930223,0.112692493,0.12865397
,02.01.2003,0.153528998,0.146485475,0.112831203,0.128458859
,03.01.2003,0.154255275,0.146659113,0.112975788,0.128297445
,04.01.2003,0.157272375,0.147647197,0.113143666,0.128178032
,05.01.2003,0.158215839,0.1487003,0.113553363,0.128085904
,06.01.2003,0.158979845,0.149404153,0.113948373,0.128037763
,07.01.2003,0.158600468,0.149769873,0.114287894,0.128039855
,08.01.2003,0.159620775,0.150000545,0.114495781,0.128069158
,09.01.2003,0.160037635,0.150641312,0.114731164,0.128121494
,10.01.2003,0.156867426,0.15029352,0.114939518,0.128171748
,11.01.2003,0.152779818,0.148707923,0.114748695,0.128217825
,12.01.2003,0.151221893,0.147143384,0.114163725,0.128209447
,13.01.2003,0.151553939,0.146335419,0.113557238,0.128117312
,14.01.2003,0.15313195,0.146344788,0.113162959,0.127954068
,15.01.2003,0.154199953,0.146898665,0.113068378,0.127767953
,16.01.2003,0.153601138,0.1470326,0.11311469,0.127588259
,17.01.2003,0.153417118,0.146872793,0.11306645,0.127446286
,18.01.2003,0.152646468,0.146696689,0.112989287,0.127331518
,19.01.2003,0.152639745,0.146293208,0.112823495,0.127202228
,20.01.2003,0.154467224,0.146574655,0.1127079,0.12708343
,21.01.2003,0.156026511,0.147399676,0.112806154,0.126958445
,22.01.2003,0.15510806,0.1477978,0.113027876,0.126871007
,23.01.2003,0.152475106,0.147093928,0.113076101,0.126798162
,24.01.2003,0.152446964,0.146333071,0.112815801,0.126729506
,25.01.2003,0.153790585,0.146386982,0.112598162,0.126652558
,26.01.2003,0.154943296,0.146936256,0.112600084,0.126546534
,27.01.2003,0.156882976,0.147449155,0.112725239,0.126436408
,28.01.2003,0.159645804,0.148764407,0.113014401,0.126382401
,29.01.2003,0.159213454,0.149563178,0.113474055,0.126351252
,30.01.2003,0.159108568,0.149736595,0.113801095,0.126374093
,31.01.2003,0.160285368,0.150043378,0.113996825,0.126436408
,01.02.2003,0.162475703,0.150775013,0.114256829,0.126496656
,02.02.2003,0.165056186,0.152172647,0.11466699,0.126575629
,03.02.2003,0.162465846,0.152638278,0.11521058,0.126683753
,04.02.2003,0.158422409,0.151566424,0.115366713,0.126831463
,05.02.2003,0.15623108,0.150079298,0.115064301,0.126964691
,06.02.2003,0.154777527,0.149022463,0.114604717,0.12703134
,07.02.2003,0.152344095,0.147854697,0.114115183,0.127008425
,08.02.2003,0.15017524,0.146492829,0.113518586,0.12692305
,09.02.2003,0.150275414,0.145565413,0.112867889,0.126789847
,10.02.2003,0.149251228,0.145068258,0.112382761,0.126592268
,11.02.2003,0.149252983,0.144499813,0.111950678,0.126359572
,12.02.2003,0.149729409,0.144336985,0.111594221,0.126110542
,13.02.2003,0.150760794,0.144432339,0.111387554,0.125845224
,14.02.2003,0.152511411,0.144823474,0.111322545,0.125607131
,15.02.2003,0.154781598,0.145897604,0.111448778,0.125420985
,16.02.2003,0.155259429,0.146612185,0.11176278,0.125265989
,17.02.2003,0.15616603,0.147126675,0.11203699,0.12518131
,18.02.2003,0.157362413,0.147842638,0.112296242,0.125150339
,19.02.2003,0.158104733,0.148435323,0.112611651,0.125158598
,20.02.2003,0.157205093,0.148664748,0.112881317,0.125175118
,21.02.2003,0.157513815,0.148567724,0.113004716,0.125239132
,22.02.2003,0.157818676,0.148823317,0.113105045,0.125288714
,23.02.2003,0.156372345,0.148761808,0.11319577,0.125334171
,24.02.2003,0.152275596,0.14758142,0.113087699,0.125375504
,25.02.2003,0.148972651,0.145731951,0.112580934,0.125375505
,26.02.2003,0.148352953,0.144351084,0.111856791,0.125301112
,27.02.2003,0.149656069,0.143967589,0.11128053,0.125150342
,28.02.2003,0.150723938,0.14419289,0.110990206,0.124939855
,01.03.2003,0.150947285,0.144462573,0.110910074,0.124719277
,02.03.2003,0.15111589,0.144478856,0.110868118,0.124535976
,03.03.2003,0.153139852,0.144905033,0.110854768,0.124393978
,04.03.2003,0.154667836,0.145942035,0.111045579,0.124291142
,05.03.2003,0.152658072,0.145920895,0.111311078,0.124196578
,06.03.2003,0.15324629,0.145584073,0.111299608,0.12415342
,07.03.2003,0.155891887,0.14622771,0.111314906,0.124116437
,08.03.2003,0.159025331,0.147501145,0.111607649,0.12408562
,09.03.2003,0.160991374,0.148996417,0.112146483,0.124089728
,10.03.2003,0.161992634,0.149933993,0.112734933,0.1241452
,11.03.2003,0.164939697,0.151097512,0.113263447,0.124252075
,12.03.2003,0.167928713,0.152729939,0.113936841,0.124412493
,13.03.2003,0.170605305,0.154462267,0.11473909,0.124603925
,14.03.2003,0.173413553,0.15616735,0.115620933,0.124836753
,15.03.2003,0.17708967,0.158006492,0.116555892,0.125125581
,16.03.2003,0.178447266,0.159899819,0.117611912,0.125485101
,17.03.2003,0.178461632,0.160892548,0.118572173,0.125886682
,18.03.2003,0.17354827,0.160595332,0.119250086,0.126328456
,19.03.2003,0.167961887,0.158389974,0.119281942,0.126777385
,20.03.2003,0.166244053,0.156311272,0.118721044,0.127133454
,21.03.2003,0.169135325,0.155921027,0.118167528,0.127350296
,22.03.2003,0.171556808,0.156842973,0.118076409,0.127444199
,23.03.2003,0.172717278,0.157547444,0.118300283,0.127525607
,24.03.2003,0.174694922,0.158686695,0.118639571,0.127634208
,25.03.2003,0.171164635,0.15834501,0.119013176,0.127770037
,26.03.2003,0.172499127,0.157969085,0.118983331,0.127945697
,27.03.2003,0.172775189,0.158499619,0.119060931,0.128088002
,28.03.2003,0.16806744,0.157491626,0.119144516,0.128230398
,29.03.2003,0.165719545,0.155950601,0.118768683,0.128339355
,30.03.2003,0.164915168,0.154621988,0.118213139,0.128389656
,31.03.2003,0.168400964,0.154663038,0.117726258,0.128366598
,01.04.2003,0.173358198,0.156243094,0.117746039,0.12828068
,02.04.2003,0.176888909,0.158190465,0.118270632,0.128240871
,03.04.2003,0.178907058,0.159946858,0.119021258,0.12827649
,04.04.2003,0.178057574,0.160765983,0.119742677,0.128398052
,05.04.2003,0.176016505,0.160609933,0.120188358,0.128588915
,06.04.2003,0.173379669,0.159820747,0.120284413,0.128817747
,07.04.2003,0.169245232,0.158077716,0.120054359,0.129019486
,08.04.2003,0.169125523,0.156637924,0.11948527,0.129137256
,09.04.2003,0.173024931,0.156830735,0.119056944,0.129160394
,10.04.2003,0.178625218,0.158492821,0.119132597,0.129137253
,11.04.2003,0.183227143,0.160860849,0.119734786,0.129118323
,12.04.2003,0.187200063,0.163127174,0.120661364,0.12917933
,13.04.2003,0.190221319,0.165157727,0.121698975,0.12934772
,14.04.2003,0.193144084,0.16696494,0.122754035,0.129604772
,15.04.2003,0.194618214,0.168464929,0.123735072,0.129955019
,16.04.2003,0.191549942,0.16866643,0.124573446,0.130348129
,17.04.2003,0.190401143,0.167772366,0.124896616,0.130788561
,18.04.2003,0.192508166,0.167769661,0.124970338,0.131174655
,19.04.2003,0.191896453,0.167957922,0.125175249,0.13149763
,20.04.2003,0.190079933,0.167309921,0.125279828,0.131789136
,21.04.2003,0.191368344,0.166913942,0.125187542,0.132038403
,22.04.2003,0.194744517,0.167492669,0.125214207,-9999
,23.04.2003,0.270734519,0.168250996,0.125550803,0.132465174
,24.04.2003,0.351614135,0.23038271,0.125637086,0.132858469
,25.04.2003,0.341189702,0.305119939,0.124894688,0.133059669
,26.04.2003,0.33450405,0.312318372,0.124307816,0.13314534
,27.04.2003,0.330036327,0.313217796,0.124185337,0.133138914
,28.04.2003,0.327178376,0.313335858,0.124559122,0.133115351
,29.04.2003,0.325121295,0.313077608,0.125181493,0.133132488
,30.04.2003,0.321708604,0.312469597,0.125894107,0.133265348
,01.05.2003,0.317662864,0.310564993,0.126371825,0.13346907
,02.05.2003,0.31568537,0.30827558,0.126468732,0.133683715
,03.05.2003,0.317070798,0.307749195,0.126571918,0.133887806
,04.05.2003,0.317163137,0.308468949,0.127175501,0.13406843
,05.05.2003,0.314334558,0.308059798,0.12796749,0.134309495
,06.05.2003,0.312038918,0.306597083,0.128441557,0.134596084
,07.05.2003,0.310716273,0.30529092,0.128706105,0.134889511
,08.05.2003,0.309608238,0.304259941,0.128989773,0.135170352
,09.05.2003,0.305700265,0.302403603,0.12919857,0.135460193
,10.05.2003,0.345770158,0.356335593,0.174360092,0.135624738
,11.05.2003,0.344005598,0.382915592,0.29328933,0.135624736
,12.05.2003,0.338187767,0.369497463,0.289260692,0.135574928
,13.05.2003,0.33445575,0.363009957,0.285813796,0.135414738
,14.05.2003,0.332881305,0.35886158,0.283231737,0.135289255
,15.05.2003,0.332437855,0.356389449,0.281184759,0.135308718
,16.05.2003,0.331671691,0.354301146,0.279523912,0.135464519
,17.05.2003,0.331914686,0.353003965,0.278020548,0.135776427
,18.05.2003,0.330553095,0.351642706,0.276716117,0.136169082
,19.05.2003,0.326626506,0.349543973,0.275353118,0.136688594
,20.05.2003,0.321230924,0.345486144,0.27338001,0.137248533
,21.05.2003,0.320297093,0.34192906,0.270797693,0.137737653
,22.05.2003,0.322189552,0.340418224,0.268617279,0.138085479
,23.05.2003,0.32284866,0.339798181,0.267207088,0.138368069
,24.05.2003,0.32291345,0.339352964,0.266260903,0.138646625
,25.05.2003,0.321465555,0.338220338,0.265493263,0.139035407
,26.05.2003,0.320190998,0.3367469,0.26458921,0.139510725
,27.05.2003,0.318341437,0.334958757,0.2635496,0.140002456
,28.05.2003,0.318201312,0.333481979,0.262531477,0.140462028
,29.05.2003,0.31689595,0.332192898,0.261754307,0.140873754
,30.05.2003,0.316775443,0.331375455,0.261232718,0.14133728
,31.05.2003,0.315265872,0.330628262,0.260743535,0.141879563
,01.06.2003,0.313749053,0.329102442,0.259956937,0.142443142
,02.06.2003,0.312482653,0.3274975,0.258906091,0.142958861
,03.06.2003,0.311878615,0.326188065,0.257791508,0.143406277
,04.06.2003,0.309933448,0.324716084,0.256701825,0.143760317
,05.06.2003,0.30892583,0.32213288,0.255376639,0.144047525
,06.06.2003,0.308820172,0.319908578,0.253677363,0.144231696
,07.06.2003,0.310213755,0.31851667,0.25204386,0.144287868
,08.06.2003,0.31310004,0.317831251,0.250528232,0.144240682
,09.06.2003,0.316958594,0.319042411,0.249453739,0.144146329
,10.06.2003,0.318262043,0.320674871,0.249030289,0.144043025
,11.06.2003,0.320674716,0.322560328,0.248909824,0.14401833
,12.06.2003,0.321679005,0.32450106,0.249132245,0.144090179
,13.06.2003,0.322344308,0.326021683,0.249503195,0.144238442
,14.06.2003,0.322840793,0.327076895,0.24989612,0.144467736
,15.06.2003,0.324027619,0.328248017,0.250314225,0.14474228
,16.06.2003,0.325518171,0.329710681,0.25088166,0.145035168
,17.06.2003,0.325805841,0.330936859,0.251595903,0.145350983
,18.06.2003,0.324684738,0.331371628,0.252202356,0.145737282
,19.06.2003,0.323812695,0.331085547,0.252507467,0.146124187
,20.06.2003,0.323979587,0.331085536,0.252632072,0.146477679
,21.06.2003,0.324027273,0.331142747,0.252759827,0.14678855
,22.06.2003,0.325023173,0.331638774,0.25294375,0.147083893
,23.06.2003,0.325470518,0.33225369,0.253286856,0.147361383
,24.06.2003,0.324165413,0.332398934,0.253630237,0.147661977
,25.06.2003,0.320728363,0.331059164,0.253608378,0.14796521
,26.06.2003,0.320862597,0.329805729,0.253090334,0.148234547
,27.06.2003,0.322903255,0.329995959,0.252731784,0.148392179
,28.06.2003,0.325256536,0.331165706,0.252856464,0.148522473
,29.06.2003,0.326010053,0.332479257,0.253380508,0.148682582
,30.06.2003,0.325635516,0.332731587,0.253880149,0.14891607
,01.07.2003,0.327832702,0.333577554,0.254242792,0.149191031
,02.07.2003,0.329998352,0.335058173,0.254843711,0.149505319
,03.07.2003,0.33170819,0.33666202,0.255721549,0.149882071
,04.07.2003,0.332928433,0.338115917,0.256692368,0.150330768
,05.07.2003,0.334088615,0.339383911,0.257630699,0.150840269
,06.07.2003,0.334310381,0.340460786,0.258536314,0.151410907
,07.07.2003,0.333374844,0.340794328,0.259282383,0.152001383
,08.07.2003,0.331906971,0.340321264,0.259665393,0.15257695
,09.07.2003,0.332935612,0.340297935,0.259820613,0.153118884
,10.07.2003,0.333116779,0.340708973,0.260121695,0.153591973
,11.07.2003,0.332954197,0.341054334,0.260486434,0.154040236
,12.07.2003,0.332422651,0.341093145,0.260826065,0.154484588
,13.07.2003,0.331604835,0.341128091,0.261111948,0.154929716
,14.07.2003,0.330049685,0.341073748,0.261401196,0.155349765
,15.07.2003,0.328107319,0.341023292,0.261700186,0.155782259
,16.07.2003,0.324631805,0.34017017,0.261942056,0.15618955
,17.07.2003,0.321785373,0.339217527,0.26191977,0.156585668
,18.07.2003,0.319410373,0.338656741,0.261935689,0.15696112
,19.07.2003,0.315997525,0.337965395,0.262088521,0.157311081
,20.07.2003,0.31278301,0.336819993,0.262120365,0.15766388
,21.07.2003,0.307404155,0.334916569,0.261967537,0.158017151
,22.07.2003,0.303967725,0.332858158,0.261471169,0.158349499
,23.07.2003,0.300803868,0.330971714,0.260968996,0.158615678
,24.07.2003,0.297103304,0.328776277,0.260486452,0.158839292
,25.07.2003,0.294573003,0.326819911,0.259960053,0.159084532
,26.07.2003,0.29180539,0.325138735,0.259462784,0.159341919
,27.07.2003,0.289452721,0.323330826,0.258830149,0.159611479
,28.07.2003,0.287313827,0.32188482,0.258214188,0.159924331
,29.07.2003,0.28452683,0.320390911,0.257690553,0.16023276
,30.07.2003,0.281260588,0.317965952,0.256871734,0.16052477
,31.07.2003,0.279135723,0.315614499,0.255787503,0.160781138
,01.08.2003,0.27625311,0.313144656,0.2547217,0.160975377
,02.08.2003,0.274269697,0.310877066,0.253496193,0.161104942
,03.08.2003,0.273923925,0.309409533,0.252286514,0.161203361
,04.08.2003,0.272274464,0.308282773,0.251394026,0.161289803
,05.08.2003,0.270885188,0.306921389,0.250351556,0.161385893
,06.08.2003,0.270027511,0.305810748,0.249416725,0.161501238
,07.08.2003,0.269073655,0.304836847,0.248699946,0.1616503
,08.08.2003,0.266089214,0.303303873,0.248027694,0.161830726
,09.08.2003,0.264535258,0.301518918,0.246883055,0.162023313
,10.08.2003,0.263041397,0.299991974,0.245554511,0.162203977
,11.08.2003,0.261878733,0.298731295,0.244410278,0.162379956
,12.08.2003,0.260208984,0.29748828,0.243430892,0.162527084
,13.08.2003,0.258164674,0.295991471,0.242311003,0.162708097
,14.08.2003,0.255518494,0.294197068,0.241057848,0.162896468
,15.08.2003,0.253031662,0.292207117,0.239636413,0.163077723
,16.08.2003,0.250837097,0.290285195,0.23820193,0.163242148
,17.08.2003,0.248976433,0.28862713,0.236763505,0.163365552
,18.08.2003,0.246456816,0.286841845,0.235494555,0.163498686
,19.08.2003,0.242084513,0.284352831,0.234280552,0.163610079
,20.08.2003,0.241378943,0.281965371,0.232408627,0.163668224
,21.08.2003,0.241482377,0.280802212,0.230589605,0.1636973
,22.08.2003,0.24108341,0.279849075,0.229052446,0.163670647
,23.08.2003,0.240675691,0.279090687,0.227512649,0.163685185
,24.08.2003,0.238924069,0.278017383,0.226040219,0.16373365
,25.08.2003,0.235729485,0.276220606,0.224556236,0.1638015
,26.08.2003,0.233942737,0.273987155,0.222537633,0.163859689
,27.08.2003,0.23376895,0.27261598,0.220391581,0.163883937
,28.08.2003,0.233299604,0.271547299,0.218375098,0.163881512
,29.08.2003,0.231810916,0.270684132,0.216852563,0.163896059
,30.08.2003,0.227405652,0.268710374,-9999,0.16389121
,31.08.2003,0.222897188,0.265292731,0.215198151,0.163888786
,01.09.2003,0.221462275,0.262341121,0.213432893,0.163791815
,02.09.2003,0.222111353,0.260783149,0.211614349,0.163602824
,03.09.2003,0.222769368,0.2602607,0.210245919,0.163324416
,04.09.2003,0.221677455,0.259659886,0.209617984,0.163060803
,05.09.2003,0.222523875,0.259442076,0.209350475,0.162814345
,06.09.2003,0.222871355,0.25975217,0.209289193,0.162616365
,07.09.2003,0.221452908,0.259455314,0.209353261,0.162490897
,08.09.2003,0.218891883,0.258049799,0.209158345,0.162389599
,09.09.2003,0.218360318,0.256920283,0.208660377,0.16231003
,10.09.2003,0.216910128,0.255754733,0.208124258,0.162199157
,11.09.2003,0.214346832,0.254126618,0.207508605,0.162073884
,12.09.2003,0.213400591,0.252403557,0.20668667,0.161902932
,13.09.2003,0.213371323,0.251567212,0.205965888,0.161708026
,14.09.2003,0.211299522,0.250403539,0.205387087,0.161472408
,15.09.2003,0.210316265,0.248875836,0.204663593,0.161205769
,16.09.2003,0.21137796,0.248309764,0.203979949,0.160953796
,17.09.2003,0.212039019,0.248463973,0.203626307,0.16069486
,18.09.2003,0.20784975,0.24747609,0.203429106,0.160472086
,19.09.2003,0.20544305,0.245068785,0.202687937,0.160271034
,20.09.2003,0.2054418,0.243572846,0.20169209,0.160041442
,21.09.2003,0.205699867,0.242785879,0.200946416,0.15976189
,22.09.2003,0.206038069,0.242570365,0.200416744,0.15944924
,23.09.2003,0.206354935,0.242288486,0.200083078,0.159153626
,24.09.2003,0.207476804,0.24258934,0.199855393,0.15891784
,25.09.2003,0.206654621,0.242554567,0.199812049,0.158696538
,26.09.2003,0.207588196,0.242424619,0.199692873,0.158522955
,27.09.2003,0.207137718,0.24257988,0.199682038,0.158387502
,28.09.2003,0.205993677,0.242082862,0.199608934,0.158287733
,29.09.2003,0.204571306,0.241172615,0.199335593,0.1581975
,30.09.2003,0.202707077,0.239993571,0.198919258,0.158116795
,01.10.2003,0.199770681,0.238046978,0.198255297,0.157991038
,02.10.2003,0.200066431,0.236582966,0.197353188,0.157815548
,03.10.2003,0.201071368,0.236037008,0.196657383,0.157588063
,04.10.2003,0.200986856,0.236111874,0.196284543,0.157351305
,05.10.2003,0.200967711,0.235675638,0.195987143,0.157110024
,06.10.2003,0.201914258,0.235663147,0.195722112,0.156887865
,07.10.2003,0.202374731,0.23592482,0.195649865,0.156703665
,08.10.2003,0.203446032,0.236164837,0.19563649,0.156547895
,09.10.2003,0.203823683,0.236620318,0.195730141,0.156444104
,10.10.2003,0.204129543,0.236929469,0.195869323,0.156371006
,11.10.2003,0.203567555,0.237091976,0.195971068,0.156354503
,12.10.2003,0.200850617,0.236062317,0.195893422,0.156335645
,13.10.2003,0.200409891,0.234960074,0.195462679,0.156319145
,14.10.2003,0.197851262,0.233759253,0.194979083,0.156250793
,15.10.2003,0.195969548,0.231996783,0.194259049,0.156147123
,16.10.2003,0.195152027,0.23052163,0.193413005,0.155991686
,17.10.2003,0.194822865,0.229438217,0.19262744,0.155786946
,18.10.2003,0.196991639,0.229257283,0.191999818,0.155533005
,19.10.2003,0.198460315,0.229947161,0.191806731,0.155269908
,20.10.2003,0.199720944,0.230607523,0.191854329,0.155058687
,21.10.2003,0.200309331,0.23126591,0.192026257,0.15489921
,22.10.2003,0.200576788,0.23156779,0.192219446,0.154810134
,23.10.2003,0.200849702,0.231805155,0.192362433,0.154770293
,24.10.2003,0.200936573,0.232002551,0.192478987,0.154756233
,25.10.2003,0.197760581,0.231346283,0.192513431,0.15476795
,26.10.2003,0.193404795,0.229065254,0.192055425,0.154765607
,27.10.2003,0.192656335,0.226851227,0.191070055,0.154704687
,28.10.2003,0.193563164,0.226063357,0.190171737,0.15456417
,29.10.2003,0.193206638,0.2255807,0.189609291,0.154339485
,30.10.2003,0.192580483,0.225422973,0.189155333,0.154145386
,31.10.2003,0.186788379,0.223304151,0.18864715,0.15392807
,01.11.2003,0.183577037,0.22008213,0.187448007,0.153722613
,02.11.2003,0.18197121,0.217691773,0.185975368,0.153433389
,03.11.2003,0.180747629,0.2158192,0.184602647,0.153039719
,04.11.2003,0.180163532,0.214324015,0.183367227,0.152562999
,05.11.2003,0.179122012,0.21330723,0.182303398,0.15207556
,06.11.2003,0.177629722,0.211720388,0.181297045,0.151563593
,07.11.2003,0.17771622,0.210719571,0.180270988,0.151018025
,08.11.2003,0.177678367,0.210096664,0.179446536,0.150492045
,09.11.2003,0.177937284,0.209666501,0.178771367,0.149987859
,10.11.2003,0.178341858,0.209425497,0.178254599,0.149484683
,11.11.2003,0.178840692,0.209466129,0.177847374,0.149035204
,12.11.2003,0.179026405,0.209492253,0.177572011,0.148652856
,13.11.2003,0.177599705,0.209112273,0.177314563,0.148287098
,14.11.2003,0.177307786,0.208431391,0.176888501,0.147960651
,15.11.2003,0.176948012,0.207974386,0.17646052,0.147657423
,16.11.2003,0.176108651,0.207437212,0.17604823,0.147343183
,17.11.2003,0.175298603,0.206667486,0.175563788,0.147038434
,18.11.2003,0.174848253,0.205962679,0.17504507,0.146720441
,19.11.2003,0.17576303,0.205617917,0.174569749,0.146396063
,20.11.2003,0.176649192,0.205953995,0.174267433,0.146087953
,21.11.2003,0.176318091,0.206117829,0.174145099,0.14580963
,22.11.2003,0.174268617,0.205520452,0.173975438,0.145565501
,23.11.2003,0.170816995,0.203917406,0.173484483,0.145335173
,24.11.2003,0.167490306,0.201560418,0.172567094,0.145073498
,25.11.2003,0.166972454,0.199658657,0.171387869,0.144751295
,26.11.2003,0.165928042,0.19855468,0.170366076,0.144355329
,27.11.2003,0.165331069,0.197409356,0.169433905,0.143910635
,28.11.2003,0.163811112,0.19630455,0.16857087,0.143442119
,29.11.2003,0.164201602,0.195180799,0.167673852,0.142943223
,30.11.2003,0.167634245,0.195654385,0.167018102,0.142456511
,01.12.2003,0.169062202,0.196768272,0.16690368,0.141984145
,02.12.2003,0.168907272,0.197294371,0.167027824,0.141574903
,03.12.2003,0.168944119,0.197426049,0.16705217,0.141261782
,04.12.2003,0.167847807,0.197227192,0.166986438,0.141011142
,05.12.2003,0.165738843,0.196405046,0.166738259,0.140800633
,06.12.2003,0.164532224,0.195075183,0.16620617,0.140570401
,07.12.2003,0.166223508,0.19462735,0.165592659,0.140305033
,08.12.2003,0.1676338,0.195300485,0.165314219,0.140031125
