@T,D2,,,,
,11.03.2003,0.150056789,0.194864021,0.169952683,0.244385191
,12.03.2003,0.153028778,0.196879566,0.170947338,0.244634842
,13.03.2003,0.155681469,0.199086305,0.172161895,0.24500498
,14.03.2003,0.158391018,0.20122488,0.173449023,0.245461933
,15.03.2003,0.161964367,0.203547208,0.174814753,0.245978181
,16.03.2003,0.163277934,0.205983269,0.176371112,0.246649935
,17.03.2003,0.163370511,0.207340305,0.177775662,0.247378673
,18.03.2003,0.158770422,0.207226936,0.178840363,0.248214374
,19.03.2003,0.153182784,0.20456582,0.178965117,0.249042399
,20.03.2003,0.151621316,0.20197518,0.178189365,0.249715977
,21.03.2003,0.154453084,0.201413253,0.177395169,0.250181242
,22.03.2003,0.157054787,0.202583137,0.177283683,0.250437522
,23.03.2003,0.158153787,0.203549346,0.177638489,0.250637665
,24.03.2003,0.160198987,0.204931978,0.178146115,0.250853548
,25.03.2003,0.156732515,0.204645825,0.178700306,0.251107112
,26.03.2003,0.157946479,0.204131575,0.178690126,0.251448577
,27.03.2003,0.158552439,0.204836317,0.178827585,0.251755808
,28.03.2003,0.154007535,0.203742959,0.178982906,0.252025619
,29.03.2003,0.151738535,0.201843243,0.178486677,0.252276735
,30.03.2003,0.150852478,0.200133729,0.177694369,0.252389796
,31.03.2003,0.154192798,0.200030903,0.176977398,0.252396078
,01.04.2003,0.15905249,0.201883613,0.176957152,0.25229872
,02.04.2003,0.162440765,0.204351548,0.177694399,0.252239053
,03.04.2003,0.164361535,0.206563938,0.178792122,0.252286155
,04.04.2003,0.163610611,0.207721851,0.17986309,0.252531166
,05.04.2003,0.161728298,0.207701501,0.180556107,0.252876933
,06.04.2003,0.159217071,0.206816582,0.180760985,0.253279619
,07.04.2003,0.155063156,0.2047099,0.18045885,0.253654332
,08.04.2003,0.154739957,0.20273549,0.179623045,0.253893816
,09.04.2003,0.158275819,0.20277551,0.178937087,0.25402937
,10.04.2003,0.163456089,0.204657766,0.178967662,0.253972624
,11.04.2003,0.167976483,0.207492459,0.179799288,0.253975773
,12.04.2003,0.17188805,0.210276797,0.181076567,0.254101903
,13.04.2003,0.174727492,0.212813878,0.182539531,0.254401616
,14.04.2003,0.177293858,0.2150805,0.183999129,0.254875252
,15.04.2003,0.178671538,0.217014102,0.185429213,0.255498116
,16.04.2003,0.175678716,0.217552928,0.186641113,0.256188404
,17.04.2003,0.174236405,0.216625218,0.187184674,0.256981385
,18.04.2003,0.175967109,0.216592201,0.187346918,0.257667686
,19.04.2003,0.175309587,0.216992889,0.187700483,0.258304123
,20.04.2003,0.173415252,0.216362317,0.187912788,0.258855394
,21.04.2003,0.174413411,0.215887544,0.187836755,0.259369058
,22.04.2003,0.177302068,0.216580348,0.18788396,0.259758704
,23.04.2003,0.22697157,0.217867727,0.188345801,0.260094339
,24.04.2003,0.36729365,0.222029675,0.18810976,0.260667128
,25.04.2003,0.349416754,0.314025864,0.186479436,0.261247041
,26.04.2003,0.341599861,0.371028448,0.185241805,0.261548505
,27.04.2003,0.336531641,0.381599947,0.184755896,0.261593418
,28.04.2003,0.333504963,0.385400596,0.184984451,0.261660805
,29.04.2003,0.33169615,0.387481059,0.185668466,0.261776354
,30.04.2003,0.328639447,0.388970459,0.186575816,0.262013975
,01.05.2003,0.324981327,0.388339638,0.187271037,0.262367404
,02.05.2003,0.323236954,0.386940102,0.187459479,0.262795122
,03.05.2003,0.324930777,0.387231545,0.187632366,0.263216805
,04.05.2003,0.325280112,0.388962098,0.188458839,0.263535752
,05.05.2003,0.322714541,0.3895045,0.189563956,0.263964611
,06.05.2003,0.320611903,0.388818016,0.190289557,0.264468157
,07.05.2003,0.319481707,0.388225257,0.190749568,0.265046639
,08.05.2003,0.318403261,0.387916361,0.191167868,0.265548165
,09.05.2003,0.314506039,0.386729181,0.191586681,0.266085915
,10.05.2003,0.389706116,0.435014203,0.290220701,0.268356502
,11.05.2003,0.40657942,0.448689648,0.390594273,0.267696672
,12.05.2003,0.403792471,0.439230949,0.381552969,0.266741235
,13.05.2003,0.411533336,0.435608802,0.37650824,0.265425295
,14.05.2003,0.418969488,0.433725427,0.373136227,0.264481097
,15.05.2003,0.431151391,0.435241189,0.370925788,0.263935569
,16.05.2003,0.437343008,0.435377481,0.369503723,0.263906533
,17.05.2003,0.449230444,0.438364748,0.368637134,0.264788271
,18.05.2003,0.457374375,0.439398125,0.368292428,0.267506124
,19.05.2003,0.450585386,0.4388746,0.36799098,0.273041548
,20.05.2003,0.442686409,0.435708747,0.367032913,0.281239928
,21.05.2003,0.442960788,0.433128852,0.365401614,0.290413159
,22.05.2003,0.450837285,0.43322351,0.364019387,0.299591818
,23.05.2003,0.458718496,0.434552958,0.363560631,0.308622153
,24.05.2003,0.463996293,0.436234069,0.363552857,0.317477501
,25.05.2003,0.460633408,0.436519841,0.363677195,0.325658819
,26.05.2003,0.458835189,0.43615689,0.36359948,0.332633308
,27.05.2003,0.455619061,0.435476938,0.363393559,0.338412071
,28.05.2003,0.452974709,0.43532728,0.363113908,0.342989714
,29.05.2003,0.449227262,0.43593012,0.36315275,0.346529622
,30.05.2003,0.445602079,0.4366787,0.363463488,0.349485009
,31.05.2003,0.438162463,0.436615187,0.363665536,0.352133475
,01.06.2003,0.43120213,0.435381731,0.363475147,0.354416913
,02.06.2003,0.424527934,0.434001091,0.36296253,0.356373436
,03.06.2003,0.419268784,0.432948041,0.362240887,0.357976546
,04.06.2003,0.413253221,0.431720781,0.361539479,0.359196232
,05.06.2003,0.406316055,0.429272794,0.360575924,0.360224252
,06.06.2003,0.40286805,0.426657853,0.359193248,0.360958504
,07.06.2003,0.399981721,0.424677326,0.357725138,0.361460186
,08.06.2003,0.399708873,0.423187605,0.35631052,0.36171312
,09.06.2003,0.401695361,0.423744705,0.355236327,0.361732578
,10.06.2003,0.399324192,0.42478869,0.354879964,0.361650849
,11.06.2003,0.3982308,0.426031156,0.354807189,0.361631389
,12.06.2003,0.395737825,0.427441413,0.355090689,0.361646958
,13.06.2003,0.392995034,0.428477432,0.355508482,0.361818211
,14.06.2003,0.390166472,0.429186875,0.355934248,0.362102478
,15.06.2003,0.388180842,0.43007698,0.356344958,0.36240634
,16.06.2003,0.386381225,0.431364642,0.356882778,0.362741557
,17.06.2003,0.383573804,0.432469428,0.357559563,0.363108184
,18.06.2003,0.379906388,0.432780892,0.358148508,0.363545276
,19.06.2003,0.376688618,0.432334052,0.358456669,0.364068639
,20.06.2003,0.375880765,0.432252818,0.359008057,0.364369563
,21.06.2003,0.374406275,0.432257336,0.359455493,0.364705888
,22.06.2003,0.372848889,0.432708649,0.359660088,0.36510496
,23.06.2003,0.370818561,0.433268659,0.359988375,0.365445578
,24.06.2003,0.367151666,0.433246105,0.360351603,0.365798144
,25.06.2003,0.36252039,0.431491148,0.360340009,0.366252838
,26.06.2003,0.361519702,0.429802712,0.359756649,0.366621547
,27.06.2003,0.36199697,0.42972169,0.359277978,0.36682562
,28.06.2003,0.362412684,0.430729527,0.359308853,0.366963008
,29.06.2003,0.361135158,0.431968655,0.359810715,0.367104359
,30.06.2003,0.35942298,0.431919045,0.360336148,0.367324297
,01.07.2003,0.359902258,0.432510058,0.36069187,0.367611114
,02.07.2003,0.360120863,0.433770382,0.361295539,0.367964931
,03.07.2003,0.360036463,0.435078151,0.36220215,0.368326803
,04.07.2003,0.359725599,0.436188628,0.363183883,0.368838515
,05.07.2003,0.35946484,0.43714637,0.364202197,0.369405829
,06.07.2003,0.358442118,0.437873443,0.365140386,0.370048615
,07.07.2003,0.356725957,0.437791629,0.365912242,0.370751317
,08.07.2003,0.35478678,0.437028345,0.366325847,0.371478541
,09.07.2003,0.354832215,0.436061655,0.366497622,0.372174933
,10.07.2003,0.353791101,0.435989038,0.366794437,0.372773029
,11.07.2003,0.35197911,0.436129637,0.367161758,0.373304257
,12.07.2003,0.349289797,0.436070671,0.367505828,0.373847862
,13.07.2003,0.34488886,0.43602079,0.367810958,0.374356166
,14.07.2003,0.337813858,0.435816746,0.368096657,0.374880803
,15.07.2003,0.330578274,0.435717016,0.368398172,0.37537802
,16.07.2003,0.32229564,0.434797498,0.36866061,0.375831823
,17.07.2003,0.314535643,0.433485692,0.368605759,0.376357685
,18.07.2003,0.309162018,0.432388277,0.368597921,0.376764318
,19.07.2003,0.304871388,0.43112609,0.36873116,0.377151266
,20.07.2003,0.301689867,0.429178243,0.368731162,0.377522502
,21.07.2003,0.297405388,0.426309964,0.368523516,0.377957863
,22.07.2003,0.295186879,0.422503373,0.36795185,0.378301561
,23.07.2003,0.293207139,0.418686803,0.36735724,0.37858146
,24.07.2003,0.29070096,0.413848897,0.366739783,0.378773469
,25.07.2003,0.28895028,0.408541,0.366048803,0.37895754
,26.07.2003,0.286770711,0.403293547,0.365346902,0.37916566
,27.07.2003,0.285318498,0.397834208,0.364521268,0.379369859
,28.07.2003,0.28354111,0.393492152,0.36369285,0.379606176
,29.07.2003,0.280992197,0.38982893,0.36261732,0.379866596
,30.07.2003,0.278137276,0.385298692,0.360827907,0.380123128
,31.07.2003,0.276321211,0.380771085,0.358361029,0.380283507
,01.08.2003,0.273843238,0.377233743,0.355758999,0.380411853
,02.08.2003,0.272297718,0.373348579,0.352184717,0.38048406
,03.08.2003,0.27192382,0.370220628,0.347842122,0.380423893
,04.08.2003,0.270125923,0.36794235,0.343710857,0.380335644
,05.08.2003,0.268660253,0.36496157,0.338072266,0.380211336
,06.08.2003,0.267762265,0.36278673,0.332701463,0.38001891
,07.08.2003,0.266464425,0.361693769,0.328980645,0.379810491
,08.08.2003,0.263899222,0.360454085,0.326683294,0.379658246
,09.08.2003,0.262641539,0.358562266,0.323018272,0.379506036
,10.08.2003,0.261174978,0.356777032,0.319063232,0.379185687
,11.08.2003,0.260212713,0.35518938,0.315322661,0.37875749
,12.08.2003,0.258713347,0.353798404,0.312246922,0.378361548
,13.08.2003,0.257043269,0.352266804,0.309401102,0.377826038
,14.08.2003,0.254926681,0.350775195,0.30686209,0.377231119
,15.08.2003,0.25314635,0.348937607,0.304566495,0.376545059
,16.08.2003,0.251618563,0.347113771,0.302135311,0.375712444
,17.08.2003,0.250337126,0.345761212,0.299933173,0.374705949
,18.08.2003,0.248191761,0.344380353,0.298566028,0.373796288
,19.08.2003,0.244619887,0.342273197,0.297358362,0.373054545
,20.08.2003,0.244284231,0.33967581,0.295130045,0.371755607
,21.08.2003,0.244521663,0.338472999,0.292921175,0.370246111
,22.08.2003,0.244311479,0.33794291,0.291249988,0.368842653
,23.08.2003,0.24392797,0.33735878,0.289750624,0.36733239
,24.08.2003,0.242467113,0.336491567,0.28857743,0.365943315
,25.08.2003,0.239494729,0.334858381,0.287650596,0.364768632
,26.08.2003,0.238100969,0.332592175,0.2860618,0.363459622
,27.08.2003,0.238340535,0.331504475,0.284246012,0.36205201
,28.08.2003,0.237920474,0.330723176,0.282758465,0.360620595
,29.08.2003,0.237034832,0.330673084,0.281768931,0.359444367
,30.08.2003,0.242154984,0.330258074,0.281545332,0.35908764
,31.08.2003,0.278791789,0.329195655,0.281688904,0.358940431
,01.09.2003,0.282836838,0.326424641,0.28009972,-9999
,02.09.2003,0.28599045,0.325208267,0.278422737,0.357033491
,03.09.2003,0.287960957,0.324918883,0.277187908,0.355818087
,04.09.2003,0.288486065,0.32473626,0.276335765,0.354836046
,05.09.2003,0.290355836,0.325040713,0.275524712,0.353682812
,06.09.2003,0.291368918,0.326225949,0.275228284,0.352673444
,07.09.2003,0.290675893,0.326958844,0.275346808,0.352198163
,08.09.2003,0.2890205,0.326596135,0.275330346,0.352052608
,09.09.2003,0.288825193,0.326321266,0.274984761,0.351891766
,10.09.2003,0.287383591,0.325905532,0.274606557,0.351707988
,11.09.2003,0.284861142,0.324938135,0.274071044,0.351420986
,12.09.2003,0.283910969,0.323702437,0.273231238,0.351118809
,13.09.2003,0.283584554,0.323466983,0.272419071,0.350633388
,14.09.2003,0.281827164,0.32300038,0.271827256,0.350194163
,15.09.2003,0.280763889,0.322253743,0.271092672,0.349701862
,16.09.2003,0.280872698,0.322374914,0.270395044,0.34913375
,17.09.2003,0.280326847,0.323364598,0.270101963,0.34854711
,18.09.2003,0.275044436,0.323338274,0.270043373,0.348079025
,19.09.2003,0.27151317,0.321349628,0.269383233,0.347622703
,20.09.2003,0.270236285,0.320340745,0.268337936,0.34718573
,21.09.2003,0.26881874,0.320374703,0.267534462,0.346536586
,22.09.2003,0.267229803,0.320892016,0.267055656,0.345914676
,23.09.2003,0.264578691,0.321409809,0.266774444,0.345282085
,24.09.2003,0.262757208,0.322443181,0.266641975,0.34463504
,25.09.2003,0.259417424,0.32327343,0.266722739,0.344136083
,26.09.2003,0.256728051,0.323785957,0.26668397,0.343614882
,27.09.2003,0.253752682,0.3247857,0.266784135,0.343139419
,28.09.2003,0.250408056,0.32493032,0.266864924,0.342769892
,29.09.2003,0.247269602,0.324534669,0.266709828,0.342434495
,30.09.2003,0.244988768,0.323930294,0.266370737,0.342136956
,01.10.2003,0.242209932,0.322636638,0.265790054,0.341820769
,02.10.2003,0.242224273,0.321496798,0.264920416,0.341470893
,03.10.2003,0.242551742,0.32130014,0.264174463,0.340952113
,04.10.2003,0.242073658,0.321856189,0.263805163,0.340396275
,05.10.2003,0.241613211,0.322007588,0.263577334,0.339837197
,06.10.2003,0.241604119,0.322454459,0.263407333,0.339301166
,07.10.2003,0.241362296,0.32317479,0.263410538,0.33880308
,08.10.2003,0.241570334,0.32384292,0.263513176,0.338391445
,09.10.2003,0.241044936,0.32476287,0.263750602,0.33803619
,10.10.2003,0.237694638,0.321828353,0.26414234,0.337916574
,11.10.2003,0.233029303,0.318163896,0.26459868,0.337853028
,12.10.2003,0.230026909,0.317503025,0.264708018,0.337707292
,13.10.2003,0.229394486,0.316647618,0.264412222,0.337587738
,14.10.2003,0.226621615,0.315704239,0.264045975,0.337412209
,15.10.2003,0.224631581,0.314030868,0.263378527,0.337184464
,16.10.2003,0.223826734,0.312622904,0.262516789,0.336893388
,17.10.2003,0.223448893,0.311645578,0.261701431,0.336524172
,18.10.2003,0.225466823,0.311671512,0.261085296,0.33606203
,19.10.2003,0.226647073,0.312805128,0.260992781,0.33556306
,20.10.2003,0.227472134,0.313896414,0.261257588,0.335109137
,21.10.2003,0.22760946,0.315031045,0.261685424,0.334789395
,22.10.2003,0.227428548,0.31573392,0.262132856,0.334555277
,23.10.2003,0.227221399,0.316336628,0.262513528,0.334369533
,24.10.2003,0.226952815,0.316853788,0.26289775,0.334246978
,25.10.2003,0.223427518,0.316437984,0.26317329,0.334183845
,26.10.2003,0.218882927,0.31397922,0.262808119,0.334098471
,27.10.2003,0.218305663,0.311478678,0.26173346,0.333968559
,28.10.2003,0.219375014,0.31071079,0.260753698,0.333697684
,29.10.2003,0.21914193,0.310344087,0.260164364,0.333323128
,30.10.2003,0.218472164,0.310395924,0.259811145,0.332930298
,31.10.2003,0.212200246,0.308175899,0.259321679,0.332504431
,01.11.2003,0.208799937,0.304446247,0.257885043,0.332016018
,02.11.2003,0.207393912,0.301590863,0.256090158,0.331450433
,03.11.2003,0.206312595,0.299389267,0.254418859,0.330730431
,04.11.2003,0.205748594,0.297598124,0.252894943,0.329897135
,05.11.2003,0.204687283,0.296335565,0.251594819,0.328962074
,06.11.2003,0.203223081,0.294462262,0.250367225,0.32801023
,07.11.2003,0.203406167,0.293178843,0.249093504,0.327074705
,08.11.2003,0.203572968,0.292420486,0.2480711,0.326089532
,09.11.2003,0.203969191,0.291948878,0.247264263,0.32514996
,10.11.2003,0.204486648,0.291698979,0.246643972,0.324241167
,11.11.2003,0.205067643,0.291809624,0.24620323,0.323344824
,12.11.2003,0.205245819,0.291927438,0.245932244,0.322562627
,13.11.2003,0.203635961,0.291577758,0.245682988,0.321806986
,14.11.2003,0.203540063,0.290832515,0.24523408,0.321128533
,15.11.2003,0.203327155,0.290430107,0.244782578,0.320476282
,16.11.2003,0.202430437,0.289956923,0.244356114,0.319839292
,17.11.2003,0.201627761,0.289171643,0.243865777,0.319239183
,18.11.2003,0.201033485,0.288398264,0.243284251,0.318600055
,19.11.2003,0.20219647,0.288008425,0.242749355,0.317940072
,20.11.2003,0.203302486,0.288550668,0.242477573,0.317313295
,21.11.2003,0.203027153,0.288940865,0.242456205,0.316751982
,22.11.2003,0.200676578,0.288408926,0.242373799,0.316227173
,23.11.2003,0.197126174,0.286633047,0.241846265,0.315706492
,24.11.2003,0.193469182,0.283904042,0.240793253,0.315168408
,25.11.2003,0.192835145,0.281468963,0.239394358,0.314580709
,26.11.2003,0.191684701,0.279989913,0.238081735,0.31387921
,27.11.2003,0.191007514,0.278487645,0.236926997,0.313071477
,28.11.2003,0.189517743,0.277101162,0.23582662,0.312236475
,29.11.2003,0.190173883,0.275683937,0.234690407,0.311317362
,30.11.2003,0.194232698,0.276260739,0.233870886,0.310410516
,01.12.2003,0.195840549,0.277852743,0.23379918,0.309533623
,02.12.2003,0.195629993,0.278671529,0.234008313,0.308736101
,03.12.2003,0.195712662,0.278966828,0.234130853,0.308074213
,04.12.2003,0.194519701,0.278852184,0.234154768,0.307512082
,05.12.2003,0.192012698,0.277901365,0.233936607,0.307042363
,06.12.2003,0.190637037,0.276198557,0.2332948,0.306541338
,07.12.2003,0.192659049,0.275583809,0.232531853,0.305987943
,08.12.2003,0.194388782,0.276499083,0.232249079,0.305466809
