@T,climate ,,,,,
name,wind ,,,,,
desc,wind speed ,,,,,
,,,,,,
missing_val,-9999,,,,,
date_start,21.11.2001 ,,,,,
date_end,31.01.2020,,,,,
date_format,dd.MM.yyyy ,,,,,
,,,,,,
tres,d ,,,,,
unit,m/s ,,,,,
,,,,,,
@H,date,wind[0],wind[1],wind[2],wind[3],wind[4]
name,-,EnergyTower1,EnergyTower2,METOS,Vaisala,COAGMETAult
ID,-,1,2,3,4,5
elevation,-,1584.435,1584.867,1571,1571,1497
,10.06.2004,-9999,-9999,3.915860972,-9999,3.366039699
,11.06.2004,-9999,-9999,3.375982083,-9999,2.859578472
,12.06.2004,-9999,-9999,2.520625185,-9999,2.34308831
,13.06.2004,-9999,-9999,3.856057315,-9999,3.04711956
,14.06.2004,-9999,-9999,3.221260694,-9999,2.986945949
,15.06.2004,-9999,-9999,3.643178241,-9999,3.187524653
,16.06.2004,-9999,-9999,4.512800231,-9999,4.47223125
,17.06.2004,-9999,-9999,3.42536125,-9999,3.687968519
,18.06.2004,-9999,-9999,4.546816991,-9999,4.598595833
,19.06.2004,-9999,-9999,2.409796389,-9999,2.631921644
,20.06.2004,-9999,-9999,3.6475675,-9999,3.122336574
,21.06.2004,-9999,-9999,2.676992546,-9999,3.169472569
,22.06.2004,-9999,-9999,2.314878657,-9999,2.179616667
,23.06.2004,-9999,-9999,2.621029491,-9999,2.324033333
,24.06.2004,-9999,-9999,4.468358981,-9999,3.814333102
,25.06.2004,-9999,-9999,2.949675278,-9999,3.250706944
,26.06.2004,-9999,-9999,2.250685741,-9999,2.147524074
,27.06.2004,-9999,-9999,4.171535324,-9999,3.726078472
,28.06.2004,-9999,-9999,2.481670509,-9999,3.303860301
,29.06.2004,-9999,-9999,3.17572213,-9999,2.819462731
,30.06.2004,-9999,-9999,2.527757731,-9999,2.38019537
,01.07.2004,-9999,-9999,2.1069375,-9999,2.060272338
,02.07.2004,-9999,-9999,3.080255741,-9999,2.733213889
,03.07.2004,-9999,-9999,2.487157083,-9999,2.492519444
,04.07.2004,-9999,-9999,3.003443704,-9999,2.838517708
,05.07.2004,-9999,-9999,2.684125093,-9999,2.717167593
,06.07.2004,-9999,-9999,2.201855231,-9999,2.169587731
,07.07.2004,-9999,-9999,2.874509213,-9999,2.882645023
,08.07.2004,-9999,-9999,2.558482546,-9999,2.500542593
,09.07.2004,-9999,-9999,4.010230046,-9999,3.249704051
,10.07.2004,-9999,-9999,2.273180694,-9999,2.382201157
,11.07.2004,-9999,-9999,2.378522917,-9999,2.489510764
,12.07.2004,-9999,-9999,3.1439,-9999,2.913734722
,13.07.2004,-9999,-9999,2.533244306,-9999,2.27188287
,14.07.2004,-9999,-9999,3.092326204,-9999,2.836511921
,15.07.2004,-9999,-9999,3.586666528,-9999,2.873618981
,16.07.2004,-9999,-9999,2.302808194,-9999,2.440368981
,17.07.2004,-9999,-9999,2.541474167,-9999,2.091362037
,18.07.2004,-9999,-9999,2.338470926,-9999,1.859593345
,19.07.2004,-9999,-9999,2.393336667,-9999,2.179616667
,20.07.2004,-9999,-9999,3.779793935,-9999,2.657996875
,21.07.2004,-9999,-9999,3.27722375,-9999,2.567736458
,22.07.2004,-9999,-9999,3.863738519,-9999,3.20657963
,23.07.2004,-9999,-9999,5.062554954,-9999,4.992732986
,24.07.2004,-9999,-9999,3.306302593,-9999,3.361025231
,25.07.2004,-9999,-9999,2.230385417,-9999,2.688083681
,26.07.2004,-9999,-9999,3.302461991,-9999,2.602837731
,27.07.2004,-9999,-9999,2.454237639,-9999,2.274891551
,28.07.2004,-9999,-9999,2.86463338,-9999,2.447389236
,29.07.2004,-9999,-9999,2.827873333,-9999,2.309992824
,30.07.2004,-9999,-9999,2.670408657,-9999,2.296955208
,31.07.2004,-9999,-9999,2.466856759,-9999,2.207697685
,01.08.2004,-9999,-9999,2.712655278,-9999,2.715161806
,02.08.2004,-9999,-9999,2.857500833,-9999,2.580774074
,03.08.2004,-9999,-9999,3.032522546,-9999,2.845537963
,04.08.2004,-9999,-9999,3.847827454,-9999,3.125345255
,05.08.2004,-9999,-9999,2.71430125,-9999,2.801410648
,06.08.2004,-9999,-9999,2.899198796,-9999,2.369163542
,07.08.2004,-9999,-9999,3.45718338,-9999,2.944824421
,08.08.2004,-9999,-9999,3.294780787,-9999,2.940812847
,09.08.2004,-9999,-9999,3.439077685,-9999,3.17248125
,10.08.2004,-9999,-9999,3.507111204,-9999,3.198556481
,11.08.2004,-9999,-9999,2.28250787,-9999,1.953965625
,12.08.2004,-9999,-9999,2.851465602,-9999,2.848546644
,13.08.2004,-9999,-9999,2.879995787,-9999,2.561719097
,14.08.2004,-9999,-9999,2.766423704,-9999,2.710147338
,15.08.2004,-9999,-9999,2.642975787,-9999,2.729202315
,16.08.2004,-9999,-9999,2.702230787,-9999,2.557707523
,17.08.2004,-9999,-9999,2.596339907,-9999,2.490513657
,18.08.2004,-9999,-9999,3.953169676,-9999,3.504439005
,19.08.2004,-9999,-9999,2.443264491,-9999,2.573753819
,20.08.2004,-9999,-9999,2.296772963,-9999,2.245807639
,21.08.2004,-9999,-9999,2.239163935,-9999,2.344091204
,22.08.2004,-9999,-9999,2.852014259,-9999,2.357128819
,23.08.2004,-9999,-9999,3.278321065,-9999,2.788373032
,24.08.2004,-9999,-9999,2.531049676,-9999,2.418305324
,25.08.2004,-9999,-9999,3.242109676,-9999,2.44839213
,26.08.2004,-9999,-9999,4.024495139,-9999,3.583667593
,27.08.2004,-9999,-9999,2.633648611,-9999,2.70212419
,28.08.2004,-9999,-9999,2.152476065,-9999,1.753487211
,29.08.2004,-9999,-9999,2.662727454,-9999,2.262856829
,30.08.2004,-9999,-9999,2.44545912,-9999,2.226752662
,31.08.2004,-9999,-9999,2.774104907,-9999,2.455412384
,01.09.2004,-9999,-9999,2.754353241,-9999,2.142509606
,02.09.2004,-9999,-9999,2.428450741,-9999,2.024168171
,03.09.2004,-9999,-9999,3.339222037,-9999,2.690089468
,04.09.2004,-9999,-9999,4.147943056,-9999,3.816338889
,05.09.2004,-9999,-9999,4.258223194,-9999,4.327814583
,06.09.2004,-9999,-9999,2.293481019,-9999,1.925884606
,07.09.2004,-9999,-9999,2.368647083,-9999,1.666235475
,08.09.2004,-9999,-9999,2.315975972,-9999,1.768931771
,09.09.2004,-9999,-9999,2.357673935,-9999,1.992075579
,10.09.2004,-9999,-9999,3.251985509,-9999,2.82748588
,11.09.2004,-9999,-9999,2.981497407,-9999,2.048237616
,12.09.2004,-9999,-9999,2.292383704,-9999,2.147524074
,13.09.2004,-9999,-9999,2.94912662,-9999,2.422316898
,14.09.2004,-9999,-9999,4.746528287,-9999,4.28970463
,15.09.2004,-9999,-9999,3.610807454,-9999,3.111304745
,16.09.2004,-9999,-9999,2.202952546,-9999,1.944939583
,17.09.2004,-9999,-9999,3.684327546,-9999,2.676048958
,18.09.2004,-9999,-9999,2.777945509,-9999,2.249819213
,19.09.2004,-9999,-9999,3.688168148,-9999,2.798401968
,20.09.2004,-9999,-9999,5.271044769,-9999,3.699000347
,21.09.2004,-9999,-9999,2.584818102,-9999,2.849549537
,22.09.2004,-9999,-9999,2.713752593,-9999,2.460426852
,23.09.2004,-9999,-9999,3.27502912,-9999,3.062162963
,24.09.2004,-9999,-9999,2.44765375,-9999,2.247813426
,25.09.2004,-9999,-9999,2.675895231,-9999,2.209703472
,26.09.2004,-9999,-9999,2.178262963,-9999,1.795608738
,27.09.2004,-9999,-9999,4.111183009,-9999,3.71404375
,28.09.2004,-9999,-9999,2.598534537,-9999,2.59682037
,29.09.2004,-9999,-9999,2.362063194,-9999,2.208700579
,30.09.2004,-9999,-9999,3.875260324,-9999,3.884535648
,01.10.2004,-9999,-9999,2.849270972,-9999,2.735219676
,02.10.2004,-9999,-9999,2.172776389,-9999,1.985055324
,03.10.2004,-9999,-9999,2.199111944,-9999,2.172596412
,04.10.2004,-9999,-9999,2.301162222,-9999,2.212712153
,05.10.2004,-9999,-9999,2.196368657,-9999,2.27188287
,06.10.2004,-9999,-9999,2.187041481,-9999,2.55971331
,07.10.2004,-9999,-9999,3.397379722,-9999,3.31790081
,08.10.2004,-9999,-9999,2.719239167,-9999,2.241796065
,09.10.2004,-9999,-9999,2.093221065,-9999,1.902818056
,10.10.2004,-9999,-9999,2.676992546,-9999,2.592808796
,11.10.2004,-9999,-9999,2.709363333,-9999,2.634930324
,12.10.2004,-9999,-9999,3.513695093,-9999,3.032076157
,13.10.2004,-9999,-9999,5.098217685,-9999,4.355895602
,14.10.2004,-9999,-9999,4.759696065,-9999,4.637708681
,15.10.2004,-9999,-9999,2.921145093,-9999,2.669028704
,16.10.2004,-9999,-9999,2.008179167,-9999,1.806941435
,17.10.2004,-9999,-9999,2.243553194,-9999,2.424322685
,18.10.2004,-9999,-9999,3.601480278,-9999,3.326926852
,19.10.2004,-9999,-9999,2.383460833,-9999,2.523609144
,20.10.2004,-9999,-9999,2.90907463,-9999,2.439366088
,21.10.2004,-9999,-9999,2.583720787,-9999,2.594814583
,22.10.2004,-9999,-9999,4.025592454,-9999,3.691980093
,23.10.2004,-9999,-9999,2.59798588,-9999,2.095373611
,24.10.2004,-9999,-9999,2.961197083,-9999,2.573753819
,25.10.2004,-9999,-9999,2.303905509,-9999,2.637939005
,26.10.2004,-9999,-9999,2.453688981,-9999,2.404264815
,27.10.2004,-9999,-9999,2.06249625,-9999,2.047234722
,28.10.2004,-9999,-9999,2.713203935,-9999,2.871613194
,29.10.2004,-9999,-9999,6.71401375,-9999,6.451943056
,30.10.2004,-9999,-9999,2.675895231,-9999,2.235778704
,31.10.2004,-9999,-9999,4.107342407,-9999,3.042105093
,01.11.2004,-9999,-9999,6.295388148,-9999,5.893331366
,02.11.2004,-9999,-9999,2.141502917,-9999,1.837830556
,03.11.2004,-9999,-9999,2.340116898,-9999,2.012133449
,04.11.2004,-9999,-9999,2.75654787,-9999,2.159558796
,05.11.2004,-9999,-9999,2.315975972,-9999,2.042220255
,06.11.2004,-9999,-9999,2.235323333,-9999,2.117437269
,07.11.2004,-9999,-9999,2.407601759,-9999,2.222741088
,08.11.2004,-9999,-9999,2.06249625,-9999,1.950956944
,09.11.2004,-9999,-9999,3.662929907,-9999,3.557592361
,10.11.2004,-9999,-9999,6.014475556,-9999,6.307526389
,11.11.2004,-9999,-9999,2.200209259,-9999,2.246810532
,12.11.2004,-9999,-9999,2.501422176,-9999,2.781352778
,13.11.2004,-9999,-9999,4.016813935,-9999,3.712037963
,14.11.2004,-9999,-9999,2.190333426,-9999,2.421314005
,15.11.2004,-9999,-9999,1.978003009,-9999,1.933907755
,16.11.2004,-9999,-9999,2.127237824,-9999,2.01514213
,17.11.2004,-9999,-9999,2.47508662,-9999,3.024053009
,18.11.2004,-9999,-9999,2.173873704,-9999,2.198671644
,19.11.2004,-9999,-9999,3.714503704,-9999,3.936686111
,20.11.2004,-9999,-9999,4.975867083,-9999,4.423089468
,21.11.2004,-9999,-9999,3.286550926,-9999,3.216608565
,22.11.2004,-9999,-9999,2.212279722,-9999,2.100388079
,23.11.2004,-9999,-9999,2.821289444,-9999,2.585788542
,24.11.2004,-9999,-9999,2.111875417,-9999,1.890783333
,25.11.2004,-9999,-9999,2.325851806,-9999,2.10640544
,26.11.2004,-9999,-9999,4.804685972,-9999,5.14216412
,27.11.2004,-9999,-9999,4.67191088,-9999,3.962761343
,28.11.2004,-9999,-9999,6.643236944,-9999,6.328587153
,29.11.2004,-9999,-9999,2.281959213,-9999,2.544669907
,30.11.2004,-9999,-9999,2.111875417,-9999,1.908835417
,01.12.2004,-9999,-9999,2.147538148,-9999,2.078324421
,02.12.2004,-9999,-9999,2.376328287,-9999,2.090359144
,03.12.2004,-9999,-9999,2.428450741,-9999,2.439366088
,04.12.2004,-9999,-9999,2.588110046,-9999,2.600831944
,05.12.2004,-9999,-9999,2.386752778,-9999,2.409279282
,06.12.2004,-9999,-9999,2.233128704,-9999,2.200677431
,07.12.2004,-9999,-9999,2.311586713,-9999,2.460426852
,08.12.2004,-9999,-9999,2.363709167,-9999,2.391227199
,09.12.2004,-9999,-9999,5.607920417,-9999,5.125114931
,10.12.2004,-9999,-9999,2.778494167,-9999,2.566733565
,11.12.2004,-9999,-9999,3.817102639,-9999,4.209473148
,12.12.2004,-9999,-9999,5.402173889,-9999,5.534295486
,13.12.2004,-9999,-9999,2.007081852,-9999,1.898806481
,14.12.2004,-9999,-9999,2.00324125,-9999,2.196665856
,15.12.2004,-9999,-9999,5.009883843,-9999,5.403919329
,16.12.2004,-9999,-9999,2.603472454,-9999,3.053136921
,17.12.2004,-9999,-9999,3.149935231,-9999,2.991960417
,18.12.2004,-9999,-9999,2.805927037,-9999,2.906714468
,19.12.2004,-9999,-9999,2.523368472,-9999,2.215720833
,20.12.2004,-9999,-9999,7.579795139,-9999,7.428761343
,21.12.2004,-9999,-9999,2.757096528,-9999,3.382085995
,22.12.2004,-9999,-9999,2.912366574,-9999,3.299848727
,23.12.2004,-9999,-9999,4.127094074,-9999,4.097149074
,24.12.2004,-9999,-9999,2.049328472,-9999,2.262856829
,25.12.2004,-9999,-9999,2.275923981,-9999,2.300966782
,26.12.2004,-9999,-9999,2.014763056,-9999,2.00110162
,27.12.2004,-9999,-9999,2.000497963,-9999,2.066289699
,28.12.2004,-9999,-9999,3.021549398,-9999,2.600831944
,29.12.2004,-9999,-9999,2.163449213,-9999,2.199674537
,30.12.2004,-9999,-9999,5.082855278,-9999,4.172366088
,31.12.2004,-9999,-9999,-9999,-9999,2.809218981
,01.01.2005,-9999,-9999,-9999,-9999,2.624870093
,02.01.2005,-9999,-9999,2.367001111,-9999,2.367157755
,03.01.2005,-9999,-9999,1.96099463,-9999,1.937919329
,04.01.2005,-9999,-9999,4.950080185,-9999,5.057921065
,05.01.2005,-9999,-9999,2.570004352,-9999,2.81043669
,06.01.2005,-9999,-9999,2.18320088,-9999,2.335065162
,07.01.2005,-9999,-9999,2.903039398,-9999,2.969896759
,08.01.2005,-9999,-9999,2.549704028,-9999,2.598826157
,09.01.2005,-9999,-9999,3.468705185,-9999,3.648855671
,10.01.2005,-9999,-9999,2.162900556,-9999,2.225749769
,11.01.2005,-9999,-9999,2.156316667,-9999,2.378189583
,12.01.2005,-9999,-9999,3.151581204,-9999,4.967660648
,13.01.2005,-9999,-9999,3.339770694,-9999,3.404149653
,14.01.2005,-9999,-9999,3.698592639,-9999,3.530514236
,15.01.2005,-9999,-9999,2.322011204,-9999,2.247813426
,16.01.2005,-9999,-9999,1.974711065,-9999,1.928893287
,17.01.2005,-9999,-9999,2.06030162,-9999,2.084341782
,18.01.2005,-9999,-9999,3.232233843,-9999,2.916743403
,19.01.2005,-9999,-9999,2.049328472,-9999,2.057263657
,20.01.2005,-9999,-9999,2.202403889,-9999,2.310995718
,21.01.2005,-9999,-9999,5.647972407,-9999,5.498191319
,22.01.2005,-9999,-9999,2.717593194,-9999,2.413290856
,23.01.2005,-9999,-9999,2.175519676,-9999,2.204689005
,24.01.2005,-9999,-9999,2.418574907,-9999,2.266868403
,25.01.2005,-9999,-9999,3.643178241,-9999,3.650861458
,26.01.2005,-9999,-9999,2.137662315,-9999,2.570745139
,27.01.2005,-9999,-9999,2.694549583,-9999,2.590803009
,28.01.2005,-9999,-9999,2.121202593,-9999,2.432345833
,29.01.2005,-9999,-9999,2.618834861,-9999,2.75628044
,30.01.2005,-9999,-9999,2.635843241,-9999,3.124342361
,31.01.2005,-9999,-9999,2.55354463,-9999,2.86459294
,01.02.2005,-9999,-9999,2.922791065,-9999,3.499424537
,02.02.2005,-9999,-9999,2.743380093,-9999,2.88164213
,03.02.2005,-9999,-9999,2.798794491,-9999,2.873618981
,04.02.2005,-9999,-9999,2.527209074,-9999,2.316010185
,05.02.2005,-9999,-9999,2.28250787,-9999,2.45140081
,06.02.2005,-9999,-9999,3.885684815,-9999,3.841411227
,07.02.2005,-9999,-9999,3.68981412,-9999,4.457187847
,08.02.2005,-9999,-9999,1.965383889,-9999,2.38019537
,09.02.2005,-9999,-9999,3.031425231,-9999,3.248701157
,10.02.2005,-9999,-9999,2.232031389,-9999,2.447389236
,11.02.2005,-9999,-9999,2.347249444,-9999,2.250822106
,12.02.2005,-9999,-9999,2.907977315,-9999,3.171478356
,13.02.2005,-9999,-9999,7.021261898,-9999,7.913158912
,14.02.2005,-9999,-9999,4.207198056,-9999,3.105287384
,15.02.2005,-9999,-9999,3.459378009,-9999,3.91061088
,16.02.2005,-9999,-9999,2.111326759,-9999,2.587794329
,17.02.2005,-9999,-9999,2.776299537,-9999,2.770320949
,18.02.2005,-9999,-9999,2.146989491,-9999,2.320021759
,19.02.2005,-9999,-9999,2.439423889,-9999,2.509568634
,20.02.2005,-9999,-9999,2.700036157,-9999,3.02706169
,21.02.2005,-9999,-9999,3.72163625,-9999,3.757168171
,22.02.2005,-9999,-9999,3.348549213,-9999,3.496415856
,23.02.2005,-9999,-9999,2.925534352,-9999,3.388103356
,24.02.2005,-9999,-9999,2.325303148,-9999,2.503551273
,25.02.2005,-9999,-9999,2.937056157,-9999,2.471458681
,26.02.2005,-9999,-9999,3.480226991,-9999,3.050128241
,27.02.2005,-9999,-9999,3.502721944,-9999,3.918634028
,28.02.2005,-9999,-9999,2.526660417,-9999,2.683069213
,01.03.2005,-9999,-9999,3.95865625,-9999,3.584670486
,02.03.2005,-9999,-9999,3.559233657,-9999,3.414178588
,03.03.2005,-9999,-9999,2.422415509,-9999,2.458421065
,04.03.2005,-9999,-9999,3.225101296,-9999,2.742239931
,05.03.2005,-9999,-9999,3.330443519,-9999,3.130359722
,06.03.2005,-9999,-9999,4.907833565,-9999,4.902472569
,07.03.2005,-9999,-9999,5.098217685,-9999,5.191305903
,08.03.2005,-9999,-9999,5.98814,-9999,6.268413542
,09.03.2005,-9999,-9999,4.071131019,-9999,3.804304167
,10.03.2005,-9999,-9999,6.868735139,-9999,6.896224884
,11.03.2005,-9999,-9999,4.399228148,-9999,4.196435532
,12.03.2005,-9999,-9999,6.110490602,-9999,6.088895602
,13.03.2005,-9999,-9999,3.392441806,-9999,3.771208681
,14.03.2005,-9999,-9999,3.566914861,-9999,3.164458102
,15.03.2005,-9999,-9999,2.381266204,-9999,2.425325579
,16.03.2005,-9999,-9999,3.64537287,-9999,3.329935532
,17.03.2005,-9999,-9999,4.675202824,-9999,4.963649074
,18.03.2005,-9999,-9999,4.444766713,-9999,4.648740509
,19.03.2005,-9999,-9999,2.805927037,-9999,2.869607407
,20.03.2005,-9999,-9999,2.96832963,-9999,3.591690741
,21.03.2005,-9999,-9999,7.423427778,-9999,6.76384294
,22.03.2005,-9999,-9999,3.568560833,-9999,3.537534491
,23.03.2005,-9999,-9999,2.787821343,-9999,3.402143866
,24.03.2005,-9999,-9999,5.012078472,-9999,5.685732407
,25.03.2005,-9999,-9999,2.92388838,-9999,3.294834259
,26.03.2005,-9999,-9999,2.279215926,-9999,3.002992245
,27.03.2005,-9999,-9999,2.156865324,-9999,2.287929167
,28.03.2005,-9999,-9999,3.932869352,-9999,3.193542014
,29.03.2005,-9999,-9999,5.606274444,-9999,5.740891551
,30.03.2005,-9999,-9999,5.688024398,-9999,5.674700579
,31.03.2005,-9999,-9999,6.170294259,-9999,6.593351042
,01.04.2005,-9999,-9999,2.194174028,-9999,2.603840625
,02.04.2005,-9999,-9999,2.290737731,-9999,2.374178009
,03.04.2005,-9999,-9999,3.192181852,-9999,3.224631713
,04.04.2005,-9999,-9999,3.692557407,-9999,3.689974306
,05.04.2005,-9999,-9999,8.655712315,-9999,9.683265972
,06.04.2005,-9999,-9999,3.871419722,-9999,4.944594097
,07.04.2005,-9999,-9999,4.243409444,-9999,3.812327315
,08.04.2005,-9999,-9999,3.924090833,-9999,4.121218519
,09.04.2005,-9999,-9999,3.688716806,-9999,4.16735162
,10.04.2005,-9999,-9999,8.644190509,-9999,8.620198843
,11.04.2005,-9999,-9999,6.70139463,-9999,6.126002662
,12.04.2005,-9999,-9999,4.762439352,-9999,4.825249769
,13.04.2005,-9999,-9999,4.743785,-9999,4.591575579
,14.04.2005,-9999,-9999,3.651408102,-9999,4.701893866
,15.04.2005,-9999,-9999,4.027787083,-9999,4.242568634
,16.04.2005,-9999,-9999,2.812510926,-9999,2.860581366
,17.04.2005,-9999,-9999,3.044044352,-9999,3.134371296
,18.04.2005,-9999,-9999,3.056663472,-9999,3.40916412
,19.04.2005,-9999,-9999,5.77855287,-9999,5.986600463
,20.04.2005,-9999,-9999,3.48461625,-9999,4.964651968
,21.04.2005,-9999,-9999,5.916814537,-9999,6.335607407
,22.04.2005,-9999,-9999,4.075520278,-9999,4.898460995
,23.04.2005,-9999,-9999,3.434688426,-9999,4.372944792
,24.04.2005,-9999,-9999,3.806129491,-9999,5.081990509
,25.04.2005,-9999,-9999,5.851524306,-9999,6.44191412
,26.04.2005,-9999,-9999,6.434198472,-9999,6.933331944
,27.04.2005,-9999,-9999,3.571852778,-9999,4.476242824
,28.04.2005,-9999,-9999,3.436334398,-9999,5.151190162
,29.04.2005,-9999,-9999,1.981843611,-9999,2.801410648
,30.04.2005,-9999,-9999,2.202403889,-9999,2.742239931
,01.05.2005,-9999,-9999,2.191430741,-9999,2.698112616
,02.05.2005,-9999,-9999,2.287994444,-9999,2.560716204
,03.05.2005,-9999,-9999,2.537084907,-9999,2.584785648
,04.05.2005,-9999,-9999,2.343408843,-9999,2.508565741
,05.05.2005,-9999,-9999,2.794405231,-9999,2.657996875
,06.05.2005,-9999,-9999,3.408901528,-9999,3.266753241
,07.05.2005,-9999,-9999,3.531800787,-9999,3.961758449
,08.05.2005,-9999,-9999,5.681440509,-9999,5.644613773
,09.05.2005,-9999,-9999,2.626516065,-9999,2.871613194
,10.05.2005,-9999,-9999,5.765385093,-9999,6.104941898
,11.05.2005,-9999,-9999,5.968936991,-9999,7.469879977
,12.05.2005,-9999,-9999,2.425707454,-9999,2.88465081
,13.05.2005,-9999,-9999,4.421723102,-9999,4.053021759
,14.05.2005,-9999,-9999,2.603472454,-9999,3.028064583
,15.05.2005,-9999,-9999,2.42022088,-9999,2.581776968
,16.05.2005,-9999,-9999,2.413088333,-9999,2.952847569
,17.05.2005,-9999,-9999,5.888284352,-9999,5.967545486
,18.05.2005,-9999,-9999,2.323108519,-9999,2.729202315
,19.05.2005,-9999,-9999,2.441069861,-9999,2.698112616
,20.05.2005,-9999,-9999,3.527411528,-9999,3.131362616
,21.05.2005,-9999,-9999,2.813059583,-9999,3.609742824
,22.05.2005,-9999,-9999,2.503068148,-9999,3.089241088
,23.05.2005,-9999,-9999,3.332089491,-9999,3.331941319
,24.05.2005,-9999,-9999,3.102202037,-9999,3.677939583
,25.05.2005,-9999,-9999,4.989583519,-9999,5.579425694
,26.05.2005,-9999,-9999,2.467954074,-9999,3.245692477
,27.05.2005,-9999,-9999,2.454786296,-9999,2.98995463
,28.05.2005,-9999,-9999,2.910720602,-9999,3.289819792
,29.05.2005,-9999,-9999,3.992673009,-9999,4.169357407
,30.05.2005,-9999,-9999,4.985194259,-9999,5.691749769
,31.05.2005,-9999,-9999,2.737893519,-9999,2.445383449
,01.06.2005,-9999,-9999,3.298072731,-9999,3.2266375
,02.06.2005,-9999,-9999,2.99795713,-9999,3.84241412
,03.06.2005,-9999,-9999,3.403414954,-9999,3.907602199
,04.06.2005,-9999,-9999,4.426661019,-9999,5.335722569
,05.06.2005,-9999,-9999,2.334081667,-9999,2.248816319
,06.06.2005,-9999,-9999,2.786724028,-9999,3.017032755
,07.06.2005,-9999,-9999,3.282161667,-9999,3.569627083
,08.06.2005,-9999,-9999,5.443871852,-9999,4.882414699
,09.06.2005,-9999,-9999,3.581728611,-9999,4.899463889
,10.06.2005,-9999,-9999,2.309940741,-9999,2.815451157
,11.06.2005,-9999,-9999,2.594145278,-9999,2.720176273
,12.06.2005,-9999,-9999,3.808872778,-9999,3.816338889
,13.06.2005,-9999,-9999,6.881354259,-9999,6.878172801
,14.06.2005,-9999,-9999,2.708814676,-9999,2.581776968
,15.06.2005,-9999,-9999,2.169484444,-9999,2.794390394
,16.06.2005,-9999,-9999,2.174971019,-9999,2.682066319
,17.06.2005,-9999,-9999,4.909479537,-9999,3.7682
,18.06.2005,-9999,-9999,2.848173657,-9999,3.368045486
,19.06.2005,-9999,-9999,2.306648796,-9999,2.911728935
,20.06.2005,-9999,-9999,2.302808194,-9999,2.758286227
,21.06.2005,-9999,-9999,2.901942083,-9999,3.126348148
,22.06.2005,-9999,-9999,2.202952546,-9999,2.614872454
,23.06.2005,-9999,-9999,2.108583472,-9999,2.499539699
,24.06.2005,-9999,-9999,2.474537963,-9999,2.64796794
,25.06.2005,-9999,-9999,2.802086435,-9999,2.84754375
,26.06.2005,-9999,-9999,2.300064907,-9999,2.458421065
,27.06.2005,-9999,-9999,2.456980926,-9999,2.239790278
,28.06.2005,-9999,-9999,2.896455509,-9999,2.963879398
,29.06.2005,-9999,-9999,3.933966667,-9999,3.624786227
,30.06.2005,-9999,-9999,2.572747639,-9999,2.816454051
,01.07.2005,-9999,-9999,2.065788194,-9999,2.067292593
,02.07.2005,-9999,-9999,3.240463704,-9999,3.007003819
,03.07.2005,-9999,-9999,3.224552639,-9999,3.19253912
,04.07.2005,-9999,-9999,2.86463338,-9999,2.933792593
,05.07.2005,-9999,-9999,2.514041296,-9999,2.798401968
,06.07.2005,-9999,-9999,2.412539676,-9999,2.313001505
,07.07.2005,-9999,-9999,2.49428963,-9999,2.385209838
,08.07.2005,-9999,-9999,3.044044352,-9999,2.436357407
,09.07.2005,-9999,-9999,2.74173412,-9999,2.41429375
,10.07.2005,-9999,-9999,2.654497593,-9999,2.638941898
,11.07.2005,-9999,-9999,2.284153843,-9999,2.287929167
,12.07.2005,-9999,-9999,2.851465602,-9999,2.977919907
,13.07.2005,-9999,-9999,2.565615093,-9999,2.352114352
,14.07.2005,-9999,-9999,3.559782315,-9999,3.439250926
,15.07.2005,-9999,-9999,3.527960185,-9999,2.600831944
,16.07.2005,-9999,-9999,2.735698889,-9999,2.483493403
,17.07.2005,-9999,-9999,3.903241852,-9999,3.700003241
,18.07.2005,-9999,-9999,3.790218426,-9999,2.77633831
,19.07.2005,-9999,-9999,2.65724088,-9999,2.362143287
,20.07.2005,-9999,-9999,2.79056463,-9999,2.466444213
,21.07.2005,-9999,-9999,2.664922083,-9999,2.564727778
,22.07.2005,-9999,-9999,3.984991806,-9999,2.824477199
,23.07.2005,-9999,-9999,2.925534352,-9999,2.688083681
,24.07.2005,-9999,-9999,3.201509028,-9999,2.635933218
,25.07.2005,-9999,-9999,3.081901713,-9999,2.994969097
,26.07.2005,-9999,-9999,2.997408472,-9999,3.75115081
,27.07.2005,-9999,-9999,2.391690694,-9999,1.876742824
,28.07.2005,-9999,-9999,2.965037685,-9999,1.895797801
,29.07.2005,-9999,-9999,3.123599676,-9999,2.111419907
,30.07.2005,-9999,-9999,3.127440278,-9999,2.747254398
,31.07.2005,-9999,-9999,2.743380093,-9999,2.400253241
,01.08.2005,-9999,-9999,2.605118426,-9999,2.54266412
,02.08.2005,-9999,-9999,3.386955231,-9999,2.769318056
,03.08.2005,-9999,-9999,3.354035787,-9999,3.114313426
,04.08.2005,-9999,-9999,2.590304676,-9999,2.82748588
,05.08.2005,-9999,-9999,2.259464259,-9999,2.172596412
,06.08.2005,-9999,-9999,2.984789352,-9999,2.646965046
,07.08.2005,-9999,-9999,3.074769167,-9999,2.075315741
,08.08.2005,-9999,-9999,2.726371713,-9999,1.775952025
,09.08.2005,-9999,-9999,3.295878102,-9999,3.179501505
,10.08.2005,-9999,-9999,2.837749167,-9999,2.506559954
,11.08.2005,-9999,-9999,2.858049491,-9999,2.873618981
,12.08.2005,-9999,-9999,3.324956944,-9999,3.145403125
