@T,A2,,,,
,13.12.2002,0.280894148,0.229911023,0.203199366,0.15022632
,14.12.2002,0.281054012,0.2299467,0.202951315,0.149943209
,15.12.2002,0.28139686,0.230358885,0.202772108,0.149677618
,16.12.2002,0.281273609,0.23072598,0.20269747,0.149451589
,17.12.2002,0.281253598,0.230966576,0.202637773,0.149289562
,18.12.2002,0.28130033,0.231435179,0.20258703,0.149144814
,19.12.2002,0.279412642,0.231259426,0.202548235,0.149039376
,20.12.2002,0.277099506,0.230316813,0.202202311,0.148853132
,21.12.2002,0.276142747,0.229201424,0.201484713,0.148522642
,22.12.2002,0.275221479,0.228551229,0.200759664,0.148080225
,23.12.2002,0.274478991,0.22796668,0.200116177,0.147626384
,24.12.2002,0.27300775,0.22730575,0.199485742,0.147156346
,25.12.2002,0.271492168,0.226289182,0.198744393,0.146679927
,26.12.2002,0.269939402,0.225067106,0.19787519,0.146112353
,27.12.2002,0.268822637,0.223772282,0.196858583,0.145451833
,28.12.2002,0.26905288,0.223163063,0.195885998,0.144776231
,29.12.2002,0.270010863,0.223293747,0.195254706,0.144109665
,30.12.2002,0.271763232,0.223919071,0.19500663,0.143636702
,31.12.2002,0.272314615,0.224986933,0.195082489,0.143344273
,01.01.2003,0.273626765,0.225788295,0.195316001,0.143210165
,02.01.2003,0.273456374,0.226732711,0.195575994,0.143150317
,03.01.2003,0.274122078,0.227128568,0.195818628,0.143176648
,04.01.2003,0.27645921,0.228441653,0.196052695,0.143186224
,05.01.2003,0.276996795,0.229817103,0.196609234,0.14330595
,06.01.2003,0.277439322,0.230813811,0.197175478,0.14353119
,07.01.2003,0.276802587,0.231409124,0.197669172,0.143802228
,08.01.2003,-9999,-9999,-9999,-9999
,09.01.2003,-9999,-9999,-9999,-9999
,10.01.2003,-9999,-9999,-9999,-9999
,11.01.2003,-9999,-9999,-9999,-9999
,12.01.2003,-9999,-9999,-9999,-9999
,13.01.2003,-9999,-9999,-9999,-9999
,14.01.2003,-9999,-9999,-9999,-9999
,15.01.2003,-9999,-9999,-9999,-9999
,16.01.2003,-9999,-9999,-9999,-9999
,17.01.2003,-9999,-9999,-9999,-9999
,18.01.2003,-9999,-9999,-9999,-9999
,19.01.2003,-9999,-9999,-9999,-9999
,20.01.2003,-9999,-9999,-9999,-9999
,21.01.2003,-9999,-9999,-9999,-9999
,22.01.2003,-9999,-9999,-9999,-9999
,23.01.2003,-9999,-9999,-9999,-9999
,24.01.2003,-9999,-9999,-9999,-9999
,25.01.2003,-9999,-9999,-9999,-9999
,26.01.2003,-9999,-9999,-9999,-9999
,27.01.2003,-9999,-9999,-9999,-9999
,28.01.2003,-9999,-9999,-9999,-9999
,29.01.2003,-9999,-9999,-9999,-9999
,30.01.2003,-9999,-9999,-9999,-9999
,31.01.2003,-9999,-9999,-9999,-9999
,01.02.2003,-9999,-9999,-9999,-9999
,02.02.2003,-9999,-9999,-9999,-9999
,03.02.2003,-9999,-9999,-9999,-9999
,04.02.2003,-9999,-9999,-9999,-9999
,05.02.2003,-9999,-9999,-9999,-9999
,06.02.2003,-9999,-9999,-9999,-9999
,07.02.2003,-9999,-9999,-9999,-9999
,08.02.2003,-9999,-9999,-9999,-9999
,09.02.2003,-9999,-9999,-9999,-9999
,10.02.2003,-9999,-9999,-9999,-9999
,11.02.2003,-9999,-9999,-9999,-9999
,12.02.2003,-9999,-9999,-9999,-9999
,13.02.2003,-9999,-9999,-9999,-9999
,14.02.2003,-9999,-9999,-9999,-9999
,15.02.2003,-9999,-9999,-9999,-9999
,16.02.2003,-9999,-9999,-9999,-9999
,17.02.2003,-9999,-9999,-9999,-9999
,18.02.2003,-9999,-9999,-9999,-9999
,19.02.2003,-9999,-9999,-9999,-9999
,20.02.2003,-9999,-9999,-9999,-9999
,21.02.2003,0.26956933,0.235079548,0.196257585,0.141328719
,22.02.2003,0.269686229,0.235490615,0.196389386,0.141502167
,23.02.2003,0.268046889,0.235493943,0.19657107,0.141666231
,24.02.2003,0.264208427,0.233967432,0.196404071,0.141775671
,25.02.2003,0.261689935,0.231767935,0.195675474,0.141632945
,26.02.2003,0.260921442,0.230057143,0.194601548,0.141238519
,27.02.2003,0.261791791,0.229538205,0.193676226,0.140697796
,28.02.2003,0.263073181,0.229979175,0.193231954,0.140229193
,01.03.2003,0.263015733,0.230505028,0.19319133,0.139962173
,02.03.2003,0.263320817,0.230605737,0.193168128,0.139801642
,03.03.2003,0.265506796,0.231493938,0.193197153,0.139683676
,04.03.2003,0.266395611,0.23294264,0.193589065,0.139683676
,05.03.2003,0.263749345,0.232749733,0.194019185,0.139827604
,06.03.2003,0.264641914,0.232462245,0.193975566,0.139896056
,07.03.2003,0.266989378,0.233430008,0.194019193,0.139893694
,08.03.2003,0.269446922,0.235132505,0.194502402,0.139995236
,09.03.2003,0.270958265,0.237027008,0.195342405,0.140297765
,10.03.2003,0.271786814,0.238360163,0.19630457,0.140790193
,11.03.2003,0.274247102,0.239964218,0.197260736,0.141354897
,12.03.2003,0.276598901,0.242065876,0.198431933,0.142054347
,13.03.2003,0.278800435,0.244279259,0.199811403,0.142904045
,14.03.2003,0.280905457,0.246518242,0.201300554,0.143816757
,15.03.2003,0.283980121,0.248892035,0.202900878,0.14477631
,16.03.2003,0.28488813,0.251360792,0.204637819,0.145821914
,17.03.2003,0.284830813,0.252772216,0.206250657,0.146935186
,18.03.2003,0.28073747,0.252741372,0.207404646,0.147958243
,19.03.2003,0.275633939,0.250462653,0.20758017,0.148640107
,20.03.2003,0.272403165,0.247822166,0.206760691,0.148794333
,21.03.2003,0.271281366,0.245461494,0.205542556,0.148525088
,22.03.2003,0.279280588,0.243063695,0.204088661,0.148043603
,23.03.2003,0.292384193,0.243029873,0.203121668,0.147580059
,24.03.2003,0.303383743,0.245046766,0.203127652,0.147387569
,25.03.2003,0.3093448,0.245275496,0.203642132,0.14748988
,26.03.2003,0.314420759,0.245740945,0.203827781,0.147675111
,27.03.2003,0.316423039,0.247140518,0.204334394,0.147897105
,28.03.2003,0.314002413,0.246484307,0.204781563,0.14818767
,29.03.2003,0.312631683,0.245066735,0.204517371,0.148324526
,30.03.2003,0.312469231,0.243771515,0.203932664,0.14822432
,31.03.2003,0.315340158,0.244117597,0.203495475,0.148046002
,01.04.2003,0.318876259,0.246356148,0.203791902,0.148016699
,02.04.2003,0.321030195,0.248949655,0.204802781,0.148258552
,03.04.2003,0.321985405,0.251292416,0.206142056,0.148779718
,04.04.2003,0.321022711,0.252528525,0.207404705,0.149478677
,05.04.2003,0.319130875,0.252706952,0.208222699,0.150159878
,06.04.2003,0.316859511,0.251980185,0.208504891,0.150650363
,07.04.2003,0.315319859,0.250148463,0.208231805,0.150899673
,08.04.2003,0.317240087,0.248503998,0.207474256,0.150852757
,09.04.2003,0.321118708,0.248799598,0.206947889,0.150689829
,10.04.2003,0.325249666,0.250906413,0.207210996,0.150675017
,11.04.2003,0.328326418,0.253855202,0.208244108,0.150889818
,12.04.2003,0.330672151,0.256848733,0.20977046,0.151473394
,13.04.2003,0.332082187,0.259615326,0.211465568,0.152331389
,14.04.2003,0.33299817,0.262094492,0.213153418,0.153331848
,15.04.2003,0.333170572,0.264104874,0.2147905,0.154378742
,16.04.2003,0.330887895,0.264788663,0.21611536,0.155437391
,17.04.2003,0.330657733,0.264185746,0.216751623,0.156313567
,18.04.2003,0.33219165,0.264541739,0.217040703,0.156924625
,19.04.2003,0.331496988,0.265018025,0.21754166,0.157448471
,20.04.2003,0.329986423,0.264510093,0.217812631,0.157909893
,21.04.2003,0.33060624,0.26424207,0.217790818,0.158262828
,22.04.2003,0.332567653,0.265138162,0.217949773,0.158499248
,23.04.2003,0.341011415,0.26654926,0.218545708,0.158761322
,24.04.2003,0.359456985,0.264162085,0.218986143,0.159235271
,25.04.2003,0.357206008,0.262824247,0.218230514,0.159464863
,26.04.2003,0.356032492,0.26601755,0.217432706,0.159324515
,27.04.2003,0.355871938,0.2740749,0.217227296,0.159143445
,28.04.2003,0.356005432,0.283666912,0.217694303,0.159191888
,29.04.2003,0.356235665,0.292776415,0.218520742,0.159482758
,30.04.2003,0.354868348,0.301545935,0.219543115,0.159955431
,01.05.2003,0.352509144,0.308607683,0.220332794,0.16055445
,02.05.2003,0.35221731,0.314692262,0.220552453,0.16102126
,03.05.2003,0.354621482,0.321891117,0.220816289,0.161332071
,04.05.2003,0.356461305,0.330210926,0.221797978,0.161625254
,05.05.2003,0.354700015,0.336530028,0.223173713,0.162328643
,06.05.2003,0.353271178,0.340921775,0.22385077,0.163051871
,07.05.2003,0.352867094,0.344988626,0.22413909,0.163567029
,08.05.2003,0.352855425,0.348901347,0.2244213,0.163966391
,09.05.2003,0.350903268,0.351936081,0.224716397,0.164324746
,10.05.2003,0.362462446,0.363046671,0.224548231,0.164506694
,11.05.2003,0.365318865,0.411383159,0.223392074,0.164478098
,12.05.2003,0.363219409,0.415131638,0.221961671,0.164101396
,13.05.2003,0.363750805,0.416188739,0.221438797,0.163647366
,14.05.2003,0.36459081,0.417080885,0.221873379,0.163528138
,15.05.2003,0.366095988,0.418419038,0.22292099,0.163758864
,16.05.2003,0.366744145,0.419666735,0.224427859,0.164356009
,17.05.2003,0.368434968,0.42122377,0.226014215,0.165168066
,18.05.2003,0.368732055,0.422616357,0.227914277,0.166223147
,19.05.2003,0.366452271,0.423273927,0.229685357,0.167413527
,20.05.2003,0.362529262,0.421987369,0.230586692,0.168527051
,21.05.2003,0.362561288,0.420437825,0.230448098,0.169200435
,22.05.2003,0.365461754,0.420637713,0.23044167,0.169499366
,23.05.2003,0.367251105,0.421940651,0.231280551,0.169883473
,24.05.2003,0.368309497,0.423400031,0.232691273,0.170610726
,25.05.2003,0.367918507,0.424366671,0.234240302,0.171592998
,26.05.2003,0.367668447,0.424796804,0.235534214,0.172642775
,27.05.2003,0.367669033,0.425175662,0.236593338,0.173623865
,28.05.2003,0.369449058,0.425896622,0.23761602,0.174508613
,29.05.2003,0.370778668,0.427228026,0.238977123,0.175409612
,30.05.2003,0.371403004,0.428397377,0.240607286,0.176408358
,31.05.2003,0.369652885,0.429036751,0.242223945,0.177715027
,01.06.2003,0.36843077,0.428599427,0.243267501,0.178863406
,02.06.2003,0.36730956,0.427936912,0.243753655,0.179717309
,03.06.2003,0.366860425,0.427345295,0.243946969,0.180282421
,04.06.2003,0.365558577,0.426566737,0.244073669,0.18062586
,05.06.2003,0.366057197,0.424708167,0.243777021,0.180763342
,06.06.2003,0.366318665,0.423395279,0.242884995,0.180548909
,07.06.2003,0.369789595,0.422830723,0.241935095,0.180060085
,08.06.2003,0.369912551,0.423409273,0.241159568,0.179492609
,09.06.2003,0.371930097,0.425012176,0.240848415,0.179010908
,10.06.2003,0.37243426,0.426510434,0.241447741,0.178876935
,11.06.2003,0.373995185,0.427842959,0.24241645,0.179071065
,12.06.2003,0.374358388,0.429220254,0.243760535,0.179363887
,13.06.2003,0.374555419,0.430086555,0.245209276,0.179955832
,14.06.2003,0.374666162,0.430694503,0.246656365,0.180606666
,15.06.2003,0.375302938,0.431406819,0.248024453,0.181258883
,16.06.2003,0.37627231,0.432384472,0.249579521,0.181981543
,17.06.2003,0.376062376,0.43327819,0.25135067,0.18279729
,18.06.2003,0.37484387,0.433557417,0.253016783,0.183626296
,19.06.2003,0.373939454,0.433202506,0.254265465,0.184379586
,20.06.2003,0.374156581,0.433079497,0.255264435,0.184886499
,21.06.2003,0.374631088,0.433140979,0.256382479,0.185277003
,22.06.2003,0.375318506,0.433737327,-9999,0.185729505
,23.06.2003,0.375199674,0.434248859,0.259515492,0.186280694
,24.06.2003,0.373466608,0.434367313,0.261276135,0.186936643
,25.06.2003,0.370366276,0.433302015,0.262667263,0.187621991
,26.06.2003,0.370083982,0.431921464,0.263305249,0.187847018
,27.06.2003,0.37144248,0.431638096,0.264084034,0.187838577
,28.06.2003,0.373052174,0.432181229,0.265498507,0.187920206
,29.06.2003,0.37372227,0.432734225,0.267385389,0.188004694
,30.06.2003,0.373379389,0.432994319,0.269453511,0.18824692
,01.07.2003,0.374820136,0.433420169,0.271513381,0.188675499
,02.07.2003,0.376288058,0.434296254,0.273897012,0.189130148
,03.07.2003,0.377298925,0.435315757,0.276555153,0.189692974
,04.07.2003,0.378005506,0.43621307,0.279510468,0.190478032
,05.07.2003,0.378728775,0.437159098,0.282528143,0.191316254
,06.07.2003,0.378879899,0.437849173,0.285641995,0.19219084
,07.07.2003,0.378271605,0.438106328,0.288599237,0.193107901
,08.07.2003,0.37727507,0.437949168,0.291352223,0.193918557
,09.07.2003,0.37797365,0.438039651,0.29385634,0.19459894
,10.07.2003,0.378200206,0.43826353,0.296493164,0.195171363
,11.07.2003,0.378299504,0.438535141,0.299279534,0.195721721
,12.07.2003,0.378362971,0.438711501,0.302077603,0.196307665
,13.07.2003,0.378398785,0.438859298,0.304845604,0.196859941
,14.07.2003,0.378557781,0.439026187,0.307682192,0.197511714
,15.07.2003,0.378565692,0.439312396,0.310507552,0.198095038
,16.07.2003,0.3776044,0.439255158,0.31341414,0.198810433
,17.07.2003,0.377687791,0.439030963,0.315932075,0.199247295
,18.07.2003,0.37824374,0.439240832,0.318599022,0.199743178
,19.07.2003,0.377914105,0.439374421,0.321279409,0.200102471
,20.07.2003,0.377548739,0.439422147,0.323953065,0.200532588
,21.07.2003,0.376030633,0.438930867,0.326429962,0.201156071
,22.07.2003,0.376212667,0.438597115,0.328603345,0.201463976
,23.07.2003,0.376315668,0.438587572,0.33072965,0.201731085
,24.07.2003,0.376418673,0.438482712,0.333044575,0.202151247
,25.07.2003,-9999,0.438597094,0.335252183,0.202339479
,26.07.2003,0.376969626,0.438802085,0.337646775,0.202689728
,27.07.2003,0.377263066,0.439102503,0.339925301,0.202940117
,28.07.2003,0.376890255,0.439236063,0.342233373,0.203397155
,29.07.2003,0.375919648,0.4390596,0.344423918,0.203955344
,30.07.2003,0.374693557,0.438539949,0.34634321,0.204425576
,31.07.2003,0.374195894,0.437958718,0.347737542,0.20441076
,01.08.2003,0.373245082,0.437449369,0.349259015,0.204615023
,02.08.2003,0.373130989,0.436935545,0.350556878,0.204674261
,03.08.2003,0.373883976,0.436840424,0.351882541,0.204712765
,04.08.2003,0.373761708,0.436873708,0.353485538,0.204852018
,05.08.2003,0.373931468,0.436906995,0.354930174,0.204896503
,06.08.2003,0.374468453,0.437106758,0.356374325,0.204958724
,07.08.2003,0.374796183,0.437482661,0.358018788,0.205255276
,08.08.2003,0.37387632,0.437668257,0.359583728,0.205572895
,09.08.2003,0.37404605,0.437501658,0.360916904,0.205771915
,10.08.2003,0.374204204,0.43747786,0.362181289,0.206045367
,11.08.2003,0.37477668,0.437606373,0.363494907,0.206241683
,12.08.2003,0.37482805,0.437820588,0.364951145,0.20676873
,13.08.2003,0.374697625,0.437811081,0.366364094,0.207293578
,14.08.2003,0.374113211,0.437763463,0.36743981,0.207392095
,15.08.2003,0.373702812,0.437482622,0.368525848,0.207687727
,16.08.2003,0.373367646,0.437225693,0.369357735,0.207870018
,17.08.2003,0.373264778,0.437125786,0.370331747,0.208145136
,18.08.2003,0.37232329,0.436807155,0.371234514,0.20840251
,19.08.2003,0.370217443,0.436042117,0.371928486,0.208543248
,20.08.2003,0.370763077,0.435348928,0.372129977,0.208483356
,21.08.2003,0.371544581,0.435315692,0.372550329,0.20828576
,22.08.2003,0.371929992,0.435458067,0.37322868,0.20823788
,23.08.2003,0.372146357,0.435605199,0.374062515,0.208351615
,24.08.2003,0.371465798,0.435728613,0.374824233,0.208375619
,25.08.2003,0.36966816,0.435178143,0.37541447,0.208423469
,26.08.2003,0.369629867,0.434428923,0.37574644,0.208480359
,27.08.2003,0.370523468,0.43448578,0.376069971,0.208417475
,28.08.2003,0.370935843,0.434528436,0.376570714,0.20842047
,29.08.2003,0.370217573,0.434665919,0.377300937,0.208546245
,30.08.2003,0.366869336,0.433898425,0.377798258,0.208690035
,31.08.2003,0.363913747,0.432044392,0.377447935,0.208471395
,01.09.2003,0.363868418,0.430440068,0.376488699,0.207753527
,02.09.2003,0.365750635,0.429836925,0.375686088,0.20682545
,03.09.2003,0.367301692,0.429978184,0.375423073,0.20599487
,04.09.2003,0.367380783,0.429907578,0.375466175,0.205448188
,05.09.2003,0.368889747,0.430053567,0.375638648,0.205127723
,06.09.2003,0.369550744,0.430703933,0.376121778,0.204997248
,07.09.2003,0.368865095,0.4307322,0.376752097,0.205083228
,08.09.2003,0.367208205,0.430138421,0.377067472,0.205192962
,09.09.2003,0.367047801,0.429615619,0.376942158,0.205112885
,10.09.2003,0.366314386,0.429130835,0.376769355,0.204854987
,11.09.2003,0.364555329,0.428340963,0.376531824,0.204490706
,12.09.2003,0.364175175,0.427457931,0.375944872,0.203955349
,13.09.2003,0.364384244,0.427124714,0.37553516,0.203373578
,14.09.2003,0.362843516,0.426463539,0.375117127,0.202789858
,15.09.2003,0.362197152,0.425512703,0.374570227,0.202121896
,16.09.2003,0.363289568,0.42526456,0.373946354,0.201469882
,17.09.2003,0.363874843,0.425475158,0.373744261,0.200921617
,18.09.2003,0.360325443,0.424890486,0.373744277,0.200511764
,19.09.2003,0.358791155,0.423418705,0.373026843,0.199956361
,20.09.2003,0.358913863,0.422434508,0.372027143,0.199206553
,21.09.2003,0.359203045,0.42189403,0.37117885,0.198359538
,22.09.2003,0.359129662,0.42174034,0.370755115,0.197642235
,23.09.2003,0.359368522,0.421516855,0.370387285,0.197048103
,24.09.2003,0.360262927,0.421605316,0.370241915,0.196564877
,25.09.2003,0.359757883,0.421572737,0.370276117,0.196232535
,26.09.2003,0.360363369,0.421484274,0.370224814,0.195998652
,27.09.2003,0.360124153,0.421684443,0.370318874,0.195828395
,28.09.2003,0.359410775,0.421456353,0.370306045,0.19566401
,29.09.2003,0.358178633,0.421042283,0.370139328,0.195493937
,30.09.2003,0.356783976,0.420247294,0.369797508,0.195231804
,01.10.2003,0.354421024,0.419026433,0.369157094,0.194757033
,02.10.2003,0.354692091,0.41802975,0.368265922,0.194139426
,03.10.2003,0.355576395,0.417714857,0.367584416,0.193439873
,04.10.2003,0.355549734,0.417821336,0.367278003,0.192890468
,05.10.2003,0.355411776,0.417585226,0.367052564,0.192467604
,06.10.2003,0.356093695,0.417575979,0.366861227,0.19213656
,07.10.2003,0.356354344,0.41790006,0.366882469,0.191897042
,08.10.2003,0.357267504,0.418085339,0.367099349,0.1917802
,09.10.2003,0.357413744,0.41850235,0.36745672,0.191808692
,10.10.2003,0.357705715,0.41877122,0.367848363,0.191928393
,11.10.2003,0.357114068,0.41891497,0.36821895,0.192153668
,12.10.2003,0.354765326,0.418414355,0.368410718,0.192321996
,13.10.2003,0.354382392,0.417626908,0.368065583,0.192267779
,14.10.2003,0.352021603,0.416826627,0.367550386,0.192051005
,15.10.2003,0.35042848,0.415523915,0.366742285,0.191606494
,16.10.2003,0.349661943,0.414407818,0.365803575,0.190972132
,17.10.2003,0.349177191,0.413560527,0.364857844,0.190200042
,18.10.2003,0.350979425,0.413321189,0.364048925,0.189492027
,19.10.2003,0.351937684,0.413891886,0.363866955,0.188932366
,20.10.2003,0.352695612,0.414232717,0.364053144,0.188689587
,21.10.2003,0.352851952,0.414758077,0.364421455,0.188675476
,22.10.2003,0.352855749,0.41503014,0.364798458,0.188788365
,23.10.2003,0.352806137,0.41525155,0.365171445,0.188949296
,24.10.2003,0.352702978,0.415505311,0.36545136,0.189172473
,25.10.2003,0.349799357,0.415039418,0.365820481,0.189395802
,26.10.2003,0.345950761,0.413404309,0.365315668,0.189376008
,27.10.2003,0.345181959,0.411754228,0.364133731,0.18894934
,28.10.2003,0.34576915,0.410965052,0.363063698,0.18827231
,29.10.2003,0.345197415,0.410538819,0.362219222,0.187610766
,30.10.2003,0.344356841,0.410323465,0.361801601,0.18710778
,31.10.2003,0.338885254,0.408608179,0.36132962,0.186757025
,01.11.2003,0.335810776,0.406008623,0.359814902,0.186179904
,02.11.2003,0.334262029,0.403981335,0.35802302,0.185229665
,03.11.2003,0.332901575,0.402213632,0.356269902,0.184095952
,04.11.2003,0.332036889,0.400680815,0.354646872,0.182897083
,05.11.2003,0.330763177,0.399606791,0.353182003,0.181766327
,06.11.2003,0.32931917,0.3980665,0.35180373,0.180672745
,07.11.2003,0.329172988,0.397005613,0.350420352,0.179574898
,08.11.2003,0.329023277,0.396269334,0.349333275,0.178538323
,09.11.2003,0.329184048,0.395749083,0.348392565,0.177630503
,10.11.2003,0.329359754,0.395327801,0.347737407,0.176842167
,11.11.2003,0.329535307,0.395148611,0.347132361,0.176183193
,12.11.2003,0.329578982,0.394991864,0.346803345,0.175666265
,13.11.2003,0.327836106,0.39451747,0.34653206,0.175233946
,14.11.2003,0.327401943,0.393739239,0.34597755,0.174815744
,15.11.2003,0.326833508,0.393113824,0.345415346,0.174373907
,16.11.2003,0.325723914,0.39244442,0.34488238,0.173935426
,17.11.2003,0.324703233,0.391668728,0.344259868,0.173494924
,18.11.2003,0.323905645,0.390867198,0.343539875,0.173006856
,19.11.2003,0.324718017,0.390297823,0.342833031,0.17250623
,20.11.2003,0.325269588,0.390489,0.34250643,0.17205718
,21.11.2003,0.324623654,0.390382285,0.342420733,0.171763536
,22.11.2003,0.322198903,0.38966239,0.342192308,0.171568847
,23.11.2003,0.318761369,0.388220597,0.341446439,0.17127306
,24.11.2003,0.315712473,0.386118783,0.340262399,0.170772807
,25.11.2003,0.314849218,0.384094072,0.338525233,0.170024066
,26.11.2003,0.31330977,0.382774301,0.33697516,0.169113275
,27.11.2003,0.3120571,0.381132693,0.335473714,0.168197523
,28.11.2003,0.310447751,0.379762077,0.334008366,0.167255833
,29.11.2003,0.310585972,0.378403098,0.332587042,0.166291122
,30.11.2003,0.313860155,0.378416126,0.331477173,0.165418366
,01.12.2003,0.315184243,0.379320336,0.331165073,0.164662804
,02.12.2003,0.314913618,0.37967446,0.331201072,0.164184468
,03.12.2003,0.314853036,0.379827563,0.33116907,0.1639093
,04.12.2003,0.31358661,0.379486455,0.331065079,0.163683647
,05.12.2003,0.311381399,0.37873495,0.330709306,0.16349706
,06.12.2003,0.310009674,0.377378197,0.330006378,0.163188956
,07.12.2003,0.311799231,0.37672039,0.329093057,0.16273132
,08.12.2003,0.313284341,0.377177676,0.328626957,0.162253778
,09.12.2003,0.312358182,0.377286606,0.328638907,0.161970222
,10.12.2003,0.311334737,0.376916359,0.328435887,0.161797665
,11.12.2003,0.30991086,0.376263514,0.327994281,0.161591778
,12.12.2003,0.308392265,0.375211695,0.327370256,0.161306374
,13.12.2003,0.30722189,0.374048924,0.326477215,0.160905769
,14.12.2003,0.306741131,0.373156473,0.325534077,0.160441708
,15.12.2003,0.307162134,0.372576659,0.324596546,0.159968201
,16.12.2003,0.30602651,0.372101163,0.323889527,0.159459792
,17.12.2003,0.305168913,0.371129628,0.323140073,0.158965096
,18.12.2003,0.305420696,0.370659446,0.322371912,0.15845351
,19.12.2003,0.305371781,0.370301699,0.321726743,0.157955578
,20.12.2003,0.305536138,0.369948466,0.321227695,0.157521932
,21.12.2003,0.30629603,0.36994413,0.320803622,0.157139586
,22.12.2003,0.307134113,0.370120727,0.320607412,0.156818446
,23.12.2003,0.306341911,0.370392185,0.320556406,0.156631496
,24.12.2003,0.305385846,0.369853741,0.320407366,0.156472451
,25.12.2003,0.305231836,0.369431886,0.319987882,0.156295849
,26.12.2003,0.305001101,0.36904906,0.319619645,0.156048801
,27.12.2003,0.305004625,0.368705127,0.31918903,0.155794435
,28.12.2003,0.30457836,0.36846879,0.318860437,0.155552889
,29.12.2003,0.303754985,0.36800499,0.318453876,0.15533921
,30.12.2003,0.302967508,0.367408563,0.317961755,0.155062942
,31.12.2003,0.302709924,0.36683838,0.31735308,0.154754381
,01.01.2004,0.302814311,0.366474261,0.316881413,0.15442614
