@T,climate ,,,,,
name,tmin ,,,,,
descr,min temperature ,,,,,
,,,,,,
missing_val,-9999,,,,,
date_start,21.11.2001 ,,,,,
date_end,31.01.2020,,,,,
date_format,dd.MM.yyyy ,,,,,
,,,,,,
tres,d ,,,,,
unit,C ,,,,,
,,,,,,
@H,date,tmin[0],tmin[1],tmin[2],tmin[3],tmin[4]
name,-,EnergyTower1,EnergyTower2,METOS,Vaisala,COAGMETAult
ID,-,1,2,3,4,5
elevation,-,1584.435,1584.867,1571,1571,1497
x,-,513609.867,513537.822,512615,512615,523701
y,-,4494845.169,4494881.429,4495505,4495505,4490951
,21.11.2001,-9999,-9999,-3.34,-9999,-7.66
,22.11.2001,-9999,-9999,0.34,-9999,-2.059
,23.11.2001,-9999,-9999,-0.93,-9999,1.067
,24.11.2001,-9999,-9999,-4.13,-9999,-3.986
,25.11.2001,-9999,-9999,-6.12,-9999,-5.721
,26.11.2001,-9999,-9999,-11.29,-9999,-10.72
,27.11.2001,-9999,-9999,-14.17,-9999,-14.5
,28.11.2001,-9999,-9999,-18.06,-9999,-18.33
,29.11.2001,-9999,-9999,-12.97,-9999,-14.42
,30.11.2001,-9999,-9999,-5.33,-9999,-6.254
,01.12.2001,-9999,-9999,-7.08,-9999,-10.33
,02.12.2001,-9999,-9999,-1.65,-9999,-4.63
,03.12.2001,-9999,-9999,-2.69,-9999,-4.937
,04.12.2001,-9999,-9999,-2.69,-9999,-4.676
,05.12.2001,-9999,-9999,-2.21,-9999,-1.349
,06.12.2001,-9999,-9999,-0.21,-9999,-3.22
,07.12.2001,-9999,-9999,-6.12,-9999,-8.25
,08.12.2001,-9999,-9999,-9.01,-9999,-12.13
,09.12.2001,-9999,-9999,-3.65,-9999,-9.08
,10.12.2001,-9999,-9999,-7.56,-9999,-8.65
,11.12.2001,-9999,-9999,-9.55,-9999,-11.7
,12.12.2001,-9999,-9999,-10.27,-9999,-12.85
,13.12.2001,-9999,-9999,-12.49,-9999,-14.29
,14.12.2001,-9999,-9999,-7.32,-9999,-10.88
,15.12.2001,-9999,-9999,-6.6,-9999,-7.4
,16.12.2001,-9999,-9999,-10.51,-9999,-12.29
,17.12.2001,-9999,-9999,-6.6,-9999,-9.96
,18.12.2001,-9999,-9999,-7.8,-9999,-9.92
,19.12.2001,-9999,-9999,-9.55,-9999,-11.87
,20.12.2001,-9999,-9999,-6.12,-9999,-8.86
,21.12.2001,-9999,-9999,-8.04,-9999,-10.62
,22.12.2001,-9999,-9999,-8.11,-9999,-9.03
,23.12.2001,-9999,-9999,-10.27,-9999,-12.6
,24.12.2001,-9999,-9999,-10.51,-9999,-12.71
,25.12.2001,-9999,-9999,-4.2,-9999,-6.332
,26.12.2001,-9999,-9999,-6.36,-9999,-8.27
,27.12.2001,-9999,-9999,-8.04,-9999,-9.45
,28.12.2001,-9999,-9999,-9.55,-9999,-10.43
,29.12.2001,-9999,-9999,-10.51,-9999,-9.65
,30.12.2001,-9999,-9999,-8.59,-9999,-8.5
,31.12.2001,-9999,-9999,-12.01,-9999,-9999
,01.01.2002,-9999,-9999,-17.1,-9999,-9999
,02.01.2002,-9999,-9999,-18.78,-9999,-23.42
,03.01.2002,-9999,-9999,-10.99,-9999,-16.06
,04.01.2002,-9999,-9999,-5.16,-9999,-3.544
,05.01.2002,-9999,-9999,-8.59,-9999,-9.19
,06.01.2002,-9999,-9999,-6.12,-9999,-7.61
,07.01.2002,-9999,-9999,-5.81,-9999,-7.94
,08.01.2002,-9999,-9999,6.53,-9999,-0.543
,09.01.2002,-9999,-9999,-0.93,-9999,-3.219
,10.01.2002,-9999,-9999,-6.6,-9999,-8.66
,11.01.2002,-9999,-9999,-5.16,-9999,-10.43
,12.01.2002,-9999,-9999,-6.12,-9999,-8.43
,13.01.2002,-9999,-9999,-3.89,-9999,-2.658
,14.01.2002,-9999,-9999,-8.59,-9999,-11.19
,15.01.2002,-9999,-9999,-11.29,-9999,-12.51
,16.01.2002,-9999,-9999,-13.15,-9999,-13.17
,17.01.2002,-9999,-9999,-13.63,-9999,-13.51
,18.01.2002,-9999,-9999,-15.13,-9999,-15.32
,19.01.2002,-9999,-9999,-14.41,-9999,-17.36
,20.01.2002,-9999,-9999,-5.57,-9999,-8.55
,21.01.2002,-9999,-9999,-7.08,-9999,-9.1
,22.01.2002,-9999,-9999,-7.8,-9999,-8.44
,23.01.2002,-9999,-9999,-13.93,-9999,-20.08
,24.01.2002,-9999,-9999,-14.89,-9999,-20.75
,25.01.2002,-9999,-9999,-7.08,-9999,-11.58
,26.01.2002,-9999,-9999,-0.69,-9999,-6.04
,27.01.2002,-9999,-9999,-6.36,-9999,-6.38
,28.01.2002,-9999,-9999,-11.77,-9999,-10.17
,29.01.2002,-9999,-9999,-10.75,-9999,-10.52
,30.01.2002,-9999,-9999,-12.01,-9999,-10.33
,31.01.2002,-9999,-9999,-13.87,-9999,-15.84
,01.02.2002,-9999,-9999,-13.87,-9999,-15.21
,02.02.2002,-9999,-9999,-6.36,-9999,-9.67
,03.02.2002,-9999,-9999,-7.32,-9999,-10.74
,04.02.2002,-9999,-9999,-10.03,-9999,-11.85
,05.02.2002,-9999,-9999,-7.32,-9999,-11.5
,06.02.2002,-9999,-9999,-7.15,-9999,-13.01
,07.02.2002,-9999,-9999,-6.6,-9999,-12
,08.02.2002,-9999,-9999,-4.13,-9999,-8.11
,09.02.2002,-9999,-9999,-5.16,-9999,-4.658
,10.02.2002,-9999,-9999,-9.01,-9999,-11.44
,11.02.2002,-9999,-9999,-6.36,-9999,-6.694
,12.02.2002,-9999,-9999,-8.04,-9999,-9.07
,13.02.2002,-9999,-9999,-10.82,-9999,-14.03
,14.02.2002,-9999,-9999,-7.8,-9999,-9.06
,15.02.2002,-9999,-9999,-9.79,-9999,-13.97
,16.02.2002,-9999,-9999,-7.8,-9999,-12.65
,17.02.2002,-9999,-9999,-2.69,-9999,-5.749
,18.02.2002,-9999,-9999,0.82,-9999,-0.893
,19.02.2002,-9999,-9999,-3.17,-9999,-4.301
,20.02.2002,-9999,-9999,-6.12,-9999,-5.486
,21.02.2002,-9999,-9999,-5.64,-9999,-6.95
,22.02.2002,-9999,-9999,-4.85,-9999,-6.978
,23.02.2002,-9999,-9999,3.07,-9999,-1.175
,24.02.2002,-9999,-9999,-6.84,-9999,-6.93
,25.02.2002,-9999,-9999,-16.33,-9999,-16.05
,26.02.2002,-9999,-9999,-16.09,-9999,-15.21
,27.02.2002,-9999,-9999,-12.49,-9999,-13.58
,28.02.2002,-9999,-9999,-12.97,-9999,-14.26
,01.03.2002,-9999,-9999,-17.34,-9999,-18.88
,02.03.2002,-9999,-9999,-22.18,-9999,-26.44
,03.03.2002,-9999,-9999,-17.82,-9999,-20.62
,04.03.2002,-9999,-9999,-11.05,-9999,-12.87
,05.03.2002,-9999,-9999,-4.06,-9999,-7.41
,06.03.2002,-9999,-9999,-3.89,-9999,-3.078
,07.03.2002,-9999,-9999,-5.57,-9999,-5.024
,08.03.2002,-9999,-9999,-11.95,-9999,-11.91
,09.03.2002,-9999,-9999,-13.87,-9999,-12.3
,10.03.2002,-9999,-9999,-7.08,-9999,-8.1
,11.03.2002,-9999,-9999,0.82,-9999,-0.533
,12.03.2002,-9999,-9999,0.58,-9999,-0.807
,13.03.2002,-9999,-9999,-2.37,-9999,-2.05
,14.03.2002,-9999,-9999,-7.56,-9999,-6.595
,15.03.2002,-9999,-9999,-12.49,-9999,-12.18
,16.03.2002,-9999,-9999,-6.12,-9999,-5.701
,17.03.2002,-9999,-9999,-7.8,-9999,-7.75
,18.03.2002,-9999,-9999,-7.56,-9999,-7.01
,19.03.2002,-9999,-9999,-8.04,-9999,-8.08
,20.03.2002,-9999,-9999,-9.55,-9999,-9.11
,21.03.2002,-9999,-9999,-12.97,-9999,-12.68
,22.03.2002,-9999,-9999,-10.51,-9999,-9.25
,23.03.2002,-9999,-9999,-1.65,-9999,-3.975
,24.03.2002,-9999,-9999,-7.08,-9999,-6.871
,25.03.2002,-9999,-9999,-8.83,-9999,-8.65
,26.03.2002,-9999,-9999,-7.87,-9999,-8.6
,27.03.2002,-9999,-9999,-1.17,-9999,-2.516
,28.03.2002,-9999,-9999,-3.17,-9999,-3.631
,29.03.2002,-9999,-9999,-3.17,-9999,-2.743
,30.03.2002,-9999,-9999,-4.44,-9999,-3.573
,31.03.2002,-9999,-9999,-2.93,-9999,-2.82
,01.04.2002,-9999,-9999,-2.93,-9999,-2.059
,02.04.2002,-9999,-9999,-6.36,-9999,-5.963
,03.04.2002,-9999,-9999,-6.6,-9999,-6.48
,04.04.2002,-9999,-9999,-7.32,-9999,-8.03
,05.04.2002,-9999,-9999,-3.1,-9999,-3.172
,06.04.2002,-9999,-9999,1.06,-9999,-0.401
,07.04.2002,-9999,-9999,5.81,-9999,4.535
,08.04.2002,-9999,-9999,4.04,-9999,4.169
,09.04.2002,-9999,-9999,-1.17,-9999,-2.174
,10.04.2002,-9999,-9999,6.29,-9999,5.104
,11.04.2002,-9999,-9999,4.04,-9999,3.798
,12.04.2002,-9999,-9999,-0.61,-9999,0.29
,13.04.2002,-9999,-9999,7.74,-9999,6.695
,14.04.2002,-9999,-9999,9.52,-9999,6.218
,15.04.2002,-9999,-9999,11.94,-9999,6.979
,16.04.2002,-9999,-9999,4.04,-9999,4.141
,17.04.2002,-9999,-9999,0.75,-9999,-1.082
,18.04.2002,-9999,-9999,-0.69,-9999,-0.354
,19.04.2002,-9999,-9999,-5.4,-9999,-3.153
,20.04.2002,-9999,-9999,-0.69,-9999,0.244
,21.04.2002,-9999,-9999,-5.16,-9999,-5.429
,22.04.2002,-9999,-9999,-1.17,-9999,-4.256
,23.04.2002,-9999,-9999,3.56,-9999,0.555
,24.04.2002,-9999,-9999,-1.65,-9999,-1.178
,25.04.2002,-9999,-9999,-3.17,-9999,-1.708
,26.04.2002,-9999,-9999,0.82,-9999,1.313
,27.04.2002,-9999,-9999,2.27,-9999,2.829
,28.04.2002,-9999,-9999,0.75,-9999,-0.789
,29.04.2002,-9999,-9999,3.72,-9999,1.901
,30.04.2002,-9999,-9999,5,-9999,3.569
,01.05.2002,-9999,-9999,-0.45,-9999,-0.23
,02.05.2002,-9999,-9999,-0.69,-9999,-0.278
,03.05.2002,-9999,-9999,3.56,-9999,-0.22
,04.05.2002,-9999,-9999,0.82,-9999,2.714
,05.05.2002,-9999,-9999,4.28,-9999,3.105
,06.05.2002,-9999,-9999,6.78,-9999,5.311
,07.05.2002,-9999,-9999,3.31,-9999,5.092
,08.05.2002,-9999,-9999,-2.13,-9999,-0.155
,09.05.2002,-9999,-9999,-3.96,-9999,-3.526
,10.05.2002,-9999,-9999,0.34,-9999,0.234
,11.05.2002,-9999,-9999,5,-9999,6.211
,12.05.2002,-9999,-9999,3.8,-9999,3.874
,13.05.2002,-9999,-9999,0.82,-9999,-0.041
,14.05.2002,-9999,-9999,4.04,-9999,3.313
,15.05.2002,-9999,-9999,7.74,-9999,7.55
,16.05.2002,-9999,-9999,5.49,-9999,6.532
,17.05.2002,-9999,-9999,6.21,-9999,6.965
,18.05.2002,-9999,-9999,4.28,-9999,5.658
,19.05.2002,-9999,-9999,4.76,-9999,5.533
,20.05.2002,-9999,-9999,7.42,-9999,7.97
,21.05.2002,-9999,-9999,7.26,-9999,8.41
,22.05.2002,-9999,-9999,5.73,-9999,7.32
,23.05.2002,-9999,-9999,0.34,-9999,2.154
,24.05.2002,-9999,-9999,0.02,-9999,0.555
,25.05.2002,-9999,-9999,3.31,-9999,3.191
,26.05.2002,-9999,-9999,7.17,-9999,6.224
,27.05.2002,-9999,-9999,9.19,-9999,8.02
,28.05.2002,-9999,-9999,10,-9999,9.59
,29.05.2002,-9999,-9999,11.7,-9999,10.57
,30.05.2002,-9999,-9999,12.42,-9999,11.25
,31.05.2002,-9999,-9999,17.45,-9999,14.69
,01.06.2002,-9999,-9999,13.24,-9999,12.76
,02.06.2002,-9999,-9999,13.97,-9999,13.05
,03.06.2002,-9999,-9999,10.16,-9999,10.9
,04.06.2002,-9999,-9999,8.71,-9999,9.75
,05.06.2002,-9999,-9999,6.93,-9999,7.38
,06.06.2002,-9999,-9999,10.73,-9999,9.67
,07.06.2002,-9999,-9999,10.97,-9999,11.1
,08.06.2002,-9999,-9999,10.97,-9999,12.14
,09.06.2002,-9999,-9999,12.76,-9999,12.2
,10.06.2002,-9999,-9999,12.18,-9999,12.39
,11.06.2002,-9999,-9999,8.47,-9999,9.9
,12.06.2002,-9999,-9999,10.73,-9999,11.07
,13.06.2002,-9999,-9999,7.74,-9999,9.14
,14.06.2002,-9999,-9999,7.42,-9999,6.212
,15.06.2002,-9999,-9999,10.49,-9999,11.36
,16.06.2002,-9999,-9999,10.49,-9999,10.9
,17.06.2002,-9999,-9999,12.51,-9999,10.35
,18.06.2002,-9999,-9999,15.76,-9999,15.87
,19.06.2002,-9999,-9999,14.93,-9999,15.99
,20.06.2002,-9999,-9999,13,-9999,14.32
,21.06.2002,-9999,-9999,14.93,-9999,15.05
,22.06.2002,-9999,-9999,14.69,-9999,15.68
,23.06.2002,-9999,-9999,15.66,-9999,14.89
,24.06.2002,-9999,-9999,12.85,-9999,13.19
,25.06.2002,-9999,-9999,16,-9999,16.12
,26.06.2002,-9999,-9999,12.76,-9999,12.27
,27.06.2002,-9999,-9999,14.69,-9999,13.87
,28.06.2002,-9999,-9999,13.48,-9999,13.19
,29.06.2002,-9999,-9999,14.69,-9999,12.82
,30.06.2002,-9999,-9999,16.73,-9999,14.02
,01.07.2002,-9999,-9999,17.69,-9999,13.79
,02.07.2002,-9999,-9999,18.66,-9999,15.87
,03.07.2002,-9999,-9999,16.73,-9999,16.35
,04.07.2002,-9999,-9999,13.72,-9999,13.66
,05.07.2002,-9999,-9999,13.24,-9999,13.71
,06.07.2002,-9999,-9999,15.76,-9999,15.71
,07.07.2002,-9999,-9999,14.69,-9999,15.65
,08.07.2002,-9999,-9999,16.24,-9999,15.54
,09.07.2002,-9999,-9999,17.21,-9999,14.43
,10.07.2002,-9999,-9999,18.18,-9999,15.91
,11.07.2002,-9999,-9999,13.48,-9999,13.05
,12.07.2002,-9999,-9999,10.97,-9999,11.52
,13.07.2002,-9999,-9999,13,-9999,11.75
,14.07.2002,-9999,-9999,13.72,-9999,11.86
,15.07.2002,-9999,-9999,14.45,-9999,13.63
,16.07.2002,-9999,-9999,13.97,-9999,13.24
,17.07.2002,-9999,-9999,14.45,-9999,12.07
,18.07.2002,-9999,-9999,16.48,-9999,12.86
,19.07.2002,-9999,-9999,16.97,-9999,13.48
,20.07.2002,-9999,-9999,19.73,-9999,17.07
,21.07.2002,-9999,-9999,14.45,-9999,14.33
,22.07.2002,-9999,-9999,12.42,-9999,12.33
,23.07.2002,-9999,-9999,14.93,-9999,15.04
,24.07.2002,-9999,-9999,14.21,-9999,13.01
,25.07.2002,-9999,-9999,14.21,-9999,14.28
,26.07.2002,-9999,-9999,13,-9999,12.39
,27.07.2002,-9999,-9999,15.27,-9999,12.13
,28.07.2002,-9999,-9999,15.51,-9999,12.72
,29.07.2002,-9999,-9999,15.51,-9999,12.04
,30.07.2002,-9999,-9999,20.7,-9999,16.14
,31.07.2002,-9999,-9999,19.98,-9999,13.08
,01.08.2002,-9999,-9999,14.69,-9999,14.52
,02.08.2002,-9999,-9999,12.76,-9999,13.44
,03.08.2002,-9999,-9999,16.73,-9999,16.14
,04.08.2002,-9999,-9999,15.76,-9999,14.97
,05.08.2002,-9999,-9999,14.54,-9999,14.28
,06.08.2002,-9999,-9999,14.21,-9999,12.81
,07.08.2002,-9999,-9999,14.45,-9999,13.13
,08.08.2002,-9999,-9999,12.76,-9999,12.7
,09.08.2002,-9999,-9999,11.21,-9999,11.48
,10.08.2002,-9999,-9999,13,-9999,12.06
,11.08.2002,-9999,-9999,14.79,-9999,10.27
,12.08.2002,-9999,-9999,9.28,-9999,10.39
,13.08.2002,-9999,-9999,6.45,-9999,6.879
,14.08.2002,-9999,-9999,9.76,-9999,6.765
,15.08.2002,-9999,-9999,11.7,-9999,12.58
,16.08.2002,-9999,-9999,10.97,-9999,9.31
,17.08.2002,-9999,-9999,7.74,-9999,8.09
,18.08.2002,-9999,-9999,8.95,-9999,6.658
,19.08.2002,-9999,-9999,10,-9999,7.84
,20.08.2002,-9999,-9999,14.21,-9999,13.42
,21.08.2002,-9999,-9999,14.93,-9999,13.02
,22.08.2002,-9999,-9999,10.73,-9999,10.1
,23.08.2002,-9999,-9999,9.76,-9999,9.34
,24.08.2002,-9999,-9999,11.21,-9999,13.01
,25.08.2002,-9999,-9999,15.27,-9999,15.69
,26.08.2002,-9999,-9999,11.55,-9999,9.92
,27.08.2002,-9999,-9999,14.21,-9999,14.7
,28.08.2002,-9999,-9999,14.21,-9999,14.54
,29.08.2002,-9999,-9999,10.73,-9999,10.25
,30.08.2002,-9999,-9999,10.49,-9999,8.61
,31.08.2002,-9999,-9999,13.48,-9999,12.07
,01.09.2002,-9999,-9999,15.76,-9999,11.68
,02.09.2002,-9999,-9999,13.72,-9999,12.66
,03.09.2002,-9999,-9999,9.67,-9999,7.87
,04.09.2002,-9999,-9999,13.97,-9999,11.39
,05.09.2002,-9999,-9999,15.76,-9999,10.02
,06.09.2002,-9999,-9999,11.79,-9999,10.38
,07.09.2002,-9999,-9999,13.97,-9999,13.17
,08.09.2002,-9999,-9999,13.72,-9999,13.17
,09.09.2002,-9999,-9999,13.48,-9999,14.12
,10.09.2002,-9999,-9999,11.46,-9999,11.76
,11.09.2002,-9999,-9999,8.95,-9999,8.7
,12.09.2002,-9999,-9999,11.94,-9999,12.76
,13.09.2002,-9999,-9999,11.46,-9999,10.68
,14.09.2002,-9999,-9999,11.94,-9999,9.74
,15.09.2002,-9999,-9999,8.71,-9999,5.774
,16.09.2002,-9999,-9999,8.95,-9999,6.032
,17.09.2002,-9999,-9999,10,-9999,7.57
,18.09.2002,-9999,-9999,7.74,-9999,7.49
,19.09.2002,-9999,-9999,4.52,-9999,3.894
,20.09.2002,-9999,-9999,6.69,-9999,3.286
,21.09.2002,-9999,-9999,3.56,-9999,3.951
,22.09.2002,-9999,-9999,5.97,-9999,7.24
,23.09.2002,-9999,-9999,5,-9999,3.77
,24.09.2002,-9999,-9999,3.47,-9999,1.618
,25.09.2002,-9999,-9999,6.45,-9999,6.737
,26.09.2002,-9999,-9999,5,-9999,5.38
,27.09.2002,-9999,-9999,3.56,-9999,1.286
,28.09.2002,-9999,-9999,7.02,-9999,6.477
,29.09.2002,-9999,-9999,4.76,-9999,3.551
,30.09.2002,-9999,-9999,8.23,-9999,5.555
,01.10.2002,-9999,-9999,4.52,-9999,5.105
,02.10.2002,-9999,-9999,1.79,-9999,2.261
,03.10.2002,-9999,-9999,2.27,-9999,2.744
,04.10.2002,-9999,-9999,3.96,-9999,4.484
,05.10.2002,-9999,-9999,3.47,-9999,1.948
,06.10.2002,-9999,-9999,2.75,-9999,3.076
,07.10.2002,-9999,-9999,1.31,-9999,-0.475
,08.10.2002,-9999,-9999,7.74,-9999,3.505
,09.10.2002,-9999,-9999,5.24,-9999,5.452
,10.10.2002,-9999,-9999,4.76,-9999,1.749
,11.10.2002,-9999,-9999,3.07,-9999,3.602
,12.10.2002,-9999,-9999,-2.93,-9999,-2.239
,13.10.2002,-9999,-9999,-2.45,-9999,-4.446
,14.10.2002,-9999,-9999,1.06,-9999,-1.926
,15.10.2002,-9999,-9999,-1.97,-9999,-4.707
,16.10.2002,-9999,-9999,-0.21,-9999,-3.019
,17.10.2002,-9999,-9999,-2.21,-9999,-5.409
,18.10.2002,-9999,-9999,2.99,-9999,-1.907
,19.10.2002,-9999,-9999,-1.17,-9999,-3.669
,20.10.2002,-9999,-9999,1.38,-9999,-2.278
,21.10.2002,-9999,-9999,0.75,-9999,-2.344
,22.10.2002,-9999,-9999,-4.13,-9999,-3.459
,23.10.2002,-9999,-9999,-5.16,-9999,-4.946
,24.10.2002,-9999,-9999,-5.4,-9999,-5.034
,25.10.2002,-9999,-9999,-2.45,-9999,-2.677
,26.10.2002,-9999,-9999,-3.65,-9999,-4.052
,27.10.2002,-9999,-9999,0.02,-9999,-0.864
,28.10.2002,-9999,-9999,-2.45,-9999,-3.182
,29.10.2002,-9999,-9999,-7.56,-9999,-7.54
,30.10.2002,-9999,-9999,-11.17,-9999,-10.31
,31.10.2002,-9999,-9999,-12.67,-9999,-12.9
,01.11.2002,-9999,-9999,-11.71,-9999,-12.43
,02.11.2002,-9999,-9999,-8.04,-9999,-6.997
,03.11.2002,-9999,-9999,-10.03,-9999,-11.41
,04.11.2002,-9999,-9999,-8.76,-9999,-11.56
,05.11.2002,-9999,-9999,-2.21,-9999,-5.847
,06.11.2002,-9999,-9999,-2.93,-9999,-3.23
,07.11.2002,-9999,-9999,-1.17,-9999,-5.264
,08.11.2002,-9999,-9999,4.52,-9999,1.105
,09.11.2002,-9999,-9999,1.06,-9999,0.434
,10.11.2002,-9999,-9999,0.51,-9999,0.605
,11.11.2002,-9999,-9999,-3.17,-9999,-5.206
,12.11.2002,-9999,-9999,-7.08,-9999,-8.04
,13.11.2002,-9999,-9999,0.02,-9999,-2.487
,14.11.2002,-9999,-9999,0.26,-9999,-1.365
,15.11.2002,-9999,-9999,-3.65,-9999,-6.449
,16.11.2002,-9999,-9999,-5.64,-9999,-8.41
,17.11.2002,-9999,-9999,0.58,-9999,-2.601
,18.11.2002,-9999,-9999,-0.69,-9999,-1.99
,19.11.2002,-9999,-9999,2.75,-9999,0.763
,20.11.2002,-9999,-9999,1.79,-9999,-0.912
,21.11.2002,-9999,-9999,0.82,-9999,-3.134
,22.11.2002,-9999,-9999,-0.21,-9999,-5.129
,23.11.2002,-9999,-9999,-2.13,-9999,-1.326
,24.11.2002,-9999,-9999,-7.08,-9999,-6.751
,25.11.2002,-9999,-9999,-10.51,-9999,-9.34
,26.11.2002,-9999,-9999,-13.69,-9999,-17.08
,27.11.2002,-9999,-9999,-11.71,-9999,-14.13
,28.11.2002,-9999,-9999,-5.16,-9999,-7.08
,29.11.2002,-9999,-9999,-0.45,-9999,-2.648
,30.11.2002,-9999,-9999,-3.65,-9999,-5.651
,01.12.2002,-9999,-9999,-2.21,-9999,-2.782
,02.12.2002,-9999,-9999,-1.17,-9999,-3.593
,03.12.2002,-9999,-9999,-4.13,-9999,-3.841
,04.12.2002,-9999,-9999,-2.69,-9999,-2.219
,05.12.2002,-9999,-9999,-4.37,-9999,-6.184
,06.12.2002,-9999,-9999,-6.12,-9999,-9.93
,07.12.2002,-9999,-9999,-4.13,-9999,-6.81
,08.12.2002,-9999,-9999,-6.6,-9999,-7.9
,09.12.2002,-9999,-9999,-5.64,-9999,-9.79
,10.12.2002,-9999,-9999,-6.12,-9999,-10.68
,11.12.2002,-9999,-9999,-1.17,-9999,-9999
,12.12.2002,-9999,-9999,-6.6,-9999,-9999
,13.12.2002,-9999,-9999,-5.64,-9999,-9999
,14.12.2002,-9999,-9999,-3.41,-9999,-9999
,15.12.2002,-9999,-9999,-1.65,-9999,-9999
,16.12.2002,-9999,-9999,-5.64,-9999,-9999
,17.12.2002,-9999,-9999,-0.69,-9999,-9999
,18.12.2002,-9999,-9999,-4.37,-9999,-9999
,19.12.2002,-9999,-9999,-8.59,-9999,-9999
,20.12.2002,-9999,-9999,-9.79,-9999,-9999
,21.12.2002,-9999,-9999,-7.08,-9999,-9999
,22.12.2002,-9999,-9999,-8.11,-9999,-9999
,23.12.2002,-9999,-9999,-11.17,-9999,-9999
,24.12.2002,-9999,-9999,-12.43,-9999,-9999
,25.12.2002,-9999,-9999,-12.19,-9999,-9999
,26.12.2002,-9999,-9999,-13.69,-9999,-9999
,27.12.2002,-9999,-9999,-6.84,-9999,-9999
,28.12.2002,-9999,-9999,0.02,-9999,-9999
,29.12.2002,-9999,-9999,-0.69,-9999,-9999
,30.12.2002,-9999,-9999,-6.12,-9999,-9999
,31.12.2002,-9999,-9999,-7.08,-9999,-9999
,01.01.2003,-9999,-9999,-8.04,-9999,-9999
,02.01.2003,-9999,-9999,-7.8,-9999,-9999
,03.01.2003,-9999,-9999,-0.69,-9999,-9999
,04.01.2003,-9999,-9999,-1.41,-9999,-9999
,05.01.2003,-9999,-9999,-0.93,-9999,-9999
,06.01.2003,-9999,-9999,-4.61,-9999,-9999
,07.01.2003,-9999,-9999,-3.17,-9999,-9999
,08.01.2003,-9999,-9999,-2.06,-9999,-9999
,09.01.2003,-9999,-9999,-10.99,-9999,-9999
,10.01.2003,-9999,-9999,-13.39,-9999,-9999
,11.01.2003,-9999,-9999,-12.43,-9999,-9999
,12.01.2003,-9999,-9999,-9.79,-9999,-9999
,13.01.2003,-9999,-9999,-5.4,-9999,-9999
,14.01.2003,-9999,-9999,-4.61,-9999,-9999
,15.01.2003,-9999,-9999,-8.35,-9999,-9999
,16.01.2003,-9999,-9999,-8.11,-9999,-9999
,17.01.2003,-9999,-9999,-8.52,-9999,-9999
,18.01.2003,-9999,-9999,-9.55,-9999,-9999
,19.01.2003,-9999,-9999,-5.88,-9999,-9999
,20.01.2003,-9999,-9999,-3.1,-9999,-9999
,21.01.2003,-9999,-9999,-7.32,-9999,-9999
,22.01.2003,-9999,-9999,-12.91,-9999,-9999
,23.01.2003,-9999,-9999,-12.19,-9999,-9999
,24.01.2003,-9999,-9999,-6.84,-9999,-9999
,25.01.2003,-9999,-9999,-4.37,-9999,-9999
,26.01.2003,-9999,-9999,-9.07,-9999,-9999
,27.01.2003,-9999,-9999,2.83,-9999,-9999
,28.01.2003,-9999,-9999,-2.21,-9999,-9999
,29.01.2003,-9999,-9999,-5.09,-9999,-9999
,30.01.2003,-9999,-9999,-2.13,-9999,-9999
,31.01.2003,-9999,-9999,-2.69,-9999,-9999
,01.02.2003,-9999,-9999,8.23,-9999,-9999
,02.02.2003,-9999,-9999,-3.89,-9999,-9999
,03.02.2003,-9999,-9999,-6.6,-9999,-9999
,04.02.2003,-9999,-9999,-9.79,-9999,-9999
,05.02.2003,-9999,-9999,-10.51,-9999,-9999
,06.02.2003,-9999,-9999,-16.09,-9999,-9999
,07.02.2003,-9999,-9999,-18.06,-9999,-9999
,08.02.2003,-9999,-9999,-12.43,-9999,-9999
,09.02.2003,-9999,-9999,-10.99,-9999,-9999
,10.02.2003,-9999,-9999,-10.99,-9999,-9999
,11.02.2003,-9999,-9999,-9.07,-9999,-9999
,12.02.2003,-9999,-9999,-10.03,-9999,-9999
,13.02.2003,-9999,-9999,-2.93,-9999,-9999
,14.02.2003,-9999,-9999,-2.13,-9999,-9999
,15.02.2003,-9999,-9999,-2.69,-9999,-9999
,16.02.2003,-9999,-9999,-7.56,-9999,-9999
,17.02.2003,-9999,-9999,0.58,-9999,-9999
,18.02.2003,-9999,-9999,-3.41,-9999,-9999
,19.02.2003,-9999,-9999,-8.59,-9999,-9999
,20.02.2003,-9999,-9999,-8.04,-9999,-9999
,21.02.2003,-9999,-9999,-3.1,-9999,-9999
,22.02.2003,-9999,-9999,-10.75,-9999,-10.4
,23.02.2003,-9999,-9999,-19.02,-9999,-18.18
,24.02.2003,-9999,-9999,-21.94,-9999,-20.69
,25.02.2003,-9999,-9999,-19.26,-9999,-19.7
,26.02.2003,-9999,-9999,-10.99,-9999,-12.23
,27.02.2003,-9999,-9999,-6.36,-9999,-5.437
,28.02.2003,-9999,-9999,-5.16,-9999,-5.022
,01.03.2003,-9999,-9999,-7.08,-9999,-8.46
,02.03.2003,-9999,-9999,-7.8,-9999,-7.25
,03.03.2003,-9999,-9999,-5.16,-9999,-6.001
,04.03.2003,-9999,-9999,-11.17,-9999,-10.79
,05.03.2003,-9999,-9999,-13.69,-9999,-14.58
,06.03.2003,-9999,-9999,-0.69,-9999,-4.81
,07.03.2003,-9999,-9999,-7.8,-9999,-6.331
