@T,C2,,,,
,14.12.2002,0.122123854,0.133206425,0.094416043,0.104730352
,15.12.2002,0.122649588,0.13327071,0.094295386,0.104543939
,16.12.2002,0.122962047,0.13339267,0.09423327,0.104369358
,17.12.2002,0.123201361,0.133441465,0.094200391,0.104229822
,18.12.2002,0.12355773,0.133607927,0.094189433,0.104127175
,19.12.2002,0.122490899,0.133394937,0.094165702,0.104036201
,20.12.2002,0.120914821,0.132653228,0.093994192,0.103931741
,21.12.2002,0.120255602,0.131750776,0.093637143,0.103742318
,22.12.2002,0.119726063,0.131174646,0.09327362,0.103489444
,23.12.2002,0.119326068,0.130639444,0.092930863,0.103200326
,24.12.2002,0.118111828,0.130027008,0.092590676,0.102904003
,25.12.2002,0.116619059,0.129046267,0.092180932,0.10259668
,26.12.2002,0.115275043,0.12794217,0.09165365,0.102236278
,27.12.2002,0.114659891,0.126929712,0.091069068,0.101813577
,28.12.2002,0.116017674,0.126651998,0.090572263,0.101357621
,29.12.2002,0.117356828,0.127058885,0.090360083,0.100956057
,30.12.2002,0.119105648,0.127794997,0.090370773,0.100678757
,31.12.2002,0.119418521,0.128485711,0.090534772,0.100540276
,01.01.2003,0.120171294,0.128757025,0.09067037,0.100470131
,02.01.2003,0.120264008,0.129185267,0.090807898,0.100456867
,03.01.2003,0.120799507,0.12925491,0.090895459,0.100437915
,04.01.2003,0.122782407,0.129961568,0.091000984,0.100428441
,05.01.2003,0.123549461,0.130825763,0.091298268,0.100479612
,06.01.2003,0.124148795,0.131376754,0.091601488,0.100585788
,07.01.2003,0.124023716,0.131689055,0.091847728,0.100716703
,08.01.2003,0.124651283,0.131821182,0.092006107,0.100842022
,09.01.2003,0.125164988,0.132310691,0.09217367,0.100944621
,10.01.2003,0.122754821,0.132052751,0.09233599,0.10107011
,11.01.2003,0.119616417,0.130515195,0.092146666,0.101115766
,12.01.2003,0.118752835,0.129063644,0.091614127,0.100971246
,13.01.2003,0.119338368,0.128409787,0.091104819,0.100678768
,14.01.2003,0.12093269,0.128631109,0.090823975,0.100388673
,15.01.2003,0.121702887,0.129198353,0.09080253,0.100191758
,16.01.2003,0.121033818,0.129276686,0.090857921,0.100089606
,17.01.2003,0.121003252,0.129083008,0.09081861,0.10001777
,18.01.2003,0.1200928,0.128817867,0.090727509,0.09994029
,19.01.2003,0.120217826,0.128368593,0.090545475,0.099823191
,20.01.2003,0.121776291,0.128648487,0.090422445,0.099681654
,21.01.2003,0.122790523,0.12932683,0.090513371,0.099596779
,22.01.2003,0.122118768,0.129636195,0.090702509,0.099609975
,23.01.2003,0.120060443,0.128987523,0.090707867,0.099628836
,24.01.2003,0.120393142,0.12832524,0.090459892,0.099562846
,25.01.2003,0.12158534,0.12848137,0.090299523,0.099417757
,26.01.2003,0.122303128,0.128933008,0.090320897,0.099321733
,27.01.2003,0.12355031,0.12934207,0.090418884,0.099280323
,28.01.2003,0.12543126,0.130326604,0.090652553,0.099308555
,29.01.2003,0.125367393,0.131058238,0.091013528,0.099410224
,30.01.2003,0.125328007,0.131231687,0.09125882,0.099572272
,31.01.2003,0.126073484,0.13144269,0.09142018,0.099708063
,01.02.2003,0.127556244,0.13203281,0.091592501,0.099815638
,02.02.2003,0.12946695,0.133131403,0.091934141,0.099972418
,03.02.2003,0.128100286,0.133670119,0.092388365,0.100201229
,04.02.2003,0.125747333,0.132949759,0.092554495,0.1004474
,05.02.2003,0.124315787,0.131843365,0.092375714,0.100545962
,06.02.2003,0.123044523,0.130926735,0.092051157,0.100496672
,07.02.2003,0.12097648,0.129819784,0.091664392,0.100352671
,08.02.2003,0.11931449,0.128438304,0.091124561,0.10010665
,09.02.2003,0.119446451,0.127542062,0.090541976,0.099770363
,10.02.2003,0.118527236,0.127071895,0.090114476,0.099410251
,11.02.2003,0.118644769,0.126492916,0.089714822,0.099077229
,12.02.2003,0.119193886,0.126383335,0.089422396,0.098769253
,13.02.2003,0.120235589,0.126613308,0.089266667,0.098508673
,14.02.2003,-9999,0.12708477,0.089266668,0.098319582
,15.02.2003,0.122998795,0.127950738,0.089424168,0.09824289
,16.02.2003,0.123318073,0.128531258,0.089688192,0.098252241
,17.02.2003,0.123925108,0.12891344,0.08988518,0.09831771
,18.02.2003,0.124714924,0.129437885,0.090089556,0.098411286
,19.02.2003,0.125199784,0.12989587,0.090315567,0.098516155
,20.02.2003,0.124583683,0.130070579,0.090527635,0.098641709
,21.02.2003,0.124840764,0.129970078,0.090602551,0.098752348
,22.02.2003,0.125131813,0.130168921,0.090663229,0.09881614
,23.02.2003,0.124214226,0.13016457,0.090757867,0.098885588
,24.02.2003,0.120795837,0.129133582,0.090675741,0.098930654
,25.02.2003,0.117988538,0.127277244,0.090210625,0.098833038
,26.02.2003,0.118047605,0.125969286,0.089526982,0.098557399
,27.02.2003,0.119772262,0.125926373,0.089061668,0.098188693
,28.02.2003,0.12049983,0.126346848,0.08892395,0.097901017
,01.03.2003,0.120508109,0.126600378,0.088929243,0.097731265
,02.03.2003,0.120716525,0.126596075,0.088920421,0.097628758
,03.03.2003,0.122285192,0.126998596,0.088916896,0.09755611
,04.03.2003,0.123343184,0.127836074,0.089102301,0.097539348
,05.03.2003,0.121573363,0.127801428,0.089309115,0.097589634
,06.03.2003,0.122110039,0.127464296,0.089271972,0.097623165
,07.03.2003,0.123915119,0.127955023,0.089279052,0.097604536
,08.03.2003,0.126007781,0.12896583,0.089495017,0.09762503
,09.03.2003,0.127514,0.130177863,0.089915428,0.09774805
,10.03.2003,0.128296805,0.131014416,0.090374384,0.09796635
,11.03.2003,0.130261634,0.131955815,0.090806163,0.098220463
,12.03.2003,0.132374466,0.133255537,0.091325216,0.098512431
,13.03.2003,0.134360793,0.134709967,0.091979217,0.098885628
,14.03.2003,0.136419145,0.136151411,0.092684816,0.099319896
,15.03.2003,0.139008185,0.137717418,0.09342996,0.099823256
,16.03.2003,0.140363748,0.139393828,0.094284625,0.100379267
,17.03.2003,0.140704404,0.140388549,0.095072201,0.10099984
,18.03.2003,0.138115021,0.140429714,0.095666329,0.101584512
,19.03.2003,0.134380764,0.138898303,0.095791672,0.102039125
,20.03.2003,0.132073124,0.1371235,0.095445324,0.102230495
,21.03.2003,0.131020233,0.135682561,0.094897802,0.102190286
,22.03.2003,0.132905199,0.135359829,0.094417882,0.101998944
,23.03.2003,0.135090155,0.136088282,0.094319145,0.101840273
,24.03.2003,0.137552775,0.137491362,0.094556956,0.101834539
,25.03.2003,0.135486375,0.137637856,0.094925244,0.101987467
,26.03.2003,0.136757129,0.137558676,0.0949968,0.102138601
,27.03.2003,0.137562412,0.138271477,0.095145555,0.102253479
,28.03.2003,0.134548428,0.13769912,0.095305449,0.102397184
,29.03.2003,0.132958277,0.136492832,0.095084946,0.102468121
,30.03.2003,0.132308329,0.135362214,0.094685136,0.102376101
,31.03.2003,0.134814199,0.13532183,0.094328291,0.102176894
,01.04.2003,0.138738573,0.136711343,0.094357549,0.102033366
,02.04.2003,0.141641912,0.138514509,0.094806124,0.102085023
,03.04.2003,0.143598874,0.140178482,0.095471166,0.102326296
,04.04.2003,0.143460216,0.141093804,0.096146291,0.102700356
,05.04.2003,0.142265162,0.141109893,0.096568262,0.103096374
,06.04.2003,0.140630482,0.140477728,0.0967036,0.103393011
,07.04.2003,0.138210875,0.139248244,0.096584941,0.103556951
,08.04.2003,0.13795605,0.138083536,0.096212812,0.103551163
,09.04.2003,0.140711882,0.138133255,0.095902383,0.103435424
,10.04.2003,0.144958006,0.139507984,0.095970715,0.103346733
,11.04.2003,0.148771475,0.141601888,0.096484987,0.103439287
,12.04.2003,0.152157149,0.143674813,0.097291019,0.103763595
,13.04.2003,0.1549193,0.145573895,0.098190863,0.10424151
,14.04.2003,0.157537459,0.147292626,0.099089931,0.104817865
,15.04.2003,0.159211619,0.148713066,0.099965519,0.105444893
,16.04.2003,0.157610965,0.149144023,0.100714445,0.106093699
,17.04.2003,0.15678084,0.148462253,0.101052972,0.10663483
,18.04.2003,0.158552326,0.148407774,0.101134883,0.106992571
,19.04.2003,0.158476321,0.148615859,0.10133314,0.107270226
,20.04.2003,0.157326523,0.148105543,0.101459064,0.107528578
,21.04.2003,0.158318618,0.147687893,0.10139227,0.107680595
,22.04.2003,0.161077127,0.148124374,0.101399907,0.10778926
,23.04.2003,0.197208726,0.149324597,0.10173043,0.107963288
,24.04.2003,0.355417286,0.148919775,0.10210166,0.108319731
,25.04.2003,0.357439692,0.147170126,0.101606188,0.108359368
,26.04.2003,0.356252546,0.146805642,0.10114442,0.108137465
,27.04.2003,0.356399153,0.147685724,0.101049166,0.107888119
,28.04.2003,0.35668379,0.149265278,0.101354175,0.107814954
,29.04.2003,0.356683805,0.1507949,0.101931293,0.107957347
,30.04.2003,0.355040226,0.152067309,0.102571813,0.108242448
,01.05.2003,0.352217173,0.152139298,0.103070061,0.108571656
,02.05.2003,0.3511548,0.151726963,0.10323582,0.108853721
,03.05.2003,0.353493482,0.152701535,0.103359327,0.109030739
,04.05.2003,0.355385528,0.154886933,0.103906517,0.10928765
,05.05.2003,0.35359195,0.15585304,0.104585396,0.109694632
,06.05.2003,0.351944661,0.155894407,0.10495308,0.110108491
,07.05.2003,0.35127186,0.156101387,0.105126505,0.110418992
,08.05.2003,0.350958603,0.156584212,0.105270841,0.110649712
,09.05.2003,0.34887013,0.156874714,0.105436768,0.110862626
,10.05.2003,0.356834144,0.156408657,0.10551295,0.111065731
,11.05.2003,0.365549366,0.156513839,0.10528263,0.111112007
,12.05.2003,0.361973836,0.17471203,0.104616496,0.110836526
,13.05.2003,0.362207079,0.208124568,0.104330895,0.110495207
,14.05.2003,0.362810905,0.238727919,0.104589263,0.110352826
,15.05.2003,0.36409307,0.260177102,0.105194909,0.11047915
,16.05.2003,0.364484032,0.2742922,0.106078732,0.110838551
,17.05.2003,0.366079322,0.284418346,0.10702214,0.111369854
,18.05.2003,0.366560944,0.292277304,0.108105276,0.111997703
,19.05.2003,0.364660642,0.297517055,0.109158906,0.112757517
,20.05.2003,0.360656665,0.299096266,0.109749857,0.113442885
,21.05.2003,0.360013043,0.299430178,0.109705853,0.113901828
,22.05.2003,0.362265637,0.301150305,0.109695868,0.114132756
,23.05.2003,0.363968527,0.303911123,0.110218648,0.114402897
,24.05.2003,0.36503441,0.306705115,0.111095165,0.114843716
,25.05.2003,0.364682735,0.308683156,0.112085044,0.115441953
,26.05.2003,0.364409315,0.309946348,0.112937663,0.116103984
,27.05.2003,0.364128594,0.31085629,0.113689917,0.116708141
,28.05.2003,0.365695815,0.312169205,0.114396033,0.117272625
,29.05.2003,0.367113945,0.314183425,0.115358125,0.117826242
,30.05.2003,0.368000858,0.316290547,0.116554984,0.118500581
,31.05.2003,0.366577001,0.317631527,0.117823754,0.119225469
,01.06.2003,0.365093162,0.317479021,0.1187816,0.11994453
,02.06.2003,0.363851505,0.316902953,0.11940529,0.120505564
,03.06.2003,0.363184608,0.316449896,0.119876995,0.120907266
,04.06.2003,0.36154983,0.315778551,0.120373068,0.121188939
,05.06.2003,0.360450683,0.313939687,0.120635263,0.121347943
,06.06.2003,0.360272337,0.312139736,0.120512563,0.121288563
,07.06.2003,0.360913249,0.311139214,0.120368789,0.121055468
,08.06.2003,0.362870206,0.310815868,0.120309618,0.120718999
,09.06.2003,0.365672139,0.312526738,0.120580345,0.120391512
,10.06.2003,0.366494934,0.314923093,0.12144553,0.120239559
,11.06.2003,0.368280223,0.317360485,0.122596262,0.120290194
,12.06.2003,0.368948651,0.319804942,0.124082519,0.120511875
,13.06.2003,0.369385153,0.321675695,0.125737647,0.120867072
,14.06.2003,0.369751558,0.32301162,0.127453865,0.121322531
,15.06.2003,0.370654574,0.324362247,0.129212777,0.121774758
,16.06.2003,0.37179531,0.325980661,0.13119518,0.122242905
,17.06.2003,0.372004746,0.327410514,0.133485347,0.122789015
,18.06.2003,0.371036903,0.328104073,0.135876281,0.123368682
,19.06.2003,0.370228213,0.327975148,0.138152313,0.123896265
,20.06.2003,0.370445043,0.328081313,0.140407259,0.124311123
,21.06.2003,0.370839958,0.328422746,0.142908673,0.12465137
,22.06.2003,0.371724319,0.32921267,0.145682698,0.124983548
,23.06.2003,0.372028332,0.330091231,0.14875457,0.125372479
,24.06.2003,0.370753157,0.330452922,0.15204174,0.125803291
,25.06.2003,0.367718175,0.329304124,0.155041638,0.126193717
,26.06.2003,0.367184403,0.327876637,0.157555372,0.12639136
,27.06.2003,0.368303549,0.327580923,0.160096175,0.126380495
,28.06.2003,0.369830138,0.328255846,0.16306383,0.126417443
,29.06.2003,0.370504054,0.329269696,0.166445674,0.126573995
,30.06.2003,0.370184875,0.329604196,0.169933295,0.126898323
,01.07.2003,0.371593705,0.330243527,0.173317312,0.127216604
,02.07.2003,0.373053237,0.331451827,0.176916711,0.127585624
,03.07.2003,0.3741749,0.332831001,0.180732595,0.128047246
,04.07.2003,0.375052219,0.334133025,0.184659618,0.128635018
,05.07.2003,0.375827386,0.335303616,0.188592789,0.12926839
,06.07.2003,0.376077974,0.336349583,0.192457971,0.129930142
,07.07.2003,0.375620527,0.336873259,0.196146364,0.130602778
,08.07.2003,0.374631314,0.336807785,0.199459297,0.131248571
,09.07.2003,0.375219057,0.336888675,0.202422206,0.131718
,10.07.2003,0.375394019,0.337370501,0.20532123,0.132190689
,11.07.2003,0.375509259,0.337810278,0.208153954,0.132628593
,12.07.2003,0.375449571,0.338092053,0.210800214,0.133125633
,13.07.2003,0.375533071,-9999,0.213273243,0.133565383
,14.07.2003,0.375684164,0.338795194,0.215631791,0.134024005
,15.07.2003,0.375719963,0.33924768,0.217870379,0.134442964
,16.07.2003,0.374734462,0.33923995,0.21993191,0.13493501
,17.07.2003,0.374698746,0.339104537,0.221661263,0.135360191
,18.07.2003,0.375211035,0.339375363,0.223246077,0.135704533
,19.07.2003,0.374873459,0.339715996,0.224871305,0.13608121
,20.07.2003,0.374464459,0.339793445,0.226337232,0.136474422
,21.07.2003,0.372926539,0.33936768,0.227598657,0.13686375
,22.07.2003,0.372958085,0.338930518,0.228504918,0.137125935
,23.07.2003,0.373033335,0.338884113,0.229388536,0.137379307
,24.07.2003,0.373076898,0.338930518,0.230289746,0.137603229
,25.07.2003,0.3735324,0.339197378,0.231218022,0.13785712
,26.07.2003,0.373453203,0.339553382,0.232232922,0.138180042
,27.07.2003,0.373579983,0.339820553,0.233187764,0.138524064
,28.07.2003,0.373207545,0.340045221,0.234119808,0.138893881
,29.07.2003,0.372111423,0.339874792,0.234924945,0.13925507
,30.07.2003,0.370784209,0.339197436,0.235435278,0.139589143
,31.07.2003,0.37016502,0.338540129,0.235681241,0.139775963
,01.08.2003,0.369101596,0.337818036,0.235829528,0.139889056
,02.08.2003,0.36877911,0.337216292,0.235895803,0.139942154
,03.08.2003,0.369369203,0.337062084,0.235990502,0.139981415
,04.08.2003,0.369199981,0.337162303,0.236296841,0.140048407
,05.08.2003,0.369270866,0.337162301,0.236641358,0.140177815
,06.08.2003,0.369660691,0.337389778,0.237027333,0.140376685
,07.08.2003,0.369912683,0.337756254,0.237549948,0.140594243
,08.08.2003,0.368924576,0.337806416,0.238092245,0.14088155
,09.08.2003,0.368759374,0.337524763,0.238412906,0.14118313
,10.08.2003,0.368826296,0.33748233,0.23867979,0.14139446
,11.08.2003,0.369152806,0.337636623,0.238988207,0.141652503
,12.08.2003,0.369022951,0.337771678,0.239370081,0.141875895
,13.08.2003,0.368692532,0.337787115,0.239736377,0.14217408
,14.08.2003,0.368004821,0.337625075,0.239985013,0.142435286
,15.08.2003,0.36740405,0.337247128,0.24014766,0.14267109
,16.08.2003,0.367015703,0.33686557,0.24019232,0.142844005
,17.08.2003,0.36679604,0.336661419,0.24021465,0.142998331
,18.08.2003,0.365863701,0.33627642,0.240265697,0.143124674
,19.08.2003,0.363531552,0.335311409,0.240147668,0.143267474
,20.08.2003,0.363605481,0.3342595,0.239682224,0.14324406
,21.08.2003,0.364202341,0.334117604,0.239373246,0.143105951
,22.08.2003,0.364401498,0.334217281,0.239370061,0.143082553
,23.08.2003,0.364596764,0.334432074,0.239481514,0.143148081
,24.08.2003,0.363999368,0.3344781,0.239675829,0.143290893
,25.08.2003,0.362284765,0.333903031,0.239758683,0.143452539
,26.08.2003,0.361759844,0.333045169,0.239513368,0.143525188
,27.08.2003,0.36233924,0.332880608,0.239255467,0.143518154
,28.08.2003,0.362572768,0.332937996,0.239217272,0.143527532
,29.08.2003,0.361958219,0.333075749,0.239341414,0.143628361
,30.08.2003,0.358929079,0.332169727,0.239328681,0.143776151
,31.08.2003,0.355301108,0.32996232,0.238737097,0.143848916
,01.09.2003,0.354636418,0.327812431,0.23754689,0.14356508
,02.09.2003,0.356052449,0.326623189,0.236394872,0.143052186
,03.09.2003,0.357845388,0.326604233,0.23570649,0.142575362
,04.09.2003,0.357981322,0.326581558,0.235444724,0.14227666
,05.09.2003,0.359672106,0.326740422,0.235252466,0.142092498
,06.09.2003,0.360652582,0.327418041,0.235350162,0.142024925
,07.09.2003,0.360058981,0.327633973,0.235577158,0.142111137
,08.09.2003,0.358131443,0.326895682,0.235577159,0.142241678
,09.09.2003,0.357849301,0.326116573,0.23521782,0.142239343
,10.09.2003,0.357123289,0.32539905,0.23479585,0.142162412
,11.09.2003,0.355270691,0.324467808,0.234333465,0.14201794
,12.09.2003,0.354578935,0.323199562,0.233648762,0.141778132
,13.09.2003,0.354686202,0.322624687,0.232977738,0.141478127
,14.09.2003,0.352978736,0.32176564,0.232454913,0.141201701
,15.09.2003,0.352255258,0.320586053,0.231779747,0.140893157
,16.09.2003,0.3534003,0.320159663,0.231096335,0.140534066
,17.09.2003,0.354151899,0.320387716,0.230790895,0.140249479
,18.09.2003,0.350692439,0.319816196,0.230666305,0.140094611
,19.09.2003,0.348725789,0.317929498,0.229978753,0.139914468
,20.09.2003,0.348793791,0.316683812,0.229010046,0.139520001
,21.09.2003,0.34910601,0.316082535,0.228238648,0.139066365
,22.09.2003,0.349265898,0.315908226,0.227644931,0.138668704
,23.09.2003,0.349418333,0.315645013,0.227249586,0.138372623
,24.09.2003,0.350378466,0.315819237,0.227011991,0.138150233
,25.09.2003,0.349780223,0.315934183,0.226984227,0.138019651
,26.09.2003,0.35053871,0.315897093,0.226904039,0.137962402
,27.09.2003,0.35019176,0.316112197,0.226925623,0.137946373
,28.09.2003,0.349418144,0.315871156,0.226897875,0.1379853
,29.09.2003,0.348128561,0.315270897,0.226660487,0.13800362
,30.09.2003,0.346504396,0.314342164,0.226269298,0.13793722
,01.10.2003,0.343978519,0.312788222,0.225635668,0.137738142
,02.10.2003,0.344204535,0.31156191,0.224739242,0.137413579
,03.10.2003,0.345077343,0.311157497,0.224065205,0.137030155
,04.10.2003,0.344971577,0.311282465,0.223728642,0.136704283
,05.10.2003,0.344956499,0.311043605,0.223517692,0.136513072
,06.10.2003,0.345682568,0.311135451,0.223325185,0.136360677
,07.10.2003,0.346068675,0.311469936,0.22332213,0.136274288
,08.10.2003,0.346970477,0.311797285,0.22339851,0.136272013
,09.10.2003,0.34722107,0.312331031,0.223612458,0.136351581
,10.10.2003,0.34744488,0.3127105,0.223850986,0.136497143
,11.10.2003,0.346800075,0.312957502,0.224108036,0.136688337
,12.10.2003,0.344386252,0.312253851,0.224138647,0.136859171
,13.10.2003,0.343815904,0.311392768,0.22381123,0.136929816
,14.10.2003,0.341320856,0.310393941,0.223395478,0.136870564
,15.10.2003,0.339397219,0.308855155,0.222666015,0.136692898
,16.10.2003,0.338383565,0.307583475,0.221788797,0.13637889
,17.10.2003,0.33773412,0.30654441,0.220971323,0.135974499
,18.10.2003,0.33939357,0.306314909,0.220285869,0.135577613
,19.10.2003,0.340494919,0.306959694,0.220122273,0.135285476
,20.10.2003,0.341267948,0.307612566,0.220243434,0.13519723
,21.10.2003,0.341414451,0.308280881,0.22051318,0.135249264
,22.10.2003,0.341234189,0.308646435,0.220819516,0.135396388
,23.10.2003,0.341035226,0.308961025,0.22105931,0.135586654
,24.10.2003,0.340629863,0.309224553,0.221308367,0.135795223
,25.10.2003,0.337257702,0.308745345,0.221445112,0.135992636
,26.10.2003,0.332822175,0.306737923,0.221019905,0.136090263
,27.10.2003,0.33166806,0.304686755,0.219971011,0.135892788
,28.10.2003,0.331915365,0.303874352,0.219000423,0.135507394
,29.10.2003,0.330982073,0.303345688,0.218396999,0.135120345
,30.10.2003,0.329790661,0.303110469,0.217972195,0.1348401
,31.10.2003,0.323835946,0.301136135,0.217406675,0.134589542
,01.11.2003,0.320473963,0.298071513,0.216002656,0.134143336
,02.11.2003,0.318675701,0.295662966,0.214281807,0.133417295
,03.11.2003,0.317167145,0.29369206,0.212687794,0.132554908
,04.11.2003,0.316104043,0.292012018,0.211230837,0.131671328
,05.11.2003,0.31462517,0.290768141,0.209971178,0.130837849
,06.11.2003,0.31284558,0.289031435,0.208780702,0.13005394
,07.11.2003,0.312642485,0.287847648,0.207579505,0.129259624
,08.11.2003,0.312336194,0.28705545,0.206598195,0.128514278
,09.11.2003,0.31237176,0.286498871,0.20583493,0.127869945
,10.11.2003,0.312510834,0.286163148,0.205241807,0.127314821
,11.11.2003,0.312596248,0.286072258,0.204832445,0.126885267
,12.11.2003,0.312396541,0.285970911,0.204548213,0.12654355
,13.11.2003,0.310526233,0.285502999,0.204299007,0.126282743
,14.11.2003,0.309919413,0.284759941,0.20384739,0.126015758
,15.11.2003,0.309125788,0.28419561,0.203364579,0.125733938
,16.11.2003,0.307941335,0.283607641,0.202937282,0.125439517
,17.11.2003,0.306797802,0.28276693,0.202432728,0.125141184
,18.11.2003,0.305924492,0.281990077,0.201854121,0.124810923
,19.11.2003,0.306463339,0.28149819,0.201325299,0.124476874
,20.11.2003,0.306984718,0.281685165,0.20102388,0.124177745
,21.11.2003,0.306269728,0.281771748,0.200940678,0.124003625
,22.11.2003,0.303667871,0.281134954,0.200768627,0.12389837
,23.11.2003,0.299471576,0.279453795,0.200198665,0.123713785
,24.11.2003,0.296032918,0.277088529,0.199084424,0.12333654
,25.11.2003,0.294946608,0.27502498,0.197698117,0.122754862
,26.11.2003,0.293832748,0.273708994,0.196458943,0.122059819
,27.11.2003,-9999,0.272345908,0.195351393,0.12137562
,28.11.2003,0.290972987,0.270986905,0.194272876,0.120689467
,29.11.2003,0.29067627,0.269675696,0.193172696,0.120007744
,30.11.2003,0.294090598,0.269706043,0.192327544,0.119347206
,01.12.2003,0.29569087,0.270641738,0.192120778,0.118864706
,02.12.2003,0.295563458,0.271166118,0.192201783,0.118600883
,03.12.2003,0.295625476,0.271308326,0.192232511,0.118481663
,04.12.2003,0.294437806,0.27113567,0.19219061,0.118395945
,05.12.2003,0.292262703,0.270337568,0.191933734,0.118289377
,06.12.2003,0.290767921,0.268987928,0.191362129,0.118074339
,07.12.2003,0.292564031,0.268398561,0.190677431,0.117757422
,08.12.2003,0.294289534,0.268997933,0.190385601,0.1174493
,09.12.2003,0.293547461,0.269220305,0.190402269,0.117282948
,10.12.2003,0.292200428,0.268856433,0.190288409,0.117189445
,11.12.2003,0.290433639,0.268001797,0.189966479,0.117079373
,12.12.2003,0.289030084,0.266860268,0.189395577,0.1168615
,13.12.2003,0.288054804,0.26574166,0.188706853,0.116554814
,14.12.2003,0.28761366,0.264819389,0.187981,0.116167985
,15.12.2003,0.287484809,0.264245594,0.187366828,0.115794287
,16.12.2003,0.287311957,0.263865728,0.186850002,0.115433655
,17.12.2003,0.286854595,0.263336459,0.186408077,0.115110689
,18.12.2003,0.286881678,0.262993916,0.185961298,0.114812895
,19.12.2003,0.286732735,0.262744668,0.185594476,0.114533995
,20.12.2003,0.286678545,0.262445769,0.185277288,0.114286194
,21.12.2003,0.287217104,0.26235945,0.185001368,0.114069379
,22.12.2003,0.288173591,0.26260184,0.184862129,0.113883428
,23.12.2003,0.287691937,0.262787854,0.184840296,0.113771133
,24.12.2003,0.286888482,0.262382701,0.18473389,0.113701753
,25.12.2003,0.28669885,0.261981202,0.184493901,0.113601803
