@T,D3,,,,
,01.11.2002,0.135223921,0.232332908,0.211034388,0.141135778
,02.11.2002,0.134754928,0.230883028,0.209664245,0.14084641
,03.11.2002,0.134303601,0.229686131,0.20850587,0.140552982
,04.11.2002,0.133815703,0.228620938,0.20746937,0.140240096
,05.11.2002,0.133443158,0.227637727,0.206523563,0.139925426
,06.11.2002,0.13314184,0.226741969,0.205643116,0.139626538
,07.11.2002,0.133121108,0.225996574,0.204852082,0.139341212
,08.11.2002,0.134230633,0.22570302,0.204201513,0.139062803
,09.11.2002,0.136230194,0.22653276,0.203951395,0.138775968
,10.11.2002,0.135883214,0.226933013,0.204005744,0.138509151
,11.11.2002,0.135383498,0.226611528,0.203907929,0.138303783
,12.11.2002,0.13423301,0.225784859,0.203571209,0.13811169
,13.11.2002,0.134352824,0.224808864,0.203001687,0.137943736
,14.11.2002,0.136237015,0.22511978,0.202541288,0.13776066
,15.11.2002,0.136432475,0.225700002,0.202541287,0.137573372
,16.11.2002,0.135300003,0.22533434,0.202525052,0.137416688
,17.11.2002,0.135342503,0.224537375,0.20217348,0.137270976
,18.11.2002,0.137048576,0.224908436,0.201878939,0.137125362
,19.11.2002,0.137465936,0.225349319,0.20194647,0.136988523
,20.11.2002,0.138957726,0.225890616,0.202057246,0.136845264
,21.11.2002,0.140264294,0.226450842,0.202289724,0.13672377
,22.11.2002,0.14128674,0.227130305,0.2025792,0.136650031
,23.11.2002,0.142261611,0.228087879,0.203009813,0.136569824
,24.11.2002,0.140087022,0.227957136,0.203408363,0.136545985
,25.11.2002,0.137770398,0.226211893,0.203172449,0.136532984
,26.11.2002,0.136001334,0.224377955,0.202395288,0.136491813
,27.11.2002,0.134341434,0.222435976,0.201387888,0.136444153
,28.11.2002,0.133592944,0.220748514,0.200224811,0.136340196
,29.11.2002,0.133862055,0.219672358,0.199151452,0.136180035
,30.11.2002,0.134531285,0.219529485,0.198423443,0.135959438
,01.12.2002,0.134623966,0.219187546,0.198001332,0.135773606
,02.12.2002,0.136264753,0.219523583,0.197707762,0.135579308
,03.12.2002,0.13650888,0.2202293,0.197755786,0.135387317
,04.12.2002,0.135379052,0.219615861,0.19779314,0.135283834
,05.12.2002,0.135150621,0.218926103,0.197441149,0.135171797
,06.12.2002,0.134855572,0.218540198,0.197062882,0.13502537
,07.12.2002,0.134153388,0.217731123,0.19664518,0.134894076
,08.12.2002,0.133819834,0.216932649,0.196140385,0.134765021
,09.12.2002,0.133478546,0.216321685,0.195633701,0.134636044
,10.12.2002,0.133146015,0.215670535,0.195135741,0.134481358
,11.12.2002,0.133175073,0.215114565,0.194643809,0.134326782
,12.12.2002,0.133530493,0.214947059,0.194244985,0.134178758
,13.12.2002,0.133547133,0.214785523,0.19398905,0.134028673
,14.12.2002,0.133699065,0.214574153,0.193754398,0.133870124
,15.12.2002,0.134105398,0.214533067,0.193567325,0.133754493
,16.12.2002,0.134631529,0.214682751,0.193464606,0.13361539
,17.12.2002,0.135165772,0.214779644,0.193469874,0.133514868
,18.12.2002,0.135885195,0.215223327,0.193512013,0.13339942
,19.12.2002,0.135194647,0.215070497,0.193596298,0.133320352
,20.12.2002,0.134295445,0.214386461,0.193440923,0.133234904
,21.12.2002,0.133696979,0.213545568,0.193048852,0.13316444
,22.12.2002,0.133173091,0.212896483,0.192604729,0.133072653
,23.12.2002,0.132747703,0.212283567,0.192150716,0.132968108
,24.12.2002,0.131528338,0.211625183,0.191715668,0.132850815
,25.12.2002,0.130055244,0.210787912,0.191218461,0.132727191
,26.12.2002,0.126476215,0.209914936,0.190648924,0.132597243
,27.12.2002,0.122163,0.209104782,0.189984,0.132467374
,28.12.2002,0.124793419,0.208550288,0.189393227,0.132358858
,29.12.2002,0.12829072,0.208449308,0.188943724,0.132182361
,30.12.2002,0.131588791,0.208512775,0.188694565,0.132010247
,31.12.2002,0.13236242,0.208677255,0.1885934,0.131872228
,01.01.2003,0.133027755,0.208833167,0.188533753,0.131749147
,02.01.2003,0.133355833,0.20900936,0.188559687,0.131645218
,03.01.2003,0.133769927,0.209136517,0.188598587,0.131547687
,04.01.2003,0.134700844,0.209419884,0.18863749,0.131450212
,05.01.2003,0.135858336,0.20994675,0.188829503,0.131390898
,06.01.2003,0.1370422,0.210744335,0.189143708,0.1313189
,07.01.2003,0.137344522,0.211444706,0.189590891,0.131289256
,08.01.2003,0.138393241,0.211983348,0.189996988,0.131253273
,09.01.2003,0.139068756,0.212916916,0.19048451,0.131259623
,10.01.2003,0.13758835,0.212721292,0.19087344,0.131285021
,11.01.2003,0.135635506,0.21159036,0.190768986,0.1313189
,12.01.2003,0.134711173,0.210541179,0.190338438,0.13132737
,13.01.2003,0.134738183,0.209883013,0.189848545,0.13131043
,14.01.2003,0.135320373,0.209613731,0.18945821,0.131253271
,15.01.2003,0.135788383,0.209587683,0.189221646,0.131172849
,16.01.2003,0.135843006,0.209584788,0.189109918,0.13110303
,17.01.2003,0.135927081,0.209529801,0.18903458,0.131035353
,18.01.2003,0.13542324,0.209405413,0.18896447,0.1309677
,19.01.2003,0.135267926,0.209153861,0.188839878,0.13089795
,20.01.2003,0.135899898,0.209084495,0.188697156,0.130843013
,21.01.2003,0.136638809,0.209324432,0.188660834,0.130777523
,22.01.2003,0.136816018,0.209541374,0.188743858,0.13071205
,23.01.2003,0.136034453,0.209373607,0.188793159,0.130674053
,24.01.2003,0.135958623,0.209090275,0.188712724,0.13063817
,25.01.2003,0.136320593,0.208980468,0.188595994,0.130600179
,26.01.2003,0.136761155,0.209055597,0.188541533,0.130566411
,27.01.2003,0.138041634,0.209312895,0.188583027,0.130513665
,28.01.2003,0.140737318,0.210642958,0.188858078,0.130448277
,29.01.2003,0.140986321,0.211869716,0.189564907,0.130416643
,30.01.2003,0.141212452,0.212266038,0.190137701,0.130448277
,31.01.2003,0.142837606,0.212949098,0.190562779,0.130477805
,01.02.2003,0.145336403,0.214184277,0.191145273,0.130524213
,02.02.2003,0.14763905,0.216221791,0.192024997,0.130547421
,03.02.2003,0.14540678,0.216767295,0.193030488,0.130631838
,04.02.2003,0.142483001,0.215394313,0.193301395,0.130752179
,05.02.2003,0.140899968,0.21363648,0.19283331,0.130872593
,06.02.2003,0.14005948,0.212432408,0.19217434,0.130929647
,07.02.2003,0.138640995,0.211351765,0.191548126,0.130957131
,08.02.2003,0.136715389,0.210187392,0.190889169,0.130919083
,09.02.2003,0.136678867,0.20932158,0.190182027,0.130849351
,10.02.2003,0.136154498,0.208784112,0.189642923,0.130777522
,11.02.2003,0.135645799,0.208273418,0.1891697,0.13066561
,12.02.2003,0.135505048,0.207898795,0.188746469,0.130562193
,13.02.2003,0.13618381,0.207679973,0.188406727,0.130467259
,14.02.2003,0.137120337,0.207694365,0.188207205,0.130368148
,15.02.2003,0.138098738,0.207855591,0.188088073,0.130260655
,16.02.2003,0.138885415,0.208178268,0.188119145,0.130172173
,17.02.2003,0.139893687,0.20864265,0.188256424,0.130081618
,18.02.2003,0.141182012,0.209532766,0.188551934,0.13000373
,19.02.2003,0.142216205,0.210465704,0.189050218,0.129965853
,20.02.2003,0.141726515,0.21096791,0.189551856,0.12997427
,21.02.2003,0.141830199,0.210816859,0.189793848,0.129984791
,22.02.2003,0.142347878,0.211113195,0.189973531,0.130014255
,23.02.2003,0.141752711,0.211212048,0.190145485,0.130028985
,24.02.2003,0.13963889,0.210300489,0.190109008,0.130052141
,25.02.2003,0.137330437,0.209047104,0.189671558,0.130081614
,26.02.2003,0.136354449,0.208063055,0.189076196,0.130060562
,27.02.2003,0.137192207,0.207530345,0.188538957,0.130026881
,28.02.2003,0.138024373,0.207421029,0.188186485,0.129951124
,01.03.2003,0.138262028,0.207438286,0.187987097,0.129841725
,02.03.2003,0.1382408,0.207406648,0.187857704,0.129768124
,03.03.2003,0.138685151,0.207375011,0.18775423,0.12969245
,04.03.2003,0.13927516,0.207564865,0.187718017,0.129610502
,05.03.2003,0.139081174,0.207636802,0.187782684,0.129574788
,06.03.2003,0.139174964,0.207587879,0.187803377,0.129532783
,07.03.2003,0.140281407,0.20778938,0.187805966,0.129488684
,08.03.2003,0.143168696,0.208888309,0.188031134,0.12942361
,09.03.2003,0.145556061,0.210959474,0.188808879,0.129408916
,10.03.2003,0.147111459,0.212417825,0.189806985,0.129417313
,11.03.2003,0.150318535,0.214287074,0.19082139,0.129465592
,12.03.2003,0.153406984,0.216608281,0.192090643,0.129555887
,13.03.2003,0.156005428,0.218956115,0.193575543,0.129681946
,14.03.2003,0.158562195,0.221106951,0.195104284,0.129860665
,15.03.2003,0.162320843,0.223523288,0.196661448,0.130045834
,16.03.2003,0.16341986,0.225881689,0.198413126,0.130273315
,17.03.2003,0.163786801,0.227090912,0.199940119,0.130583306
,18.03.2003,0.159205611,0.226575672,0.20095115,0.13088529
,19.03.2003,0.154753569,0.223517744,0.200819214,0.131238481
,20.03.2003,0.154550281,0.221029341,0.199805819,0.131505305
,21.03.2003,0.158472955,0.220900583,0.19899331,0.131638853
,22.03.2003,0.161975253,0.222219828,0.199025448,0.13170884
,23.03.2003,0.165009753,0.223167927,0.199491774,0.131759753
,24.03.2003,0.168328248,0.224727559,0.200136088,0.13182341
,25.03.2003,0.167402403,0.224139886,0.200724934,0.13192955
,26.03.2003,0.171342459,0.223787295,0.200665721,0.132050609
,27.03.2003,0.174039702,0.224555485,0.200856872,0.132129214
,28.03.2003,0.172482,0.22305742,0.200961896,0.13225464
,29.03.2003,0.172554465,0.221148921,0.200281193,0.132356729
,30.03.2003,0.173911772,0.219470182,0.199376543,0.13240779
,31.03.2003,0.17878248,0.219734908,0.198720277,0.132392896
,01.04.2003,0.18471701,0.22194778,0.198931785,0.132346092
,02.04.2003,0.189159234,0.224540927,0.199958879,0.132314185
,03.04.2003,0.191675168,0.226757285,0.20125314,0.132324819
,04.04.2003,0.191768295,0.227640682,0.202433182,0.132424815
,05.04.2003,0.190732402,0.227364309,0.203093816,0.132582339
,06.04.2003,0.18919858,0.226314754,0.20316699,0.132735715
,07.04.2003,0.187226915,0.224034865,0.202687546,0.132880664
,08.04.2003,0.191460293,0.222267871,0.20172512,0.132987305
,09.04.2003,0.199408494,0.22274164,0.201091198,0.133000105
,10.04.2003,0.207499722,0.225108388,0.20139861,0.132989438
,11.04.2003,0.213198514,0.228191987,0.202574053,0.132968104
,12.04.2003,0.21746376,0.231052052,0.204112116,0.133019308
,13.04.2003,0.220233498,0.233633753,0.205799096,0.13314523
,14.04.2003,0.222303418,0.235956145,0.20745039,0.133360962
,15.04.2003,0.222905351,0.237939318,0.209004728,0.133604707
,16.04.2003,0.220769744,0.238407707,0.210275188,0.133923686
,17.04.2003,0.22122153,0.237795655,0.210695969,0.134225959
,18.04.2003,0.223253182,0.238470193,0.21086503,0.134504992
,19.04.2003,0.222442934,0.239377488,0.211250529,0.134722028
,20.04.2003,0.220840675,0.239258526,0.211386507,0.134926361
,21.04.2003,0.221417923,0.23967207,0.211231088,0.135113647
,22.04.2003,0.223523246,0.241441238,0.211314358,0.135255819
,23.04.2003,0.244475825,0.243866433,0.211886595,0.135408878
,24.04.2003,0.271167028,0.312412843,0.211886684,0.135577143
,25.04.2003,0.263974155,0.346618806,0.210363953,0.135723934
,26.04.2003,0.260248869,0.347923605,0.209153458,0.135790881
,27.04.2003,0.258852086,0.348072402,0.208817015,0.135784403
,28.04.2003,0.257975303,0.348095857,0.209412878,0.135810323
,29.04.2003,0.257215061,0.347857048,0.210649151,0.135840571
,30.04.2003,0.254619289,0.347348612,0.212803319,0.135946463
,01.05.2003,0.251471053,0.345638494,0.216728328,0.136087012
,02.05.2003,0.250751862,0.34373858,0.222489318,0.136260097
,03.05.2003,0.252804201,0.34347805,0.230016321,0.136394335
,04.05.2003,0.253489677,0.344247726,0.23908456,0.136517819
,05.05.2003,0.251288776,0.343932847,0.248622485,0.136660882
,06.05.2003,0.249824265,0.342744494,0.257564074,0.136862631
,07.05.2003,0.249048638,0.341752129,0.265780932,0.13706237
,08.05.2003,0.248192092,0.340889008,0.273180278,0.137281852
,09.05.2003,0.244817249,0.33920578,0.279220605,0.137464555
,10.05.2003,0.287813092,0.36659389,0.292259047,0.137664818
,11.05.2003,0.276991761,0.382734352,0.359342414,0.137743227
,12.05.2003,0.269456688,0.37120265,0.360845942,0.13769531
,13.05.2003,0.266950562,0.365045863,0.358951298,0.137532015
,14.05.2003,0.265808673,0.361001845,0.357529452,0.137386231
,15.05.2003,0.265095855,0.358652978,0.356558141,0.137357953
,16.05.2003,0.264284359,0.3565638,0.355861038,0.137429742
,17.05.2003,0.264464707,0.355464345,0.355297094,0.137625627
,18.05.2003,0.26311571,0.354466116,0.354979423,0.137873991
,19.05.2003,0.258679517,0.352593302,0.354518357,0.13820992
,20.05.2003,0.253736575,0.348786703,0.353307084,0.138620667
,21.05.2003,0.253478097,0.345732158,0.351319787,0.138948914
,22.05.2003,0.2556332,0.344944468,0.349717314,0.139238138
,23.05.2003,0.25645504,0.344944462,0.348900899,0.139499201
,24.05.2003,0.256082505,0.345057432,0.34855296,0.139857278
,25.05.2003,0.254334944,0.344275099,0.348302453,0.140398746
,26.05.2003,0.252874685,0.343214091,0.347876444,0.141180108
,27.05.2003,0.250926452,0.341930539,0.347290289,0.142148231
,28.05.2003,0.250527073,0.341036026,0.346645012,0.143271899
,29.05.2003,0.248485603,0.340827083,0.346309612,0.14451962
,30.05.2003,0.248218796,0.341384178,0.346533194,0.145866162
,31.05.2003,0.245982855,0.340981843,0.346749379,0.147245092
,01.06.2003,0.243996083,0.339537215,0.346436301,0.148627185
,02.06.2003,0.242470614,0.337907616,0.345728748,0.149943575
,03.06.2003,0.241598874,0.336578062,0.344895666,0.151151783
,04.06.2003,0.239802238,0.335190482,0.344015546,0.152238511
,05.06.2003,0.236726452,0.332879405,0.342873827,0.153160469
,06.06.2003,0.235055947,0.33033431,0.34131684,0.153943694
,07.06.2003,0.233834115,0.328311158,0.339716102,0.154563596
,08.06.2003,0.234082723,0.326751415,0.338248405,0.155030659
,09.06.2003,0.237215401,0.326868245,0.337187635,0.155393215
,10.06.2003,0.238636709,0.327793045,0.33685403,0.15565786
,11.06.2003,0.241241278,0.329048861,0.336828387,0.155913397
,12.06.2003,0.242842321,0.330626274,0.337187617,0.156169174
,13.06.2003,0.24426434,0.332006426,0.337664495,0.156483973
,14.06.2003,0.245384147,0.333122894,0.338130747,0.156827382
,15.06.2003,0.247134226,0.334352533,0.338593722,0.15720188
,16.06.2003,0.249183161,0.335902997,0.33919322,0.157565114
,17.06.2003,0.250107192,0.337334583,0.339992287,0.157947754
,18.06.2003,0.24966593,0.338099771,0.340644863,0.158347515
,19.06.2003,0.249267452,0.338072839,0.341028627,0.158766843
,20.06.2003,0.249777582,0.338257584,0.34116523,0.159167836
,21.06.2003,0.249889955,0.338423128,0.341338805,0.159514732
,22.06.2003,0.251048842,0.338966328,0.341564169,0.159852568
,23.06.2003,0.251837044,0.339726118,0.34198187,0.160169378
,24.06.2003,0.250903543,0.339984723,0.342433146,0.160491329
,25.06.2003,0.247981021,0.338854798,0.342514568,0.160813672
,26.06.2003,0.247948322,0.33764207,0.342026243,0.16112204
,27.06.2003,0.249811779,0.337780477,0.341682419,0.161349351
,28.06.2003,0.252068618,0.338916318,0.341870953,0.161543328
,29.06.2003,0.252998713,0.340255142,0.342499802,0.161720662
,30.06.2003,0.252548979,0.340506193,0.343103345,0.161900518
,01.07.2003,0.254533359,0.341248765,0.343525887,0.162171711
,02.07.2003,0.256477898,0.342624175,0.344256811,0.162445578
,03.07.2003,0.257968975,0.344142832,0.345286071,0.162760623
,04.07.2003,0.258989508,0.3455056,0.346395382,0.163138696
,05.07.2003,0.259774371,0.346645,0.347503068,0.163510036
,06.07.2003,0.259786761,0.347602708,0.348564256,0.16396888
,07.07.2003,0.258764108,0.347841395,0.349376352,0.16444301
,08.07.2003,0.257076718,0.347395406,0.349852145,0.164930088
,09.07.2003,0.257377786,0.347235023,0.350050836,0.165384009
,10.07.2003,0.256861878,0.347540087,0.350403403,0.165838673
,11.07.2003,0.255969164,0.34777877,0.350835009,0.166216083
,12.07.2003,0.254582555,0.347767021,0.351210568,0.166533025
,13.07.2003,0.252560018,0.347786592,0.351545014,0.16686011
,14.07.2003,0.249363451,0.347825731,0.35187592,0.167282945
,15.07.2003,0.246000446,0.347990144,0.352263448,0.167620678
,16.07.2003,0.240778573,0.34734461,0.352606012,0.167917146
,17.07.2003,0.234321535,0.346449731,0.352643666,0.168223757
,18.07.2003,0.228117448,0.345883806,0.35277549,0.168597036
,19.07.2003,0.222495344,0.345123775,0.353050533,0.168941275
,20.07.2003,0.218066628,0.34391349,0.353250302,0.169199728
,21.07.2003,0.212137245,0.341733718,0.353272924,0.169512658
,22.07.2003,0.20781574,0.339032635,0.352926191,0.169783965
,23.07.2003,0.204255032,0.33624943,0.352636135,0.169936998
,24.07.2003,0.200752955,0.332587588,0.352447878,0.170102465
,25.07.2003,0.198890772,0.328642275,0.352308608,0.170295234
,26.07.2003,0.197164817,0.324501252,0.352338718,0.170515336
,27.07.2003,0.196110592,0.320236406,0.352101637,0.170757892
,28.07.2003,0.195151404,0.31657796,0.351695421,0.17096597
,29.07.2003,0.193515403,0.312817738,0.351037861,0.17124611
,30.07.2003,0.19145133,0.307977229,0.349758885,0.17141234
,31.07.2003,0.190238941,0.303470128,0.347574541,0.171538929
,01.08.2003,0.188504425,0.299721097,0.345204966,0.171593555
,02.08.2003,0.187436194,0.295886002,0.342198273,0.171568719
,03.08.2003,0.187555241,0.292896558,0.338437645,0.171581138
,04.08.2003,0.186957696,0.291172381,0.334401295,0.171444593
,05.08.2003,0.18641148,0.289313212,0.329225914,0.171342857
,06.08.2003,0.186086958,0.288143015,0.324900171,0.171300675
,07.08.2003,0.186268689,0.287750939,0.321979235,0.171310601
,08.08.2003,0.185175239,0.287384295,0.32015262,0.171332928
,09.08.2003,0.184680193,0.286201707,0.317493454,0.171340372
,10.08.2003,0.184352318,0.285272185,0.314874577,0.171313081
,11.08.2003,0.184304385,0.284542296,0.312587609,0.1711841
,12.08.2003,0.183944186,0.284063321,0.310802932,0.1710874
,13.08.2003,0.183300351,0.283383947,0.309243745,0.171015524
,14.08.2003,0.18226731,0.282477314,0.307904657,0.170931275
,15.08.2003,0.181284528,0.281365357,0.306596777,0.1707678
,16.08.2003,0.180467038,0.280145969,0.305226631,0.170564829
,17.08.2003,0.180105983,0.279238405,0.303973709,0.170297713
,18.08.2003,0.179226971,0.278617253,0.303143568,0.169988863
,19.08.2003,0.176513523,0.277231236,0.302215463,0.169648291
,20.08.2003,0.176195943,0.275316661,0.300569375,0.169202232
,21.08.2003,0.176844245,0.27472436,0.29922539,0.168638856
,22.08.2003,0.176969729,0.27460538,0.298341694,0.168039807
,23.08.2003,0.177255235,0.274652954,0.297629719,0.167402868
,24.08.2003,0.176679593,0.274571362,0.297095565,0.166767355
,25.08.2003,0.174607878,0.27372935,0.296497528,0.166152791
,26.08.2003,0.173268391,0.272303042,0.295428977,0.165490979
,27.08.2003,0.173443073,0.271620053,0.294207045,0.164745893
,28.08.2003,0.17349876,0.271370163,0.293150063,0.163947206
,29.08.2003,0.173025985,0.27140394,0.292374713,0.163148399
,30.08.2003,0.169470808,0.270368949,0.291873144,0.162587433
,31.08.2003,0.161482129,0.26725509,0.290945616,0.162236558
,01.09.2003,0.159706374,0.264379993,0.289098886,0.161792641
,02.09.2003,0.160297361,0.263062104,0.28736226,0.161107767
,03.09.2003,0.161680362,0.26289969,0.286216778,0.16034589
,04.09.2003,0.162087887,0.262893078,0.285568709,0.159678879
,05.09.2003,0.164075474,0.2631681,0.285113928,0.159210589
,06.09.2003,0.165871661,0.264034067,0.285034298,0.158837974
,07.09.2003,0.166093866,0.26433965,0.285143783,0.158558265
,08.09.2003,0.164839675,0.26349659,0.285017723,0.158356961
,09.09.2003,0.16506118,0.262651409,0.284510466,0.158217328
,10.09.2003,0.164744746,0.261702321,0.283924323,0.158061216
,11.09.2003,0.163309025,0.260416155,0.283249642,0.157900462
,12.09.2003,0.163105829,0.258877175,0.282302136,0.15769731
,13.09.2003,0.163897973,0.258237463,0.281425533,0.15750138
,14.09.2003,0.162735004,0.257281785,0.280724815,0.157227795
,15.09.2003,0.162314959,0.255845277,0.279861082,0.157003956
,16.09.2003,0.164199597,0.255447598,0.278956263,0.156712074
,17.09.2003,0.166039412,0.256034153,0.27857977,0.15643226
,18.09.2003,0.162739514,0.255438573,0.278461991,0.156171515
,19.09.2003,0.160702333,0.25293863,0.2775633,0.155995488
,20.09.2003,0.16136866,0.251470932,0.276255779,0.155782078
,21.09.2003,0.162404933,0.251061376,0.275296169,0.155505598
,22.09.2003,0.163175055,0.251119402,0.274724618,0.155224726
,23.09.2003,0.163924701,0.251051702,0.274371023,0.154958188
,24.09.2003,0.165597325,0.251603169,0.274163527,0.154684908
,25.09.2003,0.165352518,0.251848502,0.27422835,0.154472555
,26.09.2003,0.166754008,0.25189367,0.274140839,0.154295355
,27.09.2003,0.166956123,0.252388027,0.274205671,0.154129903
,28.09.2003,0.166222913,0.25208108,0.274218623,0.153999487
,29.09.2003,0.165172399,0.25124205,0.273920501,0.153885419
,30.09.2003,0.16385326,0.250124775,0.273383064,0.153778394
,01.10.2003,0.161199395,0.248206769,0.272510293,0.153659781
,02.10.2003,0.161596476,0.246698083,0.271265343,0.15352728
,03.10.2003,0.16297106,0.246369633,0.270338626,0.153343755
,04.10.2003,0.163271062,0.246761828,0.269936964,0.153118582
,05.10.2003,0.163454063,0.246509903,0.269670505,0.152939979
,06.10.2003,0.164561527,0.24668845,0.269436263,0.152775398
,07.10.2003,0.16541316,0.247218198,0.269391359,0.152603979
,08.10.2003,0.166787238,0.247739052,0.269529308,0.152495171
,09.10.2003,0.167662662,0.248574361,0.269802121,0.152372521
,10.10.2003,0.168079812,0.249218803,0.270126497,0.152314685
,11.10.2003,0.16760817,0.24964576,0.27039002,0.152282304
,12.10.2003,0.16493461,0.248565175,0.270348236,0.152259178
,13.10.2003,0.164610139,0.247282121,0.269737953,0.1522453
,14.10.2003,0.16237715,0.24607064,0.269061146,0.152201363
,15.10.2003,0.16051774,0.244126398,0.268065487,0.152101973
,16.10.2003,0.159967631,0.242594996,0.266864593,0.151947181
,17.10.2003,0.159752933,0.241604702,0.265794118,0.151785545
,18.10.2003,0.161839711,0.241547913,0.264986577,0.151582501
,19.10.2003,0.163383204,0.24250333,0.264773796,0.151381922
,20.10.2003,0.164763803,0.243388213,0.264986564,0.151190712
,21.10.2003,0.165483773,0.244370089,0.265355173,0.15104337
,22.10.2003,0.165850479,0.244868255,0.265733613,0.150953627
,23.10.2003,0.16619382,0.245309833,0.266042323,0.150896112
,24.10.2003,0.166423373,0.245637355,0.266303456,0.150854712
,25.10.2003,0.163589614,0.245090885,0.266430898,0.150845511
,26.10.2003,0.159593937,0.242595907,0.265848243,0.15085471
,27.10.2003,0.159069915,0.240287124,0.264491529,0.150831714
,28.10.2003,0.160099097,0.239634419,0.263284257,0.150719063
,29.10.2003,0.159717936,0.239339939,0.26261397,0.150542139
,30.10.2003,0.159341778,0.239271034,0.262105602,0.150351555
,31.10.2003,0.153831833,0.237017692,0.261465608,0.150174885
,01.11.2003,0.150665652,0.233338277,0.259739422,0.150057937
,02.11.2003,0.149261351,0.230684205,0.257566673,0.149837952
,03.11.2003,0.148196331,0.228672977,0.255612988,0.149547227
,04.11.2003,0.14757729,0.227118346,0.253875523,0.149176865
,05.11.2003,0.146615365,0.225945274,0.252391884,0.148802478
,06.11.2003,0.145206335,0.224239255,0.250981217,0.148414996
,07.11.2003,0.145206473,0.223110913,0.249541395,0.148034928
,08.11.2003,0.145149832,0.222420636,0.248408994,0.147662253
,09.11.2003,0.145364069,0.221980099,0.247474799,0.147278804
,10.11.2003,0.14577384,0.22175255,0.246755737,0.14693896
,11.11.2003,0.146405685,0.221899234,0.246247663,0.1466041
,12.11.2003,0.146779254,0.22205495,0.245949816,0.146301325
,13.11.2003,0.145548191,0.221779595,0.24571594,0.146046267
,14.11.2003,0.1453247,0.221052911,0.24521828,0.145827554
,15.11.2003,0.145165085,0.220658782,0.244678796,0.145586508
,16.11.2003,0.144399163,0.220128047,0.244194475,0.145386203
,17.11.2003,0.143763128,0.21932137,0.243568751,0.145168068
,18.11.2003,0.143450397,0.218647047,0.242916814,0.144988311
,19.11.2003,0.144366587,0.218394795,0.24231409,0.144799718
,20.11.2003,0.145484389,0.218958775,0.242040133,0.144575394
,21.11.2003,0.14534457,0.219356986,0.24205217,0.144360222
,22.11.2003,0.143423117,0.218783666,0.241976945,0.144203446
,23.11.2003,0.139807433,0.216895017,0.241363716,0.14406692
,24.11.2003,0.136901844,0.214079477,0.239993246,0.143908106
,25.11.2003,0.135605689,0.211773887,0.23818295,0.143662266
,26.11.2003,0.135180082,0.210512217,0.23663294,0.143401057
,27.11.2003,0.134677582,0.209338987,0.235343464,0.143093328
,28.11.2003,0.134161948,0.208362929,0.234202768,0.142772628
,29.11.2003,0.133642926,0.207306094,0.233141901,0.142463469
,30.11.2003,0.135888726,0.207366555,0.232239396,0.142168037
,01.12.2003,0.138003229,0.208876735,0.232136617,0.141815324
,02.12.2003,0.138033127,0.209819288,0.232486088,0.14156718
,03.12.2003,0.138247432,0.210161155,0.232738819,0.141365758
,04.12.2003,0.137393476,0.2101148,0.23284173,0.141210934
,05.12.2003,0.135848316,0.209356402,0.232635946,0.141062842
,06.12.2003,0.134422725,0.207930715,0.23205156,0.140970053
,07.12.2003,0.135319421,0.207219762,0.231224865,0.140804458
,08.12.2003,0.13701237,0.207982434,0.230864774,0.140627952
