@T,C4,,,,
,16.11.2002,0.232125253,0.123427622,0.07705825,0.108527058
,17.11.2002,0.232541215,0.123280483,0.076819852,0.108263962
,18.11.2002,0.228835764,0.124227142,0.076698334,0.107981355
,19.11.2002,0.226755693,0.124688089,0.076706542,0.107756773
,20.11.2002,0.22472575,0.12546208,0.076754148,0.107599926
,21.11.2002,0.224306275,0.126353135,0.076851054,0.107490811
,22.11.2002,0.222628564,0.127386538,0.077015459,0.10742141
,23.11.2002,0.21774897,0.128420258,0.077222912,0.107423393
,24.11.2002,0.217139559,0.127450895,0.077315207,0.107474944
,25.11.2002,0.217031297,0.125547725,0.077074728,0.107455116
,26.11.2002,-9999,0.12368358,0.076598352,0.107270815
,27.11.2002,-9999,0.122163858,0.076007806,0.10693047
,28.11.2002,0.240061698,0.12148768,0.075449145,0.106480265
,29.11.2002,0.24676582,0.121416982,0.074994894,0.105993815
,30.11.2002,0.241305022,0.12161196,0.074744133,0.105559684
,01.12.2002,0.239977988,0.121569218,0.074532618,0.105199048
,02.12.2002,0.23681934,0.122467152,0.074418112,0.104876273
,03.12.2002,0.230905442,0.122723516,0.074448737,0.104647751
,04.12.2002,0.228494069,0.122105692,0.074342392,0.10446437
,05.12.2002,0.22583647,0.121704155,0.074109048,0.104257823
,06.12.2002,0.221318315,0.121588516,0.073896999,0.104006801
,07.12.2002,0.229574123,0.122180887,0.073686903,0.103711449
,08.12.2002,0.228229713,0.122021851,0.073502779,0.103428228
,09.12.2002,0.226934696,0.12175135,0.073275798,0.103155163
,10.12.2002,0.225799797,0.121356966,0.07302852,0.102859328
,11.12.2002,0.225399655,0.12110441,0.072775362,0.102538943
,12.12.2002,0.225232187,0.121247761,0.072568766,0.102228773
,13.12.2002,0.224336939,0.12126916,0.07241484,0.101940291
,14.12.2002,0.224005822,0.121267019,0.072273783,0.101682986
,15.12.2002,0.223985281,0.121442613,0.072153459,0.101445238
,16.12.2002,0.224064392,0.121783536,0.072069622,0.101228866
,17.12.2002,0.223786123,0.122006807,0.072030095,0.101047169
,18.12.2002,0.223894557,0.122428317,0.072009545,0.100909594
,19.12.2002,0.222401441,0.122451986,0.071992162,0.100779764
,20.12.2002,0.220606142,0.121905966,0.071862657,0.100659573
,21.12.2002,0.219562357,0.121256364,0.071645025,0.100482308
,22.12.2002,0.218677836,0.120833015,0.071383733,0.10025576
,23.12.2002,0.217826986,0.120423331,0.071138717,0.100001009
,24.12.2002,0.216650817,0.11997412,0.07087539,0.099725779
,25.12.2002,0.215101009,0.119286269,0.070586128,0.09944911
,26.12.2002,0.207028719,0.118469827,0.070243033,0.099133216
,27.12.2002,0.188193311,0.117635677,0.069806313,0.098770774
,28.12.2002,0.18185298,0.117091885,0.069327845,0.098339517
,29.12.2002,0.183248622,0.117131719,0.069017633,0.097888731
,30.12.2002,0.187650907,0.117396076,0.068854385,0.097519621
,31.12.2002,0.192313951,0.117734384,0.068814381,0.097272764
,01.01.2003,0.199023189,0.118033232,0.068832839,0.097091595
,02.01.2003,0.209344933,0.118372638,0.068851304,0.096972177
,03.01.2003,0.214720956,0.118680907,0.06888978,0.096886399
,04.01.2003,0.216409573,0.119402949,0.068955995,0.096832345
,05.01.2003,0.217349145,0.120478964,0.069134811,0.096817437
,06.01.2003,0.218224704,0.121616443,0.069369531,0.096869622
,07.01.2003,0.21761989,0.122361578,0.069640335,0.096981503
,08.01.2003,0.217824328,0.122742846,0.069821732,0.097106528
,09.01.2003,0.217916685,0.123431758,0.069978558,0.09723912
,10.01.2003,0.215116247,0.123258869,0.070098252,0.097358734
,11.01.2003,0.212451615,0.12210809,0.070039176,0.097431658
,12.01.2003,0.211148189,0.121089571,0.06975815,0.097364343
,13.01.2003,0.210642235,0.120457443,0.069456127,0.097177488
,14.01.2003,0.211018087,0.120310363,0.069202703,0.096942348
,15.01.2003,0.211232924,0.120610988,0.069083899,0.096737342
,16.01.2003,0.210746771,0.12078599,0.069040735,0.096580964
,17.01.2003,0.210534962,0.120854334,0.06900837,0.096467498
,18.01.2003,0.209748374,0.12086502,0.06894675,0.0963634
,19.01.2003,0.209323285,0.120668587,0.068883628,0.096257526
,20.01.2003,0.209928858,0.120771064,0.068779006,0.096144288
,21.01.2003,0.210642365,0.121346299,0.068765166,0.096049677
,22.01.2003,0.209940277,0.121762061,0.068832842,0.095995899
,23.01.2003,0.208452301,0.12151335,0.06886823,0.095975505
,24.01.2003,0.208211,0.121213515,0.068794389,0.095919903
,25.01.2003,0.208598375,0.121286289,0.06869292,0.095832831
,26.01.2003,0.208943798,0.121669835,0.068669871,0.095738403
,27.01.2003,0.210202863,0.122163825,0.06869753,0.095675481
,28.01.2003,0.212561977,0.123555527,0.068865181,0.095668079
,29.01.2003,0.212414678,0.12473369,0.069170312,0.09574766
,30.01.2003,0.212034502,0.125101822,0.069420533,0.095903229
,31.01.2003,0.21293416,0.125601857,0.069572173,0.09605524
,01.02.2003,0.214569779,0.126605457,0.0697721,0.096186974
,02.02.2003,0.216733853,0.128288046,0.070102978,0.096368988
,03.02.2003,0.214958514,0.129172392,0.070518992,0.096627502
,04.02.2003,0.211474975,0.128329928,0.07071579,0.096916244
,05.02.2003,0.209275804,0.126877987,0.070600168,0.097076662
,06.02.2003,0.207813326,0.125807477,0.070297539,0.097067329
,07.02.2003,0.20610059,0.124870998,0.069997223,0.096953532
,08.02.2003,0.204562509,0.123832461,0.069686848,0.096774598
,09.02.2003,0.2037917,0.122943483,0.069320104,0.096527025
,10.02.2003,0.202849253,0.122454149,0.06898221,0.096229691
,11.02.2003,0.201131408,0.12204764,0.068712919,0.09594587
,12.02.2003,0.199503145,0.121789952,0.068471859,0.095662548
,13.02.2003,0.199716024,0.121701985,0.068287948,0.095401892
,14.02.2003,0.202193865,0.12186723,0.068171626,0.095180383
,15.02.2003,0.204398614,0.122510227,0.068157858,0.095016295
,16.02.2003,0.205151229,0.123282572,0.068269569,0.094937071
,17.02.2003,0.206064341,0.12406004,0.068419718,0.094933387
,18.02.2003,0.207049354,0.124966796,0.068628411,0.094990498
,19.02.2003,0.207583483,0.125763653,0.068849783,0.095113983
,20.02.2003,0.20656677,0.126151093,0.06905462,0.095232037
,21.02.2003,0.206435134,0.126054668,0.069168735,0.095363093
,22.02.2003,0.206770051,0.126370345,0.069228934,0.095453605
,23.02.2003,0.205756024,0.126512983,0.06927989,0.09553862
,24.02.2003,0.202910292,0.12565887,0.069262907,0.095588538
,25.02.2003,0.200955033,0.124425051,0.069062334,0.095568203
,26.02.2003,0.199653405,0.123392877,0.068732925,0.095431441
,27.02.2003,0.199475284,0.122921825,0.068413607,0.095187773
,28.02.2003,0.200255265,0.122936929,0.068202231,0.09493893
,01.03.2003,0.200586918,0.123129076,0.068107394,0.094749332
,02.03.2003,0.200608938,0.123226288,0.068061538,0.094596715
,03.03.2003,0.201392035,0.12345551,0.068035559,0.094501178
,04.03.2003,0.202474008,0.124220702,0.068085995,0.094455265
,05.03.2003,0.201064615,0.124316143,0.068194573,0.094457101
,06.03.2003,0.201375579,0.124170623,0.068205281,0.094446084
,07.03.2003,0.203485331,0.124833985,0.068220589,0.094436903
,08.03.2003,0.206134715,0.126245844,0.068405942,0.094455266
,09.03.2003,0.20788635,0.128013535,0.068779075,0.094583855
,10.03.2003,0.2088013,0.129243713,0.069199665,0.094806379
,11.03.2003,0.211231037,0.130716398,0.06960475,0.095086348
,12.03.2003,0.213757435,0.132679303,0.070110815,0.095422227
,13.03.2003,0.215968948,0.134791631,0.070728444,0.095840285
,14.03.2003,0.218021083,0.136760602,0.071396457,0.096324458
,15.03.2003,0.221062937,0.138953615,0.072090372,0.09688275
,16.03.2003,0.222349224,0.141262481,0.072877407,0.097500985
,17.03.2003,0.222561848,0.142606944,0.073624587,0.098179786
,18.03.2003,0.218840302,0.14268479,0.074200762,0.098851937
,19.03.2003,0.213837901,0.140570292,0.074348828,0.0994037
,20.03.2003,0.21093076,0.138119236,0.074048018,0.099697317
,21.03.2003,0.211478141,0.136785356,0.073606859,0.099721967
,22.03.2003,0.213629315,0.137312624,0.073366844,0.099629065
,23.03.2003,0.21527995,0.138308248,0.073426,0.099585473
,24.03.2003,0.217664034,0.140060806,0.073693355,0.099668878
,25.03.2003,0.214595935,0.140125697,0.074051175,0.099875674
,26.03.2003,0.215413825,0.139829329,0.074125106,0.100094105
,27.03.2003,0.21617083,0.14067213,0.074257053,0.100255748
,28.03.2003,0.211967603,0.139769471,0.07439716,0.100444208
,29.03.2003,0.209650805,0.138047148,0.074194307,0.100552801
,30.03.2003,0.2086076,0.13653503,0.073836049,0.10049564
,31.03.2003,0.211527603,0.136576241,0.073510784,0.100324258
,01.04.2003,0.216127067,0.138575587,0.073536393,0.100173952
,02.04.2003,0.219433349,0.141129397,0.07395327,0.100202482
,03.04.2003,0.221309224,0.143403072,0.074568249,0.100451848
,04.04.2003,0.220699466,0.144550108,0.075187772,0.100846618
,05.04.2003,0.218982443,0.1446286,0.075601935,0.101286307
,06.04.2003,0.216569494,0.143880995,0.075772858,0.10164654
,07.04.2003,0.212500524,0.141962699,0.075681675,0.101873034
,08.04.2003,0.211562718,0.14002318,0.075283475,0.101917215
,09.04.2003,0.214578312,0.1399646,0.074923644,0.101784698
,10.04.2003,0.219557405,0.14185687,0.074928499,0.101656117
,11.04.2003,0.22370629,0.144651026,0.07536146,0.101696413
,12.04.2003,0.227125602,0.14732603,0.076060127,0.101974896
,13.04.2003,0.230010028,0.149796986,0.076890714,0.10245224
,14.04.2003,0.232508008,0.152015752,0.077736602,0.103064303
,15.04.2003,0.233986273,0.153868797,0.078576319,0.103744563
,16.04.2003,0.231560267,0.154498353,0.079305763,0.104474238
,17.04.2003,0.230057312,0.153634385,0.079672797,0.105120793
,18.04.2003,0.231615557,0.153663825,0.079807162,0.105587155
,19.04.2003,0.231054538,0.153957275,0.080032526,0.10596036
,20.04.2003,0.2294562,0.153356065,0.080173976,0.106296921
,21.04.2003,0.230319415,0.152940155,0.080155444,0.106537418
,22.04.2003,0.23292461,0.153587545,0.080202631,0.106705183
,23.04.2003,0.273513485,0.154671589,0.080481024,0.106884961
,24.04.2003,0.324475655,0.151845555,0.080558737,0.107112416
,25.04.2003,0.31589407,0.158161114,0.079973768,0.107185645
,26.04.2003,0.311396279,0.187359674,0.079446392,0.107011519
,27.04.2003,0.309787526,0.221706155,0.079317385,0.106786162
,28.04.2003,0.308576733,0.250988337,0.07961076,0.106695303
,29.04.2003,0.307570609,0.268087633,0.080153868,0.106847421
,30.04.2003,0.305350548,0.277077392,0.080787138,0.107146085
,01.05.2003,0.302221151,0.280548199,0.081263509,0.107552334
,02.05.2003,0.300885376,0.281650242,0.081445353,0.10789189
,03.05.2003,0.302357938,0.283504036,0.081612163,0.108116623
,04.05.2003,0.302882808,0.286367406,0.082100163,0.108369563
,05.05.2003,0.300888117,0.287693993,0.082747645,0.108768595
,06.05.2003,0.299318798,0.287790699,0.083170606,0.109216525
,07.05.2003,0.29857781,0.287762035,0.083406731,0.109593305
,08.05.2003,0.298122526,0.287912523,0.08361391,0.10988645
,09.05.2003,0.296254383,0.287758489,0.083828303,0.110163964
,10.05.2003,0.306507982,0.286438828,0.083842151,0.110387473
,11.05.2003,0.317780995,0.297322298,0.083324145,0.110423744
,12.05.2003,0.314094204,0.310134996,0.082625742,0.110168007
,13.05.2003,0.31308801,0.3123189,0.082610299,0.109759911
,14.05.2003,0.312198273,0.313806751,0.083220724,0.109515056
,15.05.2003,0.312276609,0.315526045,0.084159533,0.109547148
,16.05.2003,0.311705769,0.316958379,0.085265165,0.109826197
,17.05.2003,0.312344478,0.318474772,0.086372413,0.110288823
,18.05.2003,0.312233767,0.320063985,0.087591222,0.110891995
,19.05.2003,0.310289375,0.320930997,0.088832584,0.111632966
,20.05.2003,0.306528185,0.319770343,0.089746792,0.112364589
,21.05.2003,0.305512017,0.318155124,0.090127449,0.112902896
,22.05.2003,0.306965904,0.318044736,0.09050016,0.113195128
,23.05.2003,0.308176028,0.319072478,0.091324858,0.11346122
,24.05.2003,0.308913213,0.320422884,0.092579395,0.113865172
,25.05.2003,0.308416825,0.321271366,0.094103253,0.114426359
,26.05.2003,0.30798815,0.321631061,0.095649386,0.115042858
,27.05.2003,0.307584765,0.321742079,0.09715759,0.115661311
,28.05.2003,0.308608429,0.322201771,0.098643738,0.116217328
,29.05.2003,0.309754781,0.323314268,0.100312927,0.116762452
,30.05.2003,0.310369777,0.324536748,0.10222846,0.117415713
,31.05.2003,0.309229459,0.325249125,0.104261908,0.118157128
,01.06.2003,0.307719239,0.324844665,0.106105847,0.118901305
,02.06.2003,0.306422046,0.323994382,0.107657607,0.119517196
,03.06.2003,0.305695318,0.323268162,0.109050852,0.119974023
,04.06.2003,0.303879661,0.322328348,0.110387399,0.120304606
,05.06.2003,0.302104666,0.320411695,0.11145245,0.120514678
,06.06.2003,0.302549528,0.318916293,0.112093196,0.120497695
,07.06.2003,0.303434005,0.318170257,0.112585583,0.1202834
,08.06.2003,0.305900803,0.318094148,0.113095813,0.119952854
,09.06.2003,0.30857998,0.319659732,0.113860808,0.119578441
,10.06.2003,0.309162036,0.321382403,0.115192702,0.119352427
,11.06.2003,0.310430528,0.322803861,0.116833055,0.119324981
,12.06.2003,0.310765102,0.324236609,0.118868384,0.119485468
,13.06.2003,0.31081833,0.325195203,0.121122625,0.119787774
,14.06.2003,0.310707991,0.32569632,0.123502298,0.120183763
,15.06.2003,0.31103575,0.326271309,0.125980333,0.120591158
,16.06.2003,0.311509531,0.327051767,0.128641888,0.121052587
,17.06.2003,0.311210225,0.327662967,0.131485818,0.121555611
,18.06.2003,0.310018002,0.327767482,0.134352925,0.12208769
,19.06.2003,0.308707746,0.327175511,0.137017793,0.122597548
,20.06.2003,0.308264645,0.326761845,0.139451565,0.122999011
,21.06.2003,0.307394235,0.3264528,0.14187304,0.123308716
,22.06.2003,0.306684146,0.326475953,0.144290822,0.123623193
,23.06.2003,0.305569023,0.32657638,0.146810256,0.123966235
,24.06.2003,0.304905867,0.326402592,0.14934838,0.124374729
,25.06.2003,0.302921056,0.3251415,0.151510265,0.124753653
,26.06.2003,0.302626578,0.323579329,0.153011481,0.124981333
,27.06.2003,0.303710673,0.322972534,0.15436493,0.12500086
,28.06.2003,0.305148957,0.323241242,0.155953413,0.12500303
,29.06.2003,0.305804316,0.323894356,0.157808797,0.125124588
,30.06.2003,0.305434341,0.323905868,0.159738001,0.125385299
,01.07.2003,0.306654954,0.324182715,0.161504779,0.125661554
,02.07.2003,0.3079245,0.324994895,0.163399105,0.125977426
,03.07.2003,0.308948779,0.326008883,0.165483057,0.126387685
,04.07.2003,0.309751164,0.32698606,0.167713468,0.126923511
,05.07.2003,0.310497878,0.327883677,0.169937885,0.127533149
,06.07.2003,0.310850269,0.328693527,0.172158523,0.128197374
,07.07.2003,0.31053698,0.329065901,0.174267825,0.128899011
,08.07.2003,0.309786751,0.328965031,0.176133691,0.129554122
,09.07.2003,0.31042313,0.328972784,0.177756844,0.130117871
,10.07.2003,0.310736377,0.32932208,0.179378048,0.130587298
,11.07.2003,0.310949994,0.32962887,0.1810135,0.131071134
,12.07.2003,0.311035427,0.329803697,0.182605499,0.131558269
,13.07.2003,0.311263465,0.33002135,0.184114526,0.132037511
,14.07.2003,0.311559325,0.33028963,0.185630979,0.132508813
,15.07.2003,0.311798258,0.330667012,0.187101787,0.132981114
,16.07.2003,0.311067522,0.330631987,0.188520578,0.133474725
,17.07.2003,0.311149455,0.330460784,0.189709172,0.133935488
,18.07.2003,0.311766104,0.330651445,0.19086841,0.134331525
,19.07.2003,0.311684142,0.330923918,0.192071535,0.134737336
,20.07.2003,0.31150223,0.330955069,0.193256358,0.135159786
,21.07.2003,0.310234739,0.330608685,0.194274133,0.135583017
,22.07.2003,0.310287944,0.330110766,0.195028813,0.135934018
,23.07.2003,0.310444502,0.329986368,0.195753751,0.13621019
,24.07.2003,0.310569043,0.329966938,0.196520521,0.136463842
,25.07.2003,0.311131571,0.330141865,0.19732369,0.136745244
,26.07.2003,0.311245651,0.330437438,0.198209703,0.137070549
,27.07.2003,0.311505804,0.330678682,0.199103853,0.137458305
,28.07.2003,0.311363213,0.330881088,0.200023666,0.137874314
,29.07.2003,0.310505066,0.330729294,0.200844005,0.138307205
,30.07.2003,0.309403088,0.330083593,0.201418253,0.138694715
,31.07.2003,0.308948725,0.329469653,0.201736418,0.138985765
,01.08.2003,0.308048331,0.328767238,0.201970121,0.139200827
,02.08.2003,0.307800557,0.328127658,0.202075332,0.13933042
,03.08.2003,0.308377758,0.327899098,0.202203998,0.139402196
,04.08.2003,0.308399062,0.327930082,0.202525846,0.139506423
,05.08.2003,0.308519605,0.327856502,0.20290954,0.139682557
,06.08.2003,0.308970004,0.328007552,0.203340598,0.139893623
,07.08.2003,0.310214193,0.328557939,0.204019244,0.140172258
,08.08.2003,0.310836041,0.329030986,0.20492581,0.14053962
,09.08.2003,0.310736333,0.328837002,0.205335788,0.140884243
,10.08.2003,0.310900177,0.328833118,0.205704893,0.141210699
,11.08.2003,0.311245703,0.328988303,0.206089211,0.141539942
,12.08.2003,0.311220769,0.329143518,0.206545005,0.141888377
,13.08.2003,0.311053331,0.329170688,0.206956915,0.142270116
,14.08.2003,0.310490944,0.32900771,0.207330728,0.142645439
,15.08.2003,0.309989383,0.328635348,0.207583128,0.142990774
,16.08.2003,0.309669527,0.328263249,0.207719798,0.143282463
,17.08.2003,0.309658777,0.328065655,0.207841657,0.143553301
,18.08.2003,0.30896643,0.327732642,0.207987356,0.143798497
,19.08.2003,0.306969671,0.326862483,0.207993305,0.144020327
,20.08.2003,0.307089555,0.325854503,0.207690086,0.144162025
,21.08.2003,0.307800504,0.325727168,0.207470262,0.144188013
,22.08.2003,0.308055481,0.325812015,0.2075059,0.14426363
,23.08.2003,0.30839911,0.326001099,0.207663338,0.144410212
,24.08.2003,0.308016519,0.326016536,0.207877335,0.144639712
,25.08.2003,0.306407811,0.325453489,0.208017097,0.14490971
,26.08.2003,0.305850448,0.324502086,0.207844635,0.145130185
,27.08.2003,0.306443065,0.324194237,0.207606888,0.145215581
,28.08.2003,0.306718453,0.32418269,0.20757124,0.145315257
,29.08.2003,0.306231673,0.324271184,0.207645508,0.145471981
,30.08.2003,0.303318705,0.323283687,0.20761284,0.145664445
,31.08.2003,0.299883204,0.32086279,0.206989628,0.145757153
,01.09.2003,0.298995711,0.318592879,0.20584099,0.145586028
,02.09.2003,0.300330048,0.317615215,0.204719589,0.14519189
,03.09.2003,0.301740831,0.317744405,0.204080803,0.144767579
,04.09.2003,0.301713481,0.317869834,0.203798619,0.144495363
,05.09.2003,0.303153068,0.318151199,0.203598872,0.144358186
,06.09.2003,0.304086546,0.318920031,0.20362237,0.144329814
,07.09.2003,0.30357364,0.319224791,0.203780981,0.14443623
,08.09.2003,0.301779504,0.318573665,0.203757486,0.14461604
,09.09.2003,0.301513704,0.317843259,0.203428619,0.144698888
,10.09.2003,0.300821593,0.317186069,0.203017985,0.14468705
,11.09.2003,0.299159223,0.316287223,0.20254636,0.144625498
,12.09.2003,0.298484545,0.315071958,0.201882516,0.144488267
,13.09.2003,0.298595554,0.314538981,0.201222848,0.144266005
,14.09.2003,0.297120394,0.313753951,0.20068964,0.144029777
,15.09.2003,0.296368889,0.312623586,0.200012007,0.143781988
,16.09.2003,0.297470377,0.312228432,0.199344387,0.143477914
,17.09.2003,0.298285754,0.312536923,0.198984977,0.143200087
,18.09.2003,0.295104571,0.311980583,0.198831508,0.143073052
,19.09.2003,0.293095268,0.310066943,0.198186584,0.142950804
,20.09.2003,0.293156619,0.30877613,0.197266058,0.142645439
,21.09.2003,0.293425007,0.308171192,0.196500376,0.142230285
,22.09.2003,0.293621146,0.30799209,0.195928723,0.141855615
,23.09.2003,0.293507438,0.307574458,0.195524297,0.141560969
,24.09.2003,0.29426141,0.30756698,0.195197666,0.141339065
,25.09.2003,0.293841365,0.307525997,0.195014446,0.141166353
,26.09.2003,0.294323428,0.307369472,0.19484563,0.141070718
,27.09.2003,0.29420638,0.307458902,0.194751241,0.141028745
,28.09.2003,0.293665704,0.307205571,0.19466261,0.141045067
,29.09.2003,0.292658293,0.306636039,0.194485415,0.14104973
,30.09.2003,0.291498615,0.305769881,0.194131304,0.141026415
,01.10.2003,0.289515056,0.304430918,0.193598028,0.140933168
,02.10.2003,0.289494244,0.303209644,0.192852304,0.14070022
,03.10.2003,0.290102222,0.302710914,0.192224568,0.140390744
,04.10.2003,0.290136521,0.302703535,0.191830363,0.1401165
,05.10.2003,0.290010007,0.302352906,0.191541419,0.139898264
,06.10.2003,0.29053299,0.30224591,0.191283854,0.139745156
,07.10.2003,0.290871709,0.302393478,0.191153733,0.139643138
,08.10.2003,0.291539485,0.302566942,0.191100007,0.139601418
,09.10.2003,0.291909853,0.302950954,0.191153734,0.139645458
,10.10.2003,0.292146555,0.303216987,0.191278195,0.139756751
,11.10.2003,0.291861912,0.303357451,0.191397038,0.13991915
,12.10.2003,0.290092273,0.302777495,0.191433834,0.140100235
,13.10.2003,0.28967178,0.301925123,0.191156577,0.140207093
,14.10.2003,0.287954438,0.30103757,0.190789135,0.140214063
,15.10.2003,0.286463086,0.299674166,0.19022469,0.140137399
,16.10.2003,0.285676743,0.298424173,0.189509253,0.139935399
,17.10.2003,0.285050806,0.297392833,0.188801019,0.139638522
,18.10.2003,0.286117159,-9999,0.188169976,0.139309609
,19.10.2003,0.287012643,0.297396406,0.18785631,0.139029689
,20.10.2003,0.287722786,0.297824046,0.187791943,0.138872525
,21.10.2003,0.287943893,0.298325229,0.1878871,0.138863283
,22.10.2003,0.287899694,0.298566859,0.188035488,0.138941845
,23.10.2003,0.287824873,0.298768307,0.18815033,0.139075922
,24.10.2003,0.287630973,0.298900211,0.188270822,0.139258673
,25.10.2003,0.285471096,0.298530331,0.188329687,0.139450836
,26.10.2003,0.282189065,0.296874669,0.188057932,0.139571293
,27.10.2003,0.281050124,0.294954798,0.187327858,0.139531908
,28.10.2003,0.281184191,0.294057482,0.186538041,0.139302657
,29.10.2003,0.28045709,0.293531598,0.186003327,0.13900195
,30.10.2003,0.27999927,0.293234418,0.185566784,0.138752426
,31.10.2003,0.276204135,0.291629028,0.185117032,0.138553918
,01.11.2003,0.273611932,0.289165308,0.184128249,0.138272632
,02.11.2003,0.272198398,0.28698919,0.182836645,0.137747862
,03.11.2003,0.27103516,0.285154201,0.181517519,0.137052285
,04.11.2003,0.270061562,0.28353219,0.180283263,0.136301654
,05.11.2003,0.269064314,0.28224491,0.179138334,0.135537546
,06.11.2003,0.267573277,0.280625893,0.178057428,0.134789596
,07.11.2003,0.267094879,0.279353446,0.176958774,0.134019245
,08.11.2003,0.26659428,0.278393499,0.175990667,0.133265028
,09.11.2003,0.266321385,0.27765997,0.175162619,0.13255829
,10.11.2003,0.266146065,0.277067654,0.174457381,0.131936688
,11.11.2003,0.266061718,0.276749031,0.173908861,0.131365978
,12.11.2003,0.26578907,0.276465601,0.173465436,0.130908237
,13.11.2003,0.264503547,0.275923826,0.173081349,0.130524926
,14.11.2003,0.263792452,0.275086025,0.172599295,0.130175638
,15.11.2003,0.263153605,0.274458706,0.172091468,0.129820246
,16.11.2003,0.262293655,0.273762697,0.171589827,0.129443279
,17.11.2003,0.261441557,0.272935824,0.171062602,0.129091292
,18.11.2003,0.260697061,0.272082694,0.170520501,0.128728845
,19.11.2003,0.260777184,0.27147671,0.169971472,0.128344955
,20.11.2003,0.261085213,0.271525145,0.169573565,0.12797053
,21.11.2003,0.260709924,0.271504383,0.169376131,0.127700034
,22.11.2003,0.259285534,0.270909669,0.16911839,0.127491356
,23.11.2003,0.256149975,0.269350723,0.168671846,0.127324563
,24.11.2003,0.253088913,0.266806211,0.167786157,0.126995761
,25.11.2003,0.252524705,0.264558021,0.166548663,0.126440158
,26.11.2003,0.251921349,0.263244679,0.165370945,0.125687781
,27.11.2003,0.251330965,0.262006368,0.164381744,0.124955398
,28.11.2003,0.25033789,0.26087978,0.163426958,0.124225572
,29.11.2003,0.250150096,0.259691901,0.162534593,0.123519837
,30.11.2003,0.252490354,0.259671665,0.161778158,0.12282293
,01.12.2003,0.253753443,0.260545282,0.161481263,0.12229104
,02.12.2003,0.253608458,0.260943813,0.161450568,0.121927235
,03.12.2003,0.25358319,0.26101817,0.161414769,0.121747719
,04.12.2003,0.25290574,0.260805301,0.161312518,0.121608921
,05.12.2003,0.251425615,0.260072894,0.161097903,0.121491556
,06.12.2003,0.25012493,0.258752826,0.16064882,0.12128899
,07.12.2003,0.25097364,0.257979968,0.160073188,0.120988718
,08.12.2003,0.252207057,0.258312419,0.159701946,0.120648494
,09.12.2003,0.251895977,0.258470303,0.159597793,0.120431893
,10.12.2003,0.250769995,0.258016942,0.159432763,0.120274905
,11.12.2003,0.24926571,0.257007801,0.159108088,0.120115922
,12.12.2003,0.248109012,0.255777099,0.158606637,0.119882981
,13.12.2003,0.247263032,0.254643174,0.157964701,0.11957633
,14.12.2003,0.246971047,0.253724855,0.157326836,0.119187875
,15.12.2003,0.247216385,0.253190071,0.156748282,0.118770691
,16.12.2003,0.246837645,0.252791962,0.156288851,0.118390085
,17.12.2003,0.246456015,0.252215354,0.155832759,0.118022785
,18.12.2003,0.246570775,0.251785025,0.155407435,0.117702228
,19.12.2003,0.246332036,0.251441115,0.155040215,0.117377999
,20.12.2003,0.246375422,0.251113979,0.154678503,0.117077261
,21.12.2003,0.247045608,0.251057824,0.154374549,0.116806157
,22.12.2003,0.247654616,0.25128247,0.154217725,0.116570807
,23.12.2003,0.24702099,0.251328743,0.154140599,0.116412675
,24.12.2003,0.246273153,0.250754129,0.153964038,0.116275459
,25.12.2003,0.246155345,0.250275851,0.15368825,0.116119644
