@T,A1,,,,
,11.08.2003,0.270293475,0.286814625,0.182855218,0.138918598
,12.08.2003,0.2699759,0.28656183,0.182769702,0.139149917
,13.08.2003,0.269861562,0.286224965,0.182681458,0.13942601
,14.08.2003,0.268904515,0.28571253,0.182576705,0.1397069
,15.08.2003,0.268340935,0.285005858,0.18236178,0.139968012
,16.08.2003,0.26796176,0.284399344,0.182108478,0.14017801
,17.08.2003,0.267881802,0.28406775,0.181891129,0.14033899
,18.08.2003,0.266562672,0.283473889,0.181695935,0.140509025
,19.08.2003,0.263130847,0.28196245,0.181327917,0.14065231
,20.08.2003,0.264048025,0.280795328,0.180683502,0.140672463
,21.08.2003,0.26521699,0.280916355,0.18030294,0.140620958
,22.08.2003,0.265682504,0.28112453,0.180207195,0.140647829
,23.08.2003,0.266009082,0.281480532,0.180226343,0.140737433
,24.08.2003,0.264842958,0.281442682,0.180281051,0.140912249
,25.08.2003,0.26211802,0.280417361,0.180157984,0.14111636
,26.08.2003,0.261780474,0.27934108,0.179745361,0.141199396
,27.08.2003,0.262774064,0.279333442,0.179406914,0.141192663
,28.08.2003,0.263227126,0.279476768,0.179292367,0.141228576
,29.08.2003,0.261657988,0.279612703,0.179308728,0.141329633
,30.08.2003,0.25648187,0.278004599,0.179109763,0.14147791
,31.08.2003,0.251905158,0.27490879,0.178271781,0.141430724
,01.09.2003,0.25112101,0.272664876,0.177092022,0.141132095
,02.09.2003,0.253141406,0.272066353,0.176159553,0.140668019
,03.09.2003,0.25452765,0.272526938,0.175749661,0.140300978
,04.09.2003,0.253744035,0.272460128,0.175590735,0.140097562
,05.09.2003,0.255543093,0.272761146,0.175437273,0.139988105
,06.09.2003,0.256111963,0.273475624,0.175515348,0.139950145
,07.09.2003,0.25472919,0.273453312,0.175644597,0.14003054
,08.09.2003,0.252224025,0.272241148,0.175512664,0.140151187
,09.09.2003,0.251915332,0.27147283,0.175125221,0.140155655
,10.09.2003,0.25077688,0.270572701,0.174740987,0.140068515
,11.09.2003,0.248064978,0.269216937,0.17427416,0.139954611
,12.09.2003,0.247524124,0.267706588,0.173588666,0.139722512
,13.09.2003,0.247699647,0.267136857,0.172966091,0.139421559
,14.09.2003,0.245390421,0.266040394,0.17248876,0.139158817
,15.09.2003,0.244532708,0.264580964,0.171807473,0.138849712
,16.09.2003,0.24640274,0.26415734,0.171167497,0.138489958
,17.09.2003,0.247508179,0.264533233,0.170902355,0.138179496
,18.09.2003,0.242415323,0.263476462,0.170743434,0.138024425
,19.09.2003,0.240114525,0.261125935,0.170018766,0.137796463
,20.09.2003,0.240655,0.259797852,0.16913248,0.137383139
,21.09.2003,0.241471876,0.259231061,0.168487967,0.136939673
,22.09.2003,0.241726453,0.259065172,0.168049485,0.136556471
,23.09.2003,0.242315742,0.258675856,0.167737465,0.13625959
,24.09.2003,0.243820161,0.259032663,0.167533122,0.136017973
,25.09.2003,0.243137597,0.259068763,0.16750694,0.1358841
,26.09.2003,0.244310473,0.25903987,0.167402224,0.135800741
,27.09.2003,0.244056578,0.259252673,0.167394372,0.135759073
,28.09.2003,0.243205605,0.258935383,0.167342031,0.135761265
,29.09.2003,0.241681264,0.258175519,0.16715369,0.135715223
,30.09.2003,0.239893127,0.257097329,0.166787828,0.135629738
,01.10.2003,0.23694293,0.255245873,0.166221718,0.135430412
,02.10.2003,0.237668025,0.253982018,0.165425285,0.13510878
,03.10.2003,0.239317113,0.253650667,0.164869613,0.134719912
,04.10.2003,0.239340535,0.253860852,0.164625889,0.13441015
,05.10.2003,0.239491573,0.253547438,0.164439368,0.134220585
,06.10.2003,0.240580731,0.253675593,0.164268502,0.134052948
,07.10.2003,0.241147023,0.254028289,0.164250383,0.133939803
,08.10.2003,0.242549885,0.254416953,0.16428662,0.133896308
,09.10.2003,0.243083743,0.255013075,0.164421238,0.133920229
,10.10.2003,0.243602786,0.255431229,0.16458961,0.133996367
,11.10.2003,0.242838999,0.25568162,0.164765861,0.13412042
,12.10.2003,0.239710609,0.254624239,0.164737347,0.134246718
,13.10.2003,0.239460697,0.253625812,0.164369467,0.13425543
,14.10.2003,0.236525821,0.252395955,0.163978816,0.134157433
,15.10.2003,0.234669758,0.250635106,0.16335907,0.133948518
,16.10.2003,0.234030467,0.249244247,0.162604287,0.133618139
,17.10.2003,0.233889059,0.248191886,0.161918289,0.133212322
,18.10.2003,0.23672615,0.248195308,0.16140553,0.13279641
,19.10.2003,0.238301693,0.249117249,0.161310777,0.132497945
,20.10.2003,0.239632981,0.249878857,0.161451622,0.1323791
,21.10.2003,0.239993839,0.250634753,0.161677145,0.13238774
,22.10.2003,0.240287123,0.251013211,0.161879752,0.132489295
,23.10.2003,0.24053281,0.251409728,0.162051699,0.132599541
,24.10.2003,0.240531977,0.251764084,0.162231464,0.1327358
,25.10.2003,0.236662197,0.251084337,0.162323955,0.132872145
,26.10.2003,0.231879745,0.248635804,0.161897785,0.132921941
,27.10.2003,0.231472898,0.246462725,0.161001283,0.132707696
,28.10.2003,0.232606634,0.24576304,0.160255505,0.132333771
,29.10.2003,0.232289333,0.245274172,0.159794284,0.131977711
,30.10.2003,0.23133605,0.245193935,0.159473674,0.131671738
,31.10.2003,0.224629291,0.242790872,0.159016461,0.131411358
,01.11.2003,0.221131806,0.239339684,0.157871713,0.1309731
,02.11.2003,0.219349292,0.23675411,0.156520359,0.130302379
,03.11.2003,0.217980032,0.234698519,0.155303556,0.129505689
,04.11.2003,0.217246001,0.232978515,0.154214502,0.128686405
,05.11.2003,0.215805171,0.231771976,0.153293848,0.127908316
,06.11.2003,0.214274006,0.229967534,0.152411237,0.127166763
,07.11.2003,0.214310294,0.228833766,0.15153405,0.12643832
,08.11.2003,0.21428565,0.228127761,0.150839377,0.125743738
,09.11.2003,0.214584368,0.227653335,0.150281586,0.125139174
,10.11.2003,0.215100216,0.227409682,0.149859761,0.124621755
,11.11.2003,0.215646216,0.227496429,0.149570772,0.124186696
,12.11.2003,0.215859528,0.227563175,0.149387283,0.123833485
,13.11.2003,0.214011848,0.227069658,0.149218591,0.123572093
,14.11.2003,0.21377953,0.226346888,0.148876659,0.12330068
,15.11.2003,0.213431743,0.225897988,0.148544943,0.123002735
,16.11.2003,0.212340731,0.225343469,0.148228272,0.122690778
,17.11.2003,0.21140604,0.224501555,0.147846378,0.122404024
,18.11.2003,0.210890817,0.223740788,0.147418953,0.122082676
,19.11.2003,0.212286499,0.22348307,0.147028589,0.121741285
,20.11.2003,0.213271674,0.224038218,0.146856635,0.121423013
,21.11.2003,0.212654567,0.224230068,0.146856635,0.121236395
,22.11.2003,0.209802982,0.223433745,0.146752563,0.121103194
,23.11.2003,0.204684883,0.221347205,0.146307773,0.120904605
,24.11.2003,0.200525823,0.218254582,0.145362868,0.120491683
,25.11.2003,0.200955678,0.216026915,0.144186639,0.119851471
,26.11.2003,0.199988648,0.214938149,0.143283074,0.119146277
,27.11.2003,0.1994841,0.213778498,0.142516104,0.118486024
,28.11.2003,0.197829575,0.212610027,0.141825098,0.117846099
,29.11.2003,0.198724408,0.211486513,0.141079359,0.117222299
,30.11.2003,0.202862365,0.212321658,0.140604651,0.116624482
,01.12.2003,0.204259726,0.213682015,0.14067307,0.116226254
,02.12.2003,0.20373636,0.214241733,0.140854828,0.11604243
,03.12.2003,0.203607414,0.214364109,0.140935127,0.115944598
,04.12.2003,0.202191131,0.214084053,0.140920955,0.115868765
,05.12.2003,0.199567754,0.213065488,0.140732078,0.115755076
,06.12.2003,0.198256918,0.211499488,0.140265253,0.115549807
,07.12.2003,0.200606263,0.211096887,0.139754619,0.115219445
,08.12.2003,0.202147845,0.212010934,0.139573681,0.11491145
,09.12.2003,0.201128719,0.212158088,0.139662944,0.114738792
,10.12.2003,0.199730828,0.211703876,0.139571336,0.114637655
,11.12.2003,0.19792413,0.210736554,0.139341299,0.11450091
,12.12.2003,0.196365735,0.209558845,0.138952152,0.114287078
,13.12.2003,0.195128449,0.208334353,0.13843039,0.113984548
,14.12.2003,0.194960912,0.207379212,0.137886477,0.113621349
,15.12.2003,0.19556282,0.207006703,0.137432216,0.113252928
,16.12.2003,0.194047706,0.206559162,0.13713919,0.112930395
,17.12.2003,0.193570654,0.205583791,0.136746761,0.112616279
,18.12.2003,0.194430878,0.2053733,0.136366551,0.112302683
,19.12.2003,0.19392779,0.205169311,0.136121141,0.112011095
,20.12.2003,0.194467386,0.204915197,0.135876013,0.111757073
,21.12.2003,0.195403335,0.205109665,0.135711952,0.111526792
,22.12.2003,0.196186894,0.205555471,0.135688855,0.111349397
,23.12.2003,0.194690198,0.205568108,0.1357235,0.11125004
,24.12.2003,0.193904286,0.204905853,0.13560343,0.111158538
,25.12.2003,0.193896076,0.204457714,0.135358851,0.111014559
,26.12.2003,0.193557623,0.204135343,0.135149091,0.110843482
,27.12.2003,0.193607025,0.203935155,0.134964844,0.110668678
,28.12.2003,0.19301363,0.203594535,0.134801457,0.110503735
,29.12.2003,0.19168344,0.203001675,0.13456924,0.110335066
,30.12.2003,0.190799068,0.2020395,0.1342271,0.110131707
,31.12.2003,0.190850599,0.201433654,0.133839638,0.109889903
,01.01.2004,0.191561588,0.201253673,0.133558053,0.109634893
