@T,A3,,,,
,19.12.2002,0.210151963,0.15320558,0.100406901,0.117999858
,20.12.2002,0.209171227,0.152906496,0.100406903,0.117879277
,21.12.2002,0.208669515,0.152478711,0.100263171,0.117810697
,22.12.2002,0.208149769,0.152124866,0.100084167,0.11765493
,23.12.2002,0.207717187,0.151829523,0.099909275,0.117497213
,24.12.2002,0.206552052,0.151529523,0.099736543,0.117289883
,25.12.2002,0.202284349,0.151121652,0.099536558,0.117037244
,26.12.2002,0.185580107,0.150699365,0.099254605,0.116809706
,27.12.2002,0.167816705,0.150147454,0.098959498,0.116543259
,28.12.2002,0.168821768,0.149724237,0.098604446,0.116211184
,29.12.2002,0.17298419,0.149544169,0.098378534,0.115873484
,30.12.2002,0.180016908,0.14942169,0.098273473,0.115651393
,31.12.2002,0.18530166,0.149346735,0.098308486,0.115528136
,01.01.2003,0.192213913,0.149246833,0.098324048,0.115380318
,02.01.2003,0.20073327,0.149239341,0.098405773,0.115322873
,03.01.2003,0.207657188,0.149206882,0.098487541,0.115290055
,04.01.2003,0.211452126,0.149229352,0.098551815,0.115228525
,05.01.2003,0.21194685,0.149389213,0.098660939,0.115212121
,06.01.2003,0.212929877,0.149754273,0.098842334,0.115226474
,07.01.2003,0.213110835,0.150132359,0.099092307,0.11531056
,08.01.2003,-9999,-9999,-9999,-9999
,09.01.2003,-9999,-9999,-9999,-9999
,10.01.2003,-9999,-9999,-9999,-9999
,11.01.2003,-9999,-9999,-9999,-9999
,12.01.2003,-9999,-9999,-9999,-9999
,13.01.2003,-9999,-9999,-9999,-9999
,14.01.2003,-9999,-9999,-9999,-9999
,15.01.2003,-9999,-9999,-9999,-9999
,16.01.2003,-9999,-9999,-9999,-9999
,17.01.2003,-9999,-9999,-9999,-9999
,18.01.2003,-9999,-9999,-9999,-9999
,19.01.2003,-9999,-9999,-9999,-9999
,20.01.2003,-9999,-9999,-9999,-9999
,21.01.2003,-9999,-9999,-9999,-9999
,22.01.2003,-9999,-9999,-9999,-9999
,23.01.2003,-9999,-9999,-9999,-9999
,24.01.2003,-9999,-9999,-9999,-9999
,25.01.2003,-9999,-9999,-9999,-9999
,26.01.2003,-9999,-9999,-9999,-9999
,27.01.2003,-9999,-9999,-9999,-9999
,28.01.2003,-9999,-9999,-9999,-9999
,29.01.2003,-9999,-9999,-9999,-9999
,30.01.2003,-9999,-9999,-9999,-9999
,31.01.2003,-9999,-9999,-9999,-9999
,01.02.2003,-9999,-9999,-9999,-9999
,02.02.2003,-9999,-9999,-9999,-9999
,03.02.2003,-9999,-9999,-9999,-9999
,04.02.2003,-9999,-9999,-9999,-9999
,05.02.2003,-9999,-9999,-9999,-9999
,06.02.2003,-9999,-9999,-9999,-9999
,07.02.2003,-9999,-9999,-9999,-9999
,08.02.2003,-9999,-9999,-9999,-9999
,09.02.2003,-9999,-9999,-9999,-9999
,10.02.2003,-9999,-9999,-9999,-9999
,11.02.2003,-9999,-9999,-9999,-9999
,12.02.2003,-9999,-9999,-9999,-9999
,13.02.2003,-9999,-9999,-9999,-9999
,14.02.2003,-9999,-9999,-9999,-9999
,15.02.2003,-9999,-9999,-9999,-9999
,16.02.2003,-9999,-9999,-9999,-9999
,17.02.2003,-9999,-9999,-9999,-9999
,18.02.2003,-9999,-9999,-9999,-9999
,19.02.2003,-9999,-9999,-9999,-9999
,20.02.2003,-9999,-9999,-9999,-9999
,21.02.2003,0.216006422,0.151885022,0.102827238,0.115978399
,22.02.2003,0.216473884,0.152089494,0.102999147,0.116122538
,23.02.2003,0.215757845,0.152193055,0.103177234,0.116277104
,24.02.2003,0.213514667,0.15153717,0.103245313,0.116440025
,25.02.2003,0.211933084,0.150719516,0.103019172,0.116450339
,26.02.2003,0.210944588,0.150082277,0.102711416,0.116291554
,27.02.2003,0.211080918,0.149751752,0.102430103,0.116073108
,28.02.2003,0.211706161,0.149719218,0.102276672,0.115863161
,01.03.2003,0.212009583,0.149746741,0.102232861,0.115717159
,02.03.2003,0.21236549,0.149721722,0.102214943,0.115626729
,03.03.2003,0.213292883,0.14977677,0.102208974,0.115524017
,04.03.2003,0.214251395,0.150290313,0.102322495,0.115485007
,05.03.2003,0.213387992,0.150265214,0.102521806,0.115558933
,06.03.2003,0.214018128,0.150122335,0.102589635,0.115597961
,07.03.2003,0.216334407,0.15071951,0.102715393,0.115600016
,08.03.2003,0.219350675,0.152034216,0.103121267,0.115710996
,09.03.2003,0.220974663,0.153538198,0.103821219,0.116003123
,10.03.2003,0.221980659,0.154469291,0.104562231,0.116444196
,11.03.2003,0.224770839,0.155775221,0.105247701,0.116950367
,12.03.2003,0.227374172,0.157443058,0.106121055,0.117507663
,13.03.2003,0.229608104,0.159186187,0.10716445,0.118224704
,14.03.2003,0.231594943,0.160792025,0.108238645,0.119023758
,15.03.2003,0.234944225,0.162625874,0.109339985,0.119901629
,16.03.2003,0.235592556,0.164534853,0.110625262,0.120846589
,17.03.2003,0.235344219,0.165497134,0.111705112,0.121819268
,18.03.2003,0.230279777,0.165062393,0.112460007,0.122658119
,19.03.2003,0.224993809,0.162474127,0.112424204,0.123180128
,20.03.2003,0.222580533,0.16001047,0.111673569,0.123256934
,21.03.2003,0.222088005,0.158256325,0.110802526,0.122983928
,22.03.2003,0.241053252,0.156917539,0.109989595,0.122592093
,23.03.2003,0.297240835,0.16080858,0.109275541,0.122152176
,24.03.2003,0.336257073,0.252662644,0.108702487,0.121867841
,25.03.2003,0.338299746,0.269480143,0.13779823,0.121719485
,26.03.2003,0.344318,0.2866792,0.232701288,0.122005794
,27.03.2003,0.332770967,0.299741921,0.279193463,0.146032874
,28.03.2003,0.319416623,0.287273183,0.27395631,0.253404967
,29.03.2003,0.313881659,0.278831668,0.26939819,0.261280962
,30.03.2003,0.310898612,0.272125745,0.265498941,0.261007122
,31.03.2003,0.31153592,0.268487853,0.262257435,0.259647404
,01.04.2003,0.313344157,0.267259413,0.260132687,0.258358106
,02.04.2003,0.314152469,0.266637856,0.25889412,0.257592304
,03.04.2003,0.313761689,0.26609125,0.257939061,0.257148722
,04.04.2003,0.312040771,0.264887717,0.256996507,0.256841141
,05.04.2003,0.309649812,0.263053422,0.255877108,0.256490833
,06.04.2003,0.307163985,0.260735305,0.254445061,0.256048403
,07.04.2003,0.307542043,0.259392621,0.25308596,0.255593239
,08.04.2003,0.30828112,0.259094265,0.252781852,0.255108913
,09.04.2003,0.310065989,0.259094205,0.252652096,0.254802775
,10.04.2003,0.312517259,0.259781647,0.25255651,0.254546186
,11.04.2003,0.31422249,0.260884412,0.252706725,0.254447535
,12.04.2003,0.315492824,0.261773543,0.252935565,0.254529743
,13.04.2003,0.315877749,0.26239525,0.253113252,0.254746837
,14.04.2003,0.315849575,0.262671464,0.253215805,0.255019998
,15.04.2003,0.315235529,0.262510631,0.253123506,0.255234043
,16.04.2003,0.312426956,0.261316988,0.252853614,0.255451489
,17.04.2003,0.311804321,0.259743663,0.252068776,0.255500922
,18.04.2003,0.31268499,0.25916706,0.25115939,0.255293339
,19.04.2003,0.311376617,0.258501581,0.250581433,0.255059505
,20.04.2003,0.309550756,0.256976731,0.249831335,0.254858716
,21.04.2003,0.309530707,0.255756228,0.248832068,0.254529763
,22.04.2003,0.310854643,0.255449797,0.247983687,0.254066352
,23.04.2003,0.32761841,0.269950844,0.254205597,0.254341528
,24.04.2003,0.340803698,0.30035325,0.296195409,0.28774596
,25.04.2003,0.332461215,0.289527749,0.287717627,0.294772323
,26.04.2003,0.328626082,0.282219562,0.280127854,0.290976055
,27.04.2003,0.327360017,0.277611747,0.274675432,0.287183322
,28.04.2003,0.326470414,0.274620267,0.270762005,0.28407988
,29.04.2003,0.32584811,0.272395043,0.267680487,0.281638831
,30.04.2003,0.323387544,0.270629638,0.265181799,0.279613738
,01.05.2003,0.320496895,0.267964075,0.262770781,0.277926478
,02.05.2003,0.320159584,0.265436584,0.260285914,0.276228189
,03.05.2003,0.322194778,0.264623889,0.258091393,0.27444653
,04.05.2003,0.322276895,0.26479957,0.256593183,0.272860203
,05.05.2003,0.320331998,0.26375723,0.255454159,0.271682545
,06.05.2003,0.318620546,0.262150884,0.254167415,0.270699012
,07.05.2003,0.317993343,0.260853204,0.25276154,0.269765243
,08.05.2003,0.317846981,0.259948438,0.25149301,0.268802883
,09.05.2003,0.316081622,0.258969535,0.250387902,0.267818805
,10.05.2003,0.323666105,0.261463274,0.249380538,0.266867261
,11.05.2003,0.334047001,0.282786814,0.262204501,0.269016343
,12.05.2003,0.332109879,0.280184708,0.269567205,0.278450525
,13.05.2003,0.332245367,0.278022626,0.268054772,0.281474326
,14.05.2003,0.331866808,0.276595598,0.266131384,0.281093942
,15.05.2003,0.33236313,0.276209699,0.264454638,0.280006732
,16.05.2003,0.331952411,0.275640713,0.263161988,0.27889419
,17.05.2003,0.332713812,0.275424725,0.261981131,0.27787089
,18.05.2003,0.33237401,0.275237749,0.261169008,0.276998523
,19.05.2003,0.33003127,0.274379233,0.260361879,0.276321153
,20.05.2003,0.325982487,0.271709897,0.25926157,0.275679274
,21.05.2003,0.325142087,0.269122327,0.257566144,0.274776698
,22.05.2003,0.327047247,0.268274634,0.256018108,0.273559898
,23.05.2003,0.328224124,0.268451751,0.2550762,0.272507185
,24.05.2003,0.328788452,0.268692754,0.254544305,0.271771373
,25.05.2003,0.328014625,0.268370333,0.254150114,0.271268999
,26.05.2003,0.327411855,0.26773312,0.253629674,0.270910487
,27.05.2003,0.326682736,0.266983864,0.253003938,0.270579575
,28.05.2003,0.32765665,0.266740146,0.25231768,0.270064892
,29.05.2003,0.328061095,0.266959038,0.251857371,0.269591613
,30.05.2003,0.328085765,0.267096782,0.251557584,0.269258244
,31.05.2003,0.326520061,0.266719104,0.251404376,0.268962483
,01.06.2003,0.324704414,0.265450392,0.250809149,0.26871109
,02.06.2003,0.323025298,0.263883559,0.249922953,0.268269792
,03.06.2003,0.322164613,0.26267166,0.248892979,0.26767641
,04.06.2003,0.322018018,0.261606066,0.247946618,0.267060104
,05.06.2003,0.3247711,0.263308937,0.247261763,0.26644129
,06.06.2003,0.324697333,0.264595752,0.247534885,0.265735589
,07.06.2003,0.327898851,0.266427754,0.248101968,0.26521964
,08.06.2003,0.329560885,0.26932424,0.249987773,0.26502758
,09.06.2003,0.330824493,0.269679352,0.251523652,0.265340981
,10.06.2003,0.330881762,0.269352697,0.252099368,0.265823266
,11.06.2003,0.331548845,0.269011933,0.252014139,0.266042673
,12.06.2003,0.3310138,0.268802748,0.251772181,0.266106824
,13.06.2003,0.330642725,0.268253467,0.251438426,0.266073059
,14.06.2003,0.330079816,0.267524528,0.250934913,0.265975154
,15.06.2003,0.32984884,0.266765,0.250302943,0.26580977
,16.06.2003,0.329987523,0.26622871,0.249709211,0.265624216
,17.06.2003,0.329386168,0.265802349,0.249322868,0.265519659
,18.06.2003,0.327912178,0.264961372,0.249018139,0.265364567
,19.06.2003,0.326237089,0.263627717,0.248392479,0.265118552
,20.06.2003,0.325314914,0.262370994,0.247538301,0.264717798
,21.06.2003,0.323543816,0.2610417,0.246655628,0.26416947
,22.06.2003,0.322043682,0.259941848,0.245724352,0.263645296
,23.06.2003,0.320525605,0.258945275,0.244992954,0.263185465
,24.06.2003,0.319486079,0.258144798,0.244236147,0.263205595
,25.06.2003,0.316942768,0.256517981,0.243397226,0.263068054
,26.06.2003,0.316564192,0.25471795,0.242183675,0.262575363
,27.06.2003,0.317569029,0.254052079,0.241076515,0.261842363
,28.06.2003,0.318931175,0.254295573,0.240379872,0.261123888
,29.06.2003,0.31951401,0.254844815,0.240088305,0.260533283
,30.06.2003,0.318718518,0.254549563,0.239846633,0.260173307
,01.07.2003,0.319716765,0.254501448,0.239413258,0.259797003
,02.07.2003,0.320517478,0.254930693,0.239115788,0.2594343
,03.07.2003,0.320825564,0.255356928,0.23901998,0.25920486
,04.07.2003,0.320650577,0.255487648,0.238980355,0.259065264
,05.07.2003,0.320335828,0.25548765,0.238851597,0.258998804
,06.07.2003,0.31952514,0.255405133,0.23867993,0.25900545
,07.07.2003,0.318171477,0.254882679,0.238584246,0.25899216
,08.07.2003,0.316078942,0.253723563,0.238099715,0.258922393
,09.07.2003,0.315423238,0.252563428,0.237217513,0.258676633
,10.07.2003,0.313981033,0.251812606,0.236409418,0.258298316
,11.07.2003,0.31209098,0.250998265,0.2357078,0.25785071
,12.07.2003,0.310134547,0.249991978,0.234886768,0.257416801
,13.07.2003,0.307525605,0.248852794,0.233604565,0.256864328
,14.07.2003,0.303590186,0.247315155,0.232044268,0.256272895
,15.07.2003,0.300765678,0.246310004,0.231190534,0.255735018
,16.07.2003,0.296853077,0.244846244,0.230234369,0.255332928
,17.07.2003,0.292833143,0.242815386,0.228526603,0.25467459
,18.07.2003,0.28923763,0.241146302,0.226883421,0.253915378
,19.07.2003,0.285461338,0.239915148,0.225808647,0.253328026
,20.07.2003,0.28219153,0.238670654,0.224915095,0.252810195
,21.07.2003,0.276710795,0.236800636,0.223492871,0.252191904
,22.07.2003,0.272257459,0.234295892,0.221444462,0.251218544
,23.07.2003,0.267286088,0.232016001,0.219139257,0.249867051
,24.07.2003,0.26130561,0.229407131,0.21656979,0.248127727
,25.07.2003,0.256807238,0.227154591,0.21444505,0.246463054
,26.07.2003,0.252343028,0.225031776,0.212543435,0.244892367
,27.07.2003,0.248918859,0.222953948,0.210708645,0.243320751
,28.07.2003,0.246621979,0.221557019,0.209447704,0.242245945
,29.07.2003,0.244392065,0.219949373,0.208298735,0.241327613
,30.07.2003,0.241565778,0.216646165,0.206774429,0.24043626
,31.07.2003,0.24004148,0.213354315,0.20545544,0.239807481
,01.08.2003,0.238881958,0.211582108,0.204542101,0.2389737
,02.08.2003,0.23859493,0.209791542,0.203307319,0.237643295
,03.08.2003,0.239696205,0.208538745,0.20226475,0.236328228
,04.08.2003,0.239858227,0.207753406,0.201700062,0.235731265
,05.08.2003,0.240170643,0.206714886,0.201031931,0.23468934
,06.08.2003,0.241037779,0.205957505,0.20050499,0.233794248
,07.08.2003,0.241947133,0.205836138,0.20043642,0.233774908
,08.08.2003,0.240688391,0.205675974,0.200995994,0.234691759
,09.08.2003,0.242317416,0.205827068,0.20124035,0.234958182
,10.08.2003,0.243739492,0.206396119,0.201478928,0.235093
,11.08.2003,0.245397166,0.207172492,0.201801293,0.235321986
,12.08.2003,0.246206236,0.207795457,0.202285394,0.235664195
,13.08.2003,0.246615865,0.208130197,0.202764194,0.23628661
,14.08.2003,0.245967523,0.208038988,0.203171708,0.237373505
,15.08.2003,0.245758148,0.207652614,0.203450635,0.238482166
,16.08.2003,0.245785616,0.207412498,0.203603696,0.239289556
,17.08.2003,0.246025324,0.207473203,0.2038169,0.239879525
,18.08.2003,0.244646328,0.207090577,0.2040122,0.240451286
,19.08.2003,0.240801565,0.205589084,0.203864978,0.240791535
,20.08.2003,0.242561468,0.204655648,0.203330623,0.240937897
,21.08.2003,0.244418687,0.205144247,0.203225649,0.240976095
,22.08.2003,0.245447811,0.205666808,0.203444636,0.241135277
,23.08.2003,0.246268032,0.206402165,0.203798891,0.241339107
,24.08.2003,0.245168459,0.206593109,0.20417455,0.241635489
,25.08.2003,0.242244689,0.205507108,0.20420763,0.241865087
,26.08.2003,0.242192534,0.204375626,0.203783868,0.241877849
,27.08.2003,0.243693143,0.204456759,0.203513645,0.241766214
,28.08.2003,0.244678015,0.204752075,0.203522645,0.241747083
,29.08.2003,0.243259805,0.20505987,0.203696782,0.241759836
,30.08.2003,0.259180183,0.203360236,0.203678768,0.241830025
,31.08.2003,0.348677554,0.221007945,0.203417842,0.242072491
,01.09.2003,0.337273857,0.256313837,0.20203446,0.241508045
,02.09.2003,0.333891009,0.260174457,0.201210537,0.240788398
,03.09.2003,0.332003622,0.26098546,0.201401433,0.240308256
,04.09.2003,0.330309992,0.260574717,0.203160748,0.240038244
,05.09.2003,0.330715745,0.26074518,0.207270817,0.239911236
,06.09.2003,0.32968946,0.261236419,0.21264599,0.239993784
,07.09.2003,0.328730864,0.260804397,0.217614109,0.240282833
,08.09.2003,0.331364518,0.26227332,0.221500503,0.240546634
,09.09.2003,0.328938603,0.263238568,0.225123131,0.240766081
,10.09.2003,0.326856762,0.262147409,0.228596438,0.24097292
,11.09.2003,0.323818956,0.26027257,0.231018948,0.241269032
,12.09.2003,0.32360136,0.258529522,0.232088275,0.241625928
,13.09.2003,0.322682647,0.257795609,0.232689165,0.24214274
,14.09.2003,0.320513316,0.256218187,0.232933007,0.242749671
,15.09.2003,0.319971762,0.254694104,0.23263389,0.243245456
,16.09.2003,0.321267948,0.254439762,0.23234796,0.24368099
,17.09.2003,0.320872413,0.254789876,0.232468156,0.244203617
,18.09.2003,0.314525127,0.252797278,0.232461702,0.244845747
,19.09.2003,0.313149509,0.250053492,0.231274713,0.244987138
,20.09.2003,0.313802772,0.248930189,0.230097345,0.244871432
,21.09.2003,0.31457893,0.248486592,0.22948748,0.244781469
,22.09.2003,0.313245231,0.248290548,0.229161998,0.244765402
,23.09.2003,0.313735223,0.247597613,0.228762778,0.244781466
,24.09.2003,0.314342657,0.247627952,0.228569741,0.244791103
,25.09.2003,0.313469062,0.247293903,0.228473267,0.244855362
,26.09.2003,0.314166389,0.247077915,0.228293242,0.244897138
,27.09.2003,0.313706803,0.24707796,0.22824825,0.24499677
,28.09.2003,0.312692301,0.246538846,0.228145435,0.24511894
,29.09.2003,0.311466092,0.245724679,0.22782432,0.245160741
,30.09.2003,0.30994094,0.244667305,0.227311073,0.245057851
,01.10.2003,0.307515482,0.242958085,0.226485029,0.244730095
,02.10.2003,0.307794953,0.24178081,0.22548187,0.244200404
,03.10.2003,0.30889965,0.241534453,0.224796557,0.24374509
,04.10.2003,0.308376331,0.241551158,0.224506865,0.243427935
,05.10.2003,0.308277336,0.241118844,0.224220585,0.243213452
,06.10.2003,0.30885877,0.2410457,0.223994894,0.243005478
,07.10.2003,0.308934156,0.241132127,0.223867812,0.24283277
,08.10.2003,0.309941206,0.241258425,0.22386463,0.242708085
,09.10.2003,0.309992893,0.241644268,0.223982183,0.242669728
,10.10.2003,0.309941329,0.241670903,0.224067987,0.242708082
,11.10.2003,0.309012581,0.24157444,0.224106126,0.2427912
,12.10.2003,0.306424365,0.240368821,0.223861495,0.242797595
,13.10.2003,0.305991097,0.23930505,0.223210849,0.242701694
,14.10.2003,0.303533333,0.23802698,0.222510762,0.242372619
,15.10.2003,0.301734459,0.236335384,0.221470967,0.241785405
,16.10.2003,0.301049517,0.235027016,0.220383571,0.241122573
,17.10.2003,0.300575299,0.234039738,0.219462598,0.240464055
,18.10.2003,0.302278686,0.233879635,0.218706749,0.239838253
,19.10.2003,0.303096724,0.234346611,0.218521956,0.239384634
,20.10.2003,0.304028125,0.234758539,0.218559532,0.239140583
,21.10.2003,0.30395699,0.235151251,0.218713005,0.239029695
,22.10.2003,0.303912969,0.235134883,0.218769393,0.238998021
,23.10.2003,0.303851774,0.235161083,0.218822664,0.238972678
,24.10.2003,0.303712311,0.235164338,0.218832067,0.238979012
,25.10.2003,0.300608943,0.234333916,0.218734945,0.238979018
,26.10.2003,0.296780404,0.232037694,0.217955805,0.238855535
,27.10.2003,0.296676415,0.230202725,0.21666998,0.238273423
,28.10.2003,0.297696299,0.229743758,0.21575201,0.237654225
,29.10.2003,0.297205375,0.229321058,0.21528309,0.237130558
,30.10.2003,0.2959577,0.229156646,0.214814734,0.23673668
,31.10.2003,0.29048819,0.226766354,0.213870935,0.236119944
,01.11.2003,0.287798241,0.223804096,0.212057944,0.235218519
,02.11.2003,0.286356648,0.22173675,0.210370205,0.234228383
,03.11.2003,0.285274843,0.220108798,0.209031954,0.233278193
,04.11.2003,0.284635616,0.218720042,0.207735295,0.23227732
,05.11.2003,0.283207089,0.217671161,0.206643199,0.231369111
,06.11.2003,0.282239105,0.216123428,0.205509395,0.230432057
,07.11.2003,0.282223019,0.215289829,0.204493557,0.229586943
,08.11.2003,0.281921669,0.214662878,0.203675799,0.228749784
,09.11.2003,0.282044758,0.214191767,0.203060815,0.228136256
,10.11.2003,0.282362913,0.21391622,0.202488812,0.227471382
,11.11.2003,0.28264812,0.213888354,0.202052211,0.226912069
,12.11.2003,0.282852358,0.21382027,0.201765444,0.226522264
,13.11.2003,0.281399936,0.213319588,0.201493862,0.226135936
,14.11.2003,0.28103421,0.212609624,0.200960273,0.225704101
,15.11.2003,0.280655848,0.212110461,0.20043344,0.225226874
,16.11.2003,0.279687078,0.211492193,0.199954955,0.224808253
,17.11.2003,0.279167741,0.210752146,0.199438645,0.224417585
,18.11.2003,0.278939105,0.210182076,0.198878653,0.223948065
,19.11.2003,0.279981241,0.209992213,0.198532484,0.223600891
,20.11.2003,0.280390836,0.210292289,0.19830484,0.223217528
,21.11.2003,0.279996666,0.210295365,0.198183698,0.2229409
,22.11.2003,0.27815727,0.209652768,0.197909105,0.222637173
,23.11.2003,0.276571027,0.208407475,0.197225102,0.222215389
,24.11.2003,0.275665032,0.20731228,0.196389583,0.221724375
,25.11.2003,0.27504172,0.20637498,0.1956471,0.221261319
,26.11.2003,0.274212128,0.205461387,0.194897455,0.220680934
,27.11.2003,0.273603488,0.204544162,0.19408249,0.220077408
,28.11.2003,0.272627123,0.203683529,0.193316134,0.219477828
,29.11.2003,0.272706675,0.203016868,0.192391815,0.218819132
,30.11.2003,0.275308823,0.203253973,0.191638058,0.218167618
,01.12.2003,0.278997482,0.204764555,0.191339909,0.217604077
,02.12.2003,0.280516739,0.206927144,0.191386191,0.217152087
,03.12.2003,0.281341284,0.209054247,0.19149327,0.216823174
,04.12.2003,0.281017719,0.2105345,0.19169304,0.216470688
,05.12.2003,0.28004496,0.211163339,0.191991492,0.216148356
,06.12.2003,0.279096651,0.211197114,0.192229244,0.215832304
,07.12.2003,0.279012974,0.211089631,0.192345305,0.215355712
,08.12.2003,0.279993166,0.21144598,0.192667613,0.214992737
,09.12.2003,0.280497016,0.211879571,0.193254924,0.214740067
,10.12.2003,0.28051641,0.212245915,0.19379664,0.214662811
,11.12.2003,0.280012564,0.212273635,0.194161191,0.214579631
,12.12.2003,0.2794028,0.212018053,0.194394735,0.214567764
,13.12.2003,0.278771315,0.211704218,0.194523244,0.214579635
,14.12.2003,0.27829823,0.211301564,0.194435608,0.214410371
,15.12.2003,0.277967038,0.210948443,0.194263333,0.214279771
,16.12.2003,0.277430624,0.210623292,0.194199128,0.214092851
,17.12.2003,0.276484517,0.21011776,0.194021153,0.213980151
,18.12.2003,0.275796125,0.209594586,0.19387241,0.213920861
,19.12.2003,0.274767311,0.209011171,0.193793706,0.213906026
,20.12.2003,0.27348575,0.208303801,0.193496524,0.21378746
,21.12.2003,0.273180204,0.207555292,0.193199603,0.213660045
,22.12.2003,0.273858318,0.206963065,0.192952383,0.213571175
,23.12.2003,0.273998518,0.206659752,0.192708259,0.213423111
,24.12.2003,0.272205243,0.206344631,0.192470115,0.213355025
,25.12.2003,0.270512843,0.205769651,0.192246663,0.213349097
,26.12.2003,0.269227571,0.205005509,0.191927723,0.213215926
,27.12.2003,0.26829185,0.204236974,0.191577228,0.213091668
,28.12.2003,0.266577117,0.20347318,0.19125894,0.212896507
,29.12.2003,0.25928222,0.202696138,0.190961185,0.212748715
,30.12.2003,0.246541108,0.201726602,0.190611769,0.212630538
,31.12.2003,0.241394575,0.200750821,0.190156074,0.212476974
,01.01.2004,0.242483118,0.199798674,0.189689487,0.212234914
,02.01.2004,0.248009701,0.198985503,0.18930118,0.212063802
,03.01.2004,0.254960064,0.198375419,0.188947822,0.21191046
,04.01.2004,0.260089271,0.198126966,0.188617796,0.211718885
,05.01.2004,0.261703618,0.198168363,0.188356885,0.211609874
,06.01.2004,0.258182985,0.198298482,0.188053255,0.211477348
