@T,B4,,,,
,06.01.2003,0.101500252,0.206188001,0.234701347,0.244080944
,07.01.2003,0.101038365,0.206596042,0.235256817,0.244105968
,08.01.2003,-9999,-9999,-9999,-9999
,09.01.2003,-9999,-9999,-9999,-9999
,10.01.2003,-9999,-9999,-9999,-9999
,11.01.2003,-9999,-9999,-9999,-9999
,12.01.2003,-9999,-9999,-9999,-9999
,13.01.2003,-9999,-9999,-9999,-9999
,14.01.2003,-9999,-9999,-9999,-9999
,15.01.2003,-9999,-9999,-9999,-9999
,16.01.2003,-9999,-9999,-9999,-9999
,17.01.2003,-9999,-9999,-9999,-9999
,18.01.2003,-9999,-9999,-9999,-9999
,19.01.2003,-9999,-9999,-9999,-9999
,20.01.2003,-9999,-9999,-9999,-9999
,21.01.2003,-9999,-9999,-9999,-9999
,22.01.2003,-9999,-9999,-9999,-9999
,23.01.2003,-9999,-9999,-9999,-9999
,24.01.2003,-9999,-9999,-9999,-9999
,25.01.2003,-9999,-9999,-9999,-9999
,26.01.2003,-9999,-9999,-9999,-9999
,27.01.2003,-9999,-9999,-9999,-9999
,28.01.2003,-9999,-9999,-9999,-9999
,29.01.2003,-9999,-9999,-9999,-9999
,30.01.2003,-9999,-9999,-9999,-9999
,31.01.2003,-9999,-9999,-9999,-9999
,01.02.2003,-9999,-9999,-9999,-9999
,02.02.2003,-9999,-9999,-9999,-9999
,03.02.2003,-9999,-9999,-9999,-9999
,04.02.2003,-9999,-9999,-9999,-9999
,05.02.2003,-9999,-9999,-9999,-9999
,06.02.2003,-9999,-9999,-9999,-9999
,07.02.2003,-9999,-9999,-9999,-9999
,08.02.2003,-9999,-9999,-9999,-9999
,09.02.2003,-9999,-9999,-9999,-9999
,10.02.2003,-9999,-9999,-9999,-9999
,11.02.2003,-9999,-9999,-9999,-9999
,12.02.2003,-9999,-9999,-9999,-9999
,13.02.2003,-9999,-9999,-9999,-9999
,14.02.2003,-9999,-9999,-9999,-9999
,15.02.2003,-9999,-9999,-9999,-9999
,16.02.2003,-9999,-9999,-9999,-9999
,17.02.2003,-9999,-9999,-9999,-9999
,18.02.2003,-9999,-9999,-9999,-9999
,19.02.2003,-9999,-9999,-9999,-9999
,20.02.2003,-9999,-9999,-9999,-9999
,21.02.2003,0.10084421,0.20579511,0.234551883,0.24047863
,22.02.2003,0.101150253,0.206078618,0.234683007,0.240528225
,23.02.2003,0.10029868,0.20606093,0.234862982,0.240580928
,24.02.2003,0.097624573,0.204681545,0.234695235,0.240633644
,25.02.2003,0.095756904,0.20268938,0.233845306,0.240602634
,26.02.2003,0.095796745,0.201372226,0.232802804,0.240469332
,27.02.2003,0.096742376,0.20105176,0.23201134,0.240233829
,28.02.2003,0.09731944,0.201313885,0.231651015,0.239936544
,01.03.2003,0.097345968,0.201576193,0.231557205,0.239676603
,02.03.2003,0.097455627,0.201570358,0.231493671,0.239450833
,03.03.2003,0.098674817,0.202063545,0.231487622,0.23926846
,04.03.2003,0.099484798,0.203221881,0.231856894,0.239135595
,05.03.2003,0.098256577,0.203107573,0.23225977,0.23903056
,06.03.2003,0.098720847,0.202800111,0.232196123,0.238999668
,07.03.2003,0.100611632,0.203688113,0.23231435,0.238962615
,08.03.2003,0.10275092,0.205341111,0.232933325,0.238910128
,09.03.2003,0.103851008,0.207090651,0.233930548,0.23894409
,10.03.2003,0.104605088,0.208135128,0.234905789,0.23907072
,11.03.2003,0.106772977,0.20959763,0.235843771,0.239262279
,12.03.2003,0.108845477,0.211500863,0.237014053,0.239500308
,13.03.2003,0.110639135,0.213486655,0.238433971,0.239831316
,14.03.2003,0.112353396,0.215353142,0.239908379,0.240236938
,15.03.2003,0.115048645,0.217455326,0.241422334,0.240701889
,16.03.2003,0.115732513,0.21952902,0.243150585,0.241251232
,17.03.2003,0.115753043,0.220601194,0.244632747,0.241857287
,18.03.2003,0.111908261,0.220060519,0.245621689,0.242495401
,19.03.2003,0.107948822,0.217223928,0.245443131,0.243109537
,20.03.2003,0.107342195,0.214819905,0.244413941,0.243534049
,21.03.2003,0.110072723,0.214634838,0.243539854,0.24372772
,22.03.2003,0.111938148,0.215993508,0.243595983,0.24380272
,23.03.2003,0.113081919,0.216960931,0.244101486,0.243862101
,24.03.2003,0.114404926,0.21846607,0.244792124,0.243999647
,25.03.2003,0.112385412,0.217934253,0.245399217,0.244193557
,26.03.2003,0.113793581,0.217759933,0.245402353,0.244409454
,27.03.2003,0.114124416,0.218508758,0.245671838,0.244622333
,28.03.2003,0.111169968,0.217165653,0.245816019,0.244782069
,29.03.2003,0.109818494,0.21542305,0.245186349,0.24495753
,30.03.2003,0.109718107,0.213879017,0.244304533,0.244995138
,31.03.2003,0.112681922,0.214135785,0.24369265,0.244919925
,01.04.2003,0.116485704,0.216215806,0.243939193,0.244819663
,02.04.2003,0.119145868,0.218564227,0.244976763,0.244760139
,03.04.2003,0.120575039,0.220505968,0.246245943,0.244847861
,04.04.2003,0.120349225,0.22136497,0.247411892,0.245082915
,05.04.2003,0.119273965,0.221195553,0.248070138,0.245387123
,06.04.2003,0.117542088,0.220235435,0.248205691,0.245710388
,07.04.2003,0.1152041,0.218014095,0.24776453,0.245971064
,08.04.2003,0.116088437,0.21639178,0.246782888,0.246087316
,09.04.2003,0.119718694,0.216909199,0.24623948,0.246090462
,10.04.2003,0.124357478,0.218956201,0.246606925,0.246027615
,11.04.2003,0.128627953,0.221636958,0.247761532,0.2460339
,12.04.2003,0.13280297,0.224209688,0.249336437,0.246172183
,13.04.2003,0.136797378,0.226499866,0.251044198,0.246496071
,14.04.2003,0.140970667,0.228480259,0.25271747,0.246927269
,15.04.2003,0.144873141,0.230089016,0.254275738,0.24745665
,16.04.2003,0.145907268,0.230347836,0.255537926,0.248049849
,17.04.2003,0.148172273,0.229461698,0.256016193,0.248624902
,18.04.2003,0.152483381,0.229694734,0.25623791,0.249143764
,19.04.2003,0.154595896,0.229965885,0.256726694,0.249571358
,20.04.2003,0.155746011,0.229206699,0.256948737,0.249967675
,21.04.2003,0.158760884,0.228803808,0.256861833,0.250265944
,22.04.2003,0.1633122,0.229634933,0.257032465,0.250513615
,23.04.2003,0.1787231,0.230808941,0.257676928,0.250755073
,24.04.2003,0.270813625,0.228961893,0.258073681,0.251044377
,25.04.2003,0.269328281,0.227356934,0.257435162,0.251422987
,26.04.2003,0.265657616,0.228169391,0.256803908,0.251617188
,27.04.2003,0.26384339,0.232303754,0.256855422,0.251636295
,28.04.2003,0.26171745,0.241567921,0.257776988,0.251664957
,29.04.2003,0.259430998,0.255495669,0.259014059,0.251779629
,30.04.2003,0.255723316,0.270445263,0.260270852,0.252047316
,01.05.2003,0.251710548,0.283476951,0.261023966,0.252407692
,02.05.2003,0.249826609,0.295566365,0.261176708,0.252771555
,03.05.2003,0.250163404,0.308678024,0.261459648,0.253075022
,04.05.2003,0.249177688,0.321786424,0.262527977,0.253346728
,05.05.2003,0.245930881,0.331742269,0.263820993,0.253701806
,06.05.2003,0.243447714,0.33844229,0.264635935,0.254134053
,07.05.2003,0.241707492,0.343510764,0.26517683,0.254589183
,08.05.2003,0.24050489,0.347397365,0.265705262,0.254990227
,09.05.2003,0.237530139,0.349238702,0.266099484,0.255385222
,10.05.2003,0.276596906,0.350409184,0.265665931,0.25574199
,11.05.2003,0.293618403,0.382786403,0.263775587,0.255973563
,12.05.2003,0.288109403,0.397564784,0.26213022,0.255983215
,13.05.2003,0.284348821,0.401865009,0.262156301,0.255783789
,14.05.2003,0.280980479,0.404239932,0.263353713,0.25567446
,15.05.2003,0.278658149,0.406370996,0.265088645,0.255732337
,16.05.2003,0.276094382,0.407696198,0.26707384,0.256025052
,17.05.2003,0.273784763,0.409099693,0.269137602,0.256478998
,18.05.2003,0.270376132,0.40999832,0.271406802,0.257046292
,19.05.2003,0.265907375,0.409927234,0.273409831,0.257782293
,20.05.2003,0.26074992,0.407368835,0.274265538,0.258532478
,21.05.2003,0.257942753,0.404571695,0.274098227,0.259186695
,22.05.2003,0.256273577,0.403401879,0.274473194,0.259627712
,23.05.2003,0.254199637,0.403265123,0.276029647,0.259952279
,24.05.2003,0.252260872,0.403966258,0.278191673,0.260351858
,25.05.2003,0.249656514,0.40390481,0.280461821,0.260888438
,26.05.2003,0.247228063,0.402507694,0.282511341,0.26150387
,27.05.2003,0.242947943,0.399593223,0.284432971,0.26215605
,28.05.2003,0.238079418,0.395270698,0.286486202,0.262783045
,29.05.2003,0.231881482,0.391650854,0.289249443,0.263361858
,30.05.2003,0.230508784,0.39192719,0.292121154,0.263938165
,31.05.2003,0.229009171,0.392837786,0.294426735,0.264649755
,01.06.2003,0.227681261,0.392508075,0.296038621,0.26538549
,02.06.2003,0.226697683,0.391892454,0.297115032,0.266053285
,03.06.2003,0.22630936,0.391524212,0.297930066,0.266613288
,04.06.2003,0.224553286,0.390472715,0.298672464,0.267065104
,05.06.2003,0.221354498,0.388387765,0.29897533,0.267441417
,06.06.2003,0.220455449,0.386459375,0.298616103,0.267705669
,07.06.2003,0.220091662,0.385218506,0.298228958,0.26780151
,08.06.2003,0.222681344,0.384583854,0.297933514,0.267722195
,09.06.2003,0.229167372,0.385991142,0.298165684,0.267570222
,10.06.2003,0.233682354,0.387947976,0.299193944,0.267395181
,11.06.2003,0.238721968,0.390390794,0.300464559,0.267372066
,12.06.2003,0.241635265,0.393050697,0.302060852,0.26746783
,13.06.2003,0.243800547,0.39537724,0.303679897,0.267692461
,14.06.2003,0.245431327,0.397292398,0.30519708,0.268039544
,15.06.2003,0.247385308,0.399235067,0.306647255,0.268419993
,16.06.2003,0.249473422,0.401438343,0.308245109,0.268830573
,17.06.2003,0.25016559,0.403309118,0.30997741,0.269291259
,18.06.2003,0.249506937,0.404301612,0.31149513,0.269795574
,19.06.2003,0.249124245,0.404460546,0.312637228,0.270337008
,20.06.2003,0.249738766,0.404977424,0.313604253,0.270849135
,21.06.2003,0.250197135,0.405574253,0.31468561,0.271305215
,22.06.2003,0.251284407,0.406490468,0.315820212,0.271705072
,23.06.2003,0.251839489,0.407478838,0.317143317,0.272088612
,24.06.2003,0.250568415,0.407882541,0.318462334,0.272502521
,25.06.2003,0.247669778,0.406783004,0.319344643,0.272936864
,26.06.2003,0.247993654,0.405755648,0.319648875,0.273318079
,27.06.2003,0.249724297,0.406122947,0.32016982,0.27353558
,28.06.2003,0.251610575,0.40733254,0.321268404,0.273702965
,29.06.2003,0.252215816,0.408766335,0.322818976,0.273897208
,30.06.2003,0.25186242,0.409135205,0.324377518,0.274192076
,01.07.2003,0.253742898,0.410087408,0.325799787,0.274554216
,02.07.2003,0.255622357,0.411625212,0.327556745,0.274899856
,03.07.2003,0.257009735,0.413340823,0.329614293,0.275349924
,04.07.2003,0.257897209,0.414858889,0.331761921,0.275901341
,05.07.2003,0.258717126,0.416160188,0.333921588,0.276493831
,06.07.2003,0.258644369,0.417207435,0.336036748,0.277168044
,07.07.2003,0.257632218,0.417540355,0.337905782,0.277910799
,08.07.2003,0.25618655,0.417180459,0.339419897,0.278631036
,09.07.2003,0.256723228,0.417193923,0.340667683,0.27929817
,10.07.2003,0.256158419,0.417706898,0.342105283,0.279878023
,11.07.2003,0.25508995,0.418112144,0.3435924,0.280458585
,12.07.2003,0.252864565,0.418211231,0.345037265,0.280982073
,13.07.2003,0.249394012,0.418278818,0.346404988,0.281553793
,14.07.2003,0.244253921,0.418193226,0.347706554,0.282078476
,15.07.2003,0.239309485,0.418197734,0.349061276,0.282607154
,16.07.2003,0.232635805,0.417324481,0.350329979,0.283153513
,17.07.2003,0.226017419,0.416142271,0.351240689,0.283659452
,18.07.2003,0.221128184,0.415127975,0.352195562,0.284121409
,19.07.2003,0.216828563,0.413833255,0.353268701,0.284549554
,20.07.2003,0.21340955,0.411848655,0.354183945,0.28497809
,21.07.2003,0.20862833,0.408621551,0.354839076,0.285403573
,22.07.2003,0.205648105,0.404334491,0.355073226,0.285753832
,23.07.2003,0.196538159,0.400451058,0.355592696,0.285987505
,24.07.2003,0.190578054,0.397053358,0.356175067,0.28621096
,25.07.2003,0.189570895,0.393759657,0.356538873,0.286431083
,26.07.2003,0.188288828,0.390090279,0.35697731,0.286692616
,27.07.2003,0.187771586,0.385937574,0.357455276,0.286974945
,28.07.2003,0.18625557,0.381947551,0.35789828,0.287278123
,29.07.2003,0.183640046,0.377466145,0.358098335,0.287615973
,30.07.2003,0.180656586,0.372015428,0.357886538,0.287960964
,31.07.2003,0.178323515,0.366726867,0.357255446,0.28824749
,01.08.2003,0.175308843,0.361542662,0.356433305,0.288437453
,02.08.2003,0.17306488,0.356226389,0.355292013,0.288572206
,03.08.2003,0.172242922,0.351514998,0.353961925,0.288655138
,04.08.2003,0.170455711,0.347117994,0.35271258,0.288807233
,05.08.2003,0.16875728,0.342080318,0.35110524,0.289059678
,06.08.2003,0.167810098,0.337989973,0.349216231,0.289329556
,07.08.2003,0.167743708,0.334744785,0.347075173,0.289592651
,08.08.2003,0.164724155,0.331578838,0.344555143,0.289897477
,09.08.2003,0.162722349,0.328153097,0.340966783,0.290212893
,10.08.2003,0.161055959,0.325221137,0.336870698,0.290511164
,11.08.2003,0.160357815,0.32280647,0.33242101,0.290771428
,12.08.2003,0.158988847,0.320748832,0.328065681,0.291004046
,13.08.2003,0.157451068,0.318695211,0.323818063,0.291233301
,14.08.2003,0.155433128,0.31671822,0.319926133,0.291528726
,15.08.2003,0.153489888,0.314744623,0.31633907,0.291799984
,16.08.2003,0.151582318,0.312884559,0.31300073,0.292040053
,17.08.2003,0.150174417,0.311242379,0.310057358,0.292228017
,18.08.2003,0.147532818,0.309741017,0.30802634,0.292398635
,19.08.2003,0.142689173,0.307779284,0.306379564,0.292510093
,20.08.2003,0.141530309,0.30557331,0.303801472,0.292593709
,21.08.2003,0.141664575,0.304699508,0.30151544,0.292548414
,22.08.2003,0.141569909,0.304222282,0.300072503,0.292464808
,23.08.2003,0.141466542,0.303890772,0.299028318,0.292429977
,24.08.2003,0.140179039,0.303209779,0.298288827,0.292409081
,25.08.2003,0.137785498,0.301539537,0.297431126,0.292416045
,26.08.2003,0.136673949,0.299150586,0.296175309,0.292454358
,27.08.2003,0.1371291,0.297728075,0.295013382,0.292388186
,28.08.2003,0.137230683,0.296732092,0.294157723,0.29226283
,29.08.2003,0.136525443,0.29616328,0.293644996,0.292165355
,30.08.2003,0.133464344,0.294896295,0.293317446,0.292130547
,31.08.2003,0.130640439,0.29157976,0.292218159,0.2921027
,01.09.2003,0.130643953,0.288746037,0.290417639,0.291953055
,02.09.2003,0.131760358,0.28722362,0.288896235,0.29163305
,03.09.2003,0.132770695,0.286752029,0.287927088,0.29120899
,04.09.2003,0.132555897,0.286259496,0.287448433,0.290820032
,05.09.2003,0.133673244,0.28612646,0.287045915,0.290459126
,06.09.2003,0.134258262,0.286680058,0.286925567,0.290157422
,07.09.2003,0.13338649,0.28669444,0.286994325,0.289935592
,08.09.2003,0.131693982,0.28578188,0.286849953,0.289762355
,09.09.2003,0.131265733,0.284960345,0.286303719,0.289609956
,10.09.2003,0.130126524,0.284008005,0.285713519,0.289423003
,11.09.2003,0.12819926,0.282622481,0.284959693,0.28919459
,12.09.2003,0.127540343,0.281084165,0.283984908,0.288900595
,13.09.2003,0.127639063,0.280483605,0.283097273,0.288551478
,14.09.2003,0.126321531,0.279721069,0.282463347,0.288161177
,15.09.2003,0.125600416,0.278598798,0.281656825,0.287747049
,16.09.2003,0.126399422,0.27822393,0.280899152,0.287312593
,17.09.2003,0.127133088,0.27871886,0.28052585,0.286888851
,18.09.2003,0.124143731,0.278341032,0.280396986,0.286523987
,19.09.2003,0.12224344,0.276232486,0.27957038,0.286176582
,20.09.2003,0.122278748,0.274900578,0.278400552,0.285791633
,21.09.2003,0.122655043,0.274455212,0.277553697,0.285328062
,22.09.2003,0.122993331,0.274563873,0.277071928,0.284844353
,23.09.2003,0.123310173,0.274574378,0.276768982,0.284357705
,24.09.2003,0.1241758,0.275128594,0.276674767,0.283953677
,25.09.2003,0.123685897,0.275448101,0.27676225,0.283584201
,26.09.2003,0.124367581,0.275567503,0.276711775,0.283273095
,27.09.2003,0.124312666,0.276084213,0.276822824,0.283016846
,28.09.2003,0.123458027,0.275968217,0.276906957,0.282791466
,29.09.2003,0.122386205,0.275332288,0.276742064,0.282586655
,30.09.2003,0.121265796,0.274490336,0.276341848,0.282368301
,01.10.2003,0.119029663,0.27299655,0.275723744,0.282136414
,02.10.2003,0.119114035,0.271701912,0.274761195,0.281805826
,03.10.2003,0.119867663,0.271336212,0.274028013,0.281414188
,04.10.2003,0.119911759,0.271625245,0.273693603,0.280995663
,05.10.2003,0.11988772,0.27144764,0.273509793,0.280594483
,06.10.2003,0.120555439,0.27162523,0.27333274,0.280251386
,07.10.2003,0.120863955,0.272036416,0.273336081,0.279925507
,08.10.2003,0.121603068,0.272427027,0.273439631,0.27964054
,09.10.2003,0.121929707,0.273065984,0.273686922,0.279399814
,10.10.2003,0.122371806,0.273394565,0.273951058,0.279220199
,11.10.2003,0.12208938,0.2735624,0.274205304,0.279084686
,12.10.2003,0.120055936,0.27280077,0.274262201,0.278966144
,13.10.2003,0.119759342,0.271830798,0.273823995,0.278857783
,14.10.2003,0.117832942,0.270866825,0.273376189,0.278702065
,15.10.2003,0.116438704,0.26930825,0.27260528,0.278458448
,16.10.2003,0.115860496,0.268010485,0.27168585,0.278177767
,17.10.2003,0.115669473,0.267126759,0.270828027,0.277809408
,18.10.2003,0.117183657,0.267054274,0.270193992,0.277394094
,19.10.2003,0.118128593,0.267861846,0.270041423,0.276965655
,20.10.2003,0.118957426,0.268546285,0.270197303,0.276615093
,21.10.2003,0.119341207,0.26934611,0.270495941,0.276345605
,22.10.2003,0.119470752,0.269779503,0.27079809,0.276146963
,23.10.2003,0.11970373,0.270189023,0.271033971,0.276005613
,24.10.2003,0.11972927,0.270512023,0.271279948,0.275904679
,25.10.2003,0.117445268,0.27014059,0.271439571,0.275823939
,26.10.2003,0.114183195,0.268042216,0.270987523,0.275756663
,27.10.2003,0.113707065,0.265949013,0.269862523,0.275625523
,28.10.2003,0.114501455,0.265275198,0.26889561,0.275339825
,29.10.2003,0.114360794,0.265086397,0.268343559,0.274973717
,30.10.2003,0.113918049,0.265127593,0.268016615,0.274648147
,31.10.2003,0.109534762,0.26317937,0.267528424,0.274295993
,01.11.2003,0.107126752,0.259927099,0.26601435,0.273937417
,02.11.2003,0.106015992,0.25753115,0.264223575,0.273438557
,03.11.2003,0.105164559,0.255702715,0.262586703,0.27281991
,04.11.2003,0.104760716,0.25425028,0.261108628,0.272105332
,05.11.2003,0.103953167,0.253230226,0.259884981,0.271351883
,06.11.2003,0.102921275,0.251646555,0.258671354,0.270593031
,07.11.2003,0.102988858,0.250612668,0.25740299,0.269838768
,08.11.2003,0.10295988,0.250018803,0.256424393,0.269065859
,09.11.2003,0.103120233,0.249611211,0.255618115,0.268333988
,10.11.2003,0.103350502,0.249346339,0.255015186,0.267629718
,11.11.2003,0.103694113,0.249362884,0.254521938,0.266989241
,12.11.2003,0.103878825,0.249435699,0.254221141,0.266395793
,13.11.2003,0.102881646,0.249111486,0.253933363,0.265868948
,14.11.2003,0.102735737,0.248450369,0.253428609,0.26538546
,15.11.2003,0.102561137,0.248037718,0.252937206,0.264922201
,16.11.2003,0.101926034,0.247549735,0.252478228,0.264462707
,17.11.2003,0.101361142,0.246766126,0.251911577,0.26399713
,18.11.2003,0.101050905,0.246085781,0.251259899,0.263551688
,19.11.2003,0.101788389,0.245790269,0.250678987,0.26307399
,20.11.2003,0.102421028,0.246210554,0.250406251,0.262609865
,21.11.2003,0.102199588,0.246466838,0.250352367,0.262195184
,22.11.2003,0.100826105,0.245980732,0.250235111,0.261852636
,23.11.2003,0.099306081,0.244663152,0.249674673,0.261526654
,24.11.2003,0.097733163,0.242987935,0.248748566,0.261135799
,25.11.2003,0.097009552,0.241263972,0.247556753,0.260683482
,26.11.2003,0.095935253,0.239945319,0.246402838,0.260169912
,27.11.2003,0.095066883,0.238437414,0.245255323,0.259582318
,28.11.2003,0.093869129,0.236961076,0.244054774,0.25897285
,29.11.2003,0.094005683,0.235451402,0.24274572,0.258289814
,30.11.2003,0.096118585,0.235736212,0.241800653,0.257582018
,01.12.2003,0.097072945,0.236922273,0.241664045,0.256897954
,02.12.2003,0.096914841,0.237545505,0.241791313,0.256311537
,03.12.2003,0.096900763,0.237661283,0.241819252,0.255877075
,04.12.2003,0.096150204,0.237416939,0.241732333,0.25549769
,05.12.2003,0.094779553,0.236518083,0.24137244,0.255170022
,06.12.2003,0.093906535,0.234981595,0.240619569,0.254775213
,07.12.2003,0.095043088,0.234454577,0.23977839,0.254361565
,08.12.2003,0.095922384,0.235147593,0.239466473,0.253913072
,09.12.2003,0.095548808,0.235412904,0.23946956,0.253497043
,10.12.2003,0.095176177,0.235201884,0.239355364,0.253154923
,11.12.2003,0.09452366,0.234681219,0.239074658,0.252838621
,12.12.2003,0.093673693,0.233836211,0.23862471,0.252506606
,13.12.2003,0.09285901,0.232770529,0.23797839,0.252158908
,14.12.2003,0.092589948,0.231815398,0.237201095,0.25177008
,15.12.2003,0.092889673,0.231356095,0.2365601,0.251356161
,16.12.2003,0.092023619,0.231005005,0.23609152,0.25092674
,17.12.2003,0.09136972,0.229855606,0.23544933,0.250481866
,18.12.2003,0.091888296,0.229420595,0.234728791,0.250050161
,19.12.2003,0.091459978,0.229203372,0.23428369,0.24959355
