@T,climate ,,,,,,,,
name,srad,,,,,,,,
,,,,,,,,,
missing_val,-9999,,,,,,,,
date_start,21.11.2001 ,,,,,,,,
date_end,31.01.2020,,,,,,,,
date_format,dd.MM.yyyy ,,,,,,,,
,,,,,,,,,
tres,d ,,,,,,,,
unit,MJ/m2,,,,,,,,
,,,,,,,,,
@H,date,srad[0],srad[1],srad[2],srad[3],srad[4],srad[5],srad[6],srad[7]
name,-,EnergyTower1,EnergyTower2,METOS,Vaisala,COAGMETAult,COAGMETARDEC,COAGMETGreeley,MissDataFill
ID,-,1,2,3,4,5,6,7,8
elevation,-,1584.435,1584.867,1571,1571,1497,1558,1427,1427
x,-,513609.867,513537.822,512615,512615,523701,500000,530627,530627
,22.08.2005,-9999,-9999,23.89452199,-9999,24.35,21.61,-9999,-9999
,23.08.2005,-9999,-9999,21.22179797,-9999,20.92,17.03,-9999,-9999
,24.08.2005,-9999,-9999,25.13345162,-9999,24.67,24.05,-9999,-9999
,25.08.2005,-9999,-9999,18.70906817,-9999,19.2,15.15,-9999,-9999
,26.08.2005,-9999,-9999,24.42168245,-9999,24.18,21.19,-9999,-9999
,27.08.2005,-9999,-9999,20.64951094,-9999,21.46,19.23,-9999,-9999
,28.08.2005,-9999,-9999,24.9734574,-9999,24.86,24.61,-9999,-9999
,29.08.2005,-9999,-9999,25.42267195,-9999,24.64,23.49,-9999,-9999
,30.08.2005,-9999,-9999,24.04015776,-9999,24.26,21.81,-9999,-9999
,31.08.2005,-9999,-9999,25.22575598,-9999,24.36,23.1,-9999,-9999
,01.09.2005,-9999,-9999,25.20934632,-9999,24.74,23.56,-9999,-9999
,02.09.2005,-9999,-9999,25.41856954,-9999,24.5,23.31,-9999,-9999
,03.09.2005,-9999,-9999,23.28531322,-9999,23.3,21.82,-9999,-9999
,04.09.2005,-9999,-9999,15.4866204,-9999,18.14,14.49,-9999,-9999
,05.09.2005,-9999,-9999,22.80738175,-9999,19.54,16.06,-9999,-9999
,06.09.2005,-9999,-9999,17.04143606,-9999,15.34,16.21,-9999,-9999
,07.09.2005,-9999,-9999,23.39607845,-9999,22.09,20.77,-9999,-9999
,08.09.2005,-9999,-9999,18.19831738,-9999,16.61,15.69,-9999,-9999
,09.09.2005,-9999,-9999,18.41574542,-9999,17.88,17.36,-9999,-9999
,10.09.2005,-9999,-9999,23.98887756,-9999,22.22,21.54,-9999,-9999
,11.09.2005,-9999,-9999,23.44325623,-9999,22.63,21.06,-9999,-9999
,12.09.2005,-9999,-9999,22.34380874,-9999,21.82,22.03,-9999,-9999
,13.09.2005,-9999,-9999,16.00967844,-9999,15.48,12.4,-9999,-9999
,14.09.2005,-9999,-9999,17.95012121,-9999,18.09,15.46,-9999,-9999
,15.09.2005,-9999,-9999,23.54376542,-9999,22.14,21.16,-9999,-9999
,16.09.2005,-9999,-9999,19.6649311,-9999,17.69,18.69,-9999,-9999
,17.09.2005,-9999,-9999,23.44530744,-9999,21.91,21.14,-9999,-9999
,18.09.2005,-9999,-9999,17.43937042,-9999,18.29,17.73,-9999,-9999
,19.09.2005,-9999,-9999,22.01151305,-9999,19.03,20.39,-9999,-9999
,20.09.2005,-9999,-9999,22.57149283,-9999,21,20.16,-9999,-9999
,21.09.2005,-9999,-9999,9.123773184,-9999,10.09,8.94,-9999,-9999
,22.09.2005,-9999,-9999,7.033592232,-9999,8.17,6.224,-9999,-9999
,23.09.2005,-9999,-9999,20.39721235,-9999,18.81,16.95,-9999,-9999
,24.09.2005,-9999,-9999,11.32061695,-9999,9.9,12.2,-9999,-9999
,25.09.2005,-9999,-9999,17.22809599,-9999,17.56,13.65,-9999,-9999
,26.09.2005,-9999,-9999,20.93668006,-9999,18.67,17.64,-9999,-9999
,27.09.2005,-9999,-9999,12.92876402,-9999,12.8,11.59,-9999,-9999
,28.09.2005,-9999,-9999,11.4108701,-9999,11.23,10.43,-9999,-9999
,29.09.2005,-9999,-9999,14.08974775,-9999,11.27,14.39,-9999,-9999
,30.09.2005,-9999,-9999,20.93873126,-9999,18.96,18.05,-9999,-9999
,01.10.2005,-9999,-9999,20.13465773,-9999,18.47,17.69,-9999,-9999
,02.10.2005,-9999,-9999,20.58387228,-9999,18.55,17.76,-9999,-9999
,03.10.2005,-9999,-9999,19.83928378,-9999,18.19,17.33,-9999,-9999
,04.10.2005,-9999,-9999,3.072709584,-9999,3.14,3.27,-9999,-9999
,05.10.2005,-9999,-9999,19.87415431,-9999,18.37,15.17,-9999,-9999
,06.10.2005,-9999,-9999,17.36142451,-9999,15.94,16.16,-9999,-9999
,07.10.2005,-9999,-9999,20.06081424,-9999,17.98,17.25,-9999,-9999
,08.10.2005,-9999,-9999,19.6403166,-9999,17.56,16.9,-9999,-9999
,09.10.2005,-9999,-9999,2.393759736,-9999,3.597,2.577,-9999,-9999
,10.10.2005,-9999,-9999,2.282994504,-9999,2.217,2.716,-9999,-9999
,11.10.2005,-9999,-9999,10.88781206,-9999,8.68,10.45,-9999,-9999
,12.10.2005,-9999,-9999,10.96575797,-9999,9.95,11.22,-9999,-9999
,13.10.2005,-9999,-9999,17.67115692,-9999,16.2,15.23,-9999,-9999
,14.10.2005,-9999,-9999,18.56753482,-9999,16.38,15.2,-9999,-9999
,15.10.2005,-9999,-9999,16.60247755,-9999,15.43,14.01,-9999,-9999
,16.10.2005,-9999,-9999,17.53372598,-9999,15.75,14.57,-9999,-9999
,17.10.2005,-9999,-9999,17.74500041,-9999,15.62,14.95,-9999,-9999
,18.10.2005,-9999,-9999,17.9726845,-9999,15.85,14.93,-9999,-9999
,19.10.2005,-9999,-9999,2.067617664,-9999,2.043,2.705,-9999,-9999
,20.10.2005,-9999,-9999,10.81601978,-9999,10.57,9.21,-9999,-9999
,21.10.2005,-9999,-9999,11.52163534,-9999,10.6,8.34,-9999,-9999
,22.10.2005,-9999,-9999,16.61273359,-9999,14.66,12.82,-9999,-9999
,23.10.2005,-9999,-9999,16.62709205,-9999,13.19,12.89,-9999,-9999
,24.10.2005,-9999,-9999,17.14399646,-9999,14.79,13.47,-9999,-9999
,25.10.2005,-9999,-9999,14.44255553,-9999,13.37,11.78,-9999,-9999
,26.10.2005,-9999,-9999,16.95733654,-9999,14.72,13.12,-9999,-9999
,27.10.2005,-9999,-9999,10.98627005,-9999,10.73,9.42,-9999,-9999
,28.10.2005,-9999,-9999,10.70935697,-9999,9.4,8.4,-9999,-9999
,29.10.2005,-9999,-9999,5.4357012,-9999,5.257,5.769,-9999,-9999
,30.10.2005,-9999,-9999,4.877772624,-9999,5.145,4.802,-9999,-9999
,31.10.2005,-9999,-9999,15.72661174,-9999,13.07,13,-9999,-9999
,01.11.2005,-9999,-9999,14.45691398,-9999,12.29,12.41,-9999,-9999
,02.11.2005,-9999,-9999,10.67448643,-9999,8.95,9.21,-9999,-9999
,03.11.2005,-9999,-9999,10.8714024,-9999,8.99,10.32,-9999,-9999
,04.11.2005,-9999,-9999,12.06725666,-9999,12.53,11.87,-9999,-9999
,05.11.2005,-9999,-9999,11.13395702,-9999,9.2,10.22,-9999,-9999
,06.11.2005,-9999,-9999,11.67547594,-9999,9.61,9.63,-9999,-9999
,07.11.2005,-9999,-9999,9.216077544,-9999,8.17,7.59,-9999,-9999
,08.11.2005,-9999,-9999,13.09491187,-9999,10.35,9.35,-9999,-9999
,09.11.2005,-9999,-9999,13.29182784,-9999,10.44,10.58,-9999,-9999
,10.11.2005,-9999,-9999,10.81807099,-9999,9.42,8.94,-9999,-9999
,11.11.2005,-9999,-9999,6.709501368,-9999,6.09,5.87,-9999,-9999
,12.11.2005,-9999,-9999,12.07956391,-9999,10.1,10.02,-9999,-9999
,13.11.2005,-9999,-9999,9.921693096,-9999,8.35,8.16,-9999,-9999
,14.11.2005,-9999,-9999,5.433649992,-9999,4.26,4.552,-9999,-9999
,15.11.2005,-9999,-9999,14.03846755,-9999,11.12,11.64,-9999,-9999
,16.11.2005,-9999,-9999,13.2815718,-9999,10.36,10.98,-9999,-9999
,17.11.2005,-9999,-9999,6.75873036,-9999,5.982,5.52,-9999,-9999
,18.11.2005,-9999,-9999,13.34310804,-9999,10.33,10.94,-9999,-9999
,19.11.2005,-9999,-9999,11.72675614,-9999,9.06,9.75,-9999,-9999
,20.11.2005,-9999,-9999,13.06004134,-9999,10.01,10.81,-9999,-9999
,21.11.2005,-9999,-9999,12.4610886,-9999,9.85,10.41,-9999,-9999
,22.11.2005,-9999,-9999,12.71886856,-9999,9.7,10.75,-9999,-9999
,23.11.2005,-9999,-9999,12.91645678,-9999,9.62,10.62,-9999,-9999
,24.11.2005,-9999,-9999,12.55544417,-9999,9.22,10.31,-9999,-9999
,25.11.2005,-9999,-9999,12.84261329,-9999,9.48,10.55,-9999,-9999
,26.11.2005,-9999,-9999,6.11259984,-9999,4.959,6.535,-9999,-9999
,27.11.2005,-9999,-9999,7.934072544,-9999,6.821,7.6,-9999,-9999
,28.11.2005,-9999,-9999,12.07135908,-9999,8.88,10.02,-9999,-9999
,29.11.2005,-9999,-9999,12.19853398,-9999,8.91,9.41,-9999,-9999
,30.11.2005,-9999,-9999,11.83547016,-9999,8.51,9.14,-9999,-9999
,01.12.2005,-9999,-9999,7.306402896,-9999,6.089,6.345,-9999,-9999
,02.12.2005,-9999,-9999,9.68170176,-9999,8.56,8.29,-9999,-9999
,03.12.2005,-9999,-9999,10.18424772,-9999,7.15,9.33,-9999,-9999
,04.12.2005,-9999,-9999,9.997587792,-9999,4.812,10.12,-9999,-9999
,05.12.2005,-9999,-9999,11.34112903,-9999,7.85,9.54,-9999,-9999
,06.12.2005,-9999,-9999,2.596829328,-9999,2.986,2.722,-9999,-9999
,07.12.2005,-9999,-9999,11.5626595,-9999,8.41,9.56,-9999,-9999
,08.12.2005,-9999,-9999,11.91956969,-9999,8.36,9.67,-9999,-9999
,09.12.2005,-9999,-9999,11.83341895,-9999,8.07,9.44,-9999,-9999
,10.12.2005,-9999,-9999,11.96674747,-9999,7.68,9.47,-9999,-9999
,11.12.2005,-9999,-9999,11.55240346,-9999,7.67,9.23,-9999,-9999
,12.12.2005,-9999,-9999,11.39035802,-9999,7.5,9.13,-9999,-9999
,13.12.2005,-9999,-9999,6.280798896,-9999,5.532,4.965,-9999,-9999
,14.12.2005,-9999,-9999,11.33702662,-9999,6.974,8.9,-9999,-9999
,15.12.2005,-9999,-9999,11.84777741,-9999,7.72,9.64,-9999,-9999
,16.12.2005,-9999,-9999,5.690050992,-9999,5.07,5.42,-9999,-9999
,17.12.2005,-9999,-9999,3.895243992,-9999,3.921,4.857,-9999,-9999
,18.12.2005,-9999,-9999,5.433649992,-9999,5.895,5.073,-9999,-9999
,19.12.2005,-9999,-9999,7.597674432,-9999,5.908,6.918,-9999,-9999
,20.12.2005,-9999,-9999,9.279664992,-9999,6.78,6.855,-9999,-9999
,21.12.2005,-9999,-9999,9.950410008,-9999,7.03,8.15,-9999,-9999
,22.12.2005,-9999,-9999,4.274717472,-9999,3.489,4.378,-9999,-9999
,23.12.2005,-9999,-9999,8.465335416,-9999,6.228,6.759,-9999,-9999
,24.12.2005,-9999,-9999,7.749463824,-9999,5.416,6.486,-9999,-9999
,25.12.2005,-9999,-9999,9.884771352,-9999,6.915,8.45,-9999,-9999
,26.12.2005,-9999,-9999,7.447936248,-9999,5.804,6.791,-9999,-9999
,27.12.2005,-9999,-9999,11.02319179,-9999,7.11,8.43,-9999,-9999
,28.12.2005,-9999,-9999,10.5370555,-9999,6.936,8.47,-9999,-9999
,29.12.2005,-9999,-9999,10.15963322,-9999,6.762,8,-9999,-9999
,30.12.2005,-9999,-9999,8.155603008,-9999,6.353,6.64,-9999,-9999
,31.12.2005,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.480755576
,01.01.2006,-9999,-9999,-9999,-9999,-9999,-9999,-9999,11.09088166
,02.01.2006,-9999,-9999,10.81807099,-9999,8.34,9.5,-9999,-9999
,03.01.2006,-9999,-9999,8.93301084,-9999,7.31,7.98,-9999,-9999
,04.01.2006,-9999,-9999,5.534159184,-9999,5.497,5.669,-9999,-9999
,05.01.2006,-9999,-9999,11.71239768,-9999,8.17,9.42,-9999,-9999
,06.01.2006,-9999,-9999,10.93088743,-9999,7.42,9.39,-9999,-9999
,07.01.2006,-9999,-9999,9.564782904,-9999,8.04,7.2,-9999,-9999
,08.01.2006,-9999,-9999,8.028428112,-9999,5.678,7.24,-9999,-9999
,09.01.2006,-9999,-9999,11.82521412,-9999,8.53,9.52,-9999,-9999
,10.01.2006,-9999,-9999,6.280798896,-9999,5.186,5.642,-9999,-9999
,11.01.2006,-9999,-9999,6.24592836,-9999,5.243,5.234,-9999,-9999
,12.01.2006,-9999,-9999,11.18933964,-9999,9.06,8.88,-9999,-9999
,13.01.2006,-9999,-9999,12.37083545,-9999,9.17,10.1,-9999,-9999
,14.01.2006,-9999,-9999,8.842757688,-9999,7.64,8.09,-9999,-9999
,15.01.2006,-9999,-9999,9.987331752,-9999,8.69,8.75,-9999,-9999
,16.01.2006,-9999,-9999,9.191463048,-9999,7.87,7.16,-9999,-9999
,17.01.2006,-9999,-9999,7.847921808,-9999,6.413,7.76,-9999,-9999
,18.01.2006,-9999,-9999,11.36984594,-9999,9.42,10.02,-9999,-9999
,19.01.2006,-9999,-9999,3.359878704,-9999,3.518,3.129,-9999,-9999
,20.01.2006,-9999,-9999,13.40669549,-9999,10.17,10.82,-9999,-9999
,21.01.2006,-9999,-9999,12.84261329,-9999,10.09,10.31,-9999,-9999
,22.01.2006,-9999,-9999,13.01696597,-9999,10.21,10.51,-9999,-9999
,23.01.2006,-9999,-9999,13.38002978,-9999,10.63,10.9,-9999,-9999
,24.01.2006,-9999,-9999,13.83129554,-9999,10.84,11.24,-9999,-9999
,25.01.2006,-9999,-9999,11.83136774,-9999,9.62,9.83,-9999,-9999
,26.01.2006,-9999,-9999,6.877700424,-9999,6.684,6.583,-9999,-9999
,27.01.2006,-9999,-9999,9.279664992,-9999,8.39,8.41,-9999,-9999
,28.01.2006,-9999,-9999,13.88462695,-9999,11.49,10.92,-9999,-9999
,29.01.2006,-9999,-9999,12.4857031,-9999,10.47,10.37,-9999,-9999
,30.01.2006,-9999,-9999,13.79232259,-9999,11.09,11.67,-9999,-9999
,31.01.2006,-9999,-9999,11.98315714,-9999,9.85,10.3,-9999,-9999
,01.02.2006,-9999,-9999,8.715582792,-9999,7.67,7.68,-9999,-9999
,02.02.2006,-9999,-9999,14.71331498,-9999,11.99,10.92,-9999,-9999
,03.02.2006,-9999,-9999,11.10524011,-9999,9.98,11.06,-9999,-9999
,04.02.2006,-9999,-9999,11.55445466,-9999,10.21,10.06,-9999,-9999
,05.02.2006,-9999,-9999,10.27860329,-9999,9.58,10.09,-9999,-9999
,06.02.2006,-9999,-9999,15.93788616,-9999,13.73,13.24,-9999,-9999
,07.02.2006,-9999,-9999,15.69584362,-9999,13.65,12.86,-9999,-9999
,08.02.2006,-9999,-9999,11.0519087,-9999,10.71,10.16,-9999,-9999
,09.02.2006,-9999,-9999,12.09392237,-9999,11.52,10.13,-9999,-9999
,10.02.2006,-9999,-9999,14.871258,-9999,12.32,13.33,-9999,-9999
,11.02.2006,-9999,-9999,14.65177874,-9999,13.46,11.99,-9999,-9999
,12.02.2006,-9999,-9999,16.86913459,-9999,14.87,14.08,-9999,-9999
,13.02.2006,-9999,-9999,16.78503506,-9999,14.86,14.02,-9999,-9999
,14.02.2006,-9999,-9999,16.7419597,-9999,14.65,14.39,-9999,-9999
,15.02.2006,-9999,-9999,2.17428048,-9999,1.896,3.028,-9999,-9999
,16.02.2006,-9999,-9999,16.61068238,-9999,15.79,14.28,-9999,-9999
,17.02.2006,-9999,-9999,13.42310515,-9999,14.47,12.37,-9999,-9999
,18.02.2006,-9999,-9999,17.93781396,-9999,17.66,14.59,-9999,-9999
,19.02.2006,-9999,-9999,18.38702851,-9999,17.36,13.5,-9999,-9999
,20.02.2006,-9999,-9999,19.29776486,-9999,16.3,15.68,-9999,-9999
,21.02.2006,-9999,-9999,17.72243712,-9999,17.01,14.85,-9999,-9999
,22.02.2006,-9999,-9999,18.95931554,-9999,17.26,15.95,-9999,-9999
,23.02.2006,-9999,-9999,19.05777353,-9999,17.21,16.2,-9999,-9999
,24.02.2006,-9999,-9999,19.09879769,-9999,17.12,15.77,-9999,-9999
,25.02.2006,-9999,-9999,13.09491187,-9999,12.45,12.28,-9999,-9999
,26.02.2006,-9999,-9999,16.59632393,-9999,15.84,13.49,-9999,-9999
,27.02.2006,-9999,-9999,18.65983918,-9999,15.92,15.94,-9999,-9999
,28.02.2006,-9999,-9999,12.06520546,-9999,11.63,11.41,-9999,-9999
,01.03.2006,-9999,-9999,17.21168633,-9999,16.5,15.59,-9999,-9999
,02.03.2006,-9999,-9999,18.80547494,-9999,17.15,16.34,-9999,-9999
,03.03.2006,-9999,-9999,19.10905373,-9999,17.25,16.82,-9999,-9999
,04.03.2006,-9999,-9999,18.08139852,-9999,16.77,15.66,-9999,-9999
,05.03.2006,-9999,-9999,19.90287122,-9999,18.29,17.34,-9999,-9999
,06.03.2006,-9999,-9999,15.50713248,-9999,14.36,13.45,-9999,-9999
,07.03.2006,-9999,-9999,-9999,-9999,18.66,17.97,-9999,-9999
,08.03.2006,-9999,-9999,-9999,-9999,4.125,3.359,-9999,-9999
,09.03.2006,-9999,-9999,-9999,-9999,9.51,10.79,-9999,-9999
,10.03.2006,-9999,-9999,-9999,-9999,8.22,6.34,-9999,-9999
,11.03.2006,-9999,-9999,-9999,-9999,11.69,9.14,-9999,-9999
,12.03.2006,-9999,-9999,-9999,-9999,6.864,11.84,-9999,-9999
,13.03.2006,-9999,-9999,-9999,-9999,17.8,18.04,-9999,-9999
,14.03.2006,-9999,-9999,-9999,-9999,21.15,19.25,-9999,-9999
,15.03.2006,-9999,-9999,-9999,-9999,18.94,19.66,-9999,-9999
,16.03.2006,-9999,-9999,-9999,-9999,18.55,16.64,-9999,-9999
,17.03.2006,-9999,-9999,-9999,-9999,16.33,14.81,-9999,-9999
,18.03.2006,-9999,-9999,-9999,-9999,16.85,15.62,-9999,-9999
,19.03.2006,-9999,-9999,-9999,-9999,4.187,6.313,-9999,-9999
,20.03.2006,-9999,-9999,-9999,-9999,14.16,12.47,-9999,-9999
,21.03.2006,-9999,-9999,-9999,-9999,22.29,15.53,-9999,-9999
,22.03.2006,-9999,-9999,-9999,-9999,13.96,10.42,-9999,-9999
,23.03.2006,-9999,-9999,-9999,-9999,17.66,16.94,-9999,-9999
,24.03.2006,-9999,-9999,-9999,-9999,20.64,19.38,-9999,-9999
,25.03.2006,-9999,-9999,-9999,-9999,20.09,19.08,-9999,-9999
,26.03.2006,-9999,-9999,-9999,-9999,16.28,17.32,-9999,-9999
,27.03.2006,-9999,-9999,-9999,-9999,22.36,20.55,-9999,-9999
,28.03.2006,-9999,-9999,-9999,-9999,22.31,21.39,-9999,-9999
,29.03.2006,-9999,-9999,-9999,-9999,15.55,14.95,-9999,-9999
,30.03.2006,-9999,-9999,-9999,-9999,21.34,21.85,-9999,-9999
,31.03.2006,-9999,-9999,-9999,-9999,20.82,18.98,-9999,-9999
,01.04.2006,-9999,-9999,-9999,-9999,12.32,10.19,-9999,-9999
,02.04.2006,-9999,-9999,-9999,-9999,24.53,23.55,-9999,-9999
,03.04.2006,-9999,-9999,-9999,-9999,18.68,20.84,-9999,-9999
,04.04.2006,-9999,-9999,-9999,-9999,14.9,14.74,-9999,-9999
,05.04.2006,-9999,-9999,-9999,-9999,19.49,18.85,-9999,-9999
,06.04.2006,-9999,-9999,-9999,-9999,15.66,14.66,-9999,-9999
,07.04.2006,-9999,-9999,-9999,-9999,17.42,16.07,-9999,-9999
,08.04.2006,-9999,-9999,-9999,-9999,23.31,21.22,-9999,-9999
,09.04.2006,-9999,-9999,-9999,-9999,22.14,19.89,-9999,-9999
,10.04.2006,-9999,-9999,-9999,-9999,25.69,24.98,-9999,-9999
,11.04.2006,-9999,-9999,-9999,-9999,16.11,15.25,-9999,-9999
,12.04.2006,-9999,-9999,-9999,-9999,24.93,23.35,-9999,-9999
,13.04.2006,-9999,-9999,-9999,-9999,26.47,25.26,-9999,-9999
,14.04.2006,-9999,-9999,-9999,-9999,25.85,24.48,-9999,-9999
,15.04.2006,-9999,-9999,-9999,-9999,13.08,14.33,-9999,-9999
,16.04.2006,-9999,-9999,-9999,-9999,26.32,25.25,-9999,-9999
,17.04.2006,-9999,-9999,-9999,-9999,26.16,25.15,-9999,-9999
,18.04.2006,-9999,-9999,-9999,-9999,25.67,24.98,-9999,-9999
,19.04.2006,-9999,-9999,-9999,-9999,27.37,26.19,-9999,-9999
,20.04.2006,-9999,-9999,-9999,-9999,26.58,25.28,-9999,-9999
,21.04.2006,-9999,-9999,-9999,-9999,27.32,25.74,-9999,-9999
,22.04.2006,-9999,-9999,-9999,-9999,24.65,22.92,-9999,-9999
,23.04.2006,-9999,-9999,-9999,-9999,23.22,22.61,-9999,-9999
,24.04.2006,-9999,-9999,-9999,-9999,9.14,8.52,-9999,-9999
,25.04.2006,-9999,-9999,-9999,-9999,11.53,8.05,-9999,-9999
,26.04.2006,-9999,-9999,-9999,-9999,27.07,25.14,-9999,-9999
,27.04.2006,-9999,-9999,-9999,-9999,27.15,21.9,-9999,-9999
,28.04.2006,-9999,-9999,-9999,-9999,19.34,18.09,-9999,-9999
,29.04.2006,-9999,-9999,-9999,-9999,19.06,18.66,-9999,-9999
,30.04.2006,-9999,-9999,-9999,-9999,17.25,13.63,-9999,-9999
,01.05.2006,-9999,-9999,-9999,-9999,27.6,26.63,-9999,-9999
,02.05.2006,-9999,-9999,-9999,-9999,17.86,20.39,-9999,-9999
,03.05.2006,-9999,-9999,-9999,-9999,10.73,10.78,-9999,-9999
,04.05.2006,-9999,-9999,-9999,-9999,8.59,4.675,-9999,-9999
,05.05.2006,-9999,-9999,-9999,-9999,6.026,6.108,-9999,-9999
,06.05.2006,-9999,-9999,-9999,-9999,22.66,21.55,-9999,-9999
,07.05.2006,-9999,-9999,-9999,-9999,23.04,22.89,-9999,-9999
,08.05.2006,-9999,-9999,-9999,-9999,13.64,12.72,-9999,-9999
,09.05.2006,-9999,-9999,-9999,-9999,23.33,20.56,-9999,-9999
,10.05.2006,-9999,-9999,-9999,-9999,27.05,27.82,-9999,-9999
,11.05.2006,-9999,-9999,-9999,-9999,27.92,25.76,-9999,-9999
,12.05.2006,-9999,-9999,-9999,-9999,20.35,25.86,-9999,-9999
,13.05.2006,-9999,-9999,-9999,-9999,28.79,26.28,-9999,-9999
,14.05.2006,-9999,-9999,-9999,-9999,28.53,26.76,-9999,-9999
,15.05.2006,-9999,-9999,-9999,-9999,29.69,28.05,-9999,-9999
,16.05.2006,-9999,-9999,-9999,-9999,28.8,26.07,-9999,-9999
,17.05.2006,-9999,-9999,-9999,-9999,22.41,21.58,-9999,-9999
,18.05.2006,-9999,-9999,-9999,-9999,26.89,25.36,-9999,-9999
,19.05.2006,-9999,-9999,-9999,-9999,22.47,19.05,-9999,-9999
,20.05.2006,-9999,-9999,-9999,-9999,22.66,17.74,-9999,-9999
,21.05.2006,-9999,-9999,-9999,-9999,24.36,21.96,-9999,-9999
,22.05.2006,-9999,-9999,-9999,-9999,19.83,16.65,-9999,-9999
,23.05.2006,-9999,-9999,-9999,-9999,28.03,26.47,-9999,-9999
,24.05.2006,-9999,-9999,-9999,-9999,30.37,28.63,-9999,-9999
,25.05.2006,-9999,-9999,-9999,-9999,30.21,26.24,-9999,-9999
,26.05.2006,-9999,-9999,-9999,-9999,24.57,19.46,-9999,-9999
,27.05.2006,-9999,-9999,-9999,-9999,29.08,25.02,-9999,-9999
,28.05.2006,-9999,-9999,-9999,-9999,20.98,20.01,-9999,-9999
,29.05.2006,-9999,-9999,-9999,-9999,25.52,22.78,-9999,-9999
,30.05.2006,-9999,-9999,-9999,-9999,25,22.36,-9999,-9999
,31.05.2006,-9999,-9999,-9999,-9999,24.29,21.85,-9999,-9999
,01.06.2006,-9999,-9999,-9999,-9999,30.33,27.08,-9999,-9999
,02.06.2006,-9999,-9999,-9999,-9999,27.68,25.49,-9999,-9999
,03.06.2006,-9999,-9999,-9999,-9999,24.59,21.38,-9999,-9999
,04.06.2006,-9999,-9999,-9999,-9999,27.99,24.81,-9999,-9999
,05.06.2006,-9999,-9999,-9999,-9999,27.4,21.43,-9999,-9999
,06.06.2006,-9999,-9999,-9999,-9999,30.84,27.08,-9999,-9999
,07.06.2006,-9999,-9999,-9999,-9999,28.79,26.07,-9999,-9999
,08.06.2006,-9999,-9999,-9999,-9999,23.57,18.25,-9999,-9999
,09.06.2006,-9999,-9999,-9999,-9999,27.22,23.08,-9999,-9999
,10.06.2006,-9999,-9999,-9999,-9999,27.03,23.69,-9999,-9999
,11.06.2006,-9999,-9999,-9999,-9999,26.94,27.96,-9999,-9999
,12.06.2006,-9999,-9999,-9999,-9999,30.95,26.72,-9999,-9999
,13.06.2006,-9999,-9999,-9999,-9999,30.17,24.11,-9999,-9999
,14.06.2006,-9999,-9999,-9999,-9999,28.64,26.86,-9999,-9999
,15.06.2006,-9999,-9999,-9999,-9999,29.1,25.6,-9999,-9999
,16.06.2006,-9999,-9999,-9999,-9999,23.83,15.83,-9999,-9999
,17.06.2006,-9999,-9999,-9999,-9999,30.99,25.79,-9999,-9999
,18.06.2006,-9999,-9999,-9999,-9999,27.01,23.03,-9999,-9999
,19.06.2006,-9999,-9999,-9999,-9999,29.32,22.99,-9999,-9999
,20.06.2006,-9999,-9999,-9999,-9999,23.88,16.5,-9999,-9999
,21.06.2006,-9999,-9999,-9999,-9999,26.65,24.42,-9999,-9999
,22.06.2006,-9999,-9999,-9999,-9999,14.16,11.95,-9999,-9999
,23.06.2006,-9999,-9999,-9999,-9999,31.18,28.4,-9999,-9999
,24.06.2006,-9999,-9999,-9999,-9999,25.23,22.13,-9999,-9999
,25.06.2006,-9999,-9999,-9999,-9999,24.62,22.23,-9999,-9999
,26.06.2006,-9999,-9999,-9999,-9999,28.6,27.33,-9999,-9999
,27.06.2006,-9999,-9999,-9999,-9999,28.54,27,-9999,-9999
,28.06.2006,-9999,-9999,-9999,-9999,20.04,17.67,-9999,-9999
,29.06.2006,-9999,-9999,-9999,-9999,28.56,30.06,-9999,-9999
,30.06.2006,-9999,-9999,-9999,-9999,23.95,18.5,-9999,-9999
,01.07.2006,-9999,-9999,-9999,-9999,21.36,18.62,-9999,-9999
,02.07.2006,-9999,-9999,-9999,-9999,21.85,16.13,-9999,-9999
,03.07.2006,-9999,-9999,-9999,-9999,19.64,17.87,-9999,-9999
,04.07.2006,-9999,-9999,-9999,-9999,28.2,23.51,-9999,-9999
,05.07.2006,-9999,-9999,-9999,-9999,18.85,17.06,-9999,-9999
,06.07.2006,-9999,-9999,-9999,-9999,20.77,16.12,-9999,-9999
,07.07.2006,-9999,-9999,-9999,-9999,21.56,16.44,-9999,-9999
,08.07.2006,-9999,-9999,-9999,-9999,7.42,6.435,-9999,-9999
,09.07.2006,-9999,-9999,-9999,-9999,6.296,5.808,-9999,-9999
,10.07.2006,-9999,-9999,-9999,-9999,25.5,22.78,-9999,-9999
,11.07.2006,-9999,-9999,-9999,-9999,24.6,20.5,-9999,-9999
,12.07.2006,-9999,-9999,-9999,-9999,28.54,23.02,-9999,-9999
,13.07.2006,-9999,-9999,-9999,-9999,28.54,25.73,-9999,-9999
,14.07.2006,-9999,-9999,-9999,-9999,30.13,26.87,-9999,-9999
,15.07.2006,-9999,-9999,-9999,-9999,29.88,26.99,-9999,-9999
,16.07.2006,-9999,-9999,-9999,-9999,21.87,19.46,-9999,-9999
,17.07.2006,-9999,-9999,-9999,-9999,23.3,17.81,-9999,-9999
,18.07.2006,-9999,-9999,-9999,-9999,25.81,16.49,-9999,-9999
