@T,climate ,,,,,,,,
name,srad,,,,,,,,
,,,,,,,,,
missing_val,-9999,,,,,,,,
date_start,21.11.2001 ,,,,,,,,
date_end,31.01.2020,,,,,,,,
date_format,dd.MM.yyyy ,,,,,,,,
,,,,,,,,,
tres,d ,,,,,,,,
unit,MJ/m2,,,,,,,,
,,,,,,,,,
@H,date,srad[0],srad[1],srad[2],srad[3],srad[4],srad[5],srad[6],srad[7]
name,-,EnergyTower1,EnergyTower2,METOS,Vaisala,COAGMETAult,COAGMETARDEC,COAGMETGreeley,MissDataFill
ID,-,1,2,3,4,5,6,7,8
elevation,-,1584.435,1584.867,1571,1571,1497,1558,1427,1427
x,-,513609.867,513537.822,512615,512615,523701,500000,530627,530627
y,-,4494845.169,4494881.429,4495505,4495505,4490951,4500182,4477623,4477623
,21.11.2001,-9999,-9999,8.947369296,-9999,8.27,7.09,-9999,-9999
,22.11.2001,-9999,-9999,4.935206448,-9999,6.393,5.99,-9999,-9999
,23.11.2001,-9999,-9999,3.4357734,-9999,3.269,3.307,-9999,-9999
,24.11.2001,-9999,-9999,12.53288088,-9999,10.38,10.22,-9999,-9999
,25.11.2001,-9999,-9999,2.736311472,-9999,2.632,2.765,-9999,-9999
,26.11.2001,-9999,-9999,5.134173624,-9999,5.496,5.251,-9999,-9999
,27.11.2001,-9999,-9999,9.164797344,-9999,8.86,8.88,-9999,-9999
,28.11.2001,-9999,-9999,12.62723645,-9999,9.51,9.62,-9999,-9999
,29.11.2001,-9999,-9999,7.724849328,-9999,6.77,7.96,-9999,-9999
,30.11.2001,-9999,-9999,9.854003232,-9999,8.49,7.65,-9999,-9999
,01.12.2001,-9999,-9999,11.49496963,-9999,9.39,8.78,-9999,-9999
,02.12.2001,-9999,-9999,11.88880157,-9999,9.86,9.3,-9999,-9999
,03.12.2001,-9999,-9999,9.759647664,-9999,7.38,8.42,-9999,-9999
,04.12.2001,-9999,-9999,7.556650272,-9999,6.431,6.985,-9999,-9999
,05.12.2001,-9999,-9999,11.80265083,-9999,9.16,9.47,-9999,-9999
,06.12.2001,-9999,-9999,11.3062585,-9999,8.69,9.44,-9999,-9999
,07.12.2001,-9999,-9999,10.59243811,-9999,8.44,7.6,-9999,-9999
,08.12.2001,-9999,-9999,11.32882178,-9999,8.79,9.19,-9999,-9999
,09.12.2001,-9999,-9999,7.67151792,-9999,7.93,6.264,-9999,-9999
,10.12.2001,-9999,-9999,8.643790512,-9999,6.331,7.12,-9999,-9999
,11.12.2001,-9999,-9999,11.13395702,-9999,8.29,8.66,-9999,-9999
,12.12.2001,-9999,-9999,5.257246104,-9999,5.469,5.578,-9999,-9999
,13.12.2001,-9999,-9999,9.11761956,-9999,6.971,7.04,-9999,-9999
,14.12.2001,-9999,-9999,7.002824112,-9999,6.196,6.386,-9999,-9999
,15.12.2001,-9999,-9999,5.944400784,-9999,5.164,5.548,-9999,-9999
,16.12.2001,-9999,-9999,11.21395414,-9999,7.75,9.07,-9999,-9999
,17.12.2001,-9999,-9999,10.70320334,-9999,7.99,8.77,-9999,-9999
,18.12.2001,-9999,-9999,9.339150024,-9999,7.56,7.32,-9999,-9999
,19.12.2001,-9999,-9999,10.90832414,-9999,7.4,8.9,-9999,-9999
,20.12.2001,-9999,-9999,9.843747192,-9999,7.35,8.19,-9999,-9999
,21.12.2001,-9999,-9999,9.575038944,-9999,6.629,7.34,-9999,-9999
,22.12.2001,-9999,-9999,9.597602232,-9999,7.7,7.48,-9999,-9999
,23.12.2001,-9999,-9999,11.18728843,-9999,8.04,9.02,-9999,-9999
,24.12.2001,-9999,-9999,10.55551637,-9999,7.44,8.41,-9999,-9999
,25.12.2001,-9999,-9999,8.526871656,-9999,5.935,7.61,-9999,-9999
,26.12.2001,-9999,-9999,11.10524011,-9999,8.11,8.98,-9999,-9999
,27.12.2001,-9999,-9999,10.91652898,-9999,8.31,8.85,-9999,-9999
,28.12.2001,-9999,-9999,3.495258432,-9999,2.581,5.526,-9999,-9999
,29.12.2001,-9999,-9999,6.972055992,-9999,6.098,6.233,-9999,-9999
,30.12.2001,-9999,-9999,3.665508696,-9999,5.399,2.96,-9999,-9999
,31.12.2001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10.15553081
,01.01.2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.260286816
,02.01.2002,-9999,-9999,12.36878424,-9999,9.07,8.42,-9999,-9999
,03.01.2002,-9999,-9999,11.58112037,-9999,8.63,9.28,-9999,-9999
,04.01.2002,-9999,-9999,4.190617944,-9999,4.366,3.559,-9999,-9999
,05.01.2002,-9999,-9999,8.750453328,-9999,6.639,6.868,-9999,-9999
,06.01.2002,-9999,-9999,10.49398013,-9999,7.99,8.53,-9999,-9999
,07.01.2002,-9999,-9999,10.53500429,-9999,8.15,8.75,-9999,-9999
,08.01.2002,-9999,-9999,2.90245932,-9999,2.895,3.578,-9999,-9999
,09.01.2002,-9999,-9999,9.347354856,-9999,7.37,7.06,-9999,-9999
,10.01.2002,-9999,-9999,9.792466992,-9999,7.33,9.66,-9999,-9999
,11.01.2002,-9999,-9999,8.305341192,-9999,6.716,7.88,-9999,-9999
,12.01.2002,-9999,-9999,10.06322645,-9999,7.94,7.82,-9999,-9999
,13.01.2002,-9999,-9999,10.78730287,-9999,9.34,9.11,-9999,-9999
,14.01.2002,-9999,-9999,9.412993512,-9999,8.3,8.32,-9999,-9999
,15.01.2002,-9999,-9999,9.2817162,-9999,8.17,7.17,-9999,-9999
,16.01.2002,-9999,-9999,12.15135619,-9999,9.93,9.37,-9999,-9999
,17.01.2002,-9999,-9999,12.22725089,-9999,9.71,9.48,-9999,-9999
,18.01.2002,-9999,-9999,9.605807064,-9999,9.6,7.34,-9999,-9999
,19.01.2002,-9999,-9999,11.80470204,-9999,10.56,9.55,-9999,-9999
,20.01.2002,-9999,-9999,12.6415949,-9999,10.59,10.2,-9999,-9999
,21.01.2002,-9999,-9999,12.79953792,-9999,10.68,10.5,-9999,-9999
,22.01.2002,-9999,-9999,12.54108571,-9999,10.19,10.67,-9999,-9999
,23.01.2002,-9999,-9999,12.5903147,-9999,9.71,10.7,-9999,-9999
,24.01.2002,-9999,-9999,14.0753893,-9999,11.86,11.34,-9999,-9999
,25.01.2002,-9999,-9999,7.509472488,-9999,8.73,6.766,-9999,-9999
,26.01.2002,-9999,-9999,9.987331752,-9999,9.41,9.6,-9999,-9999
,27.01.2002,-9999,-9999,10.57807966,-9999,9.89,12.69,-9999,-9999
,28.01.2002,-9999,-9999,7.214098536,-9999,7.67,7.36,-9999,-9999
,29.01.2002,-9999,-9999,11.91956969,-9999,11.38,7.7,-9999,-9999
,30.01.2002,-9999,-9999,11.21805655,-9999,11.28,10.58,-9999,-9999
,31.01.2002,-9999,-9999,14.8445923,-9999,13.31,12.39,-9999,-9999
,01.02.2002,-9999,-9999,14.91228216,-9999,13.24,12.38,-9999,-9999
,02.02.2002,-9999,-9999,12.63133886,-9999,10.55,10.5,-9999,-9999
,03.02.2002,-9999,-9999,15.05586672,-9999,13.63,12.63,-9999,-9999
,04.02.2002,-9999,-9999,14.77280002,-9999,13.11,11.47,-9999,-9999
,05.02.2002,-9999,-9999,15.41482812,-9999,14.14,12.97,-9999,-9999
,06.02.2002,-9999,-9999,15.79840402,-9999,14.01,13.16,-9999,-9999
,07.02.2002,-9999,-9999,9.798620616,-9999,9.36,8.23,-9999,-9999
,08.02.2002,-9999,-9999,6.805908144,-9999,6.61,7.86,-9999,-9999
,09.02.2002,-9999,-9999,7.884843552,-9999,8.52,7.3,-9999,-9999
,10.02.2002,-9999,-9999,16.3317181,-9999,15.25,13.89,-9999,-9999
,11.02.2002,-9999,-9999,8.904293928,-9999,8.41,8.93,-9999,-9999
,12.02.2002,-9999,-9999,9.294023448,-9999,9.6,8.37,-9999,-9999
,13.02.2002,-9999,-9999,16.54504373,-9999,15.45,13.85,-9999,-9999
,14.02.2002,-9999,-9999,4.06139184,-9999,4.543,4.767,-9999,-9999
,15.02.2002,-9999,-9999,17.2034815,-9999,16.15,14.77,-9999,-9999
,16.02.2002,-9999,-9999,16.75426694,-9999,15.4,14.32,-9999,-9999
,17.02.2002,-9999,-9999,16.51632682,-9999,15.27,14.35,-9999,-9999
,18.02.2002,-9999,-9999,11.78213875,-9999,12.45,9.78,-9999,-9999
,19.02.2002,-9999,-9999,15.95429582,-9999,16.32,14.73,-9999,-9999
,20.02.2002,-9999,-9999,14.95330632,-9999,13.32,13.9,-9999,-9999
,21.02.2002,-9999,-9999,18.204471,-9999,17.7,15.94,-9999,-9999
,22.02.2002,-9999,-9999,11.36779474,-9999,12.95,4.709,-9999,-9999
,23.02.2002,-9999,-9999,12.58416108,-9999,12.91,11.8,-9999,-9999
,24.02.2002,-9999,-9999,13.86616608,-9999,14.66,13.34,-9999,-9999
,25.02.2002,-9999,-9999,15.44559624,-9999,16.85,14.33,-9999,-9999
,26.02.2002,-9999,-9999,19.59313882,-9999,19.27,17.62,-9999,-9999
,27.02.2002,-9999,-9999,14.10410621,-9999,14.77,13.43,-9999,-9999
,28.02.2002,-9999,-9999,16.49581474,-9999,16.83,15.29,-9999,-9999
,01.03.2002,-9999,-9999,12.29904317,-9999,13.9,13.02,-9999,-9999
,02.03.2002,-9999,-9999,20.00748283,-9999,20.02,17.72,-9999,-9999
,03.03.2002,-9999,-9999,20.7951467,-9999,20.52,18.41,-9999,-9999
,04.03.2002,-9999,-9999,20.39721235,-9999,20.29,17.86,-9999,-9999
,05.03.2002,-9999,-9999,19.4598103,-9999,18.13,17.29,-9999,-9999
,06.03.2002,-9999,-9999,17.93986517,-9999,17.41,16.19,-9999,-9999
,07.03.2002,-9999,-9999,15.75532865,-9999,19.86,17.17,-9999,-9999
,08.03.2002,-9999,-9999,5.212119528,-9999,5.068,6.06,-9999,-9999
,09.03.2002,-9999,-9999,21.08026462,-9999,21.28,18.83,-9999,-9999
,10.03.2002,-9999,-9999,17.80448544,-9999,17.93,16.11,-9999,-9999
,11.03.2002,-9999,-9999,21.27718058,-9999,21.06,19.09,-9999,-9999
,12.03.2002,-9999,-9999,15.4599547,-9999,14.75,14.41,-9999,-9999
,13.03.2002,-9999,-9999,19.50288566,-9999,19.67,17.64,-9999,-9999
,14.03.2002,-9999,-9999,17.71218108,-9999,18.7,17.27,-9999,-9999
,15.03.2002,-9999,-9999,21.46589172,-9999,17.16,18.3,-9999,-9999
,16.03.2002,-9999,-9999,18.54497153,-9999,19.01,15.84,-9999,-9999
,17.03.2002,-9999,-9999,18.02191349,-9999,17.43,13.29,-9999,-9999
,18.03.2002,-9999,-9999,13.47848777,-9999,16.09,13.23,-9999,-9999
,19.03.2002,-9999,-9999,22.2289411,-9999,22.14,19.86,-9999,-9999
,20.03.2002,-9999,-9999,22.47918847,-9999,22.68,20.69,-9999,-9999
,21.03.2002,-9999,-9999,17.19117425,-9999,17.84,14.47,-9999,-9999
,22.03.2002,-9999,-9999,23.0494243,-9999,23.18,20.47,-9999,-9999
,23.03.2002,-9999,-9999,15.2568851,-9999,16.59,13.26,-9999,-9999
,24.03.2002,-9999,-9999,4.535220888,-9999,4.856,4.037,-9999,-9999
,25.03.2002,-9999,-9999,7.30230048,-9999,9.36,7.66,-9999,-9999
,26.03.2002,-9999,-9999,23.23608422,-9999,23.9,20.44,-9999,-9999
,27.03.2002,-9999,-9999,23.18890644,-9999,23.47,20.84,-9999,-9999
,28.03.2002,-9999,-9999,17.68141296,-9999,21.93,14.28,-9999,-9999
,29.03.2002,-9999,-9999,21.57255454,-9999,23.81,19.54,-9999,-9999
,30.03.2002,-9999,-9999,17.8967898,-9999,19.44,17.78,-9999,-9999
,31.03.2002,-9999,-9999,21.68742218,-9999,23.16,19.61,-9999,-9999
,01.04.2002,-9999,-9999,23.19095765,-9999,23.64,20.99,-9999,-9999
,02.04.2002,-9999,-9999,7.136152632,-9999,9.18,6.061,-9999,-9999
,03.04.2002,-9999,-9999,21.7161391,-9999,24.62,18.22,-9999,-9999
,04.04.2002,-9999,-9999,24.93653566,-9999,26.2,22.37,-9999,-9999
,05.04.2002,-9999,-9999,24.82577042,-9999,26.19,22.69,-9999,-9999
,06.04.2002,-9999,-9999,16.99015586,-9999,18.1,16.36,-9999,-9999
,07.04.2002,-9999,-9999,18.52445945,-9999,19.12,16.88,-9999,-9999
,08.04.2002,-9999,-9999,13.31849354,-9999,11.39,12,-9999,-9999
,09.04.2002,-9999,-9999,21.60742507,-9999,24.69,20.77,-9999,-9999
,10.04.2002,-9999,-9999,10.06732886,-9999,13.09,11.25,-9999,-9999
,11.04.2002,-9999,-9999,17.71423229,-9999,20.03,17.51,-9999,-9999
,12.04.2002,-9999,-9999,22.28432371,-9999,24.16,19.69,-9999,-9999
,13.04.2002,-9999,-9999,24.70064674,-9999,27,22.35,-9999,-9999
,14.04.2002,-9999,-9999,9.981178128,-9999,12.67,8.62,-9999,-9999
,15.04.2002,-9999,-9999,16.27838669,-9999,20.39,14.22,-9999,-9999
,16.04.2002,-9999,-9999,21.4351236,-9999,22.46,16.55,-9999,-9999
,17.04.2002,-9999,-9999,26.66980642,-9999,28.37,23.67,-9999,-9999
,18.04.2002,-9999,-9999,22.42175465,-9999,25.74,19.56,-9999,-9999
,19.04.2002,-9999,-9999,10.52269704,-9999,14.93,8.34,-9999,-9999
,20.04.2002,-9999,-9999,3.14860428,-9999,4.659,2.548,-9999,-9999
,21.04.2002,-9999,-9999,25.73240436,-9999,27.99,22.06,-9999,-9999
,22.04.2002,-9999,-9999,27.88617276,-9999,29.76,25.77,-9999,-9999
,23.04.2002,-9999,-9999,27.94360658,-9999,29.07,25.87,-9999,-9999
,24.04.2002,-9999,-9999,27.8964288,-9999,30.28,25.63,-9999,-9999
,25.04.2002,-9999,-9999,18.83829427,-9999,21.47,14.88,-9999,-9999
,26.04.2002,-9999,-9999,15.56866872,-9999,18.52,15.57,-9999,-9999
,27.04.2002,-9999,-9999,15.60353926,-9999,17.29,17.4,-9999,-9999
,28.04.2002,-9999,-9999,27.46362391,-9999,28.63,26.01,-9999,-9999
,29.04.2002,-9999,-9999,26.04008556,-9999,28.63,25.04,-9999,-9999
,30.04.2002,-9999,-9999,27.13543063,-9999,29.9,25.19,-9999,-9999
,01.05.2002,-9999,-9999,6.438741912,-9999,6.438,5.773,-9999,-9999
,02.05.2002,-9999,-9999,23.8965732,-9999,28.01,23.63,-9999,-9999
,03.05.2002,-9999,-9999,25.89444979,-9999,27.54,25.61,-9999,-9999
,04.05.2002,-9999,-9999,26.22264307,-9999,28.77,23.36,-9999,-9999
,05.05.2002,-9999,-9999,22.98788806,-9999,27.91,19.49,-9999,-9999
,06.05.2002,-9999,-9999,21.71203668,-9999,26.78,21.76,-9999,-9999
,07.05.2002,-9999,-9999,15.90711804,-9999,15.92,18.07,-9999,-9999
,08.05.2002,-9999,-9999,22.09971499,-9999,26.04,23.47,-9999,-9999
,09.05.2002,-9999,-9999,26.72518903,-9999,30.82,25.86,-9999,-9999
,10.05.2002,-9999,-9999,16.7686254,-9999,19.36,17.48,-9999,-9999
,11.05.2002,-9999,-9999,17.17681579,-9999,20.87,14.05,-9999,-9999
,12.05.2002,-9999,-9999,17.51936753,-9999,19.99,20.73,-9999,-9999
,13.05.2002,-9999,-9999,29.2809942,-9999,31.45,27.73,-9999,-9999
,14.05.2002,-9999,-9999,16.18608233,-9999,17.96,16.21,-9999,-9999
,15.05.2002,-9999,-9999,10.53500429,-9999,14.47,10.76,-9999,-9999
,16.05.2002,-9999,-9999,5.575183344,-9999,6.968,5.15,-9999,-9999
,17.05.2002,-9999,-9999,12.61903162,-9999,15.85,11,-9999,-9999
,18.05.2002,-9999,-9999,23.7427326,-9999,26.24,20.39,-9999,-9999
,19.05.2002,-9999,-9999,28.03180853,-9999,29.86,24.97,-9999,-9999
,20.05.2002,-9999,-9999,8.982239832,-9999,11.18,9.89,-9999,-9999
,21.05.2002,-9999,-9999,20.47105584,-9999,22.67,20.13,-9999,-9999
,22.05.2002,-9999,-9999,30.88709006,-9999,32.71,27.96,-9999,-9999
,23.05.2002,-9999,-9999,22.18791694,-9999,24.86,20.04,-9999,-9999
,24.05.2002,-9999,-9999,13.09080946,-9999,13.25,15.91,-9999,-9999
,25.05.2002,-9999,-9999,27.41849734,-9999,27.05,26.54,-9999,-9999
,26.05.2002,-9999,-9999,29.52713916,-9999,28.48,28.75,-9999,-9999
,27.05.2002,-9999,-9999,26.95902674,-9999,28.64,26.46,-9999,-9999
,28.05.2002,-9999,-9999,24.86269217,-9999,25.76,25.24,-9999,-9999
,29.05.2002,-9999,-9999,21.98484734,-9999,23.45,21.7,-9999,-9999
,30.05.2002,-9999,-9999,29.05331011,-9999,31.07,28,-9999,-9999
,31.05.2002,-9999,-9999,23.0514755,-9999,24.28,23.06,-9999,-9999
,01.06.2002,-9999,-9999,14.54716714,-9999,17.38,16.61,-9999,-9999
,02.06.2002,-9999,-9999,27.68105196,-9999,29.67,27.15,-9999,-9999
,03.06.2002,-9999,-9999,21.02693321,-9999,19.53,19.23,-9999,-9999
,04.06.2002,-9999,-9999,15.0517643,-9999,17.99,10.94,-9999,-9999
,05.06.2002,-9999,-9999,30.06660686,-9999,31.1,24.13,-9999,-9999
,06.06.2002,-9999,-9999,28.20616121,-9999,30.8,22.46,-9999,-9999
,07.06.2002,-9999,-9999,22.75610155,-9999,26.91,18.88,-9999,-9999
,08.06.2002,-9999,-9999,29.54970245,-9999,31.13,26.89,-9999,-9999
,09.06.2002,-9999,-9999,29.41432272,-9999,30.6,26.97,-9999,-9999
,10.06.2002,-9999,-9999,27.50464807,-9999,30.6,26.68,-9999,-9999
,11.06.2002,-9999,-9999,30.32300786,-9999,32.2,27.29,-9999,-9999
,12.06.2002,-9999,-9999,31.18246402,-9999,32.5,28.52,-9999,-9999
,13.06.2002,-9999,-9999,26.39084213,-9999,26.96,25.78,-9999,-9999
,14.06.2002,-9999,-9999,27.98668195,-9999,31.35,26.66,-9999,-9999
,15.06.2002,-9999,-9999,21.26692454,-9999,23.56,20.63,-9999,-9999
,16.06.2002,-9999,-9999,26.13854354,-9999,30.41,25.15,-9999,-9999
,17.06.2002,-9999,-9999,27.64207901,-9999,31.45,27.39,-9999,-9999
,18.06.2002,-9999,-9999,25.42472316,-9999,31.65,25.03,-9999,-9999
,19.06.2002,-9999,-9999,19.51519291,-9999,24.07,17.92,-9999,-9999
,20.06.2002,-9999,-9999,20.2802935,-9999,23.86,20.67,-9999,-9999
,21.06.2002,-9999,-9999,21.48230138,-9999,23.53,22.37,-9999,-9999
,22.06.2002,-9999,-9999,24.07913071,-9999,22.12,22.89,-9999,-9999
,23.06.2002,-9999,-9999,28.23898054,-9999,31.54,27.62,-9999,-9999
,24.06.2002,-9999,-9999,25.43908162,-9999,31.94,29.21,-9999,-9999
,25.06.2002,-9999,-9999,22.82994504,-9999,25.74,23.08,-9999,-9999
,26.06.2002,-9999,-9999,29.31381353,-9999,31.12,29.2,-9999,-9999
,27.06.2002,-9999,-9999,25.10473471,-9999,29.52,26.04,-9999,-9999
,28.06.2002,-9999,-9999,26.62467984,-9999,29.72,26.81,-9999,-9999
,29.06.2002,-9999,-9999,27.53541619,-9999,29.61,25.99,-9999,-9999
,30.06.2002,-9999,-9999,26.39494454,-9999,28.87,26.31,-9999,-9999
,01.07.2002,-9999,-9999,26.6144238,-9999,28.77,26.6,-9999,-9999
,02.07.2002,-9999,-9999,23.46376831,-9999,26.22,22.71,-9999,-9999
,03.07.2002,-9999,-9999,17.52346994,-9999,18.59,17.29,-9999,-9999
,04.07.2002,-9999,-9999,26.21648945,-9999,27.28,27.74,-9999,-9999
,05.07.2002,-9999,-9999,25.65650966,-9999,30.6,25.92,-9999,-9999
,06.07.2002,-9999,-9999,21.88023574,-9999,24.68,21.18,-9999,-9999
,07.07.2002,-9999,-9999,26.76416198,-9999,28.46,26.57,-9999,-9999
,08.07.2002,-9999,-9999,23.49658764,-9999,27,23.14,-9999,-9999
,09.07.2002,-9999,-9999,26.49340253,-9999,30.46,26.45,-9999,-9999
,10.07.2002,-9999,-9999,21.59101541,-9999,21.08,22.37,-9999,-9999
,11.07.2002,-9999,-9999,29.83687157,-9999,31.44,29.58,-9999,-9999
,12.07.2002,-9999,-9999,30.49325813,-9999,32.11,30.44,-9999,-9999
,13.07.2002,-9999,-9999,27.02671661,-9999,27.89,28.73,-9999,-9999
,14.07.2002,-9999,-9999,29.9722513,-9999,31.45,29.82,-9999,-9999
,15.07.2002,-9999,-9999,29.84097398,-9999,31.33,29.72,-9999,-9999
,16.07.2002,-9999,-9999,29.6912358,-9999,31.32,29.59,-9999,-9999
,17.07.2002,-9999,-9999,28.99382508,-9999,30.7,28.6,-9999,-9999
,18.07.2002,-9999,-9999,27.69541042,-9999,28.89,27.65,-9999,-9999
,19.07.2002,-9999,-9999,27.43285579,-9999,30.38,27.26,-9999,-9999
,20.07.2002,-9999,-9999,25.05550572,-9999,29.07,22.38,-9999,-9999
,21.07.2002,-9999,-9999,22.14484157,-9999,22.69,22.63,-9999,-9999
,22.07.2002,-9999,-9999,22.82789383,-9999,25.86,20.88,-9999,-9999
,23.07.2002,-9999,-9999,17.55013565,-9999,20.34,17.26,-9999,-9999
,24.07.2002,-9999,-9999,26.64724313,-9999,28.89,26.19,-9999,-9999
,25.07.2002,-9999,-9999,14.6661372,-9999,16.49,15.71,-9999,-9999
,26.07.2002,-9999,-9999,24.73551727,-9999,24.45,23.89,-9999,-9999
,27.07.2002,-9999,-9999,26.95902674,-9999,28.43,24.46,-9999,-9999
,28.07.2002,-9999,-9999,23.42069294,-9999,26.3,23.28,-9999,-9999
,29.07.2002,-9999,-9999,28.7948579,-9999,30.71,28.76,-9999,-9999
,30.07.2002,-9999,-9999,28.28410711,-9999,30.28,28.48,-9999,-9999
,31.07.2002,-9999,-9999,23.07403879,-9999,25.11,22.64,-9999,-9999
,01.08.2002,-9999,-9999,19.41878614,-9999,24.22,21.34,-9999,-9999
,02.08.2002,-9999,-9999,19.16443634,-9999,23.96,19.35,-9999,-9999
,03.08.2002,-9999,-9999,15.22611698,-9999,19.31,15.88,-9999,-9999
,04.08.2002,-9999,-9999,23.59709683,-9999,28.25,23.45,-9999,-9999
,05.08.2002,-9999,-9999,19.21981896,-9999,21.23,19.5,-9999,-9999
,06.08.2002,-9999,-9999,23.82272971,-9999,25.46,22.52,-9999,-9999
,07.08.2002,-9999,-9999,25.5129251,-9999,26.63,25.4,-9999,-9999
,08.08.2002,-9999,-9999,23.36736154,-9999,25.78,22.19,-9999,-9999
,09.08.2002,-9999,-9999,27.52926257,-9999,28.75,27.41,-9999,-9999
,10.08.2002,-9999,-9999,27.19081325,-9999,25.46,26.93,-9999,-9999
,11.08.2002,-9999,-9999,28.42153805,-9999,29.72,28.3,-9999,-9999
,12.08.2002,-9999,-9999,10.57397724,-9999,15.61,10.26,-9999,-9999
,13.08.2002,-9999,-9999,25.61958792,-9999,27.43,25.03,-9999,-9999
,14.08.2002,-9999,-9999,27.44311183,-9999,28.56,27.21,-9999,-9999
,15.08.2002,-9999,-9999,24.55911338,-9999,27.62,25.18,-9999,-9999
,16.08.2002,-9999,-9999,24.83602646,-9999,26.31,24.62,-9999,-9999
,17.08.2002,-9999,-9999,22.9735296,-9999,25.33,22.49,-9999,-9999
,18.08.2002,-9999,-9999,12.98004422,-9999,14.64,9.69,-9999,-9999
,19.08.2002,-9999,-9999,22.12227828,-9999,24.28,19.87,-9999,-9999
,20.08.2002,-9999,-9999,17.94191638,-9999,17.61,17.05,-9999,-9999
,21.08.2002,-9999,-9999,15.90301562,-9999,17.23,16.1,-9999,-9999
,22.08.2002,-9999,-9999,23.50479247,-9999,22.62,21.91,-9999,-9999
,23.08.2002,-9999,-9999,20.29260074,-9999,24.82,19.96,-9999,-9999
,24.08.2002,-9999,-9999,18.12447389,-9999,20.11,20.29,-9999,-9999
,25.08.2002,-9999,-9999,24.05451622,-9999,25.5,23.39,-9999,-9999
,26.08.2002,-9999,-9999,25.94572999,-9999,26.7,25.19,-9999,-9999
,27.08.2002,-9999,-9999,20.56541141,-9999,21.57,17.51,-9999,-9999
,28.08.2002,-9999,-9999,12.31955525,-9999,14.77,12.17,-9999,-9999
,29.08.2002,-9999,-9999,17.3573221,-9999,17.92,13.01,-9999,-9999
,30.08.2002,-9999,-9999,23.13967745,-9999,22.29,16.33,-9999,-9999
,31.08.2002,-9999,-9999,22.34791116,-9999,22.54,17.01,-9999,-9999
,01.09.2002,-9999,-9999,18.73778508,-9999,18.95,16,-9999,-9999
,02.09.2002,-9999,-9999,24.92627962,-9999,24.9,19.87,-9999,-9999
,03.09.2002,-9999,-9999,21.63203957,-9999,23.3,16.91,-9999,-9999
,04.09.2002,-9999,-9999,21.95818164,-9999,22.59,15.96,-9999,-9999
,05.09.2002,-9999,-9999,20.95719214,-9999,23.08,17.12,-9999,-9999
,06.09.2002,-9999,-9999,19.64236781,-9999,22.06,14.71,-9999,-9999
,07.09.2002,-9999,-9999,21.38179219,-9999,21.76,15.32,-9999,-9999
,08.09.2002,-9999,-9999,14.57178163,-9999,16.89,11.05,-9999,-9999
,09.09.2002,-9999,-9999,11.70009043,-9999,15.2,9.68,-9999,-9999
,10.09.2002,-9999,-9999,13.589253,-9999,15.36,13.3,-9999,-9999
,11.09.2002,-9999,-9999,17.57475014,-9999,18.88,17.12,-9999,-9999
,12.09.2002,-9999,-9999,16.08557314,-9999,17.02,13.73,-9999,-9999
,13.09.2002,-9999,-9999,10.24168154,-9999,11.99,9.95,-9999,-9999
,14.09.2002,-9999,-9999,23.12942141,-9999,22.72,21.6,-9999,-9999
,15.09.2002,-9999,-9999,23.53145818,-9999,23.04,21.96,-9999,-9999
,16.09.2002,-9999,-9999,22.62277303,-9999,22.38,20.85,-9999,-9999
,17.09.2002,-9999,-9999,10.66423039,-9999,12.23,9.6,-9999,-9999
,18.09.2002,-9999,-9999,14.27230526,-9999,15.41,15.5,-9999,-9999
,19.09.2002,-9999,-9999,22.19201935,-9999,20.12,19.33,-9999,-9999
,20.09.2002,-9999,-9999,22.68225806,-9999,22.05,20.84,-9999,-9999
,21.09.2002,-9999,-9999,19.45160546,-9999,20.23,17.98,-9999,-9999
,22.09.2002,-9999,-9999,21.64229561,-9999,21.17,20.13,-9999,-9999
,23.09.2002,-9999,-9999,22.08535654,-9999,21.49,20.09,-9999,-9999
,24.09.2002,-9999,-9999,21.04334287,-9999,19.82,18.64,-9999,-9999
,25.09.2002,-9999,-9999,15.44354503,-9999,15.68,14.11,-9999,-9999
,26.09.2002,-9999,-9999,16.80349594,-9999,15.83,14.94,-9999,-9999
,27.09.2002,-9999,-9999,14.31332942,-9999,15.81,13.02,-9999,-9999
,28.09.2002,-9999,-9999,13.83129554,-9999,14.44,13.06,-9999,-9999
,29.09.2002,-9999,-9999,18.04857919,-9999,17.8,16.18,-9999,-9999
,30.09.2002,-9999,-9999,20.97975542,-9999,19.92,18.95,-9999,-9999
,01.10.2002,-9999,-9999,11.03344783,-9999,13.72,8.29,-9999,-9999
,02.10.2002,-9999,-9999,2.959893144,-9999,3.723,3.79,-9999,-9999
,03.10.2002,-9999,-9999,6.231569904,-9999,7.19,6.062,-9999,-9999
,04.10.2002,-9999,-9999,16.94297808,-9999,17.53,15.23,-9999,-9999
,05.10.2002,-9999,-9999,17.25065928,-9999,17.33,16.22,-9999,-9999
,06.10.2002,-9999,-9999,14.47127244,-9999,14.16,13.43,-9999,-9999
,07.10.2002,-9999,-9999,19.65262385,-9999,18.6,17.62,-9999,-9999
,08.10.2002,-9999,-9999,19.04751749,-9999,18.23,17.23,-9999,-9999
,09.10.2002,-9999,-9999,18.3849773,-9999,16.82,15.88,-9999,-9999
