@T,B1,,,,
,06.11.2002,0.136042631,0.158294478,0.104805863,0.166598298
,07.11.2002,0.136161279,0.157994098,0.104532772,0.166254702
,08.11.2002,0.13654622,0.15783134,0.104311195,0.165918982
,09.11.2002,0.138226531,0.158243577,0.104176868,0.165615943
,10.11.2002,0.138009138,0.158628263,0.104190103,0.165328112
,11.11.2002,0.137487873,0.158549234,0.10418443,0.165092605
,12.11.2002,0.13618771,0.158088318,0.104093682,0.164874638
,13.11.2002,0.135704628,0.157422388,0.103904772,0.16464447
,14.11.2002,0.137273187,0.157488387,0.103721705,0.164426858
,15.11.2002,0.137691855,0.157986473,0.103683985,0.164211881
,16.11.2002,0.136650089,0.15793309,0.103691527,0.16400695
,17.11.2002,0.136217755,0.157462991,0.10361235,0.163819429
,18.11.2002,0.137726494,0.157638249,0.103497395,0.163654228
,19.11.2002,0.138144258,0.158078057,0.103519999,0.163466944
,20.11.2002,0.139263235,0.159201026,0.103536963,0.16328473
,21.11.2002,0.140043123,0.160321682,0.10360104,0.163122296
,22.11.2002,0.140887261,0.160930542,0.103746229,0.163028828
,23.11.2002,0.141914881,0.161631053,0.103925541,0.162962429
,24.11.2002,0.140143465,0.161852851,0.104133378,0.162923095
,25.11.2002,0.137397285,0.160804777,0.104110697,0.162896058
,26.11.2002,0.134983487,0.15944325,0.103865136,0.162849358
,27.11.2002,0.132375234,0.157783523,0.103461664,0.162758434
,28.11.2002,0.131574156,0.156373756,0.102959546,0.162630706
,29.11.2002,0.1325386,0.155805344,0.102522516,0.162417134
,30.11.2002,0.133625537,0.156113313,0.102282885,0.162208638
,01.12.2002,0.133461691,0.156110775,0.102180038,0.161968451
,02.12.2002,0.135130745,0.156457085,0.102099672,0.161760283
,03.12.2002,0.135632028,0.157196587,0.102161344,0.161596323
,04.12.2002,0.134125306,0.156996306,0.102232383,0.1614349
,05.12.2002,0.133589256,0.156512691,0.102142656,0.1612858
,06.12.2002,0.133125221,0.156234592,0.102008139,0.161173414
,07.12.2002,0.132113954,0.15569947,0.101871869,0.161039105
,08.12.2002,0.131464238,0.155125127,0.101681641,0.160887766
,09.12.2002,0.130757815,0.154619875,0.101473005,0.160729211
,10.12.2002,0.130263352,0.154105556,0.101257187,0.160556132
,11.12.2002,0.130743253,0.153782408,0.101047203,0.160375855
,12.12.2002,0.131559291,0.154067942,0.100930241,0.160190817
,13.12.2002,0.131204586,0.154110534,0.100887568,0.160010777
,14.12.2002,0.131540484,0.154087974,0.100837485,0.159845442
,15.12.2002,0.132043927,0.154303598,0.100818935,0.159682636
,16.12.2002,0.13237248,0.154547009,0.100822646,0.159558782
,17.12.2002,0.132523293,0.154654985,0.10084305,0.159410714
,18.12.2002,0.133037571,0.155001839,0.100876436,0.159328212
,19.12.2002,0.13180301,0.154926424,0.10092096,0.159223915
,20.12.2002,0.129942897,0.154193416,0.100850469,0.159143903
,21.12.2002,0.12918583,0.15329232,0.100652123,0.159042102
,22.12.2002,0.128557702,0.152758203,0.100420693,0.158940348
,23.12.2002,0.128138849,0.152252541,0.100220991,0.158804724
,24.12.2002,0.126754208,0.151700832,0.100021532,0.158649812
,25.12.2002,0.12511897,0.150734388,0.099774389,0.158482901
,26.12.2002,0.123624721,0.149722298,0.099465049,0.158306426
,27.12.2002,0.122995902,0.148787788,0.099117721,0.158084183
,28.12.2002,0.12434055,0.14851786,0.098805906,0.157866959
,29.12.2002,0.125669282,0.148871197,0.098648383,0.157623393
,30.12.2002,0.12755764,0.149557243,0.098620925,0.15739931
,31.12.2002,0.127939371,0.1503956,0.098739945,0.15720671
,01.01.2003,0.128917138,0.150776337,0.098868206,0.157040703
,02.01.2003,0.129113143,0.151459998,0.099013084,0.156925283
,03.01.2003,0.129701906,0.15164611,0.099125033,0.156829135
,04.01.2003,0.132094915,0.152576466,0.0992683,0.156778672
,05.01.2003,0.132918435,0.153629847,0.099540483,0.156733023
,06.01.2003,0.133644756,0.154401502,0.099820467,0.15671861
,07.01.2003,0.133186962,0.154823328,0.100067677,0.156730621
,08.01.2003,-9999,-9999,-9999,-9999
,09.01.2003,-9999,-9999,-9999,-9999
,10.01.2003,-9999,-9999,-9999,-9999
,11.01.2003,-9999,-9999,-9999,-9999
,12.01.2003,-9999,-9999,-9999,-9999
,13.01.2003,-9999,-9999,-9999,-9999
,14.01.2003,-9999,-9999,-9999,-9999
,15.01.2003,-9999,-9999,-9999,-9999
,16.01.2003,-9999,-9999,-9999,-9999
,17.01.2003,-9999,-9999,-9999,-9999
,18.01.2003,-9999,-9999,-9999,-9999
,19.01.2003,-9999,-9999,-9999,-9999
,20.01.2003,-9999,-9999,-9999,-9999
,21.01.2003,-9999,-9999,-9999,-9999
,22.01.2003,-9999,-9999,-9999,-9999
,23.01.2003,-9999,-9999,-9999,-9999
,24.01.2003,-9999,-9999,-9999,-9999
,25.01.2003,-9999,-9999,-9999,-9999
,26.01.2003,-9999,-9999,-9999,-9999
,27.01.2003,-9999,-9999,-9999,-9999
,28.01.2003,-9999,-9999,-9999,-9999
,29.01.2003,-9999,-9999,-9999,-9999
,30.01.2003,-9999,-9999,-9999,-9999
,31.01.2003,-9999,-9999,-9999,-9999
,01.02.2003,-9999,-9999,-9999,-9999
,02.02.2003,-9999,-9999,-9999,-9999
,03.02.2003,-9999,-9999,-9999,-9999
,04.02.2003,-9999,-9999,-9999,-9999
,05.02.2003,-9999,-9999,-9999,-9999
,06.02.2003,-9999,-9999,-9999,-9999
,07.02.2003,-9999,-9999,-9999,-9999
,08.02.2003,-9999,-9999,-9999,-9999
,09.02.2003,-9999,-9999,-9999,-9999
,10.02.2003,-9999,-9999,-9999,-9999
,11.02.2003,-9999,-9999,-9999,-9999
,12.02.2003,-9999,-9999,-9999,-9999
,13.02.2003,-9999,-9999,-9999,-9999
,14.02.2003,-9999,-9999,-9999,-9999
,15.02.2003,-9999,-9999,-9999,-9999
,16.02.2003,-9999,-9999,-9999,-9999
,17.02.2003,-9999,-9999,-9999,-9999
,18.02.2003,-9999,-9999,-9999,-9999
,19.02.2003,-9999,-9999,-9999,-9999
,20.02.2003,-9999,-9999,-9999,-9999
,21.02.2003,0.133912092,0.156103193,0.100346692,0.155570471
,22.02.2003,0.134333126,0.156368529,0.100387381,0.155620704
,23.02.2003,0.133137732,0.156363502,0.100457691,0.15565659
,24.02.2003,0.129424698,0.155170894,0.10041329,0.155699659
,25.02.2003,0.126783043,0.153352719,0.100086185,0.155709231
,26.02.2003,0.126898376,0.152123232,0.099645455,0.155661377
,27.02.2003,0.128280516,0.151934224,0.099308734,0.155563296
,28.02.2003,0.129265419,0.152312276,0.099172771,0.155438969
,01.03.2003,0.129399507,0.15268336,0.099159918,0.155307526
,02.03.2003,0.129735473,0.152760638,0.099169099,0.155190477
,03.03.2003,0.131520436,0.153334813,0.099187464,0.155097351
,04.03.2003,0.132589875,0.154356415,0.099345496,0.155054378
,05.03.2003,0.130593955,0.154256038,0.09953126,0.15501619
,06.03.2003,0.131349316,0.153987759,0.099512856,0.15498278
,07.03.2003,0.13358191,0.154682753,0.09955519,0.154978008
,08.03.2003,0.135949309,0.155972191,0.099754116,0.154956534
,09.03.2003,0.137377733,0.157371768,0.10010464,0.154975623
,10.03.2003,0.138221434,0.158319987,0.100474371,0.155030511
,11.03.2003,0.140566633,0.159494377,0.10082453,0.155126
,12.03.2003,0.142915639,0.16109552,0.101272105,0.155233468
,13.03.2003,0.1449024,0.162820032,0.101793573,0.155400725
,14.03.2003,0.146844416,0.164425229,0.102354055,0.15558722
,15.03.2003,0.149731685,0.166186858,0.102935155,0.155812153
,16.03.2003,0.150755965,0.168077828,0.103595486,0.156080412
,17.03.2003,0.150902215,0.169122193,0.104197736,0.156392134
,18.03.2003,0.147371969,0.169034901,0.104631342,0.15672103
,19.03.2003,0.142955379,0.167019433,0.104671152,0.157050334
,20.03.2003,0.141582134,0.165066852,0.104330153,0.15731503
,21.03.2003,0.143715026,0.164677719,0.103972756,0.157490843
,22.03.2003,0.145702501,0.165573593,0.103919869,0.157604103
,23.03.2003,0.146702836,0.166330552,0.104057777,0.157678827
,24.03.2003,0.148422328,0.167463543,0.10429607,0.157787347
,25.03.2003,0.145745291,0.167326556,0.104551714,0.157920037
,26.03.2003,0.146555792,0.167013315,0.104557397,0.158045548
,27.03.2003,0.147010314,0.167508119,0.10463133,0.158197691
,28.03.2003,0.143350986,0.166637988,0.104692006,0.158328171
,29.03.2003,0.141500517,0.165223455,0.104483511,0.158427283
,30.03.2003,0.140654337,0.163956567,0.10414475,0.158480477
,31.03.2003,0.143246437,0.163943444,0.103857565,0.158490153
,01.04.2003,0.14709506,0.16541186,0.103851909,0.158458714
,02.04.2003,0.149856952,0.167347917,0.104190149,0.158451459
,03.04.2003,0.151372693,0.169042873,0.104673101,0.158519173
,04.04.2003,0.15080388,0.169894032,0.105142128,0.158618358
,05.04.2003,0.149170572,0.169835653,0.105433267,0.158785355
,06.04.2003,0.147026093,0.169119567,0.105515179,0.15895246
,07.04.2003,0.144036357,0.167574398,0.105391375,0.159102693
,08.04.2003,0.14379047,0.166304413,0.105066076,0.159199668
,09.04.2003,0.146465289,0.166498493,0.104815334,0.159257866
,10.04.2003,0.150323477,0.167938227,0.104855207,0.159255442
,11.04.2003,0.153766959,0.170091203,0.105214418,0.159279693
,12.04.2003,0.156727035,0.17223368,0.105766986,0.159345193
,13.04.2003,0.159055096,0.17427066,0.106401666,0.159488381
,14.04.2003,0.160944871,0.176053222,0.10704437,0.159672924
,15.04.2003,0.162099673,0.177500111,0.107679725,0.159945126
,16.04.2003,0.159817784,0.177928401,0.108212796,0.16023707
,17.04.2003,0.158707342,0.177279264,0.108460534,0.160561015
,18.04.2003,0.160106191,0.177347311,0.108549659,0.160865821
,19.04.2003,0.159572399,0.177617209,0.108706709,0.161134342
,20.04.2003,0.157944402,0.177085941,0.108811481,0.161390903
,21.04.2003,0.15854207,0.176685817,0.108776549,0.161606107
,22.04.2003,0.160921442,0.17722476,0.108782372,0.161797008
,23.04.2003,0.16121549,0.178190608,0.108992081,0.161968452
,24.04.2003,0.179501513,0.176820067,0.109133938,0.162154697
,25.04.2003,0.223039574,0.174894081,0.108834801,0.162343526
,26.04.2003,0.244437454,0.174604865,0.108538036,0.162480932
,27.04.2003,0.258187188,0.175825403,0.108512848,0.162554575
,28.04.2003,0.264741955,0.177770418,0.108834813,0.162611059
,29.04.2003,0.267624379,0.179445127,0.109320743,0.162699475
,30.04.2003,0.26746245,0.180770555,0.109870398,0.16287148
,01.05.2003,0.265544057,0.180720995,0.110274863,0.163065724
,02.05.2003,0.265304504,0.180266542,0.11042163,0.163274881
,03.05.2003,0.268368666,0.181203849,0.110545033,0.163466946
,04.05.2003,0.270595891,0.183167377,0.110956978,0.163666555
,05.05.2003,0.269564263,0.184283025,0.11153907,0.163861368
,06.05.2003,0.268661214,0.18450058,0.111943248,0.16412792
,07.05.2003,0.268399442,0.184762979,0.112196069,0.16439967
,08.05.2003,0.268298539,0.185201724,0.112441326,0.164661793
,09.05.2003,0.265204214,0.184877665,0.112651209,0.164911784
,10.05.2003,0.28658529,0.182993405,0.112577929,0.165161993
,11.05.2003,0.30585457,0.181640885,0.11203813,0.165335545
,12.05.2003,0.30591598,0.204131914,0.111420903,0.165412435
,13.05.2003,0.307595312,0.25081935,0.111359871,0.165392592
,14.05.2003,0.308691227,0.284367376,0.111787435,0.16538515
,15.05.2003,0.30977302,0.296837353,0.112496899,0.165429802
,16.05.2003,0.309816805,0.302211577,0.113324228,0.165586145
,17.05.2003,0.311420793,0.306044857,0.114183195,0.165817101
,18.05.2003,0.311173051,0.308995298,0.115164429,0.166135288
,19.05.2003,0.307300971,0.310301783,0.116053722,0.166545987
,20.05.2003,0.301311587,0.308839835,0.116453327,0.166974739
,21.05.2003,0.300659081,0.307411512,0.116328076,0.167384166
,22.05.2003,0.304031721,0.30807014,0.116324048,0.167681608
,23.05.2003,0.30635582,0.30979629,0.116829686,0.167941836
,24.05.2003,0.307436611,0.311554801,0.117653572,0.168219838
,25.05.2003,0.30651212,0.312336865,0.118584948,0.168548293
,26.05.2003,0.305886149,0.312573664,0.119424269,0.168949967
,27.05.2003,0.305506989,0.312585126,0.120211535,0.169359756
,28.05.2003,0.307925397,0.31332303,0.121103324,0.169780211
,29.05.2003,0.309587419,0.314663735,0.12232766,0.170188675
,30.05.2003,0.310453207,0.31590399,0.123812749,0.170638162
,31.05.2003,0.307476277,0.316153969,0.125380146,0.171141521
,01.06.2003,0.304961027,0.315047488,0.126665778,0.171681259
,02.06.2003,0.303008839,0.313648455,0.12774358,0.1722093
,03.06.2003,0.302757578,0.3129941,0.128766798,0.172669574
,04.06.2003,0.299793734,0.311921015,0.129865999,0.173059228
,05.06.2003,0.299175635,0.309830713,0.130686912,0.17340347
,06.06.2003,0.300186283,0.308938033,0.131180981,0.173684263
,07.06.2003,0.302891008,0.309420101,0.131578371,0.173870755
,08.06.2003,0.304797979,0.311528595,0.131996085,0.173949986
,09.06.2003,0.307075612,0.315201989,0.132617684,0.17398066
,10.06.2003,0.307461569,0.318270007,0.133683815,0.174001113
,11.06.2003,0.309104667,0.320494957,0.134982215,0.1740676
,12.06.2003,0.309460042,0.322250295,0.136570199,0.17421596
,13.06.2003,0.309607455,0.323325035,0.138370695,0.174438658
,14.06.2003,0.309554775,0.32394513,0.140368173,0.174717887
,15.06.2003,0.310231557,0.324519097,0.142610775,0.175041008
,16.06.2003,0.311349401,0.325367513,0.145231756,0.17540558
,17.06.2003,0.311123423,0.325993862,0.148195855,0.175824639
,18.06.2003,0.309368399,0.325923395,0.151209559,0.176259744
,19.06.2003,0.307899431,0.325125011,0.1539774,0.176754835
,20.06.2003,0.307899387,0.324648035,0.156478974,0.177302495
,21.06.2003,0.307514203,0.324331632,0.158763506,0.177825199
,22.06.2003,0.308036733,0.324296462,0.160678459,0.178307337
,23.06.2003,0.308071295,0.324378476,0.162377935,0.178777264
,24.06.2003,0.306037283,0.324011516,0.163832796,0.179297397
,25.06.2003,0.301817018,0.322332345,0.164755545,0.179841884
,26.06.2003,0.301197205,0.320618908,0.165048917,0.180371667
,27.06.2003,0.302643419,0.320153552,0.16523807,0.180855286
,28.06.2003,0.304427855,0.320541222,0.165646674,0.181318731
,29.06.2003,0.304870156,0.321169809,0.166235724,0.181822242
,30.06.2003,0.304003078,0.320940805,0.166768364,0.182368651
,01.07.2003,0.305565134,0.32115428,0.167161656,0.182987178
,02.07.2003,0.307002583,0.321923565,0.167653434,0.183638624
,03.07.2003,0.307924463,0.322806844,0.168289495,0.184336438
,04.07.2003,0.308264759,0.323484846,0.168924436,0.185094181
,05.07.2003,0.308507062,0.324015381,0.169527933,0.185925585
,06.07.2003,0.307654315,0.324316,0.170069403,0.186767206
,07.07.2003,0.30582331,0.323898351,0.170469821,0.187661905
,08.07.2003,0.303365916,0.322861496,0.170599188,0.188524276
,09.07.2003,0.30312578,0.32218021,0.170538292,0.189380927
,10.07.2003,0.301630631,0.32185748,0.170566203,0.190191374
,11.07.2003,0.299700922,0.321464982,0.170649938,0.19096605
,12.07.2003,0.297327581,0.320797255,0.170690539,0.191726353
,13.07.2003,0.293935858,0.320114865,0.170700692,0.192469443
,14.07.2003,0.289914794,0.319301758,0.170677851,0.193170716
,15.07.2003,0.28624899,0.318640583,0.170688003,0.19389532
,16.07.2003,0.281075277,0.31712442,0.17062964,0.194572343
,17.07.2003,0.2764688,0.315278027,0.170360786,0.195242556
,18.07.2003,0.27289455,0.313686816,0.170125097,0.195903183
,19.07.2003,0.268761186,0.311772831,0.16997567,0.196507388
,20.07.2003,0.264734485,0.308965593,0.169720074,0.197087926
,21.07.2003,0.259709322,0.305135565,0.169303053,0.19766121
,22.07.2003,0.257022267,0.300255813,0.168596738,0.198185749
,23.07.2003,0.254219191,0.29533964,0.16786699,0.198661303
,24.07.2003,0.250356514,0.289784717,0.167126639,0.19907383
,25.07.2003,0.246997747,0.284406048,0.166293257,0.199448027
,26.07.2003,0.243213084,0.278934554,0.165392633,0.199825425
,27.07.2003,0.240230176,0.273376502,0.164336066,0.200175453
,28.07.2003,0.236861032,0.2687319,0.163204484,0.200520273
,29.07.2003,0.232451695,0.263910516,0.161900575,0.200823679
,30.07.2003,0.227954663,0.258079056,0.160121444,0.201127348
,31.07.2003,0.224890105,0.253117427,0.158057486,0.20134204
,01.08.2003,0.221102938,0.249240984,0.15610118,0.201484308
,02.08.2003,0.218814458,0.245304812,0.153759188,0.201542908
,03.08.2003,0.218516086,0.242104,0.151151011,0.201534535
,04.08.2003,0.216864177,0.239788685,0.14886052,0.201495465
,05.08.2003,0.215656297,0.237212749,0.146306999,0.20142851
,06.08.2003,0.215185788,0.235626991,0.144311536,0.201344828
,07.08.2003,0.214370213,0.234978141,0.143062264,0.201263952
,08.08.2003,0.211685478,0.234138357,0.14216868,0.201188671
,09.08.2003,0.210693361,0.232719515,0.140770956,0.201113403
,10.08.2003,0.209832627,0.231484544,0.139610283,0.20104652
,11.08.2003,0.209609348,0.23052411,0.138623847,0.200937864
,12.08.2003,0.208898706,0.229753819,0.137706459,0.200837598
,13.08.2003,0.20794774,0.228804228,0.136703706,0.200717864
,14.08.2003,0.206418919,0.227765275,0.135773849,0.200614873
,15.08.2003,0.205063775,0.226574493,0.134865462,0.200503565
,16.08.2003,0.20395031,0.225447173,0.133943176,0.200356152
,17.08.2003,0.203201567,0.224470474,0.133044195,0.200208791
,18.08.2003,0.201216048,0.223530773,0.13270061,0.200050388
,19.08.2003,0.197399802,0.222132522,0.132678848,0.199861508
,20.08.2003,0.197076045,0.220437358,0.131974511,0.199681064
,21.08.2003,0.197996608,0.219876065,0.131365582,0.199448016
,22.08.2003,0.198363724,0.219736691,0.131001069,0.199198508
,23.08.2003,0.198679554,0.219783129,0.130706409,0.198965791
,24.08.2003,0.197457996,0.219631426,0.13055704,0.198749837
,25.08.2003,0.194168539,0.218735101,0.130381945,0.198550632
,26.08.2003,0.192594793,0.217295721,0.129965126,0.198368133
,27.08.2003,0.193374758,0.216711544,0.129562007,0.198152573
,28.08.2003,0.193619369,0.216515028,0.129252112,0.197912312
,29.08.2003,0.193006481,0.216490504,0.129138107,0.197666704
,30.08.2003,0.188613221,0.21537851,0.12937467,0.197435058
,31.08.2003,0.18362291,0.21255999,0.129348879,0.197220107
,01.09.2003,0.183075213,0.210328928,0.128800993,0.196975009
,02.09.2003,0.184390697,0.209406642,0.128312193,0.196636586
,03.09.2003,0.186053407,0.209442717,0.128140938,0.196279276
,04.09.2003,0.186247257,0.209527003,0.128196571,0.195927846
,05.09.2003,0.1881878,0.209743775,0.128226534,0.195615156
,06.09.2003,0.189791393,0.210461355,0.128380693,0.195341115
,07.09.2003,0.189580883,0.210766228,0.128635733,0.195127519
,08.09.2003,0.187522567,0.210195965,0.1288288,0.194933216
,09.09.2003,0.18680552,0.209412708,0.128809483,0.194771837
,10.09.2003,0.185801307,0.208595239,0.128697921,0.194594153
,11.09.2003,0.183688201,0.207513436,0.128519964,0.19441929
,12.09.2003,0.183093375,0.206300387,0.12821371,0.194192655
,13.09.2003,0.183491837,0.205746006,0.127922828,0.193955273
,14.09.2003,0.182049734,0.205053092,0.127702804,0.193698975
,15.09.2003,0.181360973,0.204115392,0.127395579,0.193418372
,16.09.2003,0.182907533,0.203786475,0.127093035,0.193140733
,17.09.2003,0.184528663,0.204204197,0.126952553,0.192863324
,18.09.2003,0.180650266,0.203899396,0.126978085,0.192599738
,19.09.2003,0.177804129,0.201991743,0.126682559,0.192352653
,20.09.2003,0.17809144,0.200791889,0.126198621,0.192092203
,21.09.2003,0.178869923,0.200431076,0.125849077,0.19178048
,22.09.2003,0.179484882,0.200516097,0.125633285,0.191466348
,23.09.2003,0.180025055,0.200615806,0.125508568,0.191157931
,24.09.2003,0.181436401,0.20104432,0.125464193,0.190887622
,25.09.2003,0.180752089,0.20137632,0.125508567,0.190617558
,26.09.2003,0.181882336,0.201467449,0.125500113,0.19040166
,27.09.2003,0.181839073,0.201961775,0.125544496,0.190207482
,28.09.2003,0.1806651,0.201841093,0.125601567,0.190040363
,29.09.2003,0.179202831,0.201317585,0.125550838,0.189878713
,30.09.2003,0.177704806,0.200601235,0.125388153,0.189733317
,01.10.2003,0.174698998,0.199281464,0.125128566,0.189544932
,02.10.2003,0.174620155,0.198097141,0.124700811,0.18934052
,03.10.2003,0.175638183,0.197791562,0.124357952,0.189093243
,04.10.2003,0.175821854,0.198041777,0.124187779,0.188835439
,05.10.2003,0.175756363,0.197945753,0.124101701,0.188572468
,06.10.2003,0.176508328,0.198076713,0.123998872,0.188339195
,07.10.2003,0.176977142,0.198420364,0.123992578,0.188132883
,08.10.2003,0.178134336,0.198805228,0.124019851,0.187932048
,09.10.2003,0.178806219,0.19949438,0.124099602,0.187763459
,10.10.2003,0.173602765,0.199877524,0.123992765,0.187512118
,11.10.2003,0.16560073,0.200085356,0.12377032,0.187271567
,12.10.2003,0.163101143,0.19954427,0.123822717,0.187154044
,13.10.2003,0.162729976,0.198682719,0.123659288,0.187081965
,14.10.2003,0.160456857,0.197884898,0.123481332,0.186977867
,15.10.2003,0.15858795,0.196537853,0.123161402,0.186836455
,16.10.2003,0.157808954,0.195429915,0.122758521,0.186679121
,17.10.2003,0.157442215,0.194677084,0.122393885,0.18645791
,18.10.2003,0.15938535,-9999,0.122100552,0.186231527
,19.10.2003,0.160743808,0.195380759,0.122052738,0.185992008
,20.10.2003,0.161879936,0.196042568,0.122123417,0.185792543
,21.10.2003,0.162461734,0.196752075,0.122264836,0.185611807
,22.10.2003,0.162775948,0.19716399,0.122410518,0.18547367
,23.10.2003,0.163097605,0.197564819,0.122539635,0.18537541
,24.10.2003,0.163368739,0.197887563,0.122679257,0.185324968
,25.10.2003,0.160688858,0.197652161,0.122766828,0.185266572
,26.10.2003,0.15663529,0.195933293,0.12262092,0.185208185
,27.10.2003,0.155776334,0.194156162,0.122154651,0.185107373
,28.10.2003,0.156647117,0.193589833,0.121728803,0.18499332
,29.10.2003,0.156310545,0.193411899,0.121475792,0.184775947
,30.10.2003,0.1559904,0.193380327,0.121339053,0.184624942
,31.10.2003,0.150671952,0.19180401,0.121127952,0.184429002
,01.11.2003,0.147267961,0.189077192,0.120553683,0.184212033
,02.11.2003,0.14562102,0.187036395,0.119804135,0.183958203
,03.11.2003,0.144350848,0.185476139,0.119114688,0.183646508
,04.11.2003,0.143545658,0.184191181,0.118488869,0.183258633
,05.11.2003,0.142487098,0.183272708,0.117964767,0.182873877
,06.11.2003,0.141040742,0.181958322,0.11746646,0.182452786
,07.11.2003,0.14090212,0.181071185,0.116963303,0.182037518
,08.11.2003,0.140721845,0.18050881,0.116550378,0.181614963
,09.11.2003,0.140853774,0.180148225,0.116235201,0.181216543
,10.11.2003,0.141098411,0.179969463,0.115974963,0.180808189
,11.11.2003,0.141570315,0.17999695,0.115801664,0.180436963
,12.11.2003,0.141908103,0.180128949,0.11569695,0.18010533
,13.11.2003,0.14076601,0.179936529,0.115612419,0.179805355
,14.11.2003,0.140466657,0.179442111,0.115447495,0.179503061
,15.11.2003,0.140321679,0.179167791,0.115282693,0.179232304
,16.11.2003,0.139571988,0.178817076,0.115116043,0.178977392
,17.11.2003,0.138930941,0.178245253,0.114923463,0.178704498
,18.11.2003,0.138546988,0.177750915,0.11469502,0.178450041
,19.11.2003,0.139401287,0.177589916,0.114484852,0.178188008
,20.11.2003,0.140321582,0.178002062,0.11439084,0.177939163
,21.11.2003,0.140178999,0.178280744,0.114402834,0.177713827
,22.11.2003,0.138501828,0.177931116,0.114380843,0.177509357
,23.11.2003,0.136289542,0.176808454,0.114187015,0.1773102
,24.11.2003,0.133833637,0.175170177,0.113809917,0.177095674
,25.11.2003,0.13276524,0.173572795,0.113290345,0.176858058
,26.11.2003,0.131570578,0.172517348,0.112809832,0.1765768
,27.11.2003,0.130541099,0.171422975,0.112358248,0.176270033
,28.11.2003,0.129023825,0.170356852,0.111925509,0.175940423
,29.11.2003,0.129092915,0.169320895,0.111464224,0.175577755
,30.11.2003,0.132055125,0.169649928,0.111133705,0.175230942
,01.12.2003,0.133580698,0.170766752,0.111092429,0.174892223
,02.12.2003,0.133512688,0.171377439,0.111192673,0.174574396
,03.12.2003,0.133612841,0.171612501,0.111253624,0.174318329
,04.12.2003,0.132778481,0.171537705,0.111283125,0.174093177
,05.12.2003,0.13099936,0.170937351,0.111208402,0.173909095
,06.12.2003,0.129621495,0.169801242,0.110976553,0.173707245
,07.12.2003,0.131011309,0.169379165,0.110670458,0.173500433
,08.12.2003,0.132444498,0.170011,0.11057048,0.173286117
,09.12.2003,0.132149722,0.170337964,0.11058028,0.173066856
,10.12.2003,0.131627007,0.170258177,0.11057832,0.172863043
,11.12.2003,0.130599998,0.169859542,0.110505838,0.172689918
,12.12.2003,0.129435119,0.169161904,0.110341382,0.172516895
,13.12.2003,0.128399248,0.168349673,0.110108651,0.172336345
,14.12.2003,0.128061813,0.167666198,0.109846928,0.172138136
,15.12.2003,0.128501125,0.167397459,0.109618703,0.171937505
,16.12.2003,0.127286344,0.167171189,0.109456967,0.171709127
,17.12.2003,0.126350788,0.166317483,0.109229245,0.171486
,18.12.2003,0.127123769,0.166049991,0.109005673,0.171263032
