@T,E1,,,,,
descr,observed soil water content at probe E1 depths 30cm 60cm 90cm 120cm 150cm,,,,,
unit,dimensionless,,,,,
,,,,,,
missing_val,-9999,,,,,
date_start,14.12.2002,,,,,
date_end,31.01.2020,,,,,
date_format,dd.MM.yyyy,,,,,
,,,,,,
@H,date,swc[0],swc[1],swc[2],swc[3],swc[4]
name,,Drake,,,,
ID,,1,,,,
elevation,,1575,,,,
x,,512754,,,,
y,,4495389,,,,
,05.05.2010,-9999,0.384583333,0.359795833,0.298270833,0.386058333
,06.05.2010,-9999,0.384391667,0.3602625,0.3018625,0.386279167
,07.05.2010,-9999,0.383779167,0.360620833,0.306508333,0.386554167
,08.05.2010,-9999,0.382779167,0.3607,0.311704167,0.3868375
,09.05.2010,-9999,0.382220833,0.360645833,0.316854167,0.387158333
,10.05.2010,-9999,0.382620833,0.360758333,0.321554167,0.387445833
,11.05.2010,-9999,0.382991667,0.3613,0.325770833,0.38775
,12.05.2010,-9999,0.382970833,0.3615,0.3294625,0.388120833
,13.05.2010,-9999,0.392295833,0.362770833,0.332383333,0.388533333
,14.05.2010,-9999,0.394558333,0.367933333,0.334716667,0.388945833
,15.05.2010,-9999,0.398575,0.3729,0.337645833,0.389254167
,16.05.2010,-9999,0.399145833,0.377658333,0.342691667,0.389608333
,17.05.2010,-9999,0.398266667,0.379070833,0.350029167,0.390054167
,18.05.2010,-9999,0.401541667,0.380325,0.356816667,0.390729167
,19.05.2010,-9999,0.416791667,0.4036125,0.3791875,0.3917125
,20.05.2010,-9999,-9999,-9999,-9999,-9999
,21.05.2010,-9999,-9999,-9999,-9999,-9999
,22.05.2010,0.429070833,0.405970833,0.397966667,0.398233333,0.423029167
,23.05.2010,0.426675,0.4042625,0.396441667,0.397425,0.424866667
,24.05.2010,0.425866667,0.402604167,0.395075,0.396670833,0.425829167
,25.05.2010,0.4230625,0.400908333,0.393929167,0.396058333,0.4264125
,26.05.2010,0.424266667,0.399770833,0.392816667,0.395345833,0.426808333
,27.05.2010,0.425458333,0.3993125,0.392029167,0.39465,0.427195833
,28.05.2010,0.428241667,0.3998,0.3916,0.394083333,0.42745
,29.05.2010,0.4292375,0.400645833,0.391616667,0.393741667,0.427716667
,30.05.2010,0.4271875,0.400475,0.3917125,0.393579167,0.4280625
,31.05.2010,0.427295833,0.3998375,0.391508333,0.39345,0.428533333
,01.06.2010,0.428091667,0.399808333,0.3912875,0.39335,0.4290125
,02.06.2010,0.427641667,0.3997625,0.3912,0.3931625,0.429433333
,03.06.2010,0.426895833,0.39945,0.391108333,0.393033333,0.429875
,04.06.2010,0.427033333,0.399045833,0.390908333,0.392841667,0.4303375
,05.06.2010,0.429241667,0.399404167,0.390795833,0.392658333,0.430729167
,06.06.2010,0.430716667,0.400225,0.3910125,0.3925375,0.431104167
,07.06.2010,0.4316625,0.401020833,0.391441667,0.39255,0.431558333
,08.06.2010,0.430954167,0.401416667,0.391920833,0.392670833,0.432
,09.06.2010,0.429783333,0.4010625,0.392170833,0.392804167,0.4324375
,10.06.2010,0.430704167,0.400958333,0.392195833,0.392858333,0.432970833
,11.06.2010,0.430279167,0.40115,0.392316667,0.392866667,0.4334125
,12.06.2010,0.426095833,0.399975,0.392370833,0.392875,0.4338125
,13.06.2010,0.4352625,0.397441667,0.391620833,0.3927,0.4342625
,14.06.2010,-9999,-9999,-9999,-9999,-9999
,15.06.2010,0.435491667,0.4025625,0.391179167,0.391895833,0.4346375
,16.06.2010,0.4360625,0.40305,0.391795833,0.391895833,0.434795833
,17.06.2010,0.4363,0.4035375,0.392254167,0.391995833,0.435041667
,18.06.2010,0.4366125,0.403783333,0.392658333,0.392166667,0.435370833
,19.06.2010,0.437995833,0.4043625,0.392983333,0.392341667,0.435779167
,20.06.2010,0.438945833,0.405170833,0.393466667,0.392529167,0.436116667
,21.06.2010,0.439416667,0.405775,0.394104167,0.392770833,0.436529167
,22.06.2010,0.439608333,0.406270833,0.394720833,0.393091667,0.43705
,23.06.2010,0.438658333,0.4064125,0.395475,0.393383333,0.437529167
,24.06.2010,0.437391667,0.40575,0.395858333,0.393633333,0.4380375
,25.06.2010,0.437829167,0.405433333,0.3959,0.393791667,0.438570833
,26.06.2010,0.438541667,0.405625,0.3959875,0.393845833,0.439004167
,27.06.2010,0.436808333,0.405416667,0.3961625,0.393908333,0.439483333
,28.06.2010,0.436925,0.404845833,0.396083333,0.3939875,0.439841667
,29.06.2010,0.437916667,0.404954167,0.396025,0.393954167,0.4402
,30.06.2010,0.438479167,0.405291667,0.396191667,0.393929167,0.440616667
,01.07.2010,0.438716667,0.405525,0.3964625,0.393995833,0.440920833
,02.07.2010,0.4392375,0.405858333,0.396691667,0.394041667,0.441229167
,03.07.2010,0.439308333,0.406058333,0.3969125,0.394125,0.441604167
,04.07.2010,0.439366667,0.406216667,0.397066667,0.394208333,0.441954167
,05.07.2010,0.445883333,0.4066,0.39745,0.3943375,0.442258333
,06.07.2010,0.4452,0.409583333,0.398779167,0.394929167,0.442670833
,07.07.2010,0.444470833,0.411029167,0.400383333,0.396129167,0.4434125
,08.07.2010,0.4425125,0.410816667,0.4011875,0.397179167,0.444241667
,09.07.2010,0.4415,0.4101625,0.401375,0.397866667,0.4449875
,10.07.2010,0.4414875,0.409645833,0.401183333,0.3981625,0.445570833
,11.07.2010,0.4412875,0.409258333,0.400920833,0.398141667,0.445925
,12.07.2010,0.4417,0.409025,0.400633333,0.3979875,0.446158333
,13.07.2010,0.442504167,0.409183333,0.4005,0.397808333,0.44635
,14.07.2010,0.443466667,0.409675,0.400554167,0.397654167,0.4464375
,15.07.2010,0.443516667,0.410066667,0.400783333,0.3976,0.4465375
,16.07.2010,0.4444625,0.410558333,0.4010125,0.397604167,0.4466875
,17.07.2010,0.444941667,0.411066667,0.40135,0.397704167,0.446908333
,18.07.2010,0.445520833,0.411516667,0.401783333,0.397825,0.447145833
,19.07.2010,0.445079167,0.411816667,0.402070833,0.397991667,0.447533333
,20.07.2010,0.444445833,0.411733333,0.402341667,0.3981625,0.447825
,21.07.2010,0.443291667,0.41125,0.4024,0.398295833,0.4481
,22.07.2010,0.442891667,0.410741667,0.402270833,0.3983,0.448429167
,23.07.2010,0.442520833,0.410291667,0.402083333,0.398233333,0.4486875
,24.07.2010,0.44315,0.410225,0.4019125,0.398108333,0.448854167
,25.07.2010,0.443104167,0.410308333,0.4019,0.398004167,0.448995833
,26.07.2010,0.443179167,0.410291667,0.4019,0.397954167,0.449108333
,27.07.2010,0.443716667,0.4104625,0.4020125,0.397925,0.4492375
,28.07.2010,0.44355,0.410670833,0.402158333,0.398,0.449495833
,29.07.2010,0.442695833,0.410466667,0.402266667,0.398033333,0.449666667
,30.07.2010,0.441008333,0.409725,0.402133333,0.398004167,0.449845833
,31.07.2010,0.439716667,0.40865,0.401695833,0.397866667,0.449970833
,01.08.2010,0.440191667,0.408020833,0.4011125,0.397558333,0.450008333
,02.08.2010,-9999,-9999,-9999,-9999,-9999
,03.08.2010,-9999,-9999,-9999,-9999,-9999
,04.08.2010,-9999,-9999,-9999,-9999,-9999
,05.08.2010,-9999,-9999,-9999,-9999,-9999
,06.08.2010,-9999,-9999,-9999,-9999,-9999
,07.08.2010,-9999,-9999,-9999,-9999,-9999
,08.08.2010,-9999,-9999,-9999,-9999,-9999
,09.08.2010,-9999,-9999,-9999,-9999,-9999
,10.08.2010,-9999,-9999,-9999,-9999,-9999
,11.08.2010,-9999,-9999,-9999,-9999,-9999
,12.08.2010,0.435370833,0.405225,0.398133333,0.394325,0.449
,13.08.2010,0.433975,0.4048375,0.397991667,0.394145833,0.448929167
,14.08.2010,0.433604167,0.4044375,0.397745833,0.393954167,0.448904167
,15.08.2010,0.432866667,0.403745833,0.397429167,0.39375,0.4489
,16.08.2010,0.432879167,0.403166667,0.397020833,0.393479167,0.44885
,17.08.2010,0.431170833,0.402408333,0.3966375,0.393233333,0.448775
,18.08.2010,0.431516667,0.401525,0.396058333,0.392854167,0.448666667
,19.08.2010,0.432916667,0.401608333,0.395583333,0.392408333,0.448541667
,20.08.2010,0.431929167,0.4014,0.395395833,0.392058333,0.448283333
,21.08.2010,0.432866667,0.401308333,0.395108333,0.3917375,0.448158333
,22.08.2010,0.434079167,0.401641667,0.395,0.391445833,0.448054167
,23.08.2010,0.434833333,0.4023125,0.3951625,0.391258333,0.4479625
,24.08.2010,0.432208333,0.4019625,0.395379167,0.391195833,0.447908333
,25.08.2010,0.431491667,0.4008625,0.395016667,0.3910625,0.4479
,26.08.2010,0.432104167,0.400433333,0.394504167,0.390808333,0.4478875
,27.08.2010,0.433004167,0.400516667,0.394175,0.3905125,0.447766667
,28.08.2010,0.434175,0.400958333,0.3941,0.390220833,0.44765
,29.08.2010,0.4345125,0.401479167,0.394233333,0.390075,0.447583333
,30.08.2010,0.43435,0.401633333,0.394408333,0.39,0.447504167
,31.08.2010,0.433475,0.4014375,0.394470833,0.389979167,0.447516667
,01.09.2010,0.432966667,0.401020833,0.3942875,0.389879167,0.447520833
,02.09.2010,0.4324375,0.400641667,0.394058333,0.389733333,0.4475125
,03.09.2010,0.430458333,0.399833333,0.393758333,0.389516667,0.4474125
,04.09.2010,0.4300125,0.398833333,0.393183333,0.389191667,0.4473
,05.09.2010,0.430291667,0.3983875,0.392691667,0.388791667,0.4470875
,06.09.2010,0.430145833,0.398225,0.392283333,0.388404167,0.446925
,07.09.2010,0.427783333,0.397408333,0.391929167,0.388091667,0.446745833
,08.09.2010,0.4280375,0.396495833,0.391283333,0.387691667,0.44655
,09.09.2010,0.428220833,0.396191667,0.3907375,0.387216667,0.446316667
,10.09.2010,0.42875,0.396208333,0.390366667,0.386775,0.445995833
,11.09.2010,0.427233333,0.3958125,0.390095833,0.386425,0.4457875
,12.09.2010,0.4269,0.3951,0.389658333,0.386141667,0.445583333
,13.09.2010,0.426775,0.3947375,0.389229167,0.385783333,0.445375
,14.09.2010,0.427229167,0.394604167,0.38885,0.385391667,0.445145833
,15.09.2010,0.427895833,0.394733333,0.388616667,0.38505,0.444879167
,16.09.2010,0.427641667,0.39485,0.388508333,0.384779167,0.4446875
,17.09.2010,0.427466667,0.394716667,0.388495833,0.384558333,0.444525
,18.09.2010,0.4269375,0.394591667,0.388341667,0.384345833,0.444379167
,19.09.2010,0.424558333,0.3937,0.388083333,0.384191667,0.444254167
,20.09.2010,0.42525,0.392975,0.387508333,0.3839,0.4441
,21.09.2010,0.425395833,0.3927875,0.387075,0.3834875,0.4438375
,22.09.2010,0.425295833,0.392691667,0.386783333,0.383154167,0.443645833
,23.09.2010,0.423233333,0.3920875,0.3864875,0.382829167,0.44345
,24.09.2010,0.421983333,0.391066667,0.38595,0.3824625,0.443258333
,25.09.2010,0.422154167,0.390395833,0.385291667,0.382095833,0.443045833
,26.09.2010,0.422325,0.390079167,0.384858333,0.381608333,0.442716667
,27.09.2010,0.423366667,0.390108333,0.384533333,0.381179167,0.442454167
,28.09.2010,0.423691667,0.390558333,0.3844,0.380845833,0.442195833
,29.09.2010,0.424133333,0.390766667,0.3844,0.380625,0.441991667
,30.09.2010,0.423391667,0.390829167,0.3844,0.3805,0.441825
,01.10.2010,0.4226125,0.390395833,0.3843,0.380420833,0.4416625
,02.10.2010,0.4215625,0.389841667,0.384016667,0.3802125,0.441470833
,03.10.2010,-9999,-9999,-9999,-9999,-9999
,04.10.2010,0.419241667,0.387970833,0.3829125,0.37955,0.441166667
,05.10.2010,0.419454167,0.3874875,0.382316667,0.379079167,0.440954167
,06.10.2010,0.42045,0.387525,0.381970833,0.378695833,0.440716667
,07.10.2010,0.419920833,0.387479167,0.381775,0.378358333,0.440391667
,08.10.2010,0.4199875,0.387470833,0.381545833,0.378083333,0.440145833
,09.10.2010,0.414579167,0.386141667,0.381275,0.3778125,0.439970833
,10.10.2010,0.41265,0.384479167,0.380416667,0.377420833,0.439754167
,11.10.2010,0.411345833,0.382754167,0.379420833,0.376925,0.439491667
,12.10.2010,0.4106125,0.381895833,0.378470833,0.376225,0.439066667
,13.10.2010,0.407720833,0.380495833,0.377541667,0.375575,0.438666667
,14.10.2010,0.408454167,0.379354167,0.3765375,0.374875,0.438229167
,15.10.2010,0.409483333,0.378933333,0.37565,0.374154167,0.437695833
,16.10.2010,0.410270833,0.378933333,0.375045833,0.3735125,0.4372375
,17.10.2010,0.409233333,0.378608333,0.3746875,0.372904167,0.4367375
,18.10.2010,0.409025,0.378154167,0.3741875,0.3724625,0.436254167
,19.10.2010,0.406508333,0.377166667,0.373641667,0.371954167,0.435870833
,20.10.2010,0.406629167,0.376316667,0.372945833,0.371420833,0.4354375
,21.10.2010,0.40685,0.375954167,0.372329167,0.3708875,0.434979167
,22.10.2010,0.406408333,0.375766667,0.371829167,0.370333333,0.434579167
,23.10.2010,0.404420833,0.3749375,0.371341667,0.369858333,0.434154167
,24.10.2010,0.401904167,0.37365,0.370704167,0.369370833,0.433704167
,25.10.2010,0.4016,0.372708333,0.3697875,0.368779167,0.4333
,26.10.2010,0.397458333,0.371254167,0.369016667,0.368183333,0.432833333
,27.10.2010,0.394645833,0.3692125,0.367825,0.367454167,0.432333333
,28.10.2010,0.392404167,0.3672625,0.366475,0.366625,0.431829167
,29.10.2010,0.393016667,0.365979167,0.365141667,0.3657,0.431154167
,30.10.2010,0.395429167,0.365833333,0.364179167,0.3647875,0.4305125
,31.10.2010,0.397708333,0.3665375,0.3636375,0.364025,0.429845833
,01.11.2010,0.398270833,0.367095833,0.3635,0.363504167,0.4292375
,02.11.2010,0.39735,0.367091667,0.363433333,0.363079167,0.42875
,03.11.2010,0.398683333,0.367154167,0.363208333,0.362716667,0.42825
,04.11.2010,0.396804167,0.367133333,0.363083333,0.362483333,0.4279
,05.11.2010,0.3950625,0.366154167,0.362841667,0.362166667,0.427570833
,06.11.2010,0.396145833,0.365629167,0.362270833,0.361725,0.42725
,07.11.2010,0.3973875,0.365920833,0.3619125,0.361370833,0.426833333
,08.11.2010,0.396495833,0.36595,0.361779167,0.361029167,0.426504167
,09.11.2010,0.395675,0.365704167,0.361575,0.360729167,0.426191667
,10.11.2010,0.390808333,0.364308333,0.361270833,0.360433333,0.425908333
,11.11.2010,0.387516667,0.362320833,0.360329167,0.360020833,0.425583333
,12.11.2010,0.3845125,0.360154167,0.3591625,0.359375,0.425166667
,13.11.2010,0.38235,0.3582625,0.3578375,0.358583333,0.42475
,14.11.2010,0.3808,0.356645833,0.356545833,0.3577375,0.4242375
,15.11.2010,0.38075,0.355304167,0.3552875,0.356841667,0.423570833
,16.11.2010,0.3819,0.354095833,0.354166667,0.355933333,0.422929167
,17.11.2010,0.384016667,0.353379167,0.353183333,0.355041667,0.422241667
,18.11.2010,0.385495833,0.352620833,0.352345833,0.354220833,0.421533333
,19.11.2010,0.38715,0.35195,0.351479167,0.3534375,0.420875
,20.11.2010,0.38725,0.351558333,0.350725,0.352683333,0.420133333
,21.11.2010,0.386570833,0.350816667,0.350041667,0.351995833,0.4194875
,22.11.2010,0.386283333,0.350279167,0.349275,0.351279167,0.418808333
,23.11.2010,0.384858333,0.349683333,0.3485875,0.350591667,0.418145833
,24.11.2010,0.383629167,0.348916667,0.3478875,0.3499,0.417516667
,25.11.2010,0.3812625,0.347945833,0.347070833,0.3492,0.416808333
,26.11.2010,0.379458333,0.346666667,0.346125,0.348425,0.416120833
,27.11.2010,0.3784375,0.34575,0.345166667,0.3476,0.415429167
,28.11.2010,0.377925,0.345070833,0.344308333,0.346770833,0.414625
,29.11.2010,0.377729167,0.344616667,0.343579167,0.345979167,0.4139125
,30.11.2010,0.3772375,0.3442375,0.343033333,0.345254167,0.413179167
,01.12.2010,0.376516667,0.343720833,0.342433333,0.3445875,0.4124125
,02.12.2010,0.376275,0.343379167,0.341870833,0.343941667,0.411779167
,03.12.2010,0.377229167,0.343225,0.341420833,0.343354167,0.411120833
,04.12.2010,0.379304167,0.343679167,0.341154167,0.342820833,0.410429167
,05.12.2010,0.379595833,0.344104167,0.3411,0.342379167,0.409891667
,06.12.2010,0.378975,0.344166667,0.3410625,0.342045833,0.409375
,07.12.2010,0.3798,0.344033333,0.3409125,0.341820833,0.408933333
,08.12.2010,0.379870833,0.344391667,0.3408,0.3415,0.408475
,09.12.2010,0.380520833,0.3443375,0.340745833,0.341291667,0.408066667
,10.12.2010,0.381875,0.345004167,0.340733333,0.341104167,0.407720833
,11.12.2010,0.380929167,0.34535,0.340875,0.3409375,0.407404167
,12.12.2010,0.378816667,0.344783333,0.340875,0.340770833,0.407145833
,13.12.2010,-9999,-9999,-9999,-9999,-9999
,14.12.2010,0.3816875,0.3447125,0.3404,0.340408333,0.406591667
,15.12.2010,0.382145833,0.345441667,0.340479167,0.340191667,0.406316667
,16.12.2010,0.37955,0.34535,0.340595833,0.3400875,0.406029167
,17.12.2010,0.377841667,0.3444125,0.340458333,0.3399625,0.4057625
,18.12.2010,0.376533333,0.343620833,0.340058333,0.33975,0.405529167
,19.12.2010,0.375916667,0.3429,0.339595833,0.339466667,0.405283333
,20.12.2010,0.376533333,0.3425125,0.339125,0.339079167,0.404991667
,21.12.2010,0.376679167,0.342579167,0.338770833,0.338741667,0.404654167
,22.12.2010,0.3758875,0.342383333,0.338616667,0.338391667,0.404341667
,23.12.2010,0.375420833,0.341995833,0.3383375,0.3381375,0.4040125
,24.12.2010,0.376045833,0.341891667,0.338041667,0.337845833,0.403675
,25.12.2010,-9999,-9999,-9999,-9999,-9999
,26.12.2010,-9999,-9999,-9999,-9999,-9999
,27.12.2010,0.374166667,0.341195833,0.337408333,0.337058333,0.402683333
,28.12.2010,0.3742125,0.3409625,0.337095833,0.336766667,0.402383333
,29.12.2010,0.373891667,0.340808333,0.3369125,0.3365125,0.4021
,30.12.2010,0.373675,0.34055,0.33665,0.336220833,0.401804167
,31.12.2010,0.373308333,0.34035,0.336404167,0.3359875,0.401529167
,01.01.2011,0.372320833,0.339958333,0.336158333,0.335741667,0.401241667
,02.01.2011,0.3706,0.339395833,0.335875,0.335441667,0.400966667
,03.01.2011,-9999,-9999,-9999,-9999,-9999
,04.01.2011,-9999,-9999,-9999,-9999,-9999
,05.01.2011,0.351658333,0.3371,0.334275,0.3343875,0.399991667
,06.01.2011,-9999,0.3364375,0.3337375,0.3339625,0.399595833
,07.01.2011,-9999,0.336025,0.333304167,0.3336125,0.399245833
,08.01.2011,-9999,0.3358,0.3329375,0.333229167,0.398858333
,09.01.2011,0.356745833,0.3356125,0.332741667,0.332908333,0.3985125
,10.01.2011,-9999,-9999,-9999,-9999,-9999
,11.01.2011,-9999,-9999,-9999,-9999,-9999
,12.01.2011,-9999,-9999,-9999,-9999,-9999
,13.01.2011,-9999,0.3343625,0.3315875,0.331816667,0.397295833
,14.01.2011,-9999,0.334133333,0.3312625,0.3316,0.397033333
,15.01.2011,-9999,0.334033333,0.331070833,0.331320833,0.39675
,16.01.2011,-9999,0.3339375,0.330866667,0.3311,0.396483333
,17.01.2011,-9999,0.333891667,0.330720833,0.330895833,0.3961625
,18.01.2011,-9999,0.333970833,0.330579167,0.3306875,0.3958625
,19.01.2011,-9999,0.334025,0.330508333,0.330525,0.395625
,20.01.2011,-9999,-9999,-9999,-9999,-9999
,21.01.2011,-9999,0.334345833,0.3304375,0.330258333,0.395216667
,22.01.2011,-9999,0.334504167,0.3304,0.330129167,0.395025
,23.01.2011,-9999,-9999,-9999,-9999,-9999
,24.01.2011,-9999,-9999,-9999,-9999,-9999
,25.01.2011,-9999,-9999,-9999,-9999,-9999
,26.01.2011,-9999,0.3349875,0.330354167,0.329791667,0.394416667
,27.01.2011,-9999,0.335070833,0.3303,0.329691667,0.394279167
,28.01.2011,-9999,0.335175,0.3303,0.329591667,0.394145833
,29.01.2011,-9999,0.335595833,0.330325,0.3295,0.3940375
,30.01.2011,-9999,0.336520833,0.330529167,0.3294875,0.393933333
,31.01.2011,-9999,0.336708333,0.330829167,0.329529167,0.393854167
,01.02.2011,-9999,-9999,-9999,-9999,-9999
,02.02.2011,-9999,-9999,-9999,-9999,-9999
,03.02.2011,-9999,0.334720833,0.3304625,0.329391667,0.3937
,04.02.2011,-9999,0.333845833,0.329895833,0.329175,0.393608333
,05.02.2011,-9999,-9999,-9999,-9999,-9999
,06.02.2011,-9999,-9999,-9999,-9999,-9999
,07.02.2011,-9999,-9999,-9999,-9999,-9999
,08.02.2011,-9999,-9999,-9999,-9999,-9999
,09.02.2011,-9999,-9999,-9999,-9999,-9999
,10.02.2011,-9999,-9999,-9999,-9999,-9999
,11.02.2011,-9999,-9999,-9999,-9999,-9999
,12.02.2011,0.298108333,0.329283333,0.326895833,0.327266667,0.392075
,13.02.2011,0.303166667,0.329158333,0.326620833,0.327116667,0.391858333
,14.02.2011,-9999,0.329270833,0.326345833,0.326933333,0.3916625
,15.02.2011,0.314704167,0.329383333,0.326170833,0.326741667,0.39145
,16.02.2011,-9999,0.329545833,0.326070833,0.3266,0.3912375
,17.02.2011,-9999,0.3297375,0.326,0.326525,0.390995833
,18.02.2011,-9999,0.3299875,0.326,0.326375,0.390841667
,19.02.2011,-9999,0.330208333,0.326,0.326245833,0.390666667
,20.02.2011,-9999,0.330475,0.325975,0.326154167,0.3905375
,21.02.2011,-9999,0.330770833,0.3259875,0.326066667,0.390404167
,22.02.2011,-9999,-9999,-9999,-9999,-9999
,23.02.2011,-9999,0.331825,0.326058333,0.325916667,0.390191667
,24.02.2011,-9999,0.332379167,0.32625,0.3259,0.3901
,25.02.2011,-9999,0.3329125,0.326495833,0.325941667,0.390033333
,26.02.2011,-9999,0.3332125,0.326691667,0.326008333,0.39
,27.02.2011,-9999,0.33345,0.3267625,0.326066667,0.39
,28.02.2011,-9999,0.333591667,0.3268875,0.3261,0.389983333
,01.03.2011,-9999,0.333820833,0.327025,0.3261,0.389945833
,02.03.2011,-9999,0.335004167,0.3273,0.326141667,0.389908333
,03.03.2011,-9999,0.336125,0.327783333,0.326270833,0.389920833
,04.03.2011,-9999,0.3375875,0.328441667,0.326525,0.39
,05.03.2011,-9999,0.3381875,0.32915,0.32685,0.390116667
,06.03.2011,-9999,0.33775,0.329525,0.327195833,0.390279167
,07.03.2011,-9999,-9999,-9999,-9999,-9999
,08.03.2011,-9999,-9999,-9999,-9999,-9999
,09.03.2011,-9999,-9999,-9999,-9999,-9999
,10.03.2011,-9999,-9999,-9999,-9999,-9999
,11.03.2011,-9999,-9999,-9999,-9999,-9999
,12.03.2011,-9999,0.340275,0.33025,0.3277,0.390733333
,13.03.2011,-9999,0.341541667,0.331070833,0.328033333,0.390875
,14.03.2011,-9999,0.342733333,0.331879167,0.328495833,0.3911
,15.03.2011,-9999,0.343554167,0.332579167,0.328954167,0.3914125
,16.03.2011,-9999,0.3446375,0.333316667,0.329429167,0.391725
,17.03.2011,-9999,0.3458625,0.334054167,0.3299125,0.3921
,18.03.2011,-9999,0.3472375,0.334954167,0.330454167,0.392475
,19.03.2011,-9999,0.347883333,0.335808333,0.331029167,0.392875
,20.03.2011,-9999,0.348620833,0.3364375,0.3315875,0.3933
,21.03.2011,-9999,0.349283333,0.337083333,0.332091667,0.3937375
,22.03.2011,-9999,0.350475,0.337779167,0.3326125,0.3941625
,23.03.2011,-9999,0.3511625,0.3385625,0.333154167,0.394604167
,24.03.2011,-9999,0.351258333,0.339104167,0.333679167,0.395054167
,25.03.2011,-9999,0.3507,0.3394375,0.334091667,0.395466667
,26.03.2011,-9999,0.350245833,0.339420833,0.334425,0.395866667
,27.03.2011,-9999,0.350354167,0.339466667,0.334591667,0.3962375
,28.03.2011,-9999,0.350283333,0.339583333,0.334754167,0.396533333
,29.03.2011,-9999,0.350704167,0.33965,0.334920833,0.39675
,30.03.2011,-9999,0.351054167,0.339904167,0.3351125,0.396954167
,31.03.2011,-9999,0.351245833,0.34015,0.335308333,0.3971625
,01.04.2011,-9999,0.352366667,0.340483333,0.3355,0.397375
,02.04.2011,-9999,0.353579167,0.341175,0.3358375,0.3976
,03.04.2011,-9999,0.35495,0.341916667,0.336229167,0.397879167
,04.04.2011,-9999,0.354083333,0.342608333,0.3367625,0.398233333
,05.04.2011,-9999,0.3523875,0.342358333,0.337120833,0.398616667
,06.04.2011,-9999,0.3527875,0.342075,0.3372,0.398904167
,07.04.2011,-9999,-9999,-9999,-9999,-9999
,08.04.2011,-9999,-9999,-9999,-9999,-9999
,09.04.2011,-9999,-9999,-9999,-9999,-9999
,10.04.2011,-9999,-9999,-9999,-9999,-9999
,11.04.2011,-9999,-9999,-9999,-9999,-9999
,12.04.2011,-9999,-9999,-9999,-9999,-9999
,13.04.2011,-9999,-9999,-9999,-9999,-9999
,14.04.2011,-9999,-9999,-9999,-9999,-9999
,15.04.2011,-9999,-9999,-9999,-9999,-9999
,16.04.2011,-9999,-9999,-9999,-9999,-9999
,17.04.2011,-9999,-9999,-9999,-9999,-9999
,18.04.2011,-9999,-9999,-9999,-9999,-9999
,19.04.2011,-9999,-9999,-9999,-9999,-9999
,20.04.2011,-9999,-9999,-9999,-9999,-9999
,21.04.2011,-9999,-9999,-9999,-9999,-9999
,22.04.2011,-9999,-9999,-9999,-9999,-9999
,23.04.2011,-9999,-9999,-9999,-9999,-9999
,24.04.2011,-9999,-9999,-9999,-9999,-9999
,25.04.2011,-9999,-9999,-9999,-9999,-9999
,26.04.2011,-9999,-9999,-9999,-9999,-9999
,27.04.2011,-9999,-9999,-9999,-9999,-9999
,28.04.2011,-9999,-9999,-9999,-9999,-9999
,29.04.2011,-9999,-9999,-9999,-9999,-9999
,30.04.2011,-9999,-9999,-9999,-9999,-9999
,01.05.2011,-9999,-9999,-9999,-9999,-9999
,02.05.2011,-9999,-9999,-9999,-9999,-9999
,03.05.2011,-9999,-9999,-9999,-9999,-9999
,04.05.2011,-9999,-9999,-9999,-9999,-9999
,05.05.2011,-9999,-9999,-9999,-9999,-9999
,06.05.2011,-9999,-9999,-9999,-9999,-9999
,07.05.2011,-9999,-9999,-9999,-9999,-9999
,08.05.2011,-9999,-9999,-9999,-9999,-9999
,09.05.2011,-9999,-9999,-9999,-9999,-9999
,10.05.2011,-9999,-9999,-9999,-9999,-9999
,11.05.2011,-9999,-9999,-9999,-9999,-9999
,12.05.2011,-9999,-9999,-9999,-9999,-9999
,13.05.2011,-9999,-9999,-9999,-9999,-9999
,14.05.2011,-9999,0.378979167,0.350879167,0.344504167,0.4063375
,15.05.2011,-9999,0.380525,0.3525375,0.344470833,0.4064
,16.05.2011,-9999,0.380095833,0.354370833,0.3445875,0.4064125
,17.05.2011,-9999,0.38075,0.356029167,0.345041667,0.406483333
,18.05.2011,-9999,0.380654167,0.357625,0.345775,0.4065375
,19.05.2011,-9999,0.400645833,0.3595,0.346658333,0.406675
,20.05.2011,-9999,0.409220833,0.374875,0.347708333,0.4069
,21.05.2011,-9999,0.407425,0.384345833,0.352420833,0.407183333
,22.05.2011,-9999,0.404133333,0.384879167,0.360025,0.407895833
,23.05.2011,-9999,0.401825,0.384145833,0.365075,0.409433333
,24.05.2011,-9999,0.400541667,0.383858333,0.367708333,0.411304167
,25.05.2011,-9999,0.397941667,0.383445833,0.3692,0.4131375
,26.05.2011,-9999,0.395683333,0.382579167,0.3699125,0.414675
,27.05.2011,-9999,0.394308333,0.3819625,0.370204167,0.415875
,28.05.2011,-9999,0.393429167,0.381625,0.370416667,0.416758333
,29.05.2011,-9999,0.392075,0.381325,0.370608333,0.417520833
,30.05.2011,-9999,0.391208333,0.380779167,0.3707,0.418066667
,31.05.2011,-9999,0.3891,0.380254167,0.3707125,0.418491667
,01.06.2011,-9999,0.386966667,0.379454167,0.370641667,0.418883333
,02.06.2011,-9999,0.385183333,0.378883333,0.370479167,0.419195833
,03.06.2011,-9999,0.3831,0.3782,0.3703375,0.4194125
,04.06.2011,-9999,0.381029167,0.377708333,0.3702625,0.419641667
