@T,E1,,,,,
descr,observed soil water content at probe E1 depths 30cm 60cm 90cm 120cm 150cm,,,,,
unit,dimensionless,,,,,
,,,,,,
missing_val,-9999,,,,,
date_start,14.12.2002,,,,,
date_end,31.01.2020,,,,,
date_format,dd.MM.yyyy,,,,,
,,,,,,
@H,date,swc[0],swc[1],swc[2],swc[3],swc[4]
name,,Drake,,,,
ID,,1,,,,
elevation,,1575,,,,
x,,512754,,,,
y,,4495389,,,,
,21.08.2005,0.318666667,0.283041667,0.248916667,0.216245833,0.3276625
,22.08.2005,0.318058333,0.283445833,0.2492875,0.216279167,0.326916667
,23.08.2005,0.3122,0.2829625,0.249470833,0.216541667,0.326408333
,24.08.2005,0.3076625,0.282683333,0.249554167,0.216775,0.326279167
,25.08.2005,0.307958333,0.282866667,0.2496625,0.216841667,0.326170833
,26.08.2005,0.306679167,0.282783333,0.249845833,0.21695,0.326141667
,27.08.2005,0.306516667,0.282625,0.249795833,0.216945833,0.326
,28.08.2005,0.3058125,0.2824875,0.249745833,0.216841667,0.325866667
,29.08.2005,0.305575,0.282225,0.249620833,0.2167375,0.325670833
,30.08.2005,0.305591667,0.282166667,0.249495833,0.216541667,0.325479167
,31.08.2005,0.305170833,0.282395833,0.249595833,0.216529167,0.325295833
,01.09.2005,0.302854167,0.2819375,0.249741667,0.216583333,0.325191667
,02.09.2005,0.302516667,0.281341667,0.2495625,0.216529167,0.325070833
,03.09.2005,0.302591667,0.281120833,0.2493125,0.216333333,0.324866667
,04.09.2005,0.302666667,0.281104167,0.249183333,0.216191667,0.324704167
,05.09.2005,0.301820833,0.281008333,0.249175,0.2161125,0.324525
,06.09.2005,0.300758333,0.28085,0.249229167,0.216158333,0.324420833
,07.09.2005,0.299816667,0.280291667,0.24915,0.216120833,0.3243
,08.09.2005,0.3001,0.280108333,0.248958333,0.2160375,0.3240875
,09.09.2005,0.30035,0.2801375,0.248870833,0.215879167,0.3238875
,10.09.2005,0.299891667,0.280329167,0.248966667,0.215795833,0.3236875
,11.09.2005,0.299,0.280225,0.249058333,0.215770833,0.3235375
,12.09.2005,0.298458333,0.279966667,0.249054167,0.215754167,0.323375
,13.09.2005,0.296595833,0.279629167,0.249104167,0.215791667,0.323320833
,14.09.2005,0.293391667,0.2784125,0.248970833,0.215908333,0.323266667
,15.09.2005,0.291366667,0.27665,0.248316667,0.215754167,0.32315
,16.09.2005,0.290420833,0.275279167,0.24745,0.2154375,0.322941667
,17.09.2005,0.290191667,0.274316667,0.24665,0.214991667,0.322570833
,18.09.2005,0.290254167,0.273945833,0.246075,0.2145125,0.3221625
,19.09.2005,0.289491667,0.27355,0.245683333,0.214179167,0.321779167
,20.09.2005,0.288583333,0.27305,0.245316667,0.213791667,0.321375
,21.09.2005,0.288791667,0.272654167,0.244916667,0.2135,0.320933333
,22.09.2005,0.287554167,0.272354167,0.244670833,0.213379167,0.320658333
,23.09.2005,0.28525,0.271279167,0.244320833,0.213158333,0.320325
,24.09.2005,0.284941667,0.270345833,0.243679167,0.2128625,0.319970833
,25.09.2005,0.284195833,0.269529167,0.243066667,0.212545833,0.319608333
,26.09.2005,0.2834125,0.268891667,0.242533333,0.212191667,0.319220833
,27.09.2005,0.282495833,0.268066667,0.2419875,0.211825,0.318779167
,28.09.2005,0.28145,0.2668625,0.2415375,0.21175,0.318545833
,29.09.2005,0.277825,0.265166667,0.241108333,0.211691667,0.318483333
,30.09.2005,0.277366667,0.2635625,0.240120833,0.2112625,0.3181625
,01.10.2005,0.279329167,0.26315,0.239191667,0.210670833,0.317745833
,02.10.2005,0.2803375,0.26365,0.238791667,0.210191667,0.317291667
,03.10.2005,0.280133333,0.263995833,0.238683333,0.2098,0.3168125
,04.10.2005,0.278633333,0.2638375,0.2385875,0.2095375,0.316441667
,05.10.2005,0.273695833,0.262425,0.238233333,0.2093375,0.3161375
,06.10.2005,0.269495833,0.2596375,0.23715,0.209008333,0.315925
,07.10.2005,0.267258333,0.257095833,0.2356,0.208345833,0.3155875
,08.10.2005,0.267175,0.255283333,0.233975,0.2074375,0.315075
,09.10.2005,0.2680875,0.254620833,0.2325875,0.206425,0.314408333
,10.10.2005,0.260325,0.252820833,0.231429167,0.205408333,0.3135625
,11.10.2005,0.258941667,0.249383333,0.229783333,0.204495833,0.312820833
,12.10.2005,0.268266667,0.247729167,0.2278875,0.203433333,0.312125
,13.10.2005,0.2789625,0.2472625,0.226458333,0.202308333,0.311304167
,14.10.2005,0.289475,0.247016667,0.225479167,0.201329167,0.310475
,15.10.2005,0.298958333,0.247104167,0.2247875,0.200520833,0.309708333
,16.10.2005,0.307079167,0.247229167,0.2242875,0.19985,0.30895
,17.10.2005,0.314904167,0.24755,0.224008333,0.199308333,0.308291667
,18.10.2005,0.321175,0.247979167,0.223904167,0.198920833,0.307754167
,19.10.2005,0.325704167,0.2482375,0.223820833,0.198629167,0.307229167
,20.10.2005,0.332625,0.247320833,0.223604167,0.1983875,0.306804167
,21.10.2005,0.344441667,0.2466625,0.2230375,0.1980375,0.3064375
,22.10.2005,0.352966667,0.246320833,0.222641667,0.197683333,0.306066667
,23.10.2005,0.358575,0.245241667,0.222016667,0.197283333,0.305675
,24.10.2005,0.360729167,0.2438,0.2212625,0.196845833,0.305275
,25.10.2005,0.364370833,0.242325,0.220120833,0.196258333,0.3047875
,26.10.2005,0.367345833,0.241958333,0.21915,0.195541667,0.304266667
,27.10.2005,0.368841667,0.241783333,0.2185625,0.1949375,0.303758333
,28.10.2005,0.369941667,0.241333333,0.218045833,0.194425,0.303229167
,29.10.2005,0.3719,0.241420833,0.2175875,0.193954167,0.302754167
,30.10.2005,0.3711625,0.241333333,0.21735,0.1936,0.302291667
,31.10.2005,0.3696125,0.2401375,0.216891667,0.1932375,0.301841667
,01.11.2005,0.370345833,0.238720833,0.2160625,0.192841667,0.301541667
,02.11.2005,0.371604167,0.2382125,0.21525,0.192329167,0.301233333
,03.11.2005,0.372675,0.238120833,0.214729167,0.1918625,0.3007875
,04.11.2005,0.372179167,0.238025,0.214395833,0.191425,0.300320833
,05.11.2005,0.3709875,0.237108333,0.213791667,0.190904167,0.2997375
,06.11.2005,0.368458333,0.235720833,0.213070833,0.190420833,0.299283333
,07.11.2005,0.368733333,0.234404167,0.212154167,0.189920833,0.298870833
,08.11.2005,0.3702125,0.2342875,0.211370833,0.189345833,0.298391667
,09.11.2005,0.370270833,0.234691667,0.2110125,0.188829167,0.297875
,10.11.2005,0.368716667,0.234166667,0.210783333,0.188479167,0.2974375
,11.11.2005,0.370133333,0.2339375,0.210329167,0.188133333,0.297054167
,12.11.2005,0.371195833,0.2345625,0.210075,0.187741667,0.296595833
,13.11.2005,0.3681875,0.2342125,0.210025,0.187458333,0.2961875
,14.11.2005,0.3658375,0.232545833,0.209483333,0.1872375,0.295841667
,15.11.2005,0.362833333,0.230529167,0.208420833,0.18665,0.295254167
,16.11.2005,0.359308333,0.227945833,0.207045833,0.185870833,0.294641667
,17.11.2005,0.357608333,0.22565,0.205458333,0.185025,0.294058333
,18.11.2005,0.356683333,0.224025,0.203854167,0.184033333,0.2934125
,19.11.2005,0.357033333,0.222958333,0.2025125,0.183025,0.292633333
,20.11.2005,0.356975,0.2225,0.20135,0.181920833,0.291679167
,21.11.2005,0.357883333,0.222291667,0.200645833,0.181158333,0.2909625
,22.11.2005,0.358754167,0.222720833,0.20025,0.180595833,0.290370833
,23.11.2005,0.358308333,0.222808333,0.2000875,0.180195833,0.2898375
,24.11.2005,0.358225,0.222679167,0.199833333,0.179825,0.289295833
,25.11.2005,0.3574375,0.222483333,0.1995625,0.179470833,0.288758333
,26.11.2005,0.356758333,0.2219875,0.199175,0.179054167,0.288175
,27.11.2005,0.356970833,0.221695833,0.198616667,0.178529167,0.2874625
,28.11.2005,0.355316667,0.221204167,0.1981375,0.178016667,0.286925
,29.11.2005,0.353408333,0.2202375,0.197666667,0.177729167,0.286645833
,30.11.2005,0.352066667,0.219133333,0.196983333,0.177291667,0.2862125
,01.12.2005,0.35105,0.218166667,0.196033333,0.176608333,0.285483333
,02.12.2005,0.350141667,0.217370833,0.195208333,0.175895833,0.2848
,03.12.2005,0.34965,0.216745833,0.1944625,0.175279167,0.284179167
,04.12.2005,0.349270833,0.21635,0.1938625,0.174733333,0.283666667
,05.12.2005,0.34825,0.215895833,0.1933125,0.174166667,0.283008333
,06.12.2005,0.347283333,0.215279167,0.19275,0.173675,0.2825125
,07.12.2005,0.345820833,0.214491667,0.192058333,0.1731,0.281825
,08.12.2005,0.343458333,0.21395,0.191579167,0.1726,0.281191667
,09.12.2005,0.3368375,0.213208333,0.190983333,0.172033333,0.280570833
,10.12.2005,0.329958333,0.212583333,0.190358333,0.171475,0.2799375
,11.12.2005,0.3262,0.212058333,0.189779167,0.170966667,0.2794125
,12.12.2005,0.3229,0.211729167,0.189291667,0.170525,0.279058333
,13.12.2005,0.322404167,0.2114875,0.188883333,0.1701375,0.278629167
,14.12.2005,0.323620833,0.211175,0.188475,0.169754167,0.278141667
,15.12.2005,0.31475,0.2108875,0.188108333,0.169283333,0.277483333
,16.12.2005,0.299825,0.210566667,0.187925,0.1689625,0.276916667
,17.12.2005,0.288183333,0.210041667,0.1876125,0.168575,0.276295833
,18.12.2005,0.277216667,0.209433333,0.187229167,0.1680625,0.275591667
,19.12.2005,0.2706625,0.208766667,0.186754167,0.1676125,0.275066667
,20.12.2005,0.271354167,0.207808333,0.185945833,0.1670875,0.274529167
,21.12.2005,0.276329167,0.207191667,0.185166667,0.166558333,0.273975
,22.12.2005,0.282675,0.207241667,0.184691667,0.166154167,0.273508333
,23.12.2005,0.289754167,0.207666667,0.1846,0.165870833,0.27315
,24.12.2005,0.297725,0.208054167,0.184625,0.1657,0.2727625
,25.12.2005,0.305533333,0.208433333,0.184754167,0.165595833,0.272416667
,26.12.2005,0.312716667,0.2087125,0.1848,0.1655125,0.272120833
,27.12.2005,0.320416667,0.208929167,0.1848,0.165416667,0.271829167
,28.12.2005,0.327775,0.209125,0.184866667,0.1653,0.271625
,29.12.2005,0.333979167,0.209304167,0.184925,0.1653,0.2714125
,30.12.2005,0.338641667,0.209470833,0.184958333,0.165216667,0.271208333
,31.12.2005,0.3409875,0.209620833,0.184958333,0.165183333,0.270975
,01.01.2006,0.341891667,0.2098,0.185004167,0.1651,0.270833333
,02.01.2006,0.34235,0.20995,0.185045833,0.1651,0.270716667
,03.01.2006,0.3427,0.210108333,0.185133333,0.165091667,0.270616667
,04.01.2006,0.343041667,0.2103125,0.1852,0.165091667,0.270470833
,05.01.2006,0.343358333,0.210516667,0.185208333,0.165,0.27025
,06.01.2006,0.3436125,0.210695833,0.185345833,0.165004167,0.2702
,07.01.2006,0.3440375,0.210933333,0.185429167,0.16505,0.270170833
,08.01.2006,0.345395833,0.211475,0.185645833,0.1652,0.2702
,09.01.2006,0.345816667,0.212004167,0.185866667,0.165245833,0.270116667
,10.01.2006,0.3456625,0.212116667,0.186116667,0.165333333,0.270025
,11.01.2006,0.345979167,0.2120875,0.186220833,0.165483333,0.270058333
,12.01.2006,0.3474875,0.212529167,0.1863,0.165516667,0.270083333
,13.01.2006,0.34725,0.21305,0.186533333,0.165595833,0.270083333
,14.01.2006,0.346558333,0.212891667,0.1867,0.165683333,0.270054167
,15.01.2006,0.346745833,0.212708333,0.1867,-9999,0.270070833
,16.01.2006,0.3473,0.2129,0.186570833,0.165675,0.269945833
,17.01.2006,0.346595833,0.212833333,0.186525,0.165595833,0.269791667
,18.01.2006,0.3464125,0.212683333,0.186545833,0.165608333,0.269854167
,19.01.2006,0.34695,0.212716667,0.186504167,0.165616667,0.26985
,20.01.2006,0.346733333,0.2127875,0.186475,0.165525,0.269716667
,21.01.2006,0.346195833,0.2126625,0.186429167,0.1655,0.269654167
,22.01.2006,0.345766667,0.212379167,0.186279167,0.1654625,0.269545833
,23.01.2006,0.345341667,0.212216667,0.186120833,0.165354167,0.26945
,24.01.2006,0.3448,0.2119,0.185941667,0.165254167,0.269379167
,25.01.2006,0.344433333,0.211708333,0.185725,0.1651125,0.269229167
,26.01.2006,0.344183333,0.211595833,0.18555,0.164945833,0.269120833
,27.01.2006,0.343966667,0.211520833,0.185341667,0.164766667,0.268933333
,28.01.2006,0.3437375,0.211458333,0.1851625,0.1645875,0.2686875
,29.01.2006,0.343616667,0.211483333,0.185029167,0.164441667,0.2685125
,30.01.2006,0.343441667,0.21145,0.184883333,0.1642625,0.268295833
,31.01.2006,0.3432875,0.211529167,0.184891667,0.164204167,0.268183333
,01.02.2006,0.343225,0.211583333,0.184829167,0.164108333,0.268025
,02.02.2006,0.343158333,0.211616667,0.184833333,0.164020833,0.268033333
,03.02.2006,0.343154167,0.2116875,0.1848,0.163975,0.268020833
,04.02.2006,0.3432,0.211804167,0.184766667,0.1639,0.2678625
,05.02.2006,0.343275,0.211954167,0.1848,0.1639,0.267804167
,06.02.2006,0.3433875,0.212,0.1848,0.163854167,0.267691667
,07.02.2006,0.343433333,0.212179167,0.184804167,0.163841667,0.2676375
,08.02.2006,0.343675,0.212991667,0.184866667,0.1639,0.267591667
,09.02.2006,0.344558333,0.213275,0.184916667,0.163895833,0.2675375
,10.02.2006,0.344920833,0.2138,0.185058333,0.1638625,0.267395833
,11.02.2006,0.3439875,0.213658333,0.185191667,0.163854167,0.2673
,12.02.2006,0.343529167,0.213291667,0.185091667,0.1639,0.2673
,13.02.2006,0.343470833,0.2132,0.1849875,0.163845833,0.2673
,14.02.2006,0.343604167,0.2132,0.184933333,0.1638625,0.2673
,15.02.2006,0.343929167,0.213345833,0.184883333,0.163770833,0.267283333
,16.02.2006,0.34365,0.213366667,0.184875,0.1637,0.267133333
,17.02.2006,0.343129167,0.213145833,0.1850875,0.163645833,0.267008333
,18.02.2006,0.342458333,0.2128375,0.185429167,0.16355,0.266958333
,19.02.2006,0.341766667,0.212604167,0.185275,0.163420833,0.266866667
,20.02.2006,0.3410375,0.2123625,0.1851125,0.16335,0.266808333
,21.02.2006,0.340125,0.212166667,0.184954167,0.163225,0.266708333
,22.02.2006,0.33865,0.212,0.184783333,0.163075,0.2665625
,23.02.2006,0.3365625,0.2119,0.184620833,0.162995833,0.266483333
,24.02.2006,0.3354125,0.211883333,0.1845,0.162833333,0.266366667
,25.02.2006,0.33605,0.2118625,0.184383333,0.162733333,0.2662625
,26.02.2006,0.3373125,0.211945833,0.184304167,0.162633333,0.266116667
,27.02.2006,0.338329167,0.212016667,0.184229167,0.162595833,0.266033333
,28.02.2006,0.340141667,0.212295833,0.184225,0.162470833,0.265875
,01.03.2006,0.346666667,0.213954167,0.1845,0.162525,0.2658
,02.03.2006,0.3481,0.2163375,0.185408333,0.162725,0.265770833
,03.03.2006,0.348916667,0.2174375,0.186383333,0.163195833,0.265816667
,04.03.2006,0.350929167,0.218625,0.187241667,0.163720833,0.266075
,05.03.2006,0.35275,0.220070833,0.188158333,0.164320833,0.266466667
,06.03.2006,0.3538375,0.2212625,0.1891125,0.164941667,0.266945833
,07.03.2006,0.356091667,0.222520833,0.190045833,0.165595833,0.267420833
,08.03.2006,0.357008333,0.224220833,0.191070833,0.166275,0.267870833
,09.03.2006,0.353354167,0.224025,0.191933333,0.16695,0.268408333
,10.03.2006,0.351158333,0.222808333,0.1921,0.167466667,0.268925
,11.03.2006,0.348945833,0.221445833,0.191795833,0.167691667,0.269366667
,12.03.2006,0.348354167,0.220345833,0.191266667,0.167704167,0.2696875
,13.03.2006,0.347633333,0.219491667,0.190704167,0.167591667,0.269825
,14.03.2006,0.347829167,0.218958333,0.190233333,0.167379167,0.269891667
,15.03.2006,0.3487625,0.2187875,0.189866667,0.167179167,0.2698625
,16.03.2006,0.350025,0.218979167,0.189708333,0.167016667,0.269725
,17.03.2006,0.351645833,0.219545833,0.189720833,0.166908333,0.269691667
,18.03.2006,0.352566667,0.220075,0.189891667,0.166858333,0.269591667
,19.03.2006,0.3535125,0.220475,0.190125,0.167441667,0.269841667
,20.03.2006,0.352804167,0.220370833,0.190295833,0.167691667,0.2699
,21.03.2006,0.35365,0.219575,0.190158333,0.1677,0.269916667
,22.03.2006,0.355429167,0.218683333,0.1897625,0.167658333,0.269983333
,23.03.2006,0.358295833,0.218025,0.189333333,0.1675,0.269925
,24.03.2006,0.364275,0.218066667,0.189029167,0.167341667,0.2698625
,25.03.2006,0.369391667,0.218983333,0.189045833,0.167175,0.269725
,26.03.2006,0.372720833,0.220483333,0.189466667,0.167191667,0.269570833
,27.03.2006,0.3735375,0.221716667,0.190133333,0.16735,0.269404167
,28.03.2006,0.375516667,0.222883333,0.190791667,0.167591667,0.269316667
,29.03.2006,0.378233333,0.2246125,0.191591667,0.167945833,0.269570833
,30.03.2006,0.379725,0.226629167,0.19265,0.168445833,0.269954167
,31.03.2006,0.3800375,0.2279375,0.193783333,0.169091667,0.270325
,01.04.2006,0.381079167,0.229116667,0.194741667,0.169783333,0.270870833
,02.04.2006,0.3809375,0.230195833,0.1956875,0.170483333,0.27145
,03.04.2006,0.380275,0.2305375,0.196433333,0.1711375,0.271983333
,04.04.2006,0.381145833,0.231108333,0.197004167,0.1717,0.272570833
,05.04.2006,0.383370833,0.232229167,0.197616667,0.1722,0.273070833
,06.04.2006,0.384733333,0.234279167,0.198583333,0.172733333,0.273516667
,07.04.2006,0.383216667,0.2349625,0.1995875,0.173375,0.273895833
,08.04.2006,0.381891667,0.2348875,0.200166667,0.173991667,0.274433333
,09.04.2006,0.383425,0.235204167,0.200495833,0.1745,0.275045833
,10.04.2006,0.385745833,0.236670833,0.201054167,0.174908333,0.275479167
,11.04.2006,0.3870875,0.238629167,0.201991667,0.175358333,0.275858333
,12.04.2006,0.387095833,0.2397875,0.203079167,0.175983333,0.276320833
,13.04.2006,0.388904167,0.241166667,0.203991667,0.176629167,0.276833333
,14.04.2006,0.391004167,0.2431375,0.205079167,0.177325,0.2773875
,15.04.2006,0.391695833,0.245266667,0.2063875,0.178145833,0.278004167
,16.04.2006,0.391066667,0.246120833,0.207675,0.1790125,0.278658333
,17.04.2006,0.392291667,0.247320833,0.208675,0.179891667,0.279379167
,18.04.2006,0.391933333,0.248579167,0.209725,0.180733333,0.280104167
,19.04.2006,0.388908333,0.248129167,0.210529167,0.181583333,0.28085
,20.04.2006,0.3886,0.2475375,0.21075,0.182154167,0.28165
,21.04.2006,0.390733333,0.248095833,0.2109375,0.182520833,0.282220833
,22.04.2006,0.393395833,0.249979167,0.211595833,0.1829,0.282695833
,23.04.2006,0.3952,0.252333333,0.212658333,0.183495833,0.283275
,24.04.2006,0.390829167,0.253283333,0.2138875,0.184254167,0.283866667
,25.04.2006,0.383141667,0.250133333,0.214129167,0.1849625,0.284525
,26.04.2006,0.3807125,0.246929167,0.212991667,0.185104167,0.285041667
,27.04.2006,0.384029167,0.245975,0.211733333,0.184845833,0.285341667
,28.04.2006,0.386875,0.247583333,0.211420833,0.184525,0.285470833
,29.04.2006,0.385654167,0.248475,0.211829167,0.1845,0.2855
,30.04.2006,0.3852875,0.248470833,0.212066667,0.184625,0.285604167
,01.05.2006,0.3856625,0.248691667,0.2122,0.184766667,0.2857875
,02.05.2006,0.3874625,0.249533333,0.212408333,0.184925,0.2859875
,03.05.2006,0.387295833,0.250575,0.212929167,0.185108333,0.286158333
,04.05.2006,0.384854167,0.250445833,0.213308333,0.185425,0.2864125
,05.05.2006,0.381995833,0.249166667,0.213229167,0.185641667,0.286625
,06.05.2006,0.3821625,0.247883333,0.212683333,0.18565,0.2868625
,07.05.2006,0.385695833,0.2487375,0.212295833,0.185516667,0.2869625
,08.05.2006,0.3873375,0.2504375,0.212679167,0.185479167,0.287041667
,09.05.2006,0.386291667,0.251291667,0.213316667,0.185666667,0.287166667
,10.05.2006,0.385975,0.2515125,0.213733333,0.1859625,0.287304167
,11.05.2006,0.385608333,0.2513875,0.213966667,0.186220833,0.287520833
,12.05.2006,0.387641667,0.252041667,0.214091667,0.186383333,0.2877625
,13.05.2006,0.389641667,0.253391667,0.214554167,0.186570833,0.2879875
,14.05.2006,0.392208333,0.255366667,0.215395833,0.1869375,0.288204167
,15.05.2006,0.393170833,0.257320833,0.216508333,0.187441667,0.2885
,16.05.2006,0.3941,0.258695833,0.217575,0.188058333,0.288916667
,17.05.2006,0.3953125,0.260125,0.218629167,0.188733333,0.289383333
,18.05.2006,0.3954625,0.261258333,0.219645833,0.189416667,0.289895833
,19.05.2006,0.397379167,0.262620833,0.2205875,0.190145833,0.290491667
,20.05.2006,0.398658333,0.264354167,0.221658333,0.1908125,0.291116667
,21.05.2006,0.399675,0.266004167,0.222845833,0.1916,0.291729167
,22.05.2006,0.399933333,0.267425,0.224058333,0.1924,0.2923875
,23.05.2006,0.398425,0.267925,0.22505,0.1932375,0.293075
,24.05.2006,0.398579167,0.2679125,0.225583333,0.193933333,0.293783333
,25.05.2006,0.400666667,0.2691375,0.226095833,0.194483333,0.294433333
,26.05.2006,0.402129167,0.270916667,0.227,0.195045833,0.295029167
,27.05.2006,0.402454167,0.272441667,0.228083333,0.195716667,0.29565
,28.05.2006,0.402454167,0.273658333,0.229108333,0.196470833,0.2963
,29.05.2006,0.40095,0.273958333,0.2300125,0.197241667,0.296979167
,30.05.2006,0.400266667,0.273916667,0.230466667,0.1979,0.297645833
,31.05.2006,0.399508333,0.273841667,0.230745833,0.198379167,0.298216667
,01.06.2006,0.3994375,0.273920833,0.230933333,0.198758333,0.298654167
,02.06.2006,0.4003375,0.274695833,0.231120833,0.199041667,0.299033333
,03.06.2006,0.4006375,0.276020833,0.231645833,0.199366667,0.299516667
,04.06.2006,-9999,-9999,-9999,-9999,-9999
,05.06.2006,-9999,-9999,-9999,-9999,-9999
,06.06.2006,-9999,-9999,-9999,-9999,-9999
,07.06.2006,-9999,-9999,-9999,-9999,-9999
,08.06.2006,-9999,-9999,-9999,-9999,-9999
,09.06.2006,-9999,-9999,-9999,-9999,-9999
,10.06.2006,-9999,-9999,-9999,-9999,-9999
,11.06.2006,-9999,-9999,-9999,-9999,-9999
,12.06.2006,-9999,-9999,-9999,-9999,-9999
,13.06.2006,-9999,-9999,-9999,-9999,-9999
,14.06.2006,-9999,-9999,-9999,-9999,-9999
,15.06.2006,-9999,-9999,-9999,-9999,-9999
,16.06.2006,-9999,-9999,-9999,-9999,-9999
,17.06.2006,-9999,-9999,-9999,-9999,-9999
,18.06.2006,-9999,-9999,-9999,-9999,-9999
,19.06.2006,-9999,-9999,-9999,-9999,-9999
,20.06.2006,-9999,-9999,-9999,-9999,-9999
,21.06.2006,-9999,-9999,-9999,-9999,-9999
,22.06.2006,-9999,-9999,-9999,-9999,-9999
,23.06.2006,-9999,-9999,-9999,-9999,-9999
,24.06.2006,-9999,-9999,-9999,-9999,-9999
,25.06.2006,-9999,-9999,-9999,-9999,-9999
,26.06.2006,-9999,-9999,-9999,-9999,-9999
,27.06.2006,-9999,-9999,-9999,-9999,-9999
,28.06.2006,-9999,-9999,-9999,-9999,-9999
,29.06.2006,-9999,-9999,-9999,-9999,-9999
,30.06.2006,-9999,-9999,-9999,-9999,-9999
,01.07.2006,-9999,-9999,-9999,-9999,-9999
,02.07.2006,-9999,-9999,-9999,-9999,-9999
,03.07.2006,-9999,-9999,-9999,-9999,-9999
,04.07.2006,-9999,-9999,-9999,-9999,-9999
,05.07.2006,-9999,-9999,-9999,-9999,-9999
,06.07.2006,-9999,-9999,-9999,-9999,-9999
,07.07.2006,-9999,-9999,-9999,-9999,-9999
,08.07.2006,-9999,-9999,-9999,-9999,-9999
,09.07.2006,-9999,-9999,-9999,-9999,-9999
,10.07.2006,-9999,-9999,-9999,-9999,-9999
,11.07.2006,-9999,-9999,-9999,-9999,-9999
,12.07.2006,-9999,-9999,-9999,-9999,-9999
,13.07.2006,-9999,-9999,-9999,-9999,-9999
,14.07.2006,-9999,-9999,-9999,-9999,-9999
,15.07.2006,-9999,-9999,-9999,-9999,-9999
,16.07.2006,-9999,-9999,-9999,-9999,-9999
,17.07.2006,-9999,-9999,-9999,-9999,-9999
,18.07.2006,-9999,-9999,-9999,-9999,-9999
,19.07.2006,-9999,-9999,-9999,-9999,-9999
,20.07.2006,-9999,-9999,-9999,-9999,-9999
,21.07.2006,-9999,-9999,-9999,-9999,-9999
,22.07.2006,-9999,-9999,-9999,-9999,-9999
,23.07.2006,-9999,-9999,-9999,-9999,-9999
,24.07.2006,-9999,-9999,-9999,-9999,-9999
,25.07.2006,-9999,-9999,-9999,-9999,-9999
,26.07.2006,-9999,-9999,-9999,-9999,-9999
,27.07.2006,-9999,-9999,-9999,-9999,-9999
,28.07.2006,-9999,-9999,-9999,-9999,-9999
,29.07.2006,-9999,-9999,-9999,-9999,-9999
,30.07.2006,-9999,-9999,-9999,-9999,-9999
,31.07.2006,-9999,-9999,-9999,-9999,-9999
,01.08.2006,-9999,-9999,-9999,-9999,-9999
,02.08.2006,-9999,-9999,-9999,-9999,-9999
,03.08.2006,-9999,-9999,-9999,-9999,-9999
,04.08.2006,-9999,-9999,-9999,-9999,-9999
,05.08.2006,-9999,-9999,-9999,-9999,-9999
,06.08.2006,-9999,-9999,-9999,-9999,-9999
,07.08.2006,-9999,-9999,-9999,-9999,-9999
,08.08.2006,-9999,-9999,-9999,-9999,-9999
,09.08.2006,-9999,-9999,-9999,-9999,-9999
,10.08.2006,-9999,-9999,-9999,-9999,-9999
,11.08.2006,-9999,-9999,-9999,-9999,-9999
,12.08.2006,-9999,-9999,-9999,-9999,-9999
,13.08.2006,-9999,-9999,-9999,-9999,-9999
,14.08.2006,-9999,-9999,-9999,-9999,-9999
,15.08.2006,-9999,-9999,-9999,-9999,-9999
,16.08.2006,-9999,-9999,-9999,-9999,-9999
,17.08.2006,-9999,-9999,-9999,-9999,-9999
,18.08.2006,-9999,-9999,-9999,-9999,-9999
,19.08.2006,-9999,-9999,-9999,-9999,-9999
,20.08.2006,-9999,-9999,-9999,-9999,-9999
,21.08.2006,-9999,-9999,-9999,-9999,-9999
,22.08.2006,-9999,-9999,-9999,-9999,-9999
,23.08.2006,-9999,-9999,-9999,-9999,-9999
,24.08.2006,-9999,-9999,-9999,-9999,-9999
,25.08.2006,-9999,-9999,-9999,-9999,-9999
,26.08.2006,-9999,-9999,-9999,-9999,-9999
,27.08.2006,-9999,-9999,-9999,-9999,-9999
,28.08.2006,-9999,-9999,-9999,-9999,-9999
,29.08.2006,-9999,-9999,-9999,-9999,-9999
,30.08.2006,-9999,-9999,-9999,-9999,-9999
,31.08.2006,-9999,-9999,-9999,-9999,-9999
,01.09.2006,-9999,-9999,-9999,-9999,-9999
,02.09.2006,-9999,-9999,-9999,-9999,-9999
,03.09.2006,-9999,-9999,-9999,-9999,-9999
,04.09.2006,-9999,-9999,-9999,-9999,-9999
,05.09.2006,-9999,-9999,-9999,-9999,-9999
,06.09.2006,-9999,-9999,-9999,-9999,-9999
,07.09.2006,-9999,-9999,-9999,-9999,-9999
,08.09.2006,-9999,-9999,-9999,-9999,-9999
,09.09.2006,-9999,-9999,-9999,-9999,-9999
,10.09.2006,-9999,-9999,-9999,-9999,-9999
,11.09.2006,-9999,-9999,-9999,-9999,-9999
,12.09.2006,-9999,-9999,-9999,-9999,-9999
,13.09.2006,-9999,-9999,-9999,-9999,-9999
,14.09.2006,-9999,-9999,-9999,-9999,-9999
,15.09.2006,-9999,-9999,-9999,-9999,-9999
,16.09.2006,-9999,-9999,-9999,-9999,-9999
,17.09.2006,-9999,-9999,-9999,-9999,-9999
,18.09.2006,-9999,-9999,-9999,-9999,-9999
,19.09.2006,-9999,-9999,-9999,-9999,-9999
,20.09.2006,-9999,-9999,-9999,-9999,-9999
,21.09.2006,-9999,-9999,-9999,-9999,-9999
,22.09.2006,-9999,-9999,-9999,-9999,-9999
,23.09.2006,-9999,-9999,-9999,-9999,-9999
