@T,B3,,,,
,18.10.2010,0.228883512,0.262865058,0.298509543,0.22802211
,19.10.2010,0.227262187,0.262273591,0.298109183,0.227816216
,20.10.2010,0.22672071,0.261490444,0.29761632,0.227633945
,21.10.2010,0.226514187,0.26101329,0.297120353,0.227472323
,22.10.2010,0.226362323,0.260678933,0.296738894,0.227337196
,23.10.2010,0.225198568,0.260100247,0.296311449,0.227155149
,24.10.2010,0.223598629,0.259261744,0.295756351,0.226961467
,25.10.2010,0.223375425,0.258533302,0.295191167,0.226817718
,26.10.2010,0.221235563,0.257773446,0.294633764,0.226665249
,27.10.2010,0.219047355,0.256463931,0.293875008,0.226486459
,28.10.2010,0.217123947,0.25510283,0.292887546,0.226287254
,29.10.2010,0.216410569,0.253840382,0.29188083,0.226085219
,30.10.2010,0.217144001,0.253189359,0.291059299,0.225918408
,31.10.2010,0.218728366,0.253270663,0.290601526,0.225696092
,01.11.2010,0.219505239,0.253609077,0.290415017,0.225488528
,02.11.2010,0.219061925,0.253667683,0.290323554,0.225286926
,03.11.2010,0.219564886,0.253537458,0.290179355,0.225105864
,04.11.2010,0.219154433,0.253602573,0.290105518,0.224977426
,05.11.2010,0.217668891,0.253033341,0.289884087,0.22480235
,06.11.2010,0.217736699,0.252445276,0.289560873,0.224662335
,07.11.2010,0.218463788,0.25238683,0.28933616,0.224545705
,08.11.2010,0.218134398,0.252380353,0.289174718,0.224385395
,09.11.2010,0.217985685,0.252162917,0.289048398,0.224289236
,10.11.2010,0.21564675,0.251611875,0.288995779,0.224181459
,11.11.2010,0.213626514,0.250479393,0.288866005,0.224073704
,12.11.2010,0.211235955,0.249214675,0.28840687,0.223928156
,13.11.2010,0.209486656,0.247799603,0.287678675,0.223762293
,14.11.2010,0.208251294,0.246523677,0.286979523,0.22357615
,15.11.2010,0.207561739,0.245475084,0.286288346,0.223308726
,16.11.2010,0.206761395,0.24456298,0.28569224,0.223009557
,17.11.2010,0.206660758,0.24393584,0.285187324,0.222751239
,18.11.2010,0.205914245,0.243287516,0.284742071,0.222423528
,19.11.2010,0.205352325,0.242567248,0.284297203,0.222139543
,20.11.2010,0.204948862,0.242041344,0.283984686,0.221873146
,21.11.2010,0.204054611,0.24133597,0.28360645,0.221583795
,22.11.2010,0.203644002,0.240663319,0.283225045,0.221294672
,23.11.2010,0.202861451,0.240080032,0.282885509,0.221023107
,24.11.2010,0.201836503,0.239327737,0.282497749,0.220766163
,25.11.2010,0.200741515,0.238532917,0.282124168,0.22050363
,26.11.2010,0.199427407,0.237564318,0.281619617,0.220218243
,27.11.2010,0.198640183,0.236638593,0.281087944,0.219924419
,28.11.2010,0.198266943,0.235877115,0.280618942,0.219619323
,29.11.2010,0.198123938,0.235278955,0.280236487,0.219366226
,30.11.2010,0.197871775,0.234700361,0.279923178,0.219064471
,01.12.2010,0.197334363,0.234017161,0.279500044,0.218751494
,02.12.2010,0.19730358,0.233378405,0.279200952,0.218473179
,03.12.2010,0.197421044,0.233000622,0.278871181,0.218175021
,04.12.2010,0.197933454,0.232836603,0.278603383,0.217974465
,05.12.2010,0.19858962,0.23289539,0.278462682,0.217739678
,06.12.2010,0.198721592,0.232913957,0.278332329,0.217470723
,07.12.2010,0.198870549,0.232836605,0.278232865,0.217267696
,08.12.2010,0.199269682,0.23292324,0.278150565,0.217096218
,09.12.2010,0.199343018,0.232855166,0.27806142,0.216893408
,10.12.2010,0.200410883,0.233099671,0.278027142,0.216756357
,11.12.2010,0.200498458,0.23336599,0.278061425,0.216627919
,12.12.2010,0.199582166,0.233173985,0.278034,0.216490973
,13.12.2010,0.199190998,0.232675787,0.277866055,0.216354073
,14.12.2010,0.200202113,0.232681959,0.277752995,0.216231482
,15.12.2010,0.200919292,0.233016092,0.277653652,0.216148832
,16.12.2010,0.200399793,0.233127524,0.277684482,0.216032012
,17.12.2010,0.199466676,0.232731458,0.277687908,0.215957937
,18.12.2010,0.198828359,0.232230746,0.277530369,0.215849711
,19.12.2010,0.198325855,0.231739933,0.277307855,0.215721608
,20.12.2010,0.198182825,0.231351395,0.277119652,0.215607766
,21.12.2010,0.198471726,0.231228129,0.276975984,0.215513873
,22.12.2010,0.198410002,0.231104908,0.276863133,0.215374499
,23.12.2010,0.198163191,0.230873993,0.276736633,0.215229496
,24.12.2010,0.198230512,0.230680113,0.276562331,0.215084555
,25.12.2010,0.198457717,0.230658578,0.276422248,0.21495387
,26.12.2010,0.198076298,0.2305048,0.276336854,0.214834588
,27.12.2010,0.197801712,0.230228138,0.276207092,0.214715351
,28.12.2010,0.197770904,0.230025361,0.276121743,0.214610339
,29.12.2010,0.1977065,0.229874894,0.276002272,0.214482662
,30.12.2010,0.197686895,0.229739821,0.27596131,0.21439756
,31.12.2010,0.197530185,0.229647763,0.275821417,0.214298311
,01.01.2011,0.196661189,0.229350269,0.275753183,0.21420193
,02.01.2011,0.195557741,0.228771267,0.275633813,0.214077236
,03.01.2011,0.194555087,0.22811058,0.275480378,0.213949753
,04.01.2011,0.193433903,0.227460182,0.275217971,0.213793993
,05.01.2011,0.192633473,0.226960145,0.274836526,0.213652452
,06.01.2011,0.191656349,0.226524687,0.274465603,0.213454406
,07.01.2011,0.192016515,0.226381648,0.274111954,0.21331016
,08.01.2011,0.192300071,0.226320813,0.273921644,0.213174471
,09.01.2011,0.192925787,0.226320805,0.273775564,0.213069906
,10.01.2011,0.193201815,0.226390773,0.273724624,0.212948429
,11.01.2011,0.192151635,0.226287367,0.273683869,0.212826993
,12.01.2011,0.189469565,0.225728149,0.273483565,0.212705596
,13.01.2011,0.181981566,0.2253851,0.273120517,0.2125137
,14.01.2011,0.180215065,0.225321377,0.272849249,0.212398049
,15.01.2011,0.184611777,0.225327443,0.27269335,0.212304995
,16.01.2011,0.188997284,0.225324408,0.272557826,0.212172508
,17.01.2011,0.191302244,0.225360818,0.272449446,0.212020328
,18.01.2011,0.192550872,0.225482201,0.272439288,0.211961179
,19.01.2011,0.193527878,0.225685613,0.272496854,0.21193019
,20.01.2011,0.194017508,0.225831398,0.272500247,0.211840077
,21.01.2011,0.194247369,0.225925589,0.27246977,0.211713383
,22.01.2011,0.194485716,0.225998526,0.272503636,0.211659909
,23.01.2011,0.194732556,0.22606843,0.272530731,0.211600812
,24.01.2011,0.194926838,0.226132275,0.272564602,0.211547346
,25.01.2011,0.194926834,0.22616876,0.272588314,0.211502331
,26.01.2011,0.195049022,0.226132273,0.272551055,0.211420755
,27.01.2011,0.195324123,0.226141394,0.2725104,0.21137857
,28.01.2011,0.195944659,0.226241738,0.272510405,0.211330771
,29.01.2011,0.197029845,0.226530763,0.272591703,0.211291403
,30.01.2011,0.197686985,0.227021078,0.272778066,0.211282968
,31.01.2011,0.197339963,0.227188702,0.273015373,0.211282972
,01.02.2011,0.196552433,0.227112501,0.273137455,0.211268913
,02.02.2011,0.194730343,0.226667765,0.273083196,0.211257668
,03.02.2011,0.191953919,0.225925615,0.272781493,0.211237992
,04.02.2011,0.186571222,0.225403327,0.2724156,0.211181773
,05.02.2011,0.183588823,0.225075728,0.272056769,0.211128376
,06.02.2011,0.1853414,0.225002969,0.271847004,0.211108706
,07.02.2011,0.186638942,0.224842358,0.271715128,0.211018795
,08.02.2011,0.185548782,0.224745415,0.271661017,0.210982274
,09.02.2011,0.177891354,0.224342766,0.27157651,0.210917667
,10.02.2011,0.157034662,0.224022148,0.271481878,0.21081377
,11.02.2011,0.140730832,0.223961701,0.271363617,0.210749202
,12.02.2011,0.137103819,0.224004015,0.271150816,0.210670614
,13.02.2011,0.14036034,0.224173341,0.270897605,0.210569585
,14.02.2011,0.146488579,0.224360904,0.270681634,0.210521891
,15.02.2011,0.153156253,0.224339723,0.270526468,0.210398472
,16.02.2011,0.160077226,0.224345775,0.270455657,0.210331178
,17.02.2011,0.168885724,0.22436998,0.270455655,0.210294728
,18.02.2011,0.179906724,0.224424452,0.270462404,0.210244267
,19.02.2011,0.188250233,0.224542504,0.270492751,0.21014057
,20.02.2011,0.192592734,0.224918144,0.270610796,0.210112536
,21.02.2011,0.19365232,0.225521679,0.270806482,0.210073312
,22.02.2011,0.19346428,0.225715979,0.271005615,0.210022886
,23.02.2011,0.193715896,0.225846589,0.271137294,0.210017285
,24.02.2011,0.19419474,0.226098837,0.271306173,0.21002849
,25.02.2011,0.194219674,0.226323849,0.271505531,0.210036893
,26.02.2011,0.193912312,0.226314728,0.27155285,0.209983666
,27.02.2011,0.193804384,0.226269105,0.271583272,0.209994872
,28.02.2011,0.19385973,0.22628127,0.271603556,0.210006079
,01.03.2011,0.194474942,0.226369482,0.271664402,0.209989269
,02.03.2011,0.19617593,0.226947973,0.27176246,0.20998647
,03.03.2011,0.19750541,0.227673814,0.272093991,0.209958455
,04.03.2011,0.199247236,0.228667256,0.272564625,0.209997673
,05.03.2011,0.19888209,0.229298132,0.273025556,0.210039694
,06.03.2011,0.197958736,0.229190859,0.273252798,0.210090122
,07.03.2011,0.197605852,0.229049902,0.273425846,0.210221837
,08.03.2011,0.196725292,0.228722261,0.273395309,0.210247069
,09.03.2011,0.196538364,0.228367345,0.273273155,0.210235855
,10.03.2011,0.197676173,0.228480508,0.27321548,0.21025548
,11.03.2011,0.19995719,0.229246138,0.273249407,0.210247068
,12.03.2011,0.20176012,0.230400348,0.273527685,0.210269496
,13.03.2011,0.203074989,0.231369966,0.273887679,0.210297532
,14.03.2011,0.203769843,0.232332688,0.274322739,0.210353606
,15.03.2011,0.204651643,0.232910927,0.274652715,0.210420903
,16.03.2011,0.205527275,0.233725539,0.274993143,0.21053311
,17.03.2011,0.207061045,0.234476679,0.275309955,0.210634126
,18.03.2011,0.208473735,0.235528113,0.275688384,0.21080254
,19.03.2011,0.208569383,0.23621392,0.276111505,0.210900814
,20.03.2011,0.209275118,0.236685409,0.276442745,0.211035654
,21.03.2011,0.210017426,0.237301309,0.276722958,0.211201443
,22.03.2011,0.211518081,0.238078104,0.277017035,0.211347643
,23.03.2011,0.211509568,0.238790288,0.277431092,0.211527654
,24.03.2011,0.211320416,0.239101323,0.277763275,0.211699315
,25.03.2011,0.210209341,0.23896621,0.277992865,0.211851343
,26.03.2011,0.210052179,0.23870236,0.278057992,0.212003433
,27.03.2011,0.21035997,0.238774581,0.278078564,0.212121774
,28.03.2011,0.210258352,0.238812268,0.278157423,0.212231692
,29.03.2011,0.21099392,0.239029039,0.278222579,0.212310635
,30.03.2011,0.21125886,0.239349697,0.278322033,0.212372668
,31.03.2011,0.211567841,0.239529008,0.278445527,0.212426248
,01.04.2011,0.21354998,0.240193529,0.278582793,0.212513699
,02.04.2011,0.214800839,0.241222197,0.278898644,0.212618098
,03.04.2011,0.216292212,0.242244165,0.27933845,0.212762058
,04.04.2011,0.212968545,0.242275835,0.279747663,0.21288912
,05.04.2011,0.211938486,0.241200107,0.279702943,0.212985151
,06.04.2011,0.21366102,0.24128854,0.27959286,0.213115115
,07.04.2011,0.213573347,0.24162046,0.279682296,0.213177291
,08.04.2011,0.21497456,0.241981199,0.279802718,0.213247959
,09.04.2011,0.216744508,0.242932039,0.280033321,0.213315817
,10.04.2011,0.217327604,0.243872253,0.280439729,0.213428941
,11.04.2011,0.216319133,0.244098069,0.280818879,0.213542093
,12.04.2011,-9999,0.244228545,0.281012021,0.21365811
,13.04.2011,0.216933821,0.244537416,0.281229405,0.213799642
,14.04.2011,0.215543916,0.244518331,0.281367474,0.213932755
,15.04.2011,0.212841523,0.243513203,0.281270833,0.214026237
,16.04.2011,0.212741805,0.242646514,0.280953388,0.214116908
,17.04.2011,0.21402504,0.242605262,0.280698197,0.214150913
,18.04.2011,0.215536891,0.243220824,0.28071199,0.214173588
,19.04.2011,0.216174221,0.243919932,0.280953385,0.2142076
,20.04.2011,0.215838233,0.244285848,0.281284626,0.21426713
,21.04.2011,0.215900009,0.244187166,0.281426171,0.214289805
,22.04.2011,0.216869063,0.244626639,0.281574666,0.214366371
,23.04.2011,0.216024057,0.244725417,0.281785393,0.214471313
,24.04.2011,0.215103929,0.244177651,0.281768117,0.214530891
,25.04.2011,0.215796633,0.244015338,0.281629924,0.214579123
,26.04.2011,0.21656431,0.24430495,0.281654102,0.21464439
,27.04.2011,0.215923617,0.244308143,0.281750839,0.214681288
,28.04.2011,0.216136543,0.244139438,0.281761204,0.21471251
,29.04.2011,0.218158004,0.244645807,0.281844149,0.214755093
,30.04.2011,0.217618736,0.245171804,0.28215873,0.214834586
,01.05.2011,0.216401895,0.244821049,0.282331661,0.214908421
,02.05.2011,0.216121362,0.244416402,0.282279776,0.21497091
,03.05.2011,0.216458197,0.244390912,0.282214059,0.21500784
,04.05.2011,0.217570463,0.244785996,0.282303987,0.215030569
,05.05.2011,0.21746443,0.245216468,0.282528891,0.215076029
,06.05.2011,-9999,-9999,-9999,-9999
,07.05.2011,0.226317245,0.248888664,0.287300614,0.211067197
,08.05.2011,0.226166044,0.25009315,0.28789823,0.2111641
,09.05.2011,0.224690832,0.251470655,0.288645433,0.211285942
,10.05.2011,0.221311134,0.252548335,0.289497793,0.211454931
,11.05.2011,0.21972355,0.253350266,0.290289108,0.21170165
,12.05.2011,0.217833597,0.252345964,0.290761717,0.211834764
,13.05.2011,0.240893077,0.250460863,0.290431552,0.211973496
,14.05.2011,0.256955172,0.249969495,0.28984814,0.212126161
,15.05.2011,0.257844705,0.249670622,0.289584458,0.212162257
,16.05.2011,0.258251513,0.249501735,0.289206536,0.212162257
,17.05.2011,0.259816984,0.250639763,0.289047126,0.212184471
,18.05.2011,0.259213773,0.251718536,0.28920306,0.212187247
,19.05.2011,-9999,-9999,-9999,-9999
,20.05.2011,-9999,-9999,-9999,-9999
,21.05.2011,0.291579997,0.284874984,0.289886623,0.212148373
,22.05.2011,0.289562922,0.285683542,0.293070084,0.212145597
,23.05.2011,0.288714145,0.286398582,0.296051098,0.212187248
,24.05.2011,0.287758347,0.287609109,0.297638412,0.212301111
,25.05.2011,0.28475087,0.288213625,0.298393394,0.212456703
,26.05.2011,0.283372285,0.288330401,0.298580557,0.212667958
,27.05.2011,-9999,-9999,-9999,-9999
,28.05.2011,0.280440855,0.288819015,0.299004639,0.213143741
,29.05.2011,0.278445727,0.288539282,0.299269851,0.213377689
,30.05.2011,0.277279103,0.288245469,0.299429056,0.213631315
,31.05.2011,-9999,-9999,-9999,-9999
,01.06.2011,-9999,-9999,-9999,-9999
,02.06.2011,-9999,-9999,-9999,-9999
,03.06.2011,-9999,-9999,-9999,-9999
,04.06.2011,-9999,-9999,-9999,-9999
,05.06.2011,-9999,-9999,-9999,-9999
,06.06.2011,-9999,-9999,-9999,-9999
,07.06.2011,-9999,-9999,-9999,-9999
,08.06.2011,0.197755552,0.265183748,0.30004529,0.215627484
,09.06.2011,0.339866539,0.29952658,0.302421182,0.216057214
,10.06.2011,0.325297506,0.316699667,0.308879677,0.218312256
,11.06.2011,0.316706463,0.316785798,0.312674009,0.219607885
,12.06.2011,0.309724659,0.315791164,0.313327817,0.220703462
,13.06.2011,0.302928208,0.314418188,0.313473258,0.221665506
,14.06.2011,0.296505863,0.31296694,0.313407812,0.22251576
,15.06.2011,0.288071444,0.311156945,0.313120666,0.223159031
,16.06.2011,0.278132666,0.30860088,0.312604924,0.223746071
,17.06.2011,0.270239295,0.306361103,0.31227101,0.22413891
,18.06.2011,0.264223745,0.3044279,0.312009869,0.224494809
,19.06.2011,0.257489142,0.301966403,0.311701719,0.224715987
,20.06.2011,0.250746766,0.299155856,0.311419131,0.224931548
,21.06.2011,0.233167462,0.293747408,0.310543489,0.225112719
,22.06.2011,0.2114243,0.286677248,0.309322807,0.225273823
,23.06.2011,0.194858296,0.279232393,0.307813549,0.225348648
,24.06.2011,0.183359097,0.272786634,0.306258408,0.225386073
,25.06.2011,0.174071597,0.267769497,0.304293864,0.225383194
,26.06.2011,0.161455241,0.264311263,0.301165284,0.225386072
,27.06.2011,0.150483901,0.263366957,0.296772344,0.225363042
,28.06.2011,0.141131668,0.262216017,0.291088779,0.225345773
,29.06.2011,0.133435516,0.260613164,0.285369144,0.225331384
,30.06.2011,0.128959097,0.259943534,0.281574403,0.225184637
,01.07.2011,0.12478347,0.25924258,0.279287615,0.225012063
,02.07.2011,0.122363707,0.25848546,0.277896885,0.224793589
,03.07.2011,0.119490915,0.257863023,0.277585623,0.224431673
,04.07.2011,0.115763091,0.25604348,0.277392885,0.223877986
,05.07.2011,0.113953925,0.254902799,0.277545068,0.223170487
,06.07.2011,0.113262004,0.255136293,0.278029004,0.222661473
,07.07.2011,0.112300119,0.254965299,0.278621779,0.222161717
,08.07.2011,0.111399409,0.254528205,0.278937081,0.221665506
,09.07.2011,0.11023084,0.253911102,0.27899473,0.22092246
,10.07.2011,0.108711788,0.253190106,0.278743782,0.220036127
,11.07.2011,0.183346357,0.260351495,0.282927608,0.221115773
,12.07.2011,0.351879618,0.28258421,0.294097803,0.226600263
,13.07.2011,0.362926745,0.359128205,0.298058393,0.230599956
,14.07.2011,0.357984598,0.392568481,0.297078026,0.230792558
,15.07.2011,0.353099207,0.387558628,0.296993516,0.231072919
,16.07.2011,0.348453917,0.382448401,0.296666155,0.231827646
,17.07.2011,0.345343911,0.378557243,0.296535968,0.232372245
,18.07.2011,0.34274513,0.374467219,0.296578198,0.232468998
,19.07.2011,0.339616023,0.370479719,0.297000568,0.232577503
,20.07.2011,0.336825314,0.368251598,0.29728586,0.233026501
,21.07.2011,0.33397535,0.366472934,0.297620682,0.232692698
,22.07.2011,0.331538402,0.364902988,0.297708823,0.232164182
,23.07.2011,0.329902782,0.363775802,0.297701769,0.232724467
,24.07.2011,0.328539248,0.363105427,0.297793465,0.233434826
,25.07.2011,0.32712582,0.363483173,0.298096866,0.233728866
,26.07.2011,0.326027213,0.363446548,0.298403981,0.234093793
,27.07.2011,0.325112767,0.363243463,0.298559365,0.234600543
,28.07.2011,0.324461207,0.362930825,0.298633543,0.236283248
,29.07.2011,0.323768714,0.362419637,0.298803146,0.237838893
,30.07.2011,0.323810308,0.362079026,0.299001099,0.238276041
,31.07.2011,0.324037241,0.362273627,0.299262789,0.238633254
,01.08.2011,0.324279359,0.362882144,0.299765338,0.239059358
,02.08.2011,0.323901045,0.363645708,0.300431438,0.239626205
,03.08.2011,0.323352877,0.363820413,0.301101945,0.240089212
,04.08.2011,0.322586543,0.363763522,0.301588551,0.2402088
,05.08.2011,0.322265903,0.363365308,0.302029371,0.241077081
,06.08.2011,0.322809181,0.363633474,0.302360254,0.241685698
,07.08.2011,0.323009297,0.364064388,0.30296209,0.243218775
,08.08.2011,0.323126332,0.364719454,0.303675249,0.2444436
,09.08.2011,0.322480959,0.365122585,0.304482277,0.245232816
,10.08.2011,0.322137657,0.365057398,0.305093755,0.252851178
,11.08.2011,0.321693046,0.365191843,0.305799153,0.255368109
,12.08.2011,0.321500877,0.365978971,0.30643014,0.255861348
,13.08.2011,0.321000323,0.367240452,0.307054723,0.255358761
,14.08.2011,0.320597821,0.367379444,0.30768008,0.256013528
,15.08.2011,0.319932885,0.367575731,0.308277363,0.256796863
,16.08.2011,0.31991031,0.367718905,0.308734813,0.257509874
,17.08.2011,0.318549369,0.367596244,0.309152965,0.258161822
,18.08.2011,0.318414396,0.366889008,0.309344139,0.259023981
,19.08.2011,0.318523047,0.366917603,0.309571486,0.276950607
,20.08.2011,0.317404522,0.36646435,0.31001561,0.307696026
,21.08.2011,0.317744602,0.366076557,0.31015651,0.307256121
,22.08.2011,0.317879223,0.366382635,0.310550535,0.306961916
,23.08.2011,0.317789498,0.36679915,0.311075136,0.305766234
,24.08.2011,0.318186035,0.36763307,0.31171262,0.304339
,25.08.2011,0.318227244,0.36859499,0.312474271,0.301864495
,26.08.2011,0.318537889,0.369451813,0.313338789,0.298258091
,27.08.2011,0.318403153,0.370063303,0.314201085,0.295585355
,28.08.2011,0.318519171,0.370416563,0.315094018,0.292909324
,29.08.2011,0.317621285,0.370272803,0.316643127,0.289907515
,30.08.2011,0.316732305,0.369324694,0.318353984,0.285974187
,31.08.2011,0.316411393,0.368328797,0.319191326,0.281697158
,01.09.2011,0.316512081,0.367706633,0.319952766,0.278825058
,02.09.2011,0.316553089,0.367391716,0.320866407,0.2778651
,03.09.2011,0.31594545,0.367052478,0.321493579,0.277610752
,04.09.2011,0.314642953,0.365885056,0.321892395,0.277330544
,05.09.2011,0.313610329,0.36399551,0.321855473,0.277151416
,06.09.2011,0.313146683,0.362362972,0.321829605,0.277086305
,07.09.2011,0.311606956,0.360351162,0.321556324,0.27684873
,08.09.2011,0.309648021,0.357524715,0.321172513,0.276630773
,09.09.2011,0.309456409,0.355135396,0.32054571,0.276344677
,10.09.2011,0.30943435,0.353778498,0.32002635,0.275863914
,11.09.2011,0.309254072,0.352735957,0.319768708,0.275568498
,12.09.2011,0.309588868,0.35209774,0.319500145,0.27570167
,13.09.2011,0.309901932,0.352225315,0.319514853,0.274793668
,14.09.2011,0.309261564,0.35192238,0.319757666,0.274392125
,15.09.2011,0.306166766,0.348932654,0.319169648,0.2741074
,16.09.2011,0.305903274,0.343175331,0.317199566,0.27321894
,17.09.2011,0.306534773,0.340474428,0.315765583,0.272686409
,18.09.2011,0.305350479,0.338835755,0.314765819,0.27184878
,19.09.2011,0.305525733,0.337325829,0.313797049,0.272180498
,20.09.2011,0.30601539,0.336813038,0.313189714,0.272789588
,21.09.2011,0.305061933,0.336041093,0.312753773,0.272960565
,22.09.2011,0.304332785,0.334956608,0.312111447,0.274121497
,23.09.2011,0.304697318,0.33393585,0.31124895,0.274933084
,24.09.2011,0.306253193,0.334028533,0.310550526,0.274227104
,25.09.2011,0.307234475,0.334863613,0.310546908,0.273900437
,26.09.2011,0.307872483,0.335789084,0.310865224,0.273519091
,27.09.2011,0.308096425,0.336739323,0.311317715,0.272963795
,28.09.2011,0.308346132,0.337477313,0.311788705,0.273008953
,29.09.2011,0.30818096,0.338056745,0.312310928,0.273070265
,30.09.2011,0.306582749,0.3376368,0.312579476,0.273086404
,01.10.2011,0.306311692,0.336619017,0.312361722,0.273037994
,02.10.2011,0.30700353,0.336230979,0.312125898,0.272925068
,03.10.2011,0.307611909,0.336428812,0.312104134,0.272718635
,04.10.2011,0.307153863,0.336362902,0.312212959,0.272534863
,05.10.2011,0.306893713,0.336009978,0.312347195,0.272322151
,06.10.2011,0.306125087,0.335397812,0.312350823,0.272122433
,07.10.2011,0.304369515,0.33424906,0.312115027,0.271874527
,08.10.2011,0.302025863,0.332327864,0.311480748,0.271668558
,09.10.2011,0.297376114,0.328361319,0.310001524,0.271311578
,10.10.2011,0.299520437,0.324260903,0.30758707,0.27088742
,11.10.2011,0.303375645,0.32190845,0.305412543,0.270447612
,12.10.2011,0.30535753,0.320462985,0.303789549,0.269880064
,13.10.2011,0.305522115,0.318946304,0.302403108,0.26904438
,14.10.2011,0.306278679,0.317834835,0.301045255,0.268536043
,15.10.2011,0.306461828,0.317148946,0.299914135,0.267919803
,16.10.2011,0.30758262,0.317014064,0.298997603,0.267320319
,17.10.2011,0.307186831,0.316976625,0.298372216,0.266775729
,18.10.2011,0.304781306,0.315933237,0.297701842,0.266260421
,19.10.2011,0.303284228,0.314291455,0.29654314,0.265726669
,20.10.2011,0.302975099,0.312970455,0.295264226,0.26511745
,21.10.2011,0.303666079,0.312480046,0.294265129,0.264521714
,22.10.2011,0.304937913,0.312654568,0.293635146,0.263920447
,23.10.2011,0.305496581,0.313055809,0.293233108,0.263348416
,24.10.2011,0.305639018,0.313360681,0.29305491,0.262821316
,25.10.2011,0.306007834,0.313561545,0.29300251,0.262389326
,26.10.2011,0.303278376,0.31322329,0.292971078,0.26205226
,27.10.2011,0.299465535,0.310808944,0.292259218,0.261687115
,28.10.2011,0.297149578,0.308099537,0.29077238,0.261309725
,29.10.2011,0.295803835,0.305591085,0.289078544,0.260785065
,30.10.2011,0.299021025,0.303488703,0.287490698,0.26018889
,31.10.2011,0.307479171,0.302336747,0.286186908,0.259474563
,01.11.2011,0.311595732,0.302413175,0.285326561,0.258758263
,02.11.2011,0.312446418,0.302526055,0.284876358,0.258002588
,03.11.2011,0.31444955,0.30180194,0.284581071,0.257232643
,04.11.2011,0.316072315,0.301056955,0.283805977,0.256457891
,05.11.2011,0.319322085,0.301140515,0.28274819,0.255684478
,06.11.2011,0.320301006,0.30317177,0.281767763,0.254983733
,07.11.2011,0.319336223,0.305975895,0.280803037,0.254315062
,08.11.2011,0.319073693,0.307915131,0.27985387,0.253638182
,09.11.2011,0.318826427,0.309201013,0.279062621,0.252990116
,10.11.2011,0.317763368,0.309614319,0.278401478,0.252287637
,11.11.2011,0.317337154,0.30972142,0.277744637,0.251660052
,12.11.2011,0.317363315,0.309869166,0.277227258,0.25103037
,13.11.2011,0.317692192,0.310279372,0.276960337,0.250459848
,14.11.2011,0.317344624,0.31046794,0.276997493,0.249862543
,15.11.2011,0.316773278,0.310416168,0.277125874,0.2493578
,16.11.2011,0.315651285,0.310120448,0.277264415,0.248856726
,17.11.2011,0.313840343,0.309083054,0.27723739,0.248362342
,18.11.2011,0.312916764,0.307940808,0.277078574,0.247950814
,19.11.2011,0.313183581,0.307466173,0.277061681,0.247579255
,20.11.2011,0.312557518,0.307139037,0.277271187,0.247110718
,21.11.2011,0.311813768,0.306558783,0.277524743,0.246597166
,22.11.2011,0.311432998,0.305979145,0.277754752,0.246150964
,23.11.2011,0.311651077,0.305733537,0.278072922,0.245796169
,24.11.2011,0.311895114,0.305733534,0.278570879,0.245493173
,25.11.2011,0.312028223,0.30582516,0.279099941,0.245114734
,26.11.2011,0.311629038,-9999,0.27974168,0.244788042
,27.11.2011,0.310086279,0.305264759,0.280275407,0.244525068
,28.11.2011,0.309452659,0.304342896,0.280472741,0.244241128
,29.11.2011,0.310097182,0.304079779,0.280649738,0.244063006
,30.11.2011,0.309997732,0.304098047,0.280959637,0.243716057
,01.12.2011,0.310196674,0.30412727,0.281423182,0.243501978
,02.12.2011,0.309051727,0.30384609,0.281794995,0.243266943
,03.12.2011,0.308209984,0.303160138,0.282068087,0.243101282
,04.12.2011,0.307457829,0.302453265,0.282143204,0.242935697
,05.12.2011,0.306644455,0.301641957,0.282122716,0.242827349
,06.12.2011,0.305638723,0.30067951,0.281911044,0.242746109
,07.12.2011,0.30468595,0.299679068,0.281627809,0.242511518
,08.12.2011,0.304022608,0.298745636,0.281286789,0.24230409
,09.12.2011,0.303574807,0.298026843,0.280983479,0.242072743
,10.12.2011,0.302996564,0.297370389,0.280717828,0.24179951
,11.12.2011,0.302440723,0.296729183,0.280476151,0.241544457
,12.12.2011,0.301907265,0.296128349,0.280244796,0.241274575
,13.12.2011,0.301396107,0.29558929,0.280050945,0.241004861
,14.12.2011,0.300809461,0.29499345,0.279809603,0.240636573
,15.12.2011,0.300447634,0.294523694,0.279656715,0.240373261
,16.12.2011,0.299977718,0.294126045,0.279507262,0.240116111
,17.12.2011,0.299345819,0.293664302,0.279381618,0.239981616
,18.12.2011,0.298696683,0.293142231,0.279198316,0.239748616
,19.12.2011,0.298235525,0.292734946,0.279049008,0.239518718
,20.12.2011,0.297681367,0.29240654,0.278984554,0.239259146
,21.12.2011,0.296980508,0.291978514,0.278818361,0.238978864
,22.12.2011,0.296495828,0.291593558,0.27873698,0.23865409
,23.12.2011,0.295821753,0.291269475,0.27863527,0.238401022
,24.12.2011,0.294991121,0.290817544,0.278513249,0.238145138
,25.12.2011,0.294122625,0.290373122,0.278381099,0.237945898
,26.12.2011,0.293041823,0.289882953,0.278221902,0.237714069
,27.12.2011,0.29194559,0.289446459,0.278042439,0.237515035
,28.12.2011,0.290752478,0.289006828,0.277900268,0.237283471
,29.12.2011,0.289855918,0.288624219,0.277785199,0.237025315
,30.12.2011,0.289406493,0.288362256,0.27769385,0.236856284
,31.12.2011,0.289487855,0.288096884,0.277639728,0.236684356
