@T,hru_override,,,,,,,,,,,
@H,ID,soilPolRed,BetaW,soilMaxInfSummer,soilMaxInfWinter,soilMaxInfSnow,soilOutLPS,soilMaxDPS,soilDistMPSLPS,soilDiffMPSLPS,soilLatVertLPS,kdiff_layer
,1,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,2,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,4,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,5,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,6,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,8,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,9,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,10,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,12,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,13,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,15,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,17,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,18,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,20,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,21,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,22,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,23,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,24,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,25,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,26,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,27,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,28,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,29,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,30,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,31,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,32,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,33,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,34,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,35,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,36,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,37,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,38,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,39,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,40,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,41,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,42,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,43,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,44,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,45,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,46,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,48,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,49,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,50,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,51,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,52,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,53,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,54,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,55,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,56,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,57,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,58,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,59,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,60,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,61,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,62,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,63,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,64,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
,65,1.479276112,23.79720486,19.73309581,23.78823763,0.710617776,9.965388574,2.359376629,3.404936394,3.999831849,1.7348347,0.172240887
