days since 1900-1-1;spei
2000-08-16;-1.3248
2000-09-16;-1.4437
2000-10-16;-1.1684
2000-11-16;-0.67077
2000-12-16;-0.52271
2001-01-16;-0.3192
2001-02-15;-0.1102
2001-03-16;-0.15571
2001-04-16;0.24048
2001-05-16;0.43204
2001-06-16;0.44063
2001-07-16;0.5725
2001-08-16;0.46427
2001-09-16;0.32129
2001-10-16;0.17243
2001-11-16;-0.16328
2001-12-16;-0.29907
2002-01-16;-0.41628
2002-02-15;-0.57759
2002-03-16;-0.39729
2002-04-16;-0.89068
2002-05-16;-1.2821
2002-06-16;-1.4232
2002-07-16;-1.8918
2002-08-16;-1.6644
2002-09-16;-1.619
2002-10-16;-1.3063
2002-11-16;-1.2713
2002-12-16;-1.2968
2003-01-16;-1.4777
2003-02-15;-1.3192
2003-03-16;-1.1466
2003-04-16;-0.68995
2003-05-16;-0.50567
2003-06-16;0.20424
2003-07-16;0.22603
2003-08-16;0.021621
2003-09-16;-0.039345
2003-10-16;-0.66926
2003-11-16;-0.5662
2003-12-16;-0.4773
2004-01-16;-0.29458
2004-02-15;-0.34945
2004-03-16;-1.0258
2004-04-16;-1.1173
2004-05-16;-1.4141
2004-06-16;-1.3302
2004-07-16;-0.75971
2004-08-16;-0.50487
2004-09-16;0.013911
2004-10-16;0.48862
2004-11-16;0.53265
2004-12-16;0.44223
2005-01-16;0.47871
2005-02-15;0.23506
2005-03-16;0.46639
2005-04-16;0.60908
2005-05-16;0.86756
2005-06-16;1.1475
2005-07-16;0.69102
2005-08-16;0.46326
2005-09-16;-0.21495
2005-10-16;0.095155
2005-11-16;-0.23226
2005-12-16;-0.12032
2006-01-16;-0.38462
2006-02-15;-0.26172
2006-03-16;-0.030027
2006-04-16;-0.54465
2006-05-16;-1.0192
2006-06-16;-2.0054
2006-07-16;-1.8982
2006-08-16;-1.872
2006-09-16;-1.5101
2006-10-16;-1.6331
2006-11-16;-1.5996
2006-12-16;-1.5195
2007-01-16;-1.2247
2007-02-15;-1.1848
2007-03-16;-1.3803
2007-04-16;-1.0141
2007-05-16;-0.63736
2007-06-16;-0.46885
2007-07-16;-0.27031
2007-08-16;-0.23824
2007-09-16;-0.39432
2007-10-16;-0.45113
2007-11-16;-0.54088
2007-12-16;-0.3838
2008-01-16;-0.54984
2008-02-15;-0.57497
2008-03-16;-0.50876
2008-04-16;-0.76716
2008-05-16;-0.52922
2008-06-16;-0.16114
2008-07-16;-0.40742
2008-08-16;0.014595
2008-09-16;0.21316
2008-10-16;0.086954
2008-11-16;0.1763
2008-12-16;-0.030213
2009-01-16;-0.089034
2009-02-15;-0.27261
2009-03-16;-0.24769
2009-04-16;0.4943
2009-05-16;0.13092
2009-06-16;0.97198
2009-07-16;1.5553
2009-08-16;1.032
2009-09-16;0.79618
2009-10-16;1.3159
2009-11-16;1.3183
2009-12-16;1.4936
2010-01-16;1.4676
2010-02-15;1.7437
2010-03-16;1.8276
2010-04-16;1.8215
2010-05-16;2.1732
2010-06-16;1.8641
2010-07-16;1.6514
2010-08-16;1.8006
2010-09-16;1.3582
2010-10-16;0.7188
2010-11-16;0.83814
2010-12-16;0.51458
2011-01-16;0.62125
2011-02-15;0.58585
2011-03-16;0.45116
2011-04-16;-0.0096183
2011-05-16;0.09129
2011-06-16;-0.25566
2011-07-16;0.18147
2011-08-16;-0.067422
2011-09-16;0.19634
2011-10-16;0.49037
2011-11-16;0.42322
2011-12-16;0.61977
2012-01-16;0.38299
2012-02-15;0.33812
2012-03-16;-0.11196
2012-04-16;-0.43701
2012-05-16;-1.3647
2012-06-16;-1.7443
2012-07-16;-2.1987
2012-08-16;-2.2952
2012-09-16;-2.2969
2012-10-16;-2.4891
2012-11-16;-2.5434
2012-12-16;-2.5583
2013-01-16;-2.5318
2013-02-15;-2.4811
2013-03-16;-2.3176
2013-04-16;-1.9845
2013-05-16;-1.6948
2013-06-16;-1.6634
2013-07-16;-1.4763
2013-08-16;-0.97488
2013-09-16;-0.47626
2013-10-16;-0.07567
2013-11-16;0.1106
2013-12-16;0.13133
2014-01-16;0.18225
2014-02-15;0.22682
2014-03-16;0.29448
2014-04-16;0.0067431
2014-05-16;0.27449
2014-06-16;0.87151
2014-07-16;1.1007
2014-08-16;1.2859
2014-09-16;1.0887
2014-10-16;0.57561
2014-11-16;0.74235
2014-12-16;0.7665
2015-01-16;0.64382
2015-02-15;0.48705
2015-03-16;0.19718
2015-04-16;0.51571
2015-05-16;1.4489
2015-06-16;1.393
2015-07-16;1.2416
2015-08-16;1.0101
2015-09-16;0.46097
2015-10-16;0.73055
2015-11-16;0.73464
2015-12-16;0.7407
2016-01-16;0.82274
2016-02-15;0.73449
2016-03-16;1.1613
2016-04-16;1.496
2016-05-16;0.98793
2016-06-16;0.70459
2016-07-16;0.39162
2016-08-16;0.29232
2016-09-16;0.51417
2016-10-16;0.1461
2016-11-16;-0.11684
2016-12-16;-0.13939
2017-01-16;-0.0079793
2017-02-15;-0.092779
2017-03-16;-0.39086
2017-04-16;-0.9019
2017-05-16;-0.8228
2017-06-16;-0.89768
2017-07-16;-0.84864
2017-08-16;-0.74948
2017-09-16;-0.40427
2017-10-16;0.0038896
2017-11-16;-0.13689
2017-12-16;-0.27126
2018-01-16;-0.48826
2018-02-15;-0.35215
2018-03-16;-0.24677
2018-04-16;-0.58522
2018-05-16;-1.051
2018-06-16;-0.94229
2018-07-16;-0.81595
2018-08-16;-0.74244
2018-09-16;-1.0697
2018-10-16;-0.89066
2018-11-16;-0.61136
2018-12-16;-0.53489
2019-01-16;-0.50258
2019-02-15;-0.48701
2019-03-16;0.14454
2019-04-16;0.25451
2019-05-16;1.0065
2019-06-16;1.5322
2019-07-16;1.5905
2019-08-16;1.2922
2019-09-16;1.2811
2019-10-16;1.2122
2019-11-16;1.3108
2019-12-16;1.2993
2020-01-16;1.1872
2020-02-15;1.2325
2020-03-16;0.77908
2020-04-16;0.67989
2020-05-16;-0.6538
2020-06-16;-1.2206
2020-07-16;-1.3666
2020-08-16;-1.5954
2020-09-16;-1.5142
2020-10-16;-1.7142
2020-11-16;-1.9902
2020-12-16;-1.989
