days since 1900-1-1;spei
1909-09-16;0.88786
1909-10-16;0.94071
1909-11-16;0.97865
1909-12-16;1.0945
1910-01-16;1.12
1910-02-15;1.2282
1910-03-16;1.2063
1910-04-16;1.2162
1910-05-16;0.90377
1910-06-16;0.52513
1910-07-16;0.10298
1910-08-16;-0.2682
1910-09-16;-0.0033442
1910-10-16;-0.32828
1910-11-16;-0.59628
1910-12-16;-0.66183
1911-01-16;-0.61881
1911-02-15;-0.63065
1911-03-16;-1.2078
1911-04-16;-1.3117
1911-05-16;-1.5214
1911-06-16;-1.8173
1911-07-16;-1.848
1911-08-16;-1.8813
1911-09-16;-2.0341
1911-10-16;-1.8883
1911-11-16;-1.8713
1911-12-16;-1.942
1912-01-16;-1.9552
1912-02-15;-1.832
1912-03-16;-1.4409
1912-04-16;-1.2366
1912-05-16;-1.2387
1912-06-16;-0.87691
1912-07-16;-0.51099
1912-08-16;-0.37238
1912-09-16;0.10376
1912-10-16;0.50008
1912-11-16;0.61198
1912-12-16;0.66248
1913-01-16;0.72101
1913-02-15;0.81773
1913-03-16;1.0346
1913-04-16;1.0165
1913-05-16;1.2414
1913-06-16;1.2927
1913-07-16;1.5132
1913-08-16;1.4302
1913-09-16;1.7163
1913-10-16;1.6905
1913-11-16;1.5856
1913-12-16;1.7614
1914-01-16;1.7509
1914-02-15;1.6078
1914-03-16;1.3464
1914-04-16;1.5557
1914-05-16;1.5407
1914-06-16;1.4474
1914-07-16;1.2452
1914-08-16;1.1687
1914-09-16;0.50275
1914-10-16;0.37631
1914-11-16;0.20151
1914-12-16;0.23173
1915-01-16;0.16823
1915-02-15;0.027837
1915-03-16;0.30734
1915-04-16;0.70471
1915-05-16;0.92891
1915-06-16;1.2028
1915-07-16;1.1168
1915-08-16;1.5908
1915-09-16;1.6253
1915-10-16;1.4741
1915-11-16;1.4607
1915-12-16;1.2716
1916-01-16;1.3838
1916-02-15;1.2518
1916-03-16;1.0926
1916-04-16;0.78196
1916-05-16;0.82495
1916-06-16;0.65124
1916-07-16;0.53485
1916-08-16;0.58665
1916-09-16;0.72698
1916-10-16;0.90188
1916-11-16;1.1044
1916-12-16;1.1687
1917-01-16;1.2113
1917-02-15;1.2015
1917-03-16;1.0528
1917-04-16;0.86534
1917-05-16;1.287
1917-06-16;0.92948
1917-07-16;0.58818
1917-08-16;0.1924
1917-09-16;-0.18844
1917-10-16;-0.26215
1917-11-16;-0.35072
1917-12-16;-0.44708
1918-01-16;-0.53485
1918-02-15;-0.38858
1918-03-16;-0.41617
1918-04-16;0.078739
1918-05-16;-0.10145
1918-06-16;-0.10154
1918-07-16;0.28423
1918-08-16;0.28799
1918-09-16;0.67891
1918-10-16;0.37973
1918-11-16;0.39681
1918-12-16;0.40078
1919-01-16;0.19028
1919-02-15;0.19874
1919-03-16;0.12714
1919-04-16;0.036298
1919-05-16;-1.0559
1919-06-16;-1.1082
1919-07-16;-0.82127
1919-08-16;-1.0216
1919-09-16;-0.83635
1919-10-16;-0.55621
1919-11-16;-0.18483
1919-12-16;-0.060868
1920-01-16;-0.16018
1920-02-15;-0.12493
1920-03-16;0.070387
1920-04-16;0.3397
1920-05-16;0.41722
1920-06-16;0.6577
1920-07-16;0.26826
1920-08-16;0.29922
1920-09-16;-0.017598
1920-10-16;0.073123
1920-11-16;-0.026812
1920-12-16;-0.11366
1921-01-16;0.1368
1921-02-15;0.054003
1921-03-16;-0.16566
1921-04-16;0.057197
1921-05-16;0.38286
1921-06-16;0.87246
1921-07-16;0.7647
1921-08-16;1.0895
1921-09-16;0.85441
1921-10-16;0.43229
1921-11-16;0.093564
1921-12-16;0.15739
1922-01-16;0.24432
1922-02-15;0.24349
1922-03-16;0.18182
1922-04-16;0.02955
1922-05-16;-0.091226
1922-06-16;-0.41454
1922-07-16;-0.39602
1922-08-16;-0.58081
1922-09-16;-0.80665
1922-10-16;-0.97715
1922-11-16;-0.68652
1922-12-16;-0.71055
1923-01-16;-0.92406
1923-02-15;-0.82908
1923-03-16;-0.50652
1923-04-16;-0.49415
1923-05-16;-0.32646
1923-06-16;-0.12088
1923-07-16;0.1484
1923-08-16;0.25288
1923-09-16;0.54204
1923-10-16;1.2361
1923-11-16;1.2531
1923-12-16;1.2039
1924-01-16;1.1478
1924-02-15;1.1007
1924-03-16;1.455
1924-04-16;1.0852
1924-05-16;1.3096
1924-06-16;1.3675
1924-07-16;1.2127
1924-08-16;1.0382
1924-09-16;1.4836
1924-10-16;1.6487
1924-11-16;1.3011
1924-12-16;1.3975
1925-01-16;1.414
1925-02-15;1.2507
1925-03-16;0.95173
1925-04-16;0.66554
1925-05-16;0.27893
1925-06-16;-0.069764
1925-07-16;-0.27533
1925-08-16;-0.37101
1925-09-16;-0.48679
1925-10-16;-0.55621
1925-11-16;-0.40258
1925-12-16;-0.25645
1926-01-16;-0.12685
1926-02-15;-0.14765
1926-03-16;-0.38755
1926-04-16;-0.33613
1926-05-16;-0.6017
1926-06-16;-0.24909
1926-07-16;0.13653
1926-08-16;0.34405
1926-09-16;0.13164
1926-10-16;-0.0028843
1926-11-16;0.050041
1926-12-16;0.029292
1927-01-16;0.012249
1927-02-15;0.17867
1927-03-16;0.5932
1927-04-16;0.98099
1927-05-16;1.0104
1927-06-16;1.1812
1927-07-16;1.2674
1927-08-16;1.4896
1927-09-16;1.5723
1927-10-16;1.0986
1927-11-16;0.97378
1927-12-16;0.83819
1928-01-16;0.59804
1928-02-15;0.6668
1928-03-16;0.6488
1928-04-16;0.62354
1928-05-16;0.77696
1928-06-16;1.0642
1928-07-16;1.0544
1928-08-16;0.97805
1928-09-16;0.7652
1928-10-16;0.92822
1928-11-16;1.0742
1928-12-16;0.99781
1929-01-16;1.0991
1929-02-15;1.2044
1929-03-16;1.1453
1929-04-16;1.3376
1929-05-16;1.4702
1929-06-16;1.1139
1929-07-16;0.94908
1929-08-16;0.69212
1929-09-16;0.93899
1929-10-16;1.057
1929-11-16;1.2582
1929-12-16;1.1385
1930-01-16;1.3292
1930-02-15;1.2445
1930-03-16;1.183
1930-04-16;1.0934
1930-05-16;1.2265
1930-06-16;0.61298
1930-07-16;0.4422
1930-08-16;0.99347
1930-09-16;1.1779
1930-10-16;1.1297
1930-11-16;0.97257
1930-12-16;0.9291
1931-01-16;0.77251
1931-02-15;0.66489
1931-03-16;0.50866
1931-04-16;0.14181
1931-05-16;0.12181
1931-06-16;0.11312
1931-07-16;-0.1471
1931-08-16;-0.19969
1931-09-16;-0.63851
1931-10-16;-0.6728
1931-11-16;-0.85756
1931-12-16;-0.80972
1932-01-16;-0.91159
1932-02-15;-0.88525
1932-03-16;-0.74242
1932-04-16;-0.53909
1932-05-16;-0.96404
1932-06-16;-0.73036
1932-07-16;-0.81302
1932-08-16;-1.1856
1932-09-16;-1.2983
1932-10-16;-1.4082
1932-11-16;-1.4878
1932-12-16;-1.3581
1933-01-16;-1.3406
1933-02-15;-1.3694
1933-03-16;-1.4362
1933-04-16;-1.1
1933-05-16;-0.80836
1933-06-16;-0.99898
1933-07-16;-0.94748
1933-08-16;-0.80474
1933-09-16;-0.63126
1933-10-16;-0.92632
1933-11-16;-1.0541
1933-12-16;-1.0755
1934-01-16;-1.2045
1934-02-15;-1.1276
1934-03-16;-1.3266
1934-04-16;-1.451
1934-05-16;-1.6035
1934-06-16;-1.7329
1934-07-16;-1.8225
1934-08-16;-1.8884
1934-09-16;-1.8103
1934-10-16;-2.0189
1934-11-16;-1.9394
1934-12-16;-2.0557
1935-01-16;-2.0756
1935-02-15;-2.15
1935-03-16;-2.147
1935-04-16;-2.3155
1935-05-16;-1.8505
1935-06-16;-1.5921
1935-07-16;-1.6014
1935-08-16;-1.8337
1935-09-16;-1.8177
1935-10-16;-1.6245
1935-11-16;-1.4681
1935-12-16;-1.4296
1936-01-16;-1.3215
1936-02-15;-1.3083
1936-03-16;-1.1613
1936-04-16;-1.1627
1936-05-16;-1.0242
1936-06-16;-0.88957
1936-07-16;-0.81873
1936-08-16;-0.62996
1936-09-16;-0.55148
1936-10-16;-0.11718
1936-11-16;-0.14559
1936-12-16;-0.087951
1937-01-16;0.17358
1937-02-15;0.2808
1937-03-16;0.44941
1937-04-16;0.10092
1937-05-16;-0.9467
1937-06-16;-0.81504
1937-07-16;-0.7045
1937-08-16;-0.80914
1937-09-16;-1.0177
1937-10-16;-1.0268
1937-11-16;-1.0082
1937-12-16;-0.82697
1938-01-16;-0.79404
1938-02-15;-0.91098
1938-03-16;-0.91767
1938-04-16;-0.63309
1938-05-16;-0.22745
1938-06-16;-0.21813
1938-07-16;-0.1297
1938-08-16;-0.2978
1938-09-16;0.0059252
1938-10-16;-0.25455
1938-11-16;-0.083206
1938-12-16;0.00013106
1939-01-16;-0.015876
1939-02-15;0.08419
1939-03-16;0.0069331
1939-04-16;-0.030619
1939-05-16;-0.26413
1939-06-16;-0.64907
1939-07-16;-1.0007
1939-08-16;-0.98997
1939-09-16;-1.0219
1939-10-16;-1.0553
1939-11-16;-1.2043
1939-12-16;-1.4316
1940-01-16;-1.3369
1940-02-15;-1.2819
1940-03-16;-1.3117
1940-04-16;-1.4452
1940-05-16;-1.8496
1940-06-16;-2.1383
1940-07-16;-2.1561
1940-08-16;-2.1795
1940-09-16;-2.1739
1940-10-16;-2.2056
1940-11-16;-2.1501
1940-12-16;-2.2021
1941-01-16;-2.2387
1941-02-15;-2.3435
1941-03-16;-2.2724
1941-04-16;-2.0901
1941-05-16;-1.9255
1941-06-16;-1.5225
1941-07-16;-1.159
1941-08-16;-0.82916
1941-09-16;-0.50911
1941-10-16;-0.080968
1941-11-16;0.039838
1941-12-16;0.23646
1942-01-16;0.2023
1942-02-15;0.33462
1942-03-16;0.32718
1942-04-16;0.76879
1942-05-16;1.0696
1942-06-16;1.6277
1942-07-16;1.577
1942-08-16;1.7326
1942-09-16;1.507
1942-10-16;1.8666
1942-11-16;1.8343
1942-12-16;1.8081
1943-01-16;1.7313
1943-02-15;1.6738
1943-03-16;1.5604
1943-04-16;1.1781
1943-05-16;1.5984
1943-06-16;1.413
1943-07-16;1.275
1943-08-16;1.0781
1943-09-16;0.6665
1943-10-16;0.22332
1943-11-16;0.17643
1943-12-16;0.072694
1944-01-16;-0.0044933
1944-02-15;-0.1129
1944-03-16;0.19514
1944-04-16;0.17387
1944-05-16;-0.06259
1944-06-16;-0.36144
1944-07-16;0.059619
1944-08-16;-0.21634
1944-09-16;-0.48679
1944-10-16;-1.0036
1944-11-16;-0.97253
1944-12-16;-0.85762
1945-01-16;-0.73814
1945-02-15;-0.53126
1945-03-16;-0.5748
1945-04-16;0.0025317
1945-05-16;-0.4844
1945-06-16;-0.10154
1945-07-16;0.042832
1945-08-16;0.38808
1945-09-16;0.71945
1945-10-16;0.74657
1945-11-16;0.72869
1945-12-16;0.74627
1946-01-16;0.63012
1946-02-15;0.4743
1946-03-16;0.15582
1946-04-16;-0.51899
1946-05-16;-0.10827
1946-06-16;-0.24221
1946-07-16;-0.61943
1946-08-16;-0.13845
1946-09-16;0.086607
1946-10-16;0.60062
1946-11-16;0.69731
1946-12-16;0.5219
1947-01-16;0.42175
1947-02-15;0.39678
1947-03-16;0.48202
1947-04-16;0.17588
1947-05-16;0.37756
1947-06-16;0.45412
1947-07-16;0.42094
1947-08-16;0.041028
1947-09-16;-0.15952
1947-10-16;0.215
1947-11-16;0.4654
1947-12-16;0.50282
1948-01-16;0.61666
1948-02-15;0.771
1948-03-16;0.84531
1948-04-16;0.98495
1948-05-16;0.5336
1948-06-16;0.78457
1948-07-16;0.78558
1948-08-16;0.36573
1948-09-16;0.13521
1948-10-16;-0.29595
1948-11-16;-0.45412
1948-12-16;-0.22154
1949-01-16;0.036362
1949-02-15;-0.049957
1949-03-16;0.14448
1949-04-16;0.014695
1949-05-16;0.11367
1949-06-16;0.13307
1949-07-16;0.14631
1949-08-16;0.10509
1949-09-16;0.050172
1949-10-16;0.02292
1949-11-16;-0.42509
1949-12-16;-0.48052
1950-01-16;-0.56742
1950-02-15;-0.74323
1950-03-16;-0.8634
1950-04-16;-0.64502
1950-05-16;-0.31361
1950-06-16;-0.54003
1950-07-16;-0.32282
1950-08-16;-0.32867
1950-09-16;0.20455
1950-10-16;0.057787
1950-11-16;0.040518
1950-12-16;-0.16566
1951-01-16;-0.28752
1951-02-15;-0.28791
1951-03-16;-0.53469
1951-04-16;-0.20644
1951-05-16;-0.5177
1951-06-16;-0.76089
1951-07-16;-0.77861
1951-08-16;-0.57619
1951-09-16;-0.39737
1951-10-16;-0.21649
1951-11-16;0.062284
1951-12-16;0.23915
1952-01-16;0.19095
1952-02-15;0.33992
1952-03-16;0.60538
1952-04-16;0.56735
1952-05-16;0.54396
1952-06-16;0.39721
1952-07-16;0.086896
1952-08-16;0.35525
1952-09-16;-0.21096
1952-10-16;-0.13457
1952-11-16;0.0085496
1952-12-16;0.12895
1953-01-16;-0.095473
1953-02-15;0.0097233
1953-03-16;-0.063152
1953-04-16;-0.04552
1953-05-16;-0.029186
1953-06-16;-0.19884
1953-07-16;-0.071112
1953-08-16;-0.14821
1953-09-16;-0.43916
1953-10-16;-0.85785
1953-11-16;-0.8551
1953-12-16;-0.92913
1954-01-16;-0.99638
1954-02-15;-1.2125
1954-03-16;-1.2406
1954-04-16;-1.5204
1954-05-16;-1.7401
1954-06-16;-1.7268
1954-07-16;-1.6484
1954-08-16;-1.7052
1954-09-16;-1.5397
1954-10-16;-1.4088
1954-11-16;-1.5869
1954-12-16;-1.6418
1955-01-16;-1.5195
1955-02-15;-1.5198
1955-03-16;-1.41
1955-04-16;-1.7922
1955-05-16;-1.8135
1955-06-16;-1.6738
1955-07-16;-1.8821
1955-08-16;-1.845
1955-09-16;-1.6038
1955-10-16;-1.6286
1955-11-16;-1.4857
1955-12-16;-1.5204
1956-01-16;-1.3921
1956-02-15;-1.1293
1956-03-16;-1.3112
1956-04-16;-1.0901
1956-05-16;-1.0267
1956-06-16;-1.1167
1956-07-16;-0.82633
1956-08-16;-0.74022
1956-09-16;-0.99003
1956-10-16;-1.083
1956-11-16;-0.84466
1956-12-16;-0.7893
1957-01-16;-0.73011
1957-02-15;-0.91158
1957-03-16;-0.90699
1957-04-16;-0.20779
1957-05-16;0.56462
1957-06-16;0.28088
1957-07-16;0.4326
1957-08-16;0.51168
1957-09-16;0.39615
1957-10-16;0.81876
1957-11-16;0.77764
1957-12-16;0.66441
1958-01-16;0.55805
1958-02-15;0.44875
1958-03-16;0.77414
1958-04-16;1.0221
1958-05-16;1.1453
1958-06-16;1.4636
1958-07-16;1.4836
1958-08-16;1.3027
1958-09-16;1.5105
1958-10-16;1.4741
1958-11-16;1.2752
1958-12-16;1.3459
1959-01-16;1.2631
1959-02-15;1.4391
1959-03-16;1.5123
1959-04-16;1.1401
1959-05-16;0.78129
1959-06-16;0.55346
1959-07-16;0.26895
1959-08-16;-0.051006
1959-09-16;0.20026
1959-10-16;0.22124
1959-11-16;0.0085495
1959-12-16;0.054385
1960-01-16;0.15754
1960-02-15;0.31006
1960-03-16;-0.055148
1960-04-16;-0.34833
1960-05-16;-0.57533
1960-06-16;-0.85785
1960-07-16;-1.2703
1960-08-16;-1.3589
1960-09-16;-1.4302
1960-10-16;-1.214
1960-11-16;-1.1687
1960-12-16;-1.1524
1961-01-16;-1.27
1961-02-15;-1.4108
1961-03-16;-1.2656
1961-04-16;-1.3277
1961-05-16;-1.3605
1961-06-16;-1.2106
1961-07-16;-0.82063
1961-08-16;-0.56564
1961-09-16;-0.25375
1961-10-16;-0.52606
1961-11-16;-0.36072
1961-12-16;-0.23901
1962-01-16;-0.13152
1962-02-15;-0.17367
1962-03-16;-0.10714
1962-04-16;-0.13644
1962-05-16;-0.072817
1962-06-16;0.3223
1962-07-16;0.75946
1962-08-16;0.77072
1962-09-16;0.84702
1962-10-16;0.71076
1962-11-16;0.65609
1962-12-16;0.52388
1963-01-16;0.73487
1963-02-15;0.70997
1963-03-16;0.42193
1963-04-16;0.38983
1963-05-16;-0.28041
1963-06-16;-0.046963
1963-07-16;-0.52707
1963-08-16;-0.39889
1963-09-16;-0.78184
1963-10-16;-0.84961
1963-11-16;-1.033
1963-12-16;-1.0517
1964-01-16;-1.2226
1964-02-15;-1.2295
1964-03-16;-1.1641
1964-04-16;-0.90633
1964-05-16;-1.0607
1964-06-16;-1.2661
1964-07-16;-1.6744
1964-08-16;-1.587
1964-09-16;-1.6216
1964-10-16;-1.754
1964-11-16;-1.6582
1964-12-16;-1.6182
1965-01-16;-1.6916
1965-02-15;-1.5968
1965-03-16;-1.4963
1965-04-16;-1.5294
1965-05-16;-1.1613
1965-06-16;-0.9022
1965-07-16;-0.34409
1965-08-16;-0.64169
1965-09-16;-0.30399
1965-10-16;-0.29732
1965-11-16;-0.29054
1965-12-16;-0.30194
1966-01-16;-0.29873
1966-02-15;-0.36761
1966-03-16;-0.65862
1966-04-16;-0.77847
1966-05-16;-1.1518
1966-06-16;-1.0901
1966-07-16;-0.95732
1966-08-16;-0.79657
1966-09-16;-0.59618
1966-10-16;-0.39197
1966-11-16;-0.44226
1966-12-16;-0.47594
1967-01-16;-0.50533
1967-02-15;-0.60913
1967-03-16;-0.8933
1967-04-16;-0.66157
1967-05-16;-0.37777
1967-06-16;-0.41929
1967-07-16;-0.5804
1967-08-16;-0.55903
1967-09-16;-1.041
1967-10-16;-0.99621
1967-11-16;-0.85449
1967-12-16;-0.69415
1968-01-16;-0.7053
1968-02-15;-0.73332
1968-03-16;-0.64484
1968-04-16;-0.32053
1968-05-16;0.36629
1968-06-16;0.13788
1968-07-16;0.17912
1968-08-16;0.36224
1968-09-16;0.10948
1968-10-16;0.11353
1968-11-16;0.23333
1968-12-16;0.27082
1969-01-16;0.24765
1969-02-15;0.29345
1969-03-16;0.46116
1969-04-16;0.20451
1969-05-16;-0.06259
1969-06-16;-0.11536
1969-07-16;-0.46589
1969-08-16;-0.63583
1969-09-16;-0.6451
1969-10-16;0.20113
1969-11-16;0.16557
1969-12-16;0.013015
1970-01-16;0.0055519
1970-02-15;-0.15632
1970-03-16;0.21776
1970-04-16;0.083446
1970-05-16;-0.34539
1970-06-16;0.031775
1970-07-16;-0.046667
1970-08-16;-0.48785
1970-09-16;-0.19478
1970-10-16;0.10726
1970-11-16;0.079966
1970-12-16;0.080153
1971-01-16;0.057127
1971-02-15;0.18469
1971-03-16;0.19447
1971-04-16;0.73203
1971-05-16;0.61405
1971-06-16;-0.019327
1971-07-16;-0.0264
1971-08-16;-0.072733
1971-09-16;0.36351
1971-10-16;-0.23588
1971-11-16;-0.25697
1971-12-16;-0.23766
1972-01-16;-0.1715
1972-02-15;-0.15899
1972-03-16;-0.62662
1972-04-16;-0.61316
1972-05-16;-0.43557
1972-06-16;-0.59941
1972-07-16;-0.45034
1972-08-16;-0.012403
1972-09-16;-0.10504
1972-10-16;-0.22757
1972-11-16;-0.015933
1972-12-16;0.18107
1973-01-16;0.35914
1973-02-15;0.28014
1973-03-16;0.56685
1973-04-16;0.66738
1973-05-16;0.57815
1973-06-16;0.6006
1973-07-16;0.98676
1973-08-16;0.99347
1973-09-16;1.2255
1973-10-16;1.0259
1973-11-16;1.1948
1973-12-16;1.3342
1974-01-16;1.4231
1974-02-15;1.5213
1974-03-16;1.7151
1974-04-16;1.6913
1974-05-16;1.4136
1974-06-16;1.3648
1974-07-16;1.2393
1974-08-16;0.96386
1974-09-16;0.93635
1974-10-16;0.88739
1974-11-16;0.63018
1974-12-16;0.46585
1975-01-16;0.2962
1975-02-15;0.28147
1975-03-16;0.015616
1975-04-16;-0.25536
1975-05-16;0.088555
1975-06-16;0.36556
1975-07-16;0.1512
1975-08-16;0.30272
1975-09-16;-0.36569
1975-10-16;-0.37147
1975-11-16;-0.47714
1975-12-16;-0.59277
1976-01-16;-0.71958
1976-02-15;-0.74323
1976-03-16;-0.76882
1976-04-16;-0.76477
1976-05-16;-0.42283
1976-06-16;-0.60473
1976-07-16;-0.58769
1976-08-16;-0.51456
1976-09-16;-0.4739
1976-10-16;-0.54216
1976-11-16;-0.62972
1976-12-16;-0.74633
1977-01-16;-0.73938
1977-02-15;-0.85575
1977-03-16;-0.82484
1977-04-16;-0.76869
1977-05-16;-1.2043
1977-06-16;-1.4888
1977-07-16;-1.3435
1977-08-16;-1.2704
1977-09-16;-1.3958
1977-10-16;-1.4132
1977-11-16;-1.4336
1977-12-16;-1.5286
1978-01-16;-1.4872
1978-02-15;-1.4056
1978-03-16;-1.4998
1978-04-16;-1.6313
1978-05-16;-1.0431
1978-06-16;-0.96237
1978-07-16;-1.0568
1978-08-16;-1.0763
1978-09-16;-1.2972
1978-10-16;-1.2314
1978-11-16;-1.1282
1978-12-16;-0.86434
1979-01-16;-0.74247
1979-02-15;-0.71095
1979-03-16;-0.68857
1979-04-16;-0.89545
1979-05-16;-0.53695
1979-06-16;-0.10293
1979-07-16;-0.43747
1979-08-16;-0.1196
1979-09-16;-0.14751
1979-10-16;-0.045422
1979-11-16;0.29681
1979-12-16;0.47511
1980-01-16;0.60382
1980-02-15;0.60021
1980-03-16;0.87596
1980-04-16;0.95828
1980-05-16;0.54008
1980-06-16;0.18799
1980-07-16;0.23557
1980-08-16;0.1931
1980-09-16;0.28736
1980-10-16;0.23925
1980-11-16;0.20693
1980-12-16;-0.19463
1981-01-16;-0.43553
1981-02-15;-0.44207
1981-03-16;-0.45955
1981-04-16;-0.56584
1981-05-16;-0.31631
1981-06-16;-0.69509
1981-07-16;-0.59366
1981-08-16;-0.78776
1981-09-16;-0.7466
1981-10-16;-0.53412
1981-11-16;-0.96715
1981-12-16;-1.0686
1982-01-16;-1.2705
1982-02-15;-1.3419
1982-03-16;-1.5586
1982-04-16;-1.7864
1982-05-16;-1.5909
1982-06-16;-0.85531
1982-07-16;-0.56045
1982-08-16;-0.54115
1982-09-16;-0.10149
1982-10-16;0.12746
1982-11-16;0.24213
1982-12-16;0.65023
1983-01-16;0.64035
1983-02-15;0.66807
1983-03-16;1.0786
1983-04-16;1.723
1983-05-16;1.5827
1983-06-16;2.0109
1983-07-16;2.016
1983-08-16;1.9048
1983-09-16;1.9239
1983-10-16;1.7153
1983-11-16;2.0278
1983-12-16;2.1577
1984-01-16;2.2434
1984-02-15;2.3326
1984-03-16;2.5027
1984-04-16;2.685
1984-05-16;2.4404
1984-06-16;2.3049
1984-07-16;2.2654
1984-08-16;2.4266
1984-09-16;2.2537
1984-10-16;2.3789
1984-11-16;2.2192
1984-12-16;2.0985
1985-01-16;2.2555
1985-02-15;2.3497
1985-03-16;1.9046
1985-04-16;1.4196
1985-05-16;1.0303
1985-06-16;0.57314
1985-07-16;0.84132
1985-08-16;0.68468
1985-09-16;1.2005
1985-10-16;1.2833
1985-11-16;1.1425
1985-12-16;1.0856
1986-01-16;0.81795
1986-02-15;0.6973
1986-03-16;0.308
1986-04-16;0.090841
1986-05-16;0.31237
1986-06-16;0.25363
1986-07-16;0.14212
1986-08-16;-0.10423
1986-09-16;0.0666
1986-10-16;-0.088631
1986-11-16;0.069765
1986-12-16;0.11133
1987-01-16;-0.049341
1987-02-15;-0.014424
1987-03-16;0.26958
1987-04-16;0.094872
1987-05-16;0.66367
1987-06-16;0.83091
1987-07-16;0.49682
1987-08-16;0.79205
1987-09-16;0.43579
1987-10-16;0.21292
1987-11-16;0.14792
1987-12-16;0.25668
1988-01-16;0.5237
1988-02-15;0.56084
1988-03-16;0.9264
1988-04-16;0.64212
1988-05-16;0.86515
1988-06-16;0.60842
1988-07-16;0.47638
1988-08-16;0.45629
1988-09-16;0.35925
1988-10-16;-0.2428
1988-11-16;-0.31666
1988-12-16;-0.2665
1989-01-16;-0.2862
1989-02-15;-0.15632
1989-03-16;-0.47374
1989-04-16;-0.4045
1989-05-16;-0.95848
1989-06-16;-0.8902
1989-07-16;-1.0213
1989-08-16;-1.0204
1989-09-16;-0.83446
1989-10-16;-0.71333
1989-11-16;-0.96596
1989-12-16;-1.0825
1990-01-16;-1.1835
1990-02-15;-1.1709
1990-03-16;-0.83753
1990-04-16;-0.67413
1990-05-16;-0.7745
1990-06-16;-0.83873
1990-07-16;-0.19506
1990-08-16;0.022739
1990-09-16;-0.078779
1990-10-16;0.2039
1990-11-16;0.22251
1990-12-16;0.23376
1991-01-16;0.2736
1991-02-15;-0.14097
1991-03-16;-0.10115
1991-04-16;0.17187
1991-05-16;0.46847
1991-06-16;0.63959
1991-07-16;0.87537
1991-08-16;0.86154
1991-09-16;0.75907
1991-10-16;0.7199
1991-11-16;1.0047
1991-12-16;0.92604
1992-01-16;1.0184
1992-02-15;0.88551
1992-03-16;0.62265
1992-04-16;0.30629
1992-05-16;-0.025097
1992-06-16;0.50993
1992-07-16;0.20214
1992-08-16;0.36573
1992-09-16;0.22813
1992-10-16;0.10169
1992-11-16;0.31835
1992-12-16;0.38745
1993-01-16;0.40202
1993-02-15;0.74151
1993-03-16;0.84593
1993-04-16;1.012
1993-05-16;0.76271
1993-06-16;0.70333
1993-07-16;0.65779
1993-08-16;0.64806
1993-09-16;0.87651
1993-10-16;1.2011
1993-11-16;1.1994
1993-12-16;1.2348
1994-01-16;1.0798
1994-02-15;1.2248
1994-03-16;0.82005
1994-04-16;1.1802
1994-05-16;1.0805
1994-06-16;0.60972
1994-07-16;0.30365
1994-08-16;-0.096534
