days since 1900-1-1;spei
1909-05-16;0.86255
1909-06-16;1.0402
1909-07-16;1.1563
1909-08-16;0.99641
1909-09-16;0.62715
1909-10-16;0.31518
1909-11-16;0.59453
1909-12-16;0.52898
1910-01-16;0.46652
1910-02-15;0.45462
1910-03-16;-0.79845
1910-04-16;-1.1564
1910-05-16;-1.0122
1910-06-16;-1.5938
1910-07-16;-1.5951
1910-08-16;-1.5694
1910-09-16;-1.208
1910-10-16;-1.0109
1910-11-16;-1.415
1910-12-16;-1.1184
1911-01-16;-1.191
1911-02-15;-0.88397
1911-03-16;-1.5518
1911-04-16;-1.2371
1911-05-16;-1.4236
1911-06-16;-1.4127
1911-07-16;-1.2165
1911-08-16;-1.3261
1911-09-16;-1.0711
1911-10-16;-0.91826
1911-11-16;-0.37991
1911-12-16;-0.064372
1912-01-16;-0.22174
1912-02-15;0.49901
1912-03-16;1.2466
1912-04-16;0.91403
1912-05-16;0.88236
1912-06-16;0.91505
1912-07-16;1.3272
1912-08-16;1.1112
1912-09-16;1.4418
1912-10-16;1.8401
1912-11-16;1.8272
1912-12-16;1.9224
1913-01-16;1.7686
1913-02-15;2.0325
1913-03-16;1.027
1913-04-16;0.23646
1913-05-16;0.12643
1913-06-16;-0.1913
1913-07-16;0.19291
1913-08-16;-0.44157
1913-09-16;-0.0016442
1913-10-16;0.40867
1913-11-16;0.41451
1913-12-16;1.1984
1914-01-16;0.78974
1914-02-15;1.2797
1914-03-16;0.45879
1914-04-16;0.74774
1914-05-16;0.81856
1914-06-16;0.11756
1914-07-16;0.1929
1914-08-16;0.12545
1914-09-16;-0.092444
1914-10-16;-0.3766
1914-11-16;-0.69285
1914-12-16;-0.60827
1915-01-16;-0.84965
1915-02-15;-0.76181
1915-03-16;0.5951
1915-04-16;1.0363
1915-05-16;1.5683
1915-06-16;1.6469
1915-07-16;1.673
1915-08-16;2.0384
1915-09-16;2.0029
1915-10-16;1.7271
1915-11-16;1.4421
1915-12-16;1.3581
1916-01-16;1.5608
1916-02-15;0.47686
1916-03-16;-0.95446
1916-04-16;-1.2419
1916-05-16;-0.83144
1916-06-16;-1.1859
1916-07-16;-1.3908
1916-08-16;-1.0472
1916-09-16;-0.81125
1916-10-16;-0.17303
1916-11-16;-0.095168
1916-12-16;0.69303
1917-01-16;1.1302
1917-02-15;1.1568
1917-03-16;1.5415
1917-04-16;0.98617
1917-05-16;1.8928
1917-06-16;1.1949
1917-07-16;0.61404
1917-08-16;0.46411
1917-09-16;0.1255
1917-10-16;-0.064765
1917-11-16;-1.5557
1917-12-16;-1.5466
1918-01-16;-1.1995
1918-02-15;-1.1923
1918-03-16;-1.567
1918-04-16;-0.48575
1918-05-16;-0.30222
1918-06-16;-0.58905
1918-07-16;-0.078078
1918-08-16;-0.0055873
1918-09-16;0.92946
1918-10-16;0.39352
1918-11-16;0.84466
1918-12-16;1.594
1919-01-16;0.94465
1919-02-15;0.94877
1919-03-16;0.27683
1919-04-16;0.088204
1919-05-16;-1.0555
1919-06-16;-1.5773
1919-07-16;-1.0833
1919-08-16;-1.3918
1919-09-16;-1.317
1919-10-16;-0.97413
1919-11-16;0.077587
1919-12-16;0.79487
1920-01-16;0.55557
1920-02-15;1.2678
1920-03-16;0.79127
1920-04-16;1.5351
1920-05-16;0.96564
1920-06-16;0.77913
1920-07-16;0.64882
1920-08-16;0.69596
1920-09-16;0.80407
1920-10-16;-0.02463
1920-11-16;0.066019
1920-12-16;0.14827
1921-01-16;0.65452
1921-02-15;0.30232
1921-03-16;-0.16697
1921-04-16;-0.036788
1921-05-16;-0.17161
1921-06-16;0.17594
1921-07-16;-0.065119
1921-08-16;0.1378
1921-09-16;0.20095
1921-10-16;-0.32579
1921-11-16;-0.44506
1921-12-16;-0.80112
1922-01-16;-0.81384
1922-02-15;-1.0294
1922-03-16;-0.96494
1922-04-16;0.63335
1922-05-16;0.56377
1922-06-16;-0.32892
1922-07-16;-0.43823
1922-08-16;-0.61471
1922-09-16;-0.77512
1922-10-16;-1.551
1922-11-16;-1.0325
1922-12-16;-0.55794
1923-01-16;-0.91901
1923-02-15;-0.57591
1923-03-16;0.58269
1923-04-16;1.0886
1923-05-16;0.62331
1923-06-16;1.2734
1923-07-16;1.6826
1923-08-16;1.8346
1923-09-16;1.7619
1923-10-16;2.3411
1923-11-16;2.1666
1923-12-16;1.8999
1924-01-16;1.7323
1924-02-15;1.3961
1924-03-16;1.7302
1924-04-16;0.29749
1924-05-16;0.729
1924-06-16;0.037865
1924-07-16;-0.39915
1924-08-16;-0.79725
1924-09-16;-0.91093
1924-10-16;-0.60438
1924-11-16;-1.0709
1924-12-16;-0.45365
1925-01-16;-0.1048
1925-02-15;0.29089
1925-03-16;-0.81818
1925-04-16;-1.6959
1925-05-16;-1.785
1925-06-16;-1.5617
1925-07-16;-1.1871
1925-08-16;-0.76574
1925-09-16;-0.48404
1925-10-16;0.71178
1925-11-16;1.3241
1925-12-16;1.6486
1926-01-16;1.9546
1926-02-15;1.7892
1926-03-16;1.8541
1926-04-16;0.73819
1926-05-16;0.26893
1926-06-16;0.044508
1926-07-16;0.053974
1926-08-16;-0.027903
1926-09-16;-0.084615
1926-10-16;0.021455
1926-11-16;0.16983
1926-12-16;0.18911
1927-01-16;-0.43723
1927-02-15;-0.17628
1927-03-16;0.49498
1927-04-16;0.84191
1927-05-16;0.35257
1927-06-16;0.60033
1927-07-16;0.95133
1927-08-16;1.3927
1927-09-16;1.1318
1927-10-16;0.88065
1927-11-16;1.2649
1927-12-16;1.0306
1928-01-16;0.57757
1928-02-15;-0.3318
1928-03-16;-0.42443
1928-04-16;-0.57819
1928-05-16;-0.23691
1928-06-16;0.50526
1928-07-16;0.82186
1928-08-16;0.45853
1928-09-16;0.038824
1928-10-16;0.57941
1928-11-16;0.77792
1928-12-16;0.052329
1929-01-16;-0.16972
1929-02-15;0.68867
1929-03-16;1.6045
1929-04-16;1.8714
1929-05-16;1.3198
1929-06-16;0.81991
1929-07-16;0.60953
1929-08-16;0.45965
1929-09-16;0.66201
1929-10-16;0.21522
1929-11-16;0.81487
1929-12-16;1.1071
1930-01-16;1.6117
1930-02-15;1.3703
1930-03-16;0.5399
1930-04-16;-0.36762
1930-05-16;-0.30533
1930-06-16;-0.63663
1930-07-16;-0.87581
1930-08-16;-0.10463
1930-09-16;-0.12372
1930-10-16;0.58284
1930-11-16;0.23859
1930-12-16;0.80958
1931-01-16;0.78173
1931-02-15;-0.18613
1931-03-16;0.032501
1931-04-16;-0.4679
1931-05-16;-0.56508
1931-06-16;-0.81315
1931-07-16;-0.97358
1931-08-16;-0.90738
1931-09-16;-1.1293
1931-10-16;-1.0715
1931-11-16;-1.0068
1931-12-16;-0.90616
1932-01-16;-0.31099
1932-02-15;-0.61455
1932-03-16;0.11192
1932-04-16;-0.11758
1932-05-16;-0.57581
1932-06-16;-0.45437
1932-07-16;-0.63729
1932-08-16;-0.58077
1932-09-16;-1.0185
1932-10-16;-0.96487
1932-11-16;-0.95013
1932-12-16;-0.82195
1933-01-16;-0.97541
1933-02-15;-0.98557
1933-03-16;-0.66413
1933-04-16;0.40089
1933-05-16;1.154
1933-06-16;0.049821
1933-07-16;-0.1134
1933-08-16;0.21083
1933-09-16;0.43073
1933-10-16;-0.72328
1933-11-16;-1.4543
1933-12-16;-1.1438
1934-01-16;-1.2332
1934-02-15;-1.6912
1934-03-16;-2.0134
1934-04-16;-1.6595
1934-05-16;-1.9021
1934-06-16;-1.7188
1934-07-16;-1.7116
1934-08-16;-1.8039
1934-09-16;-1.7404
1934-10-16;-1.9593
1934-11-16;-1.7751
1934-12-16;-1.9293
1935-01-16;-2.1042
1935-02-15;-2.1172
1935-03-16;-2.0936
1935-04-16;-0.5711
1935-05-16;1.4741
1935-06-16;1.399
1935-07-16;1.1903
1935-08-16;1.103
1935-09-16;1.36
1935-10-16;0.84576
1935-11-16;-0.64562
1935-12-16;-0.81452
1936-01-16;-0.46316
1936-02-15;0.10406
1936-03-16;-0.045297
1936-04-16;-0.34787
1936-05-16;-0.81653
1936-06-16;-0.65406
1936-07-16;-0.81482
1936-08-16;-0.79823
1936-09-16;-0.80525
1936-10-16;-0.39155
1936-11-16;-0.19721
1936-12-16;-0.23742
1937-01-16;0.39693
1937-02-15;0.22585
1937-03-16;0.36929
1937-04-16;-0.090622
1937-05-16;-0.21203
1937-06-16;0.056464
1937-07-16;-0.25995
1937-08-16;-0.64229
1937-09-16;-0.96798
1937-10-16;-1.0181
1937-11-16;-0.7729
1937-12-16;-0.87525
1938-01-16;-0.81563
1938-02-15;-0.34948
1938-03-16;0.10626
1938-04-16;0.62682
1938-05-16;0.9605
1938-06-16;0.56321
1938-07-16;0.3855
1938-08-16;0.28386
1938-09-16;0.78167
1938-10-16;0.33745
1938-11-16;0.10711
1938-12-16;0.26719
1939-01-16;0.66941
1939-02-15;1.163
1939-03-16;0.35273
1939-04-16;0.3872
1939-05-16;-0.65979
1939-06-16;-1.1484
1939-07-16;-1.7542
1939-08-16;-1.9638
1939-09-16;-2.1671
1939-10-16;-2.2627
1939-11-16;-2.2957
1939-12-16;-2.5637
1940-01-16;-1.9122
1940-02-15;-1.4328
1940-03-16;-1.0274
1940-04-16;-0.60648
1940-05-16;-0.79411
1940-06-16;-1.134
1940-07-16;-1.3749
1940-08-16;-1.528
1940-09-16;-1.0757
1940-10-16;-1.3672
1940-11-16;-0.87004
1940-12-16;-0.23897
1941-01-16;0.011553
1941-02-15;0.30422
1941-03-16;-0.3566
1941-04-16;0.94578
1941-05-16;0.28694
1941-06-16;0.8457
1941-07-16;0.78048
1941-08-16;1.0784
1941-09-16;1.1676
1941-10-16;1.1108
1941-11-16;1.392
1941-12-16;1.1615
1942-01-16;1.5038
1942-02-15;1.5927
1942-03-16;1.1448
1942-04-16;1.4374
1942-05-16;1.4404
1942-06-16;1.6738
1942-07-16;1.0277
1942-08-16;0.70795
1942-09-16;0.82746
1942-10-16;0.77972
1942-11-16;0.90359
1942-12-16;0.3178
1943-01-16;0.73817
1943-02-15;0.41362
1943-03-16;0.20966
1943-04-16;-1.1466
1943-05-16;-0.37521
1943-06-16;-0.17152
1943-07-16;-0.32513
1943-08-16;-0.21709
1943-09-16;-0.58679
1943-10-16;-0.64873
1943-11-16;-1.4289
1943-12-16;-1.8534
1944-01-16;-1.7304
1944-02-15;-1.519
1944-03-16;-0.013015
1944-04-16;1.2906
1944-05-16;0.99634
1944-06-16;0.96792
1944-07-16;1.124
1944-08-16;0.5718
1944-09-16;-0.25689
1944-10-16;-1.1488
1944-11-16;-0.81681
1944-12-16;-0.86196
1945-01-16;-1.4261
1945-02-15;-0.58171
1945-03-16;-0.15176
1945-04-16;1.2852
1945-05-16;0.75909
1945-06-16;1.2768
1945-07-16;1.038
1945-08-16;1.2744
1945-09-16;1.4474
1945-10-16;0.67584
1945-11-16;0.80682
1945-12-16;-0.022816
1946-01-16;-0.19015
1946-02-15;-1.2779
1946-03-16;-1.4326
1946-04-16;-1.8271
1946-05-16;-0.8893
1946-06-16;-0.93192
1946-07-16;-0.96213
1946-08-16;-0.41819
1946-09-16;-0.36754
1946-10-16;0.75308
1946-11-16;0.72658
1946-12-16;0.83617
1947-01-16;1.2124
1947-02-15;0.88206
1947-03-16;0.92495
1947-04-16;0.25045
1947-05-16;0.01279
1947-06-16;1.1356
1947-07-16;1.0111
1947-08-16;0.73407
1947-09-16;0.48074
1947-10-16;0.78415
1947-11-16;0.98042
1947-12-16;0.12399
1948-01-16;0.40218
1948-02-15;0.79174
1948-03-16;1.2332
1948-04-16;0.17849
1948-05-16;-0.76411
1948-06-16;-0.42222
1948-07-16;-0.72899
1948-08-16;-1.0508
1948-09-16;-1.4296
1948-10-16;-1.3846
1948-11-16;-1.079
1948-12-16;-1.3541
1949-01-16;-0.66724
1949-02-15;-0.26294
1949-03-16;0.95114
1949-04-16;0.9049
1949-05-16;1.1564
1949-06-16;1.6778
1949-07-16;1.1713
1949-08-16;0.99118
1949-09-16;0.33017
1949-10-16;0.85123
1949-11-16;0.042863
1949-12-16;-1.2237
1950-01-16;-1.508
1950-02-15;-1.6229
1950-03-16;-1.2903
1950-04-16;-1.5859
1950-05-16;-0.54205
1950-06-16;-0.53094
1950-07-16;-0.27511
1950-08-16;-0.36794
1950-09-16;0.23584
1950-10-16;-0.23857
1950-11-16;-0.41188
1950-12-16;-0.54418
1951-01-16;-0.61056
1951-02-15;-0.21567
1951-03-16;-1.0668
1951-04-16;0.18202
1951-05-16;-0.035097
1951-06-16;0.66893
1951-07-16;0.3936
1951-08-16;0.56849
1951-09-16;0.61731
1951-10-16;0.89801
1951-11-16;1.0965
1951-12-16;0.96235
1952-01-16;0.98869
1952-02-15;0.83462
1952-03-16;1.3044
1952-04-16;0.33214
1952-05-16;0.52221
1952-06-16;-0.25441
1952-07-16;-0.45884
1952-08-16;-0.35289
1952-09-16;-1.0439
1952-10-16;-1.3107
1952-11-16;-1.3395
1952-12-16;-1.1028
1953-01-16;-1.0902
1953-02-15;-1.1782
1953-03-16;-0.72799
1953-04-16;0.31484
1953-05-16;-0.15917
1953-06-16;0.02591
1953-07-16;0.44323
1953-08-16;0.33548
1953-09-16;0.03545
1953-10-16;-0.43625
1953-11-16;-0.41572
1953-12-16;-0.69767
1954-01-16;-1.5587
1954-02-15;-2.241
1954-03-16;-1.1482
1954-04-16;-1.6258
1954-05-16;-1.7503
1954-06-16;-1.7939
1954-07-16;-1.5846
1954-08-16;-1.209
1954-09-16;-1.447
1954-10-16;-1.0975
1954-11-16;-1.0639
1954-12-16;-1.0067
1955-01-16;-0.83892
1955-02-15;-0.63381
1955-03-16;-0.47321
1955-04-16;-0.95413
1955-05-16;-0.76111
1955-06-16;0.073733
1955-07-16;-0.29142
1955-08-16;-0.32702
1955-09-16;-0.2613
1955-10-16;-0.082454
1955-11-16;0.34083
1955-12-16;-0.38121
1956-01-16;-0.012386
1956-02-15;0.061209
1956-03-16;-0.33014
1956-04-16;-0.079846
1956-05-16;-0.58347
1956-06-16;-0.98314
1956-07-16;-0.51581
1956-08-16;-0.52367
1956-09-16;-0.8431
1956-10-16;-1.0363
1956-11-16;-0.70646
1956-12-16;-0.24361
1957-01-16;-0.65629
1957-02-15;-1.2605
1957-03-16;-0.37547
1957-04-16;1.199
1957-05-16;1.9728
1957-06-16;1.9154
1957-07-16;1.5923
1957-08-16;1.9108
1957-09-16;1.785
1957-10-16;1.6084
1957-11-16;0.76398
1957-12-16;0.52756
1958-01-16;0.38115
1958-02-15;-0.083779
1958-03-16;0.80822
1958-04-16;0.56591
1958-05-16;0.35406
1958-06-16;0.73554
1958-07-16;1.1452
1958-08-16;0.89739
1958-09-16;0.33913
1958-10-16;-0.22455
1958-11-16;-0.42976
1958-12-16;-0.56253
1959-01-16;-1.1944
1959-02-15;-0.59718
1959-03-16;0.0040624
1959-04-16;0.38378
1959-05-16;1.0991
1959-06-16;0.42606
1959-07-16;-0.1428
1959-08-16;-0.55697
1959-09-16;-0.47869
1959-10-16;0.021455
1959-11-16;-0.68417
1959-12-16;-0.56711
1960-01-16;0.10867
1960-02-15;0.87869
1960-03-16;0.13454
1960-04-16;-0.97939
1960-05-16;-1.0006
1960-06-16;-1.0131
1960-07-16;-1.2832
1960-08-16;-1.6751
1960-09-16;-1.7678
1960-10-16;-1.5588
1960-11-16;-1.5474
1960-12-16;-1.3242
1961-01-16;-1.3413
1961-02-15;-0.93775
1961-03-16;0.37664
1961-04-16;-0.024246
1961-05-16;0.68066
1961-06-16;0.35805
1961-07-16;0.82186
1961-08-16;1.0845
1961-09-16;1.3505
1961-10-16;1.4696
1961-11-16;1.273
1961-12-16;1.5069
1962-01-16;1.6498
1962-02-15;1.6865
1962-03-16;0.48053
1962-04-16;-0.07446
1962-05-16;-0.39227
1962-06-16;0.0073149
1962-07-16;0.15882
1962-08-16;-0.43308
1962-09-16;-0.53301
1962-10-16;-0.22806
1962-11-16;-0.23334
1962-12-16;-0.86344
1963-01-16;-1.3281
1963-02-15;-1.0294
1963-03-16;-0.71526
1963-04-16;-0.9186
1963-05-16;-1.4209
1963-06-16;-0.76109
1963-07-16;-1.2765
1963-08-16;-0.69292
1963-09-16;-0.55099
1963-10-16;-0.52368
1963-11-16;-0.10292
1963-12-16;-0.63563
1964-01-16;-0.23104
1964-02-15;-0.75992
1964-03-16;-0.87876
1964-04-16;-0.33889
1964-05-16;-0.45573
1964-06-16;-0.41577
1964-07-16;-0.72022
1964-08-16;-1.0307
1964-09-16;-1.2709
1964-10-16;-1.7006
1964-11-16;-1.5577
1964-12-16;-1.8497
1965-01-16;-1.5822
1965-02-15;-1.2169
1965-03-16;-0.46946
1965-04-16;-0.16615
1965-05-16;-0.0041865
1965-06-16;0.95236
1965-07-16;1.3396
1965-08-16;1.2055
1965-09-16;1.6283
1965-10-16;1.6687
1965-11-16;1.4839
1965-12-16;0.72864
1966-01-16;-0.14744
1966-02-15;-0.03664
1966-03-16;-1.8196
1966-04-16;-1.6317
1966-05-16;-2.2741
1966-06-16;-1.7603
1966-07-16;-1.6778
1966-08-16;-1.5457
1966-09-16;-1.1265
1966-10-16;-1.1203
1966-11-16;-0.21528
1966-12-16;-0.53194
1967-01-16;-0.42797
1967-02-15;-0.78074
1967-03-16;-1.4169
1967-04-16;-0.98275
1967-05-16;0.1142
1967-06-16;1.0555
1967-07-16;1.2643
1967-08-16;1.3334
1967-09-16;1.4835
1967-10-16;1.2291
1967-11-16;0.71836
1967-12-16;0.1103
1968-01-16;-0.58855
1968-02-15;-0.67605
1968-03-16;-0.92114
1968-04-16;0.0061792
1968-05-16;0.25088
1968-06-16;-0.38864
1968-07-16;-0.317
1968-08-16;0.051445
1968-09-16;0.075958
1968-10-16;-0.3835
1968-11-16;-0.43996
1968-12-16;-0.20184
1969-01-16;-0.21989
1969-02-15;-0.95619
1969-03-16;-0.49565
1969-04-16;-0.82631
1969-05-16;-0.59725
1969-06-16;0.32784
1969-07-16;0.12115
1969-08-16;-0.12788
1969-09-16;-0.2337
1969-10-16;1.2631
1969-11-16;1.1209
1969-12-16;0.40907
1970-01-16;0.64124
1970-02-15;0.63348
1970-03-16;1.2956
1970-04-16;-0.38018
1970-05-16;-0.93641
1970-06-16;-0.37181
1970-07-16;-0.40145
1970-08-16;-0.44899
1970-09-16;-0.57208
1970-10-16;-0.29099
1970-11-16;0.39211
1970-12-16;-0.068995
1971-01-16;0.057465
1971-02-15;0.87026
1971-03-16;0.54348
1971-04-16;0.78726
1971-05-16;0.58939
1971-06-16;0.11623
1971-07-16;-0.021504
1971-08-16;-0.51844
1971-09-16;0.021956
1971-10-16;-0.33852
1971-11-16;-0.43869
1971-12-16;-0.05821
1972-01-16;0.25875
1972-02-15;0.35537
1972-03-16;-1.3098
1972-04-16;-1.4225
1972-05-16;-1.3426
1972-06-16;-1.0337
1972-07-16;-0.83952
1972-08-16;-0.19294
1972-09-16;0.33689
1972-10-16;0.44933
1972-11-16;1.1357
1972-12-16;1.4761
1973-01-16;1.8131
1973-02-15;1.5092
1973-03-16;1.9922
1973-04-16;2.3374
1973-05-16;1.6381
1973-06-16;0.89568
1973-07-16;1.0267
1973-08-16;0.64012
1973-09-16;1.051
1973-10-16;0.32456
1973-11-16;0.83323
1973-12-16;1.5653
1974-01-16;1.5262
1974-02-15;1.8998
1974-03-16;0.64096
1974-04-16;0.92616
1974-05-16;-0.74305
1974-06-16;-0.98545
1974-07-16;-1.2631
1974-08-16;-1.24
1974-09-16;-1.2524
1974-10-16;-1.3228
1974-11-16;-0.49464
1974-12-16;-0.535
1975-01-16;-0.40757
1975-02-15;-0.21961
1975-03-16;-0.075702
1975-04-16;0.041901
1975-05-16;0.63316
1975-06-16;0.68281
1975-07-16;0.78703
1975-08-16;0.66972
1975-09-16;0.48295
1975-10-16;0.19517
1975-11-16;-0.18042
1975-12-16;-0.32714
1976-01-16;-0.64533
1976-02-15;-0.75992
1976-03-16;-0.6237
1976-04-16;-0.17514
1976-05-16;-0.64761
1976-06-16;-0.99585
1976-07-16;-1.0139
1976-08-16;-0.86719
1976-09-16;-0.75896
1976-10-16;-0.9297
1976-11-16;-0.86401
1976-12-16;-0.88557
1977-01-16;-0.92077
1977-02-15;-1.3312
1977-03-16;-1.19
1977-04-16;-0.68214
1977-05-16;-0.78662
1977-06-16;-0.8919
1977-07-16;-0.32049
1977-08-16;-0.049074
1977-09-16;-0.51921
1977-10-16;-0.95972
1977-11-16;-0.73607
1977-12-16;-0.56864
1978-01-16;-1.2966
1978-02-15;-1.3603
1978-03-16;-1.1783
1978-04-16;-0.9033
1978-05-16;0.43658
1978-06-16;0.35543
1978-07-16;-0.03801
1978-08-16;-0.16543
1978-09-16;-0.23039
1978-10-16;-0.10602
1978-11-16;-1.0442
1978-12-16;-0.69012
1979-01-16;-0.086277
1979-02-15;-0.32983
1979-03-16;0.53811
1979-04-16;0.21016
1979-05-16;0.64579
1979-06-16;0.60416
1979-07-16;0.27961
1979-08-16;0.98176
1979-09-16;0.4363
1979-10-16;0.55081
1979-11-16;0.83552
1979-12-16;0.73136
1980-01-16;1.3315
1980-02-15;0.63706
1980-03-16;1.506
1980-04-16;1.5645
1980-05-16;0.91644
1980-06-16;-0.23604
1980-07-16;-0.69822
1980-08-16;-0.80899
1980-09-16;-1.1802
1980-10-16;-1.3125
1980-11-16;-1.5691
1980-12-16;-1.4679
1981-01-16;-1.8057
1981-02-15;-1.997
1981-03-16;-1.4592
1981-04-16;-1.8369
1981-05-16;-0.55587
1981-06-16;-0.37958
1981-07-16;0.037464
1981-08-16;0.45519
1981-09-16;0.0073441
1981-10-16;0.67584
1981-11-16;-0.41444
1981-12-16;-0.20029
1982-01-16;-0.67636
1982-02-15;-1.3072
1982-03-16;-1.1616
1982-04-16;-1.8383
1982-05-16;-0.69773
1982-06-16;0.26987
1982-07-16;0.72995
1982-08-16;0.71993
1982-09-16;1.4204
1982-10-16;1.9421
1982-11-16;1.7699
1982-12-16;1.6305
1983-01-16;1.218
1983-02-15;1.1707
1983-03-16;1.6401
1983-04-16;2.2778
1983-05-16;2.2091
1983-06-16;2.4055
1983-07-16;2.3224
1983-08-16;2.3798
1983-09-16;1.4204
1983-10-16;0.4296
1983-11-16;0.69243
1983-12-16;0.2642
1984-01-16;0.54198
1984-02-15;0.91724
1984-03-16;1.67
1984-04-16;2.3542
1984-05-16;1.0065
1984-06-16;0.79028
1984-07-16;0.59601
1984-08-16;0.60932
1984-09-16;0.38053
1984-10-16;0.5267
1984-11-16;1.0783
1984-12-16;1.0231
1985-01-16;1.4184
1985-02-15;1.3833
1985-03-16;1.0493
1985-04-16;-0.37121
1985-05-16;-0.69167
1985-06-16;-0.77082
1985-07-16;-0.46684
1985-08-16;-0.88159
1985-09-16;-0.1905
1985-10-16;0.0013614
1985-11-16;0.91145
1985-12-16;1.3726
1986-01-16;0.56743
1986-02-15;1.0126
1986-03-16;-0.51991
1986-04-16;-0.18774
1986-05-16;-0.95838
1986-06-16;-0.90725
1986-07-16;-0.61832
1986-08-16;-0.6909
1986-09-16;-0.021856
1986-10-16;0.27997
1986-11-16;0.7007
1986-12-16;0.77472
1987-01-16;1.0306
1987-02-15;1.5365
1987-03-16;1.4937
1987-04-16;0.020478
1987-05-16;0.63316
1987-06-16;0.61818
1987-07-16;0.45819
1987-08-16;0.38479
1987-09-16;0.053449
1987-10-16;0.25527
1987-11-16;-0.017704
1987-12-16;0.24774
1988-01-16;0.68589
1988-02-15;0.4639
1988-03-16;0.95929
1988-04-16;0.88198
1988-05-16;0.67649
1988-06-16;-0.27276
1988-07-16;-0.73009
1988-08-16;-0.86623
1988-09-16;-0.98999
1988-10-16;-1.1537
1988-11-16;-1.4586
1988-12-16;-1.1297
1989-01-16;-0.93138
1989-02-15;0.018226
1989-03-16;-0.6421
1989-04-16;-0.51248
1989-05-16;-0.8893
1989-06-16;-0.61539
1989-07-16;-0.81805
1989-08-16;-0.99103
1989-09-16;-0.49579
1989-10-16;-0.21754
1989-11-16;-0.034478
1989-12-16;-0.29003
1990-01-16;0.062963
1990-02-15;-0.18219
1990-03-16;0.82005
1990-04-16;0.87892
1990-05-16;1.078
1990-06-16;0.29889
1990-07-16;1.0996
1990-08-16;1.1894
1990-09-16;0.2954
1990-10-16;0.34798
1990-11-16;0.38463
1990-12-16;1.1842
1991-01-16;0.32468
1991-02-15;-0.49238
1991-03-16;-0.73707
1991-04-16;-0.66635
1991-05-16;-0.36279
1991-06-16;0.15339
1991-07-16;0.19408
1991-08-16;0.58285
1991-09-16;0.87079
1991-10-16;0.77085
1991-11-16;1.0133
1991-12-16;0.43531
1992-01-16;0.57926
1992-02-15;0.0045245
1992-03-16;0.5738
1992-04-16;-0.22375
1992-05-16;-1.2575
1992-06-16;-0.58653
1992-07-16;-0.36337
1992-08-16;0.30294
1992-09-16;-0.39036
1992-10-16;0.038006
1992-11-16;1.009
1992-12-16;0.98526
1993-01-16;0.84846
1993-02-15;0.64242
1993-03-16;1.027
1993-04-16;1.5899
1993-05-16;0.64018
1993-06-16;0.74803
1993-07-16;0.60278
1993-08-16;0.38031
1993-09-16;0.82852
1993-10-16;1.063
1993-11-16;1.7278
1993-12-16;1.557
1994-01-16;1.6249
1994-02-15;1.6452
1994-03-16;0.57024
1994-04-16;-0.15715
