days since 1900-1-1;spei
1994-05-16;-1.5282
1994-06-16;-1.7281
1994-07-16;-1.6341
1994-08-16;-1.6773
1994-09-16;-1.6832
1994-10-16;-1.5039
1994-11-16;-0.83137
1994-12-16;-0.43672
1995-01-16;-0.27752
1995-02-15;-0.11918
1995-03-16;0.17216
1995-04-16;0.25045
1995-05-16;1.5475
1995-06-16;2.1667
1995-07-16;1.9121
1995-08-16;1.6216
1995-09-16;2.1132
1995-10-16;1.8865
1995-11-16;0.73128
1995-12-16;-0.35342
1996-01-16;-0.12518
1996-02-15;0.39864
1996-03-16;-0.20498
1996-04-16;-0.62942
1996-05-16;-0.0010986
1996-06-16;-0.0059649
1996-07-16;-0.23776
1996-08-16;-0.22476
1996-09-16;0.14465
1996-10-16;0.35617
1996-11-16;0.059589
1996-12-16;-0.05975
1997-01-16;0.31936
1997-02-15;0.70808
1997-03-16;-0.51618
1997-04-16;0.53599
1997-05-16;0.75773
1997-06-16;1.2276
1997-07-16;1.4321
1997-08-16;1.8171
1997-09-16;2.0692
1997-10-16;2.0268
1997-11-16;2.0515
1997-12-16;2.0947
1998-01-16;1.8131
1998-02-15;1.2196
1998-03-16;1.3044
1998-04-16;1.0275
1998-05-16;0.44536
1998-06-16;0.50008
1998-07-16;1.2944
1998-08-16;1.1753
1998-09-16;0.72803
1998-10-16;1.153
1998-11-16;1.4602
1998-12-16;1.491
1999-01-16;0.53687
1999-02-15;0.070961
1999-03-16;-0.0016289
1999-04-16;0.29402
1999-05-16;0.35406
1999-06-16;0.28043
1999-07-16;0.46967
1999-08-16;0.96393
1999-09-16;1.6345
1999-10-16;0.80072
1999-11-16;0.41948
1999-12-16;0.17098
2000-01-16;-0.32586
2000-02-15;-1.1195
2000-03-16;-1.66
2000-04-16;-1.6214
2000-05-16;-1.2519
2000-06-16;-1.2852
2000-07-16;-1.0355
2000-08-16;-0.92919
2000-09-16;-0.82123
2000-10-16;-0.43967
2000-11-16;0.17622
2000-12-16;0.73409
2001-01-16;1.0202
2001-02-15;1.353
2001-03-16;1.0493
2001-04-16;0.99953
2001-05-16;0.50347
2001-06-16;-0.03915
2001-07-16;0.019773
2001-08-16;-0.31621
2001-09-16;-0.26681
2001-10-16;-0.47954
2001-11-16;-0.58806
2001-12-16;-0.41053
2002-01-16;-0.81743
2002-02-15;-0.67031
2002-03-16;-0.36981
2002-04-16;-0.95413
2002-05-16;-1.2837
2002-06-16;-1.5154
2002-07-16;-1.8377
2002-08-16;-1.5603
2002-09-16;-1.7059
2002-10-16;-1.0835
2002-11-16;-0.75083
2002-12-16;-0.3735
2003-01-16;0.14871
2003-02-15;0.1545
2003-03-16;0.87534
2003-04-16;0.41455
2003-05-16;0.17368
2003-06-16;0.61818
2003-07-16;0.21756
2003-08-16;-0.027903
2003-09-16;-0.56787
2003-10-16;-1.0845
2003-11-16;-0.87004
2003-12-16;-1.4307
2004-01-16;-0.87818
2004-02-15;-0.67988
2004-03-16;-1.1515
2004-04-16;-0.39632
2004-05-16;-1.1821
2004-06-16;-0.59282
2004-07-16;-0.32861
2004-08-16;-0.1544
2004-09-16;0.72695
2004-10-16;0.88065
2004-11-16;1.6012
2004-12-16;1.3255
2005-01-16;1.3462
2005-02-15;0.7571
2005-03-16;-0.28659
2005-04-16;-0.23815
2005-05-16;-0.74003
2005-06-16;0.36985
2005-07-16;-0.10634
2005-08-16;0.096277
2005-09-16;-0.080139
2005-10-16;0.28114
2005-11-16;0.35713
2005-12-16;-0.58084
2006-01-16;-0.55914
2006-02-15;-0.70665
2006-03-16;0.062796
2006-04-16;-1.4179
2006-05-16;-1.8561
2006-06-16;-2.1394
2006-07-16;-1.958
2006-08-16;-1.7949
2006-09-16;-1.7553
2006-10-16;-1.2388
2006-11-16;-0.77901
2006-12-16;0.2102
2007-01-16;0.97206
2007-02-15;1.0512
2007-03-16;0.47329
2007-04-16;0.089982
2007-05-16;0.0019887
2007-06-16;-0.76352
2007-07-16;-0.91603
2007-08-16;-0.83335
2007-09-16;-0.72748
2007-10-16;-0.62881
2007-11-16;-0.6978
2007-12-16;0.30741
2008-01-16;0.4179
2008-02-15;0.31372
2008-03-16;0.21902
2008-04-16;-0.49467
2008-05-16;0.071278
2008-06-16;-0.45052
2008-07-16;-0.70373
2008-08-16;-0.12788
2008-09-16;0.13564
2008-10-16;0.43773
2008-11-16;0.25888
2008-12-16;0.51468
2009-01-16;0.92779
2009-02-15;-0.33966
2009-03-16;-0.73707
2009-04-16;0.23121
2009-05-16;-0.059863
2009-06-16;0.90901
2009-07-16;1.3137
2009-08-16;1.3373
2009-09-16;1.3524
2009-10-16;1.5646
2009-11-16;1.7885
2009-12-16;1.4632
2010-01-16;1.0037
2010-02-15;1.5215
2010-03-16;1.6829
2010-04-16;1.404
2010-05-16;1.5369
2010-06-16;1.3753
2010-07-16;1.3843
2010-08-16;1.1347
2010-09-16;0.58006
2010-10-16;-0.096596
2010-11-16;-0.2127
2010-12-16;-0.78173
2011-01-16;-1.0139
2011-02-15;-0.74853
2011-03-16;-0.062398
2011-04-16;0.079313
2011-05-16;0.43512
2011-06-16;0.36199
2011-07-16;0.88543
2011-08-16;0.3915
2011-09-16;0.28304
2011-10-16;0.5874
2011-11-16;0.29806
2011-12-16;0.65988
2012-01-16;-0.60873
2012-02-15;0.059258
2012-03-16;-0.7098
2012-04-16;-1.6478
2012-05-16;-2.2596
2012-06-16;-2.4769
2012-07-16;-2.3064
2012-08-16;-2.5087
2012-09-16;-2.3576
2012-10-16;-2.2333
2012-11-16;-2.1382
2012-12-16;-1.8155
2013-01-16;-1.7486
2013-02-15;-0.65688
2013-03-16;-0.44697
2013-04-16;0.22595
2013-05-16;0.1417
2013-06-16;-0.75744
2013-07-16;-0.7257
2013-08-16;-0.73198
2013-09-16;-0.30418
2013-10-16;-0.24558
2013-11-16;0.1084
2013-12-16;1.0777
2014-01-16;1.3766
2014-02-15;1.5808
2014-03-16;1.0398
2014-04-16;0.33214
2014-05-16;0.34218
2014-06-16;0.22494
2014-07-16;0.39245
2014-08-16;0.44738
2014-09-16;0.70321
2014-10-16;0.53474
2014-11-16;0.81487
2014-12-16;1.0206
2015-01-16;0.71376
2015-02-15;0.28136
2015-03-16;-0.79486
2015-04-16;0.12547
2015-05-16;1.373
2015-06-16;1.0695
2015-07-16;1.0659
2015-08-16;0.99223
2015-09-16;1.0163
2015-10-16;0.87086
2015-11-16;-0.17526
2015-12-16;0.0309
2016-01-16;0.0078731
2016-02-15;-0.14871
2016-03-16;0.74344
2016-04-16;1.5947
2016-05-16;1.5994
2016-06-16;0.94156
2016-07-16;0.50174
2016-08-16;0.44626
2016-09-16;0.17393
2016-10-16;-0.99258
2016-11-16;-1.5505
2016-12-16;-1.2721
2017-01-16;-0.75801
2017-02-15;-0.94514
2017-03-16;-1.0703
2017-04-16;-0.13916
2017-05-16;0.72213
2017-06-16;-0.085563
2017-07-16;-0.52035
2017-08-16;-0.29562
2017-09-16;0.17168
2017-10-16;0.098307
2017-11-16;-0.74468
2017-12-16;-0.30859
2018-01-16;-0.11036
2018-02-15;-0.21173
2018-03-16;-0.79306
2018-04-16;-1.2403
2018-05-16;-0.72193
2018-06-16;-0.96808
2018-07-16;-0.86623
2018-08-16;-0.68687
2018-09-16;-0.84509
2018-10-16;-0.33389
2018-11-16;-0.20495
2018-12-16;0.30741
2019-01-16;0.42836
2019-02-15;0.22201
2019-03-16;1.5577
2019-04-16;0.88352
2019-05-16;1.6452
2019-06-16;1.8111
2019-07-16;1.6347
2019-08-16;1.3305
2019-09-16;0.57677
2019-10-16;1.0357
2019-11-16;0.41202
2019-12-16;0.0079022
2020-01-16;-0.25707
2020-02-15;0.37987
2020-03-16;0.63745
2020-04-16;-0.35146
2020-05-16;-1.4156
2020-06-16;-1.5352
2020-07-16;-1.4497
2020-08-16;-1.871
2020-09-16;-1.9817
2020-10-16;-1.8828
2020-11-16;-1.8311
2020-12-16;-1.8485
